,TEC (7006)
ACH-000004,0.015106820146340362
ACH-000005,0.055247724831661536
ACH-000007,-0.08444692130242319
ACH-000009,0.10518732076821234
ACH-000011,0.12348557404005273
ACH-000012,0.016596969568599355
ACH-000013,0.09206941591632667
ACH-000014,0.007478224231608732
ACH-000015,0.14536435279492393
ACH-000017,0.008638088778953477
ACH-000018,0.013003234869486091
ACH-000019,-0.05678691371889145
ACH-000021,-0.05276736158870344
ACH-000022,0.08300714886921416
ACH-000025,0.2463993637185279
ACH-000028,0.09976086665645964
ACH-000030,0.16156934321588148
ACH-000035,0.0961288361965942
ACH-000036,-0.07616917812289499
ACH-000037,0.2483928953076384
ACH-000039,0.26902359396393444
ACH-000040,-0.044182720218834716
ACH-000041,0.07208166203278604
ACH-000042,0.06922867556491177
ACH-000045,0.11694758894347987
ACH-000047,0.027511749306977255
ACH-000052,-0.05331296993127462
ACH-000053,0.18051550120149626
ACH-000054,-0.06737806818972876
ACH-000055,0.053344442976161366
ACH-000060,0.04664779565261545
ACH-000067,-0.028408865262976687
ACH-000070,0.019437113552205027
ACH-000075,-0.11880915157843674
ACH-000078,-0.09009670992220616
ACH-000082,0.07819351664166163
ACH-000085,-0.0737649199369342
ACH-000086,0.099505749662694
ACH-000087,0.06647608754565391
ACH-000092,0.01837419582045669
ACH-000095,0.04404250152813615
ACH-000097,0.07640968786724739
ACH-000098,0.1820797801505388
ACH-000099,-0.006110817610362708
ACH-000108,0.09813328612041426
ACH-000113,-0.047284307552881405
ACH-000116,0.02240808294615199
ACH-000118,0.07941021704967642
ACH-000120,0.01808995467431044
ACH-000123,-0.07709937448626655
ACH-000127,0.01577207917402235
ACH-000128,0.07727567330633266
ACH-000132,0.0056344124724939815
ACH-000133,-0.06884039406219476
ACH-000137,0.1502243310025269
ACH-000138,0.23475059596814904
ACH-000142,-0.051121638947227266
ACH-000143,-0.04457500131704648
ACH-000146,0.05182356987680491
ACH-000148,0.13785550738784216
ACH-000150,0.0815227080969981
ACH-000152,-0.034514595969841015
ACH-000153,0.23224860060129884
ACH-000159,0.052250528268371836
ACH-000160,0.08556642073641085
ACH-000163,0.1415385124261551
ACH-000167,0.14704063517745225
ACH-000168,0.09063335786195896
ACH-000169,0.028446951159941343
ACH-000178,0.05179089198272679
ACH-000183,0.16226039462041844
ACH-000188,-0.07485352281973709
ACH-000189,0.17044060328897767
ACH-000190,-0.1628401841080796
ACH-000198,0.03939928939754233
ACH-000203,-0.1678785127855573
ACH-000204,-0.19276601271045427
ACH-000206,-0.17467774174360035
ACH-000207,0.031309905745492195
ACH-000208,-0.04264659571096497
ACH-000210,0.21995038552902893
ACH-000211,0.09475394286925568
ACH-000215,-0.01012559698018579
ACH-000221,0.13038187771200113
ACH-000222,-0.04630374704288513
ACH-000223,0.05322060454985398
ACH-000226,-0.06914690905726957
ACH-000227,-0.08589604302577776
ACH-000228,-0.2381148531745487
ACH-000231,0.0006452921667390385
