,CALN1 (83698)
ACH-000210,-0.2999802706963822
ACH-000211,-0.2459485496232223
ACH-000215,-0.19249442188486116
ACH-000221,-0.3656679194206816
ACH-000222,-0.4172986449047783
ACH-000223,-0.15706111121398764
ACH-000226,-0.30029031170897164
ACH-000227,-0.2956625921729856
ACH-000228,-0.048291252625027065
ACH-000231,-0.182712439373026
ACH-000232,-0.25816687538764416
ACH-000233,-0.027955250011451216
ACH-000234,-0.2566315517108895
ACH-000235,-0.14612628709359676
ACH-000237,-0.2796752558218091
ACH-000238,-0.2083998317701321
ACH-000242,-0.3660231149138616
ACH-000243,-0.11534031164080367
ACH-000244,-0.2456429207580939
ACH-000246,-0.15585592943814036
ACH-000248,-0.19497776316310225
ACH-000250,-0.1781643752104492
ACH-000251,-0.2662144474005351
ACH-000252,-0.22557159089367396
ACH-000253,-0.18104102904493904
ACH-000255,-0.3349569057875348
ACH-000256,-0.14222490775225485
ACH-000257,-0.2338077037613828
ACH-000258,-0.14871564854311428
ACH-000259,-0.14324906794653874
ACH-000260,-0.2952036775124391
ACH-000261,-0.2393138799369173
ACH-000262,-0.2627203289348662
ACH-000263,-0.3662694517630804
ACH-000264,-0.24170398543883986
ACH-000265,-0.06669933210468522
ACH-000266,-0.2447081355730455
ACH-000272,-0.1646528204323389
ACH-000274,-0.12556082478805672
ACH-000277,-0.2223177272307861
ACH-000278,-0.2683636435343559
ACH-000279,-0.174782742670523
ACH-000280,-0.1630927440965399
ACH-000281,-0.05868366207693895
ACH-000288,-0.1850435893509303
ACH-000291,-0.1817375154301196
ACH-000293,-0.24048669414866786
ACH-000294,-0.2211231716279107
ACH-000295,-0.12253903273837888
ACH-000296,-0.2598545120785855
ACH-000302,-0.2470771478116736
ACH-000304,-0.1549019977919714
ACH-000307,-0.16948647416284213
ACH-000308,-0.16037834148959312
ACH-000310,-0.3965712520647699
ACH-000311,-0.1337955141936833
ACH-000312,-0.116175322721943
ACH-000315,-0.3598165783880909
ACH-000316,-0.15178075961326026
ACH-000317,-0.4323850597757565
ACH-000318,-0.2255619510387113
ACH-000319,-0.21957840661483907
ACH-000320,-0.18466065405864213
ACH-000322,-0.1460158275358543
ACH-000323,-0.0678890325056757
ACH-000324,-0.17822077863526034
ACH-000329,-0.15065471142604742
ACH-000330,-0.22206505851826436
ACH-000331,-0.2412145888899124
ACH-000332,-0.14791840645321608
ACH-000334,-0.08055920817960187
ACH-000335,-0.260129821164949
ACH-000336,-0.21127480928977405
ACH-000337,-0.3365880131314168
ACH-000338,-0.18942187268809452
ACH-000339,-0.2285390640292176
ACH-000341,-0.20067326118684367
ACH-000348,-0.1855383259343636
ACH-000350,-0.019902658183050027
ACH-000352,-0.03242324243883112
ACH-000356,-0.27729070050893045
ACH-000361,-0.2166596679379186
ACH-000362,-0.2633695604289913
ACH-000363,-0.19741056042478
ACH-000364,-0.4281605859040225
ACH-000365,-0.2416387534323135
ACH-000366,-0.17362497278567784
ACH-000368,-0.3711679603214207
ACH-000374,-0.24734978029288446
ACH-000375,-0.22314909337464311
ACH-000376,-0.15210366074248818
ACH-000381,-0.26465050277062624
ACH-000383,-0.380921469465063
ACH-000387,-0.3015649346696379
ACH-000389,-0.19938942751988575
ACH-000390,-0.10686628348039456
ACH-000393,-0.1198284973549294
ACH-000395,-0.12935652090272107
ACH-000396,0.03043227016789312
ACH-000397,-0.1793989580367703
ACH-000401,0.18107251225222756
ACH-000402,-0.11512058722188663
ACH-000403,-0.230937613827315
ACH-000404,-0.25991196588346543
ACH-000406,-0.27371144093798977
ACH-000407,-0.09379204688649573
ACH-000408,-0.2346229681052388
ACH-000410,-0.19221327192261012
ACH-000411,-0.2793072147572744
ACH-000414,-0.24994299568550624
ACH-000415,-0.3352005331546317
ACH-000416,-0.16270473210917327
ACH-000420,-0.16861153839545612
ACH-000421,-0.18044832172629252
ACH-000424,-0.2068121040730616
ACH-000425,-0.18115185688150431
ACH-000426,-0.14491182597067834
ACH-000427,-0.23518742940554216
ACH-000433,-0.0924800580951992
ACH-000435,-0.08958924763705459
ACH-000436,-0.4237570499608868
ACH-000444,-0.14876334990751525
ACH-000445,-0.2224269329266843
ACH-000448,-0.22981852114813955
ACH-000450,-0.22174987210317493
ACH-000452,-0.2972390003400079
ACH-000454,-0.059005952130622936
ACH-000458,-0.2088807373666423
ACH-000459,-0.3015998104407097
ACH-000460,-0.18976455434508488
ACH-000461,-0.3092789255031649
ACH-000463,-0.12544923365929353
ACH-000464,-0.3640135067121089
ACH-000466,-0.2548009482503735
ACH-000467,-0.08036599791202334
ACH-000468,-0.13182875551726167
ACH-000469,-0.13361930244623435
ACH-000470,-0.2732382392671591
ACH-000471,-0.168455525574515
ACH-000472,-0.2352571804864037
ACH-000473,-0.23480777401652825
ACH-000475,-0.16185542559525584
ACH-000476,-0.1544590857800929
ACH-000477,-0.3695569694292394
ACH-000479,-0.0031572480867651056
ACH-000480,-0.14370058685824702
ACH-000481,-0.2574518096056325
ACH-000483,-0.1906202973542337
ACH-000484,-0.2245722496031343
ACH-000485,-0.16530099126873035
ACH-000486,-0.1884977916482901
ACH-000487,-0.2102722410313305
ACH-000488,-0.30542423937395563
ACH-000490,-0.2252336352359611
ACH-000491,-0.16914085814153287
ACH-000495,-0.3098961348409796
ACH-000496,-0.11950540940717773
ACH-000499,-0.2741086164407549
ACH-000500,-0.3073279488325169
ACH-000502,-0.1377462712217776
ACH-000503,-0.1906139013883889
ACH-000505,-0.21688130450625187
ACH-000507,-0.2396798114365453
ACH-000510,-0.20936703182346103
ACH-000511,-0.13890832994978172
ACH-000512,-0.04206260599611592
ACH-000516,-0.2253316458470879
ACH-000517,-0.09864928563957984
ACH-000518,-0.24692091056252
ACH-000520,-0.0757681373870441
ACH-000521,-0.17118940451035464
ACH-000522,-0.2404586135382752
ACH-000524,-0.11344911603167684
ACH-000527,-0.2757851403725938
ACH-000528,-0.1613420431870075
ACH-000537,-0.040369722261463625
ACH-000541,-0.29406270961015424
ACH-000542,-0.3475510645336877
ACH-000544,-0.2973068180873867
ACH-000545,-0.09614706365145773
ACH-000547,-0.1981755997799735
ACH-000548,-0.12727216722891296
ACH-000549,-0.2527787893598599
ACH-000550,-0.3786497274947291
ACH-000552,-0.19449270508589472
ACH-000556,-0.20495476642065472
ACH-000557,-0.08303307503902224
ACH-000569,-0.0669927895929821
ACH-000570,-0.2630989071872006
ACH-000571,-0.19240834253500586
ACH-000573,-0.11110810482056564
ACH-000576,-0.09616008362815727
ACH-000579,-0.11816819612549816
ACH-000580,-0.2573590359615994
ACH-000584,-0.2252031323394334
ACH-000585,-0.21078480515884127
ACH-000588,-0.2339379489386725
ACH-000589,-0.2255140848481097
ACH-000591,-0.24795095021410146
ACH-000593,-0.1564484677526419
ACH-000600,-0.2276825392159363
ACH-000601,-0.21248212004389086
ACH-000605,-0.268084883339008
ACH-000606,-0.2672474026768514
ACH-000608,-0.2771062226440694
ACH-000614,-0.2121778302063566
ACH-000616,-0.3660735039108597
ACH-000618,-0.17036243592179168
ACH-000619,-0.2176210858651688
ACH-000620,-0.15885420670951658
ACH-000621,-0.19803840028214265
ACH-000622,-0.2555352435296497
ACH-000623,-0.21737176845755293
ACH-000624,-0.2541031485873612
ACH-000627,-0.21892571445557926
ACH-000630,-0.2907000456477548
ACH-000631,-0.12229197239697208
ACH-000632,-0.3073657916830337
ACH-000633,-0.11214398223822182
ACH-000637,-0.18945403089650276
ACH-000638,-0.08862486001073944
ACH-000646,-0.20741519595376604
ACH-000647,-0.09646426387440923
ACH-000648,-0.35220556356287663
ACH-000649,-0.1575257789045823
ACH-000651,-0.11756199248731801
ACH-000652,-0.10191564074219843
ACH-000653,-0.2252486864542343
ACH-000657,-0.13873874604659764
ACH-000658,-0.17239929892605738
ACH-000661,-0.16212547645423178
ACH-000662,-0.3717957805396581
ACH-000663,-0.16322050691959514
ACH-000665,-0.3530039300061055
ACH-000671,-0.213379039729854
ACH-000672,0.07458065568021004
ACH-000673,-0.17355438728665354
ACH-000676,-0.13761211711236013
ACH-000677,-0.07947245573265993
ACH-000681,-0.29193103889773164
ACH-000683,-0.2350052473966344
ACH-000684,-0.34878526121421405
ACH-000688,-0.08291089077407288
ACH-000693,-0.2395021787817329
ACH-000694,-0.0774415619461924
ACH-000695,0.07537535913712884
ACH-000696,-0.18668966364735887
ACH-000697,-0.09179484997327936
ACH-000699,-0.20455263127521087
ACH-000701,-0.3619813285556012
ACH-000706,-0.30118243394825606
ACH-000711,-0.3714003021436205
ACH-000713,-0.3185990576291075
ACH-000714,-0.1694900474872205
ACH-000718,-0.02654197417709752
ACH-000720,-0.22063826262677896
ACH-000721,-0.2233831772610979
ACH-000724,-0.24928655032177505
ACH-000725,-0.27998559884248736
ACH-000732,-0.13249506683052234
ACH-000734,-0.2963328970658256
ACH-000735,-0.12395074706243267
ACH-000736,-0.16222575847447065
ACH-000738,-0.1766475065203493
ACH-000746,-0.14638393664641028
ACH-000747,-0.15094727150208606
ACH-000748,-0.05988063161631161
ACH-000753,-0.19503276842849246
ACH-000756,-0.06268749360024148
ACH-000757,-0.12025532772333265
ACH-000758,-0.20604651426818324
ACH-000760,-0.2069496962515214
ACH-000762,-0.08194989729564757
ACH-000763,-0.2552011732409832
ACH-000764,-0.5251543512021554
ACH-000765,-0.2605191762576942
ACH-000766,-0.1421787426195487
ACH-000767,0.0006910875029199516
ACH-000768,-0.3700642554832694
ACH-000769,-0.3807966601629889
ACH-000770,-0.19670838330013474
ACH-000771,-0.09311679998268296
ACH-000773,-0.04963658036729664
ACH-000776,-0.2980890018118869
ACH-000777,-0.19869739272549528
ACH-000778,-0.21429983891772575
ACH-000781,-0.23317638396164345
ACH-000782,-0.21363948524686746
ACH-000783,-0.10905722670197336
ACH-000784,-0.19266954923883145
ACH-000785,-0.13312974353320425
ACH-000787,-0.1990284056405469
ACH-000788,-0.19576800165211908
ACH-000791,-0.18424857718251886
ACH-000792,-0.17488563882169328
ACH-000794,-0.1298086635089165
ACH-000796,-0.15964855420528273
ACH-000798,-0.3461557725344807
ACH-000799,-0.2553137659355624
ACH-000800,-0.2259750745228506
ACH-000802,-0.14375891029402055
ACH-000804,-0.1929190792819884
ACH-000805,-0.14827170081415933
ACH-000809,-0.24800892499964886
ACH-000810,-0.05733302645669783
ACH-000811,-0.2917149388451087
ACH-000817,-0.3320639870363957
ACH-000819,-0.06253617859871953
ACH-000820,-0.1609188179828479
ACH-000821,-0.07174230124533403
ACH-000822,-0.1417148694666294
ACH-000823,-0.3360454396904363
ACH-000824,-0.17174607061110292
ACH-000827,-0.1734336220099369
ACH-000829,-0.2407116382573999
ACH-000831,-0.2777115486975919
ACH-000832,-0.229826179691934
ACH-000833,-0.0836469273727473
ACH-000834,-0.1985308162530772
ACH-000835,-0.35164201600197914
ACH-000836,-0.07254174772630838
ACH-000837,-0.24460373846312425
ACH-000838,-0.16557828786833564
ACH-000839,-0.0605786579299066
ACH-000840,-0.25909737203096456
ACH-000841,-0.14775552613144494
ACH-000843,-0.22435320192356184
ACH-000846,-0.12984710099994992
ACH-000847,-0.37110637916482975
ACH-000848,-0.18316568663884747
ACH-000849,-0.12934455743706308
ACH-000851,-0.1817901871188114
ACH-000855,-0.6429283377586845
ACH-000856,-0.31273448531533704
ACH-000858,-0.123536312310784
ACH-000859,-0.09209555866294747
ACH-000861,-0.18641088898293567
ACH-000862,-0.2590547407204139
ACH-000865,-0.17592516720661558
ACH-000866,-0.21500351342492302
ACH-000867,-0.15140269354032102
ACH-000869,-0.17848024162723358
ACH-000872,-0.10056516159789036
ACH-000873,0.09445112819702177
ACH-000876,-0.2888049790775174
ACH-000878,-0.21684314643892705
ACH-000880,-0.07502266135240562
ACH-000881,-0.1446247205416644
ACH-000882,-0.14212595762400593
ACH-000884,-0.16410480171431166
ACH-000885,-0.22273333626641825
ACH-000887,-0.2248385296855697
ACH-000889,-0.2806812245835528
ACH-000896,-0.10164107717741
ACH-000898,-0.23655463103562574
ACH-000900,-0.06153238715136011
ACH-000901,-0.2452100610396229
ACH-000905,-0.1103059880005708
ACH-000906,-0.20438309663266413
ACH-000907,-0.23745611801358585
ACH-000910,-0.16202510855226873
ACH-000911,-0.1686789874129654
ACH-000912,-0.2064043743982589
ACH-000913,-0.12862613564380834
ACH-000915,-0.282924183822159
ACH-000916,-0.12055497347442705
ACH-000917,-0.21485250454025895
ACH-000920,-0.15456955735202554
ACH-000921,-0.2891742745766878
ACH-000924,-0.20632449111175333
ACH-000926,-0.126043672531573
ACH-000928,-0.14792332782279716
ACH-000929,-0.1228247448994622
ACH-000932,-0.03470579163524312
ACH-000935,-0.2788844800250781
ACH-000936,-0.14987034070219485
ACH-000937,-0.19380728506704095
ACH-000938,-0.30428976442427874
ACH-000939,-0.11241034766548877
ACH-000941,-0.3456020163782745
ACH-000943,-0.2893352467252149
ACH-000946,-0.21663527096528415
ACH-000947,-0.33621977107221884
ACH-000948,-0.2132808077273563
ACH-000950,-0.0681700910072293
ACH-000953,-0.18918636672368827
ACH-000954,-0.11568894312675825
ACH-000957,-0.266009771170442
ACH-000958,-0.33900451182763325
ACH-000960,-0.25937794941096703
ACH-000963,-0.2780091141047585
ACH-000968,-0.14629645752029846
ACH-000969,-0.28101196752202384
ACH-000972,-0.4759262860942602
ACH-000973,-0.1187774200639714
ACH-000974,-0.13420657027913035
ACH-000978,0.1136578992633551
ACH-000984,-0.07901237809289385
ACH-000986,-0.1206308627690625
ACH-000988,-0.2201022991045862
ACH-000993,-0.09742140473538176
ACH-000994,-0.18889452677723154
ACH-000996,-0.136670651583938
ACH-001001,-0.25997878083616904
ACH-001020,-0.2829656513733291
ACH-001028,-0.1330551688716916
ACH-001031,-0.11171642203167656
ACH-001038,-0.16548966375890767
ACH-001048,-0.23549279708922444
ACH-001050,-0.2324464346485513
ACH-001053,-0.12539673210114355
ACH-001054,-0.13976927309868806
ACH-001061,-0.1772795323480486
ACH-001067,-0.2253879752218977
ACH-001075,-0.09371671254608363
ACH-001096,-0.20085971405646733
ACH-001111,-0.05923185872687156
ACH-001119,-0.20075158452437208
ACH-001128,-0.08179304410524581
ACH-001134,-0.0740051753045058
ACH-001151,-0.2060989931455876
ACH-001163,-0.3308803609999462
ACH-001164,-0.15438928810489727
ACH-001183,-0.2993279027846614
ACH-001192,-0.2883777514125325
ACH-001193,-0.10581006099674256
ACH-001196,-0.127365661188359
ACH-001197,-0.1746169448670114
ACH-001205,-0.3751679840877215
ACH-001211,-0.2935954156612367
ACH-001212,-0.00929026056932487
ACH-001228,-0.2922226657113693
ACH-001232,-0.2533066084720612
ACH-001239,-0.2311436401545211
ACH-001270,-0.20285374168400225
ACH-001274,-0.1373349095700641
ACH-001275,-0.3460765576644226
ACH-001277,-0.060202987989125614
ACH-001278,-0.17730511771006505
ACH-001280,-0.41029881207214464
ACH-001283,-0.1560813429392539
ACH-001289,-0.17782774288383374
ACH-001300,-0.3294576358839873
ACH-001301,-0.1576872161042515
ACH-001302,-0.13256306414927668
ACH-001306,-0.19282209634460606
ACH-001318,-0.07579810171986588
ACH-001322,-0.23203627133441315
ACH-001328,-0.19865861376308305
ACH-001332,-0.08387200835730999
ACH-001336,-0.2950284241670751
ACH-001346,-0.09810533845321226
ACH-001353,-0.12724350933108414
ACH-001354,-0.21806343894828434
ACH-001367,-0.40353573427436745
ACH-001368,-0.1996753966957208
ACH-001374,-0.025161168490978058
ACH-001377,-0.16795072020495716
ACH-001380,-0.16167538994800892
ACH-001391,-0.20697824693468905
ACH-001408,-0.25760576468416585
ACH-001430,-0.3693346777142181
ACH-001431,-0.22150084046932428
ACH-001450,-0.2394826048543833
ACH-001496,-0.2455909671803868
ACH-001500,-0.23696006289622945
ACH-001523,-0.4032778068616814
ACH-001532,-0.22096435645993048
ACH-001550,-0.05248006100879024
ACH-001552,0.050371972260967686
ACH-001554,-0.16299525022006028
ACH-001654,-0.17045841352429042
ACH-001735,-0.18405477551738367
ACH-001736,-0.21245894352116032
ACH-001737,-0.057386314405086486
ACH-001740,-0.3135873423199073
ACH-001745,-0.22599500422462254
ACH-001765,-0.21787357337068308
