,NR2F2 (7026)
ACH-000004,-0.118645806113445
ACH-000005,-0.028229617698843138
ACH-000007,0.2541706843706777
ACH-000009,0.11669324879850733
ACH-000011,0.8733053218685962
ACH-000012,0.22367413399825967
ACH-000013,0.04016906659824509
ACH-000014,-0.20347229692101
ACH-000015,0.02343605547113416
ACH-000017,0.12049834315090086
ACH-000018,0.2493577158605451
ACH-000019,-0.3651541613490242
ACH-000021,0.0033839658746190114
ACH-000022,0.09912411812275526
ACH-000025,0.011156001128269036
ACH-000028,-0.2289169630310244
ACH-000030,0.07929115687924418
ACH-000035,0.11452057398608438
ACH-000036,0.20823086624183806
ACH-000037,0.0739782761077245
ACH-000039,0.3832093439556432
ACH-000040,0.2761994545643326
ACH-000041,-0.06876600203791212
ACH-000042,-0.047132019760658776
ACH-000045,0.15375314798255355
ACH-000047,-0.6139813408104888
ACH-000052,0.6277155022630864
ACH-000053,0.22726695424058616
ACH-000054,0.13538194255061298
ACH-000055,0.44066306030135705
ACH-000060,0.07347251093101285
ACH-000067,0.11637694335868637
ACH-000070,-0.06287087910136906
ACH-000075,-0.047117442754330864
ACH-000078,0.25122299719085284
ACH-000082,-0.03439544708305802
ACH-000085,0.17038331928009864
ACH-000086,-0.1412672886169135
ACH-000087,0.06935866354323718
ACH-000092,0.04837285555726093
ACH-000095,0.06141874390135477
ACH-000097,0.1129753333727586
ACH-000098,0.2642834354186723
ACH-000099,0.1528441012262002
ACH-000108,0.1020948654530758
ACH-000113,0.1922388814937108
ACH-000116,0.05902894937199669
ACH-000118,0.2528347601415827
ACH-000120,-0.17285235915458652
ACH-000123,0.18654243401657566
ACH-000127,0.04576246018725482
ACH-000128,0.07700667149154695
ACH-000132,-0.12756324620266324
ACH-000133,0.07904686156579692
ACH-000137,0.03097837714241696
ACH-000138,-0.19914061006795286
ACH-000142,0.0531779860340547
ACH-000143,0.002903789633804307
ACH-000146,0.17206423511441132
ACH-000148,0.13224974920438354
ACH-000150,0.2066568587129634
ACH-000152,0.26210543438890777
ACH-000153,-0.03563150763384927
ACH-000159,0.17219067096783344
ACH-000160,0.12507264864593245
ACH-000163,0.25890400548931897
ACH-000167,0.144194728709631
ACH-000168,-0.2196870874943595
ACH-000169,0.08856256197507206
ACH-000178,0.12861159389769994
ACH-000183,0.249464877764222
ACH-000188,0.0007452895648362744
ACH-000189,0.1196184211858388
ACH-000190,-0.01396839090350562
ACH-000198,0.12500997502772404
ACH-000203,0.36291006214692106
ACH-000204,0.2406876136263337
ACH-000206,-0.1190289485565696
ACH-000207,0.16859751783924998
ACH-000208,-0.020641639303197158
ACH-000210,0.016355971559157988
ACH-000211,0.04240491656547436
ACH-000215,0.13292129062723335
ACH-000221,0.10171185246707576
ACH-000222,-0.15708230636413908
ACH-000223,0.019266600932828483
ACH-000226,0.17546987925026492
ACH-000227,0.09731598879801348
ACH-000228,0.2026393795975796
ACH-000231,0.15795008601934107
ACH-000232,0.06705981703074294
ACH-000233,0.12692937901882356
ACH-000234,0.11269824049357045
ACH-000235,-0.16833807935731426
ACH-000237,-0.013734000448304121
ACH-000238,-0.050012367896153764
ACH-000242,-0.2973518389056453
ACH-000243,0.1587753346631254
ACH-000244,0.2782926198010575
ACH-000246,0.3633393113757203
ACH-000248,0.2820724322756247
ACH-000250,0.23880072287882026
ACH-000251,-0.11426924585720348
ACH-000252,-0.5508268475414733
ACH-000253,0.225308856714352
ACH-000255,0.10586886586190343
ACH-000256,0.19588267696416986
ACH-000257,0.14411059439287907
ACH-000258,0.3402163858160478
ACH-000259,0.15888162406444015
ACH-000260,0.011645204706335469
ACH-000261,0.07594747495363466
ACH-000262,0.623528168143431
ACH-000263,0.11727986543533192
ACH-000264,-0.11041400259317384
ACH-000265,0.030737661306277364
ACH-000266,0.0340225471311034
ACH-000272,0.41244435662202666
ACH-000274,0.021326524661739205
ACH-000277,0.26290584396673444
ACH-000278,0.08258766985280168
ACH-000279,0.03808311151927112
ACH-000280,0.029547837258066062
ACH-000281,-0.198913354613662
ACH-000288,-0.001132825323932766
ACH-000291,0.1195086425518281
