,HMP19 (51617)
ACH-000004,0.17220859775097555
ACH-000005,-0.09842023407915444
ACH-000007,0.02090825362476973
ACH-000009,0.013939221846889066
ACH-000011,0.04959642382793709
ACH-000012,0.10933057575909362
ACH-000013,0.05262133251893754
ACH-000014,-0.03045536403810248
ACH-000015,0.0596484464275318
ACH-000017,0.0888303228829746
ACH-000018,0.16627060656296447
ACH-000019,-0.1837509194381312
ACH-000021,0.03625017692804745
ACH-000022,0.03726388183933613
ACH-000025,0.022217924928760437
ACH-000028,0.093562000716382
ACH-000030,0.021645022211568662
ACH-000035,0.016714092532170276
ACH-000036,0.027828878585554117
ACH-000037,0.05014610420243335
ACH-000039,-0.20940874441658547
ACH-000040,0.06304899372859475
ACH-000041,0.07187927384441642
ACH-000042,-0.005709542287454272
ACH-000045,0.028367626323424225
ACH-000047,0.02732298426063654
ACH-000052,0.045361230153769375
ACH-000053,-0.05309338383466044
ACH-000054,0.11060472848246976
ACH-000055,-0.22356845548066012
ACH-000060,0.045028570760358884
ACH-000067,-0.1014488786254088
ACH-000070,-0.07709750981502604
ACH-000075,0.2735418374198514
ACH-000078,0.051861144439354606
ACH-000082,0.08971621542490482
ACH-000085,0.02796296918959417
ACH-000086,0.0403694593199805
ACH-000087,0.18888261838235945
ACH-000092,0.05506132137271666
ACH-000095,-0.015348450097465252
ACH-000097,-0.029029286196632267
ACH-000098,0.10591130984013064
ACH-000099,-0.013469676940580523
ACH-000108,-0.05773980658543424
ACH-000113,-0.02437394721186817
ACH-000116,0.07758346929215874
ACH-000118,0.1232389802316908
ACH-000120,-0.031139881652612236
ACH-000123,0.01178802250802884
ACH-000127,-0.02230989199158365
ACH-000128,0.11413725716317498
ACH-000132,0.0957830344576612
ACH-000133,0.1688904299323087
ACH-000137,0.19963488874426585
ACH-000138,0.07487290736401707
ACH-000142,0.029680189599314087
ACH-000143,0.032887557388844274
ACH-000146,0.04565131865322755
ACH-000148,0.027927759127271017
ACH-000150,-0.12191467590540775
ACH-000152,-0.045245507018776485
ACH-000153,-0.041329205022047566
ACH-000159,0.08579365720305136
ACH-000160,0.11084950193518033
ACH-000163,0.16393813437778648
ACH-000167,0.3388958580589819
ACH-000168,0.0006013624664946509
ACH-000169,0.026291766541147062
ACH-000178,-0.025835375985165117
ACH-000183,-0.06920445192578471
ACH-000188,0.10677838715950023
ACH-000189,-0.10307130693294868
ACH-000190,-0.1074789001456699
ACH-000198,-0.10056515170185128
ACH-000203,0.11054430733794768
ACH-000204,-0.014648050783987775
ACH-000206,0.08191506902052915
ACH-000207,-0.009961234000344965
ACH-000208,-0.05711759840425135
ACH-000210,0.13992031471106947
ACH-000211,0.08694634532948599
ACH-000215,0.10765112733674738
ACH-000221,0.1855510983985487
ACH-000222,0.055110903567616304
ACH-000223,-0.07841966907879111
ACH-000226,0.08460563699131066
ACH-000227,-0.048813480595258016
ACH-000228,0.024413253341069117
ACH-000231,0.02402979744879825
ACH-000232,-0.0408007715364197
ACH-000233,-0.04878544030909849
ACH-000234,-0.09093476677179672
ACH-000235,0.08487648928475174
ACH-000237,0.0007597118745949393
ACH-000238,-0.04220198104078877
ACH-000242,0.17143292184755518
ACH-000243,0.0578387753994347
ACH-000244,0.0362764585753641
ACH-000246,0.05875644891543703
ACH-000248,0.014293163004508303
ACH-000250,0.028683398746437588
ACH-000251,0.16093334980120455
ACH-000252,-0.00812848836507747
ACH-000253,0.02158520900660881
ACH-000255,0.04139254816891093
ACH-000256,-0.06582262583024713
ACH-000257,0.06140019117681207
ACH-000258,-0.03252394302696192
ACH-000259,-0.02313115190271577
ACH-000260,0.08364737449081662
ACH-000261,0.08396891177880825
ACH-000262,0.07135958210306692
ACH-000263,0.007689560100557914
ACH-000264,-0.023197699451144124
ACH-000265,0.04801608987969967
ACH-000266,-0.0006154570919312587
ACH-000272,0.014967437314647962
ACH-000274,0.1244492659689616
ACH-000277,0.030423567383075226
ACH-000278,0.06805758181016719
ACH-000279,0.03139570194231638
ACH-000280,0.0825862862438046
ACH-000281,-0.0013246413953572132
ACH-000288,0.036805630772778736
ACH-000291,0.026846228288990852
ACH-000293,0.020833211885249496
ACH-000294,-0.04378994458735533
ACH-000295,0.10314303596601963
ACH-000296,0.019870749337016245
ACH-000302,-0.038255359160158
ACH-000304,-0.12695777532111666
ACH-000307,0.07930096335919355
ACH-000308,0.07997550562606358
ACH-000310,-0.11015533425657843
ACH-000311,0.11096187917814487
ACH-000312,0.10438940065070104
ACH-000315,0.22397735857720785
ACH-000316,-0.0662243474787055
ACH-000317,0.05945898402017308
ACH-000318,0.130763748109034
ACH-000319,0.09097231586907563
ACH-000320,0.14957444553325938
ACH-000322,0.0927491015745677
ACH-000323,0.013581790917681536
ACH-000324,-0.018600467328625758
ACH-000329,5.8266320058157875e-05
ACH-000330,0.1428011481681009
ACH-000331,-0.04544593169208258
ACH-000332,0.011521498710489684
ACH-000334,0.1289750066381142
ACH-000335,0.05641818704387243
ACH-000336,0.020958014623193768
ACH-000337,-0.08615623496004172
ACH-000338,-0.07614439782286765
ACH-000339,0.05162472059354061
ACH-000341,-0.0285418458078674
ACH-000348,-0.07857606963638072
ACH-000350,-0.09909634880673687
ACH-000352,0.09884484723912178
ACH-000356,0.04315615809595095
ACH-000361,0.12275903172978142
ACH-000362,-0.1083118028390032
ACH-000363,0.1174998004945636
ACH-000364,0.057612239441887564
ACH-000365,-0.055582939960267
ACH-000366,-0.010119170655145629
ACH-000368,-0.049061422467873726
ACH-000374,0.059796823827172725
ACH-000375,0.033250975509141474
ACH-000376,0.0572468156189406
ACH-000381,0.006684044015966917
ACH-000383,0.095231778826191
ACH-000387,0.01014515547515402
ACH-000389,-0.06051092970717064
ACH-000390,0.13536563410629351
ACH-000393,0.03300566575932132
ACH-000395,0.021196563032051044
ACH-000396,-0.07313468278300411
ACH-000397,-0.05227108578311253
ACH-000401,0.12501621307080651
ACH-000402,-0.13785614473395433
ACH-000403,-0.030225449526906
ACH-000404,0.01884878286781256
ACH-000406,0.016488273931079343
ACH-000407,0.08097298133747248
ACH-000408,0.16725466475474002
ACH-000410,0.030333833850012138
ACH-000411,-0.06788937133887886
ACH-000414,0.049567473040749314
ACH-000415,0.21737005036751725
ACH-000416,0.05627045972217929
ACH-000420,0.020632815154099482
ACH-000421,0.04117886663132042
ACH-000424,0.20185042967164926
ACH-000425,0.01214375974780432
ACH-000426,-0.008001263592361876
ACH-000427,0.08302855517522129
ACH-000433,-0.08145725926889907
ACH-000435,0.11654337337451565
ACH-000436,-0.2240461631463558
ACH-000444,-0.06148087166762727
ACH-000445,0.06574487651300802
ACH-000448,-0.03451897220555422
ACH-000450,-0.1698389436009842
ACH-000452,0.12586971531805344
