,CSNK2B (1460)
ACH-000004,-0.9210820859042876
ACH-000005,-1.02066628285333
ACH-000007,-1.2098789395507503
ACH-000009,-0.9090783781205752
ACH-000011,-1.0386926819688187
ACH-000012,-1.286904333298157
ACH-000013,-1.2990092066805878
ACH-000014,-0.9012721334548449
ACH-000015,-1.1064987483704103
ACH-000017,-1.0867306697939891
ACH-000018,-1.07080701886713
ACH-000019,-1.2002791520705445
ACH-000021,-0.9125438924080588
ACH-000022,-0.7945381506798191
ACH-000025,-1.1909148491959496
ACH-000028,-0.9691882795330689
ACH-000030,-0.8924834769074034
ACH-000035,-1.3880903845168773
ACH-000036,-0.9981117664976784
ACH-000037,-0.7847553748966789
ACH-000039,-0.8885762478056646
ACH-000040,-0.8122660572895025
ACH-000041,-0.8053329652000175
ACH-000042,-1.1048404035257873
ACH-000045,-0.9855335085822016
ACH-000047,-0.9582839006949044
ACH-000052,-1.0904754094996665
ACH-000053,-1.0903710545206182
ACH-000054,-0.8888465941443158
ACH-000055,-0.9790158553940544
ACH-000060,-0.9857699657335788
ACH-000067,-0.9990733351077171
ACH-000070,-0.8179542368386352
ACH-000075,-1.092527136208145
ACH-000078,-0.4061586894251323
ACH-000082,-0.97326353783001
ACH-000085,-0.9009261705805148
ACH-000086,-1.0970617352807177
ACH-000087,-1.6399759663318616
ACH-000092,-1.0181088156382168
ACH-000095,-0.802421491003851
ACH-000097,-1.3197565308994323
ACH-000098,-1.2095629461420767
ACH-000099,-0.7882607922893548
ACH-000108,-1.3349784775871738
ACH-000113,-0.9127569147639396
ACH-000116,-1.079581855445852
ACH-000118,-0.7363967042527176
ACH-000120,-1.0320839605935743
ACH-000123,-0.9848065081379721
ACH-000127,-1.2040056429716113
ACH-000128,-1.1902531641058152
ACH-000132,-1.2719290646752042
ACH-000133,-1.118293188277898
ACH-000137,-1.2880531131592723
ACH-000138,-1.0265870157537371
ACH-000142,-0.9627240814972786
ACH-000143,-1.2911130857183295
ACH-000146,-0.7781238315371507
ACH-000148,-0.9995701430482701
ACH-000150,-0.8463501915991959
ACH-000152,-1.2031579229102891
ACH-000153,-0.7002359304429391
ACH-000159,-1.0879226319348474
ACH-000160,-0.6817961916296839
ACH-000163,-0.7176413173347382
ACH-000167,-1.0596089165524354
ACH-000168,-1.1043547362894641
ACH-000169,-1.141032262594457
ACH-000178,-0.9746032646739992
ACH-000183,-1.2054381513744024
ACH-000188,-0.6954721787172922
ACH-000189,-0.5810076853989086
ACH-000190,-0.7973099157185237
ACH-000198,-0.9463617470119082
ACH-000203,-1.1113758705881314
ACH-000204,-1.112130625830392
ACH-000206,-0.8583536369125961
ACH-000207,-1.1850866037975225
ACH-000208,-1.0929205585677808
ACH-000210,-1.0054613163776611
ACH-000211,-0.8967568337092783
ACH-000215,-0.9087226692602748
ACH-000221,-1.1995515185840997
ACH-000222,-1.0486638909070956
ACH-000223,-0.8279522486706465
ACH-000226,-0.7479781173147966
ACH-000227,-0.5590222759191439
ACH-000228,-1.2182305497269263
ACH-000231,-1.2964894955082316
ACH-000232,-1.0944851808669145
ACH-000233,-0.9002521755403574
ACH-000234,-0.5432587653131971
ACH-000235,-1.0728255663481316
ACH-000237,-1.0294797042075476
ACH-000238,-1.077847063763656
ACH-000242,-1.0827282233284443
ACH-000243,-1.0262659510399992
ACH-000244,-0.8666496010783021
ACH-000246,-0.7203684653226272
ACH-000248,-0.9151943671512892
ACH-000250,-0.6751114068602369
ACH-000251,-1.021154909205864
ACH-000252,-1.1012751096313658
ACH-000253,-0.9867757778051164
ACH-000255,-0.9791098885491252
ACH-000256,-1.1464276215285096
ACH-000257,-0.6203995376329982
ACH-000258,-1.057475755514158
ACH-000259,-0.8183381756033138
ACH-000260,-0.8896599350551233
ACH-000261,-1.0255902123231184
ACH-000262,-0.8096033167911695
ACH-000263,-1.0591139976279311
ACH-000264,-1.413159012952108
ACH-000265,-0.9570506399520664
ACH-000266,-1.200656261191243
ACH-000272,-1.1023954482882938
ACH-000274,-0.5352307313782566
ACH-000277,-1.0843549668409564
ACH-000278,-1.1076961372235299
ACH-000279,-1.1276401110105592
ACH-000280,-1.1973214459687742
ACH-000281,-1.234967366049294
ACH-000288,-1.066146074086296
ACH-000291,-1.0623267411835395
ACH-000293,-0.8839736115461608
ACH-000294,-0.6448245740020412
ACH-000295,-1.113252182215532
ACH-000296,-0.9086119113145904
ACH-000302,-0.8567994148756106
ACH-000304,-0.8943977312251298
ACH-000307,-1.4374363601430602
ACH-000308,-1.1551535616734816
ACH-000310,-0.5048243952673358
ACH-000311,-0.8417330531132949
ACH-000312,-1.0274993658804925
ACH-000315,-1.1698918344574354
ACH-000316,-1.0623765963770968
ACH-000317,-1.3720092218943578
ACH-000318,-1.215513472793768
ACH-000319,-1.0083098638306482
ACH-000320,-0.8983481122326148
ACH-000322,-0.7381375975752275
ACH-000323,-1.0260602770222196
ACH-000324,-1.2252860506911625
ACH-000329,-1.0029633827586593
ACH-000330,-0.8978709744576417
ACH-000331,-1.00212990366888
ACH-000332,-0.9466185624126464
ACH-000334,-1.2047770412296728
ACH-000335,-1.1115884882676723
ACH-000336,-0.8101667058930527
ACH-000337,-0.982508414357052
ACH-000338,-0.6481726349290927
ACH-000339,-1.2653769927485308
ACH-000341,-0.7862894760863561
ACH-000348,-0.9559263381827576
ACH-000350,-1.1810261248548954
ACH-000352,-1.4142485032807222
ACH-000356,-1.126657212981478
ACH-000361,-0.6795512418347286
ACH-000362,-0.6878431368080621
ACH-000363,-1.0871652409727777
ACH-000364,-1.0861675247702536
ACH-000365,-1.1856413406123079
ACH-000366,-0.8125127304006075
ACH-000368,-1.0158819514400161
ACH-000374,-0.9728449316889284
ACH-000375,-0.8226794616203157
ACH-000376,-1.208996078981199
ACH-000381,-1.0429459694362466
ACH-000383,-0.8889802747014272
ACH-000387,-0.7769966784408133
ACH-000389,-1.1635050888031857
ACH-000390,-0.7331923054097503
ACH-000393,-0.915130181690789
ACH-000395,-0.9972461504513126
ACH-000396,-1.3894091955521184
ACH-000397,-1.2214137427045064
ACH-000401,-1.2540398090670148
ACH-000402,-1.229224554254956
ACH-000403,-1.2349371635738604
ACH-000404,-1.3246686002284147
ACH-000406,-1.264716051723804
ACH-000407,-1.1004734642796499
ACH-000408,-1.2309240496576397
ACH-000410,-0.9096716019131912
ACH-000411,-0.796896204629534
ACH-000414,-0.806823751485372
ACH-000415,-1.390470651578775
ACH-000416,-0.8492296489819542
ACH-000420,-1.0623588002375841
ACH-000421,-1.2863712589255851
ACH-000424,-0.8931542874084926
ACH-000425,-1.0231278369099008
ACH-000426,-1.0457854648441285
ACH-000427,-1.2702102838091562
ACH-000433,-1.147430073741802
ACH-000435,-1.0660052898940091
ACH-000436,-1.1110983893849171
ACH-000444,-0.902019155377232
ACH-000445,-1.0262004633806674
ACH-000448,-1.0390738586843475
ACH-000450,-0.9891182721002324
ACH-000452,-1.213599250630209
ACH-000454,-1.109509663917022
ACH-000458,-1.0727453522596329
ACH-000459,-0.7539417755246617
ACH-000460,-1.063315447109985
ACH-000461,-1.06187257599396
ACH-000463,-1.1910843671427889
ACH-000464,-1.302562140788825
ACH-000466,-1.0857219045882038
ACH-000467,-0.9085314611666658
ACH-000468,-1.0092152723693473
ACH-000469,-1.1794909037932748
ACH-000470,-0.7132208142122716
ACH-000471,-1.2002862545719155
ACH-000472,-0.660453670509186
ACH-000473,-0.9287600824978824
ACH-000475,-0.8264735922591092
ACH-000476,-0.7423318584788148
ACH-000477,-1.0376195924317828
ACH-000479,-0.9862364397399564
ACH-000480,-0.8693890011808127
ACH-000481,-0.9654326185225666
ACH-000483,-0.732917413914078
ACH-000484,-1.354114952115996
ACH-000485,-0.9329717497399368
ACH-000486,-0.9535763318618552
ACH-000487,-0.6422361306803455
ACH-000488,-1.060317557270137
ACH-000490,-1.1350141434937224
ACH-000491,-1.3313731539923763
ACH-000495,-0.9028289950029488
ACH-000496,-0.9721403210169868
ACH-000499,-1.143000294118363
ACH-000500,-1.2443871832435869
ACH-000502,-1.040611944777091
ACH-000503,-1.2221771135568142
ACH-000505,-0.419694524849675
ACH-000507,-1.0178027941852876
ACH-000510,-0.9190205730397648
ACH-000511,-1.1237245777385445
ACH-000512,-1.0277810354519357
ACH-000516,-1.2048975365909051
ACH-000517,-1.2727874732279307
ACH-000518,-1.1476217720283737
ACH-000520,-0.7429462554325612
ACH-000521,-1.1084586605695697
ACH-000522,-0.9399636997765805
ACH-000524,-1.0599372378112661
ACH-000527,-1.1134756398198693
ACH-000528,-1.1451745912304736
ACH-000537,-0.9910262617997779
ACH-000541,-1.0762088197465491
ACH-000542,-0.8885334499323789
ACH-000544,-1.238097334915104
ACH-000545,-1.1445319547475132
ACH-000547,-0.8571256800374135
ACH-000548,-0.8429706310963874
ACH-000549,-0.836927481214689
ACH-000550,-1.0645994997388324
ACH-000552,-1.163235999903867
ACH-000556,-1.0251401927898556
ACH-000557,-0.5284057354704502
ACH-000569,-0.8979479388048266
ACH-000570,-1.0571209342089152
ACH-000571,-0.910561285742919
ACH-000573,-0.9068043850027112
ACH-000576,-1.1117712517041942
ACH-000579,-0.7090433751701459
ACH-000580,-1.0160440511362574
ACH-000584,-1.1131124673740005
ACH-000585,-1.3629412342218166
ACH-000588,-1.0497896210158522
ACH-000589,-0.8778514361126419
ACH-000591,-1.050538808173032
ACH-000593,-0.7596631286306557
ACH-000600,-1.0009392964232051
ACH-000601,-0.8089104583660436
ACH-000605,-1.0305592153298448
ACH-000606,-1.0539931989523303
ACH-000608,-0.7726018712029928
ACH-000614,-0.8607524550769522
ACH-000616,-1.1120214764836354
ACH-000618,-1.2359440976500884
ACH-000619,-1.2607767763398732
ACH-000620,-1.0681946739575916
ACH-000621,-0.810647076941883
ACH-000622,-0.5606836705698877
ACH-000623,-0.9261044097544182
ACH-000624,-1.053581763711759
ACH-000627,-0.9829332243200803
ACH-000630,-0.8490745410827484
ACH-000631,-1.0611359629855932
ACH-000632,-1.0462456367971222
ACH-000633,-0.6699067487964446
ACH-000637,-0.7102886221100331
ACH-000638,-1.0499329396124764
ACH-000646,-1.3077614785198006
ACH-000647,-0.980732493827852
ACH-000648,-1.089631409814795
ACH-000649,-1.2290387698933976
ACH-000651,-0.980289788670801
ACH-000652,-1.1297860077790252
ACH-000653,-0.8351677873705681
ACH-000657,-0.9126838598532038
ACH-000658,-0.9408565928074912
ACH-000661,-1.4210656374570272
ACH-000662,-0.8682925737745013
ACH-000663,-1.0400690975880078
ACH-000665,-1.1860804347246756
ACH-000671,-1.0761868178501894
ACH-000672,-1.2213918896371598
ACH-000673,-0.6993472758070478
ACH-000676,-1.235360360789499
ACH-000677,-0.3450794560217336
ACH-000681,-1.0303270484084743
ACH-000683,-1.1953336774364107
ACH-000684,-1.096624949381422
ACH-000688,-1.1787312158402454
ACH-000693,-1.1381563988316727
ACH-000694,-1.029944631232263
ACH-000695,-0.810742247501535
ACH-000696,-0.9722164330858
ACH-000697,-0.9656960643534188
ACH-000699,-1.0213194345146412
ACH-000701,-0.8444083056266389
ACH-000706,-1.2465323325478852
ACH-000711,-0.9355471538047914
ACH-000713,-1.0848197243375577
ACH-000714,-0.7587764706143509
ACH-000718,-1.2754765107164296
ACH-000720,-1.071336501831572
ACH-000721,-1.0408775900742635
ACH-000724,-0.5911170291097797
ACH-000725,-1.3651309337666724
ACH-000732,-1.2319778054394797
ACH-000734,-0.9101248659073998
ACH-000735,-1.0025698184683738
ACH-000736,-0.6984745491286065
ACH-000738,-1.1787352815560797
ACH-000746,-0.8700584578211922
ACH-000747,-0.9620777830793246
ACH-000748,-0.8124144569308784
ACH-000753,-1.022932225499246
ACH-000756,-0.9557497306411952
ACH-000757,-0.9585369066174344
ACH-000758,-0.957024375834077
ACH-000760,-0.9295494052424724
ACH-000762,-1.0491408752438358
ACH-000763,-0.7168310976708119
ACH-000764,-1.0464427597607942
ACH-000765,-1.0836804838243042
ACH-000766,-1.140184636227009
ACH-000767,-1.1196612212682244
ACH-000768,-0.955238463426102
ACH-000769,-1.1424209534748853
ACH-000770,-0.9196705508676932
ACH-000771,-0.9447118630791579
ACH-000773,-0.8145587534415534
ACH-000776,-1.0012122109725343
ACH-000777,-1.1469264418268834
ACH-000778,-1.100988573102731
ACH-000781,-1.2862315333074514
ACH-000782,-0.8598138787866396
ACH-000783,-0.9147026069797716
ACH-000784,-1.0397515299427031
ACH-000785,-1.07252613231427
ACH-000787,-1.0605008743197206
ACH-000788,-1.1719223841943769
ACH-000791,-0.9974612529173196
ACH-000792,-0.9542458847065416
ACH-000794,-1.25728525846293
ACH-000796,-1.0962874319674702
ACH-000798,-0.7449337055301358
ACH-000799,-0.9912517279885388
ACH-000800,-1.2633856944421322
ACH-000802,-1.1685917529764205
ACH-000804,-0.990892845794872
ACH-000805,-0.9911397116132332
ACH-000809,-0.9044068112301094
ACH-000810,-1.177463903268921
ACH-000811,-0.9623050280542478
ACH-000817,-0.9564893647432896
ACH-000819,-1.0672587896662935
ACH-000820,-1.0932355513461365
ACH-000821,-1.2578349752800158
ACH-000822,-1.1872932523979287
ACH-000823,-1.0348105470600255
ACH-000824,-0.9169798923638152
ACH-000827,-1.2233301127581575
ACH-000829,-1.099092212375164
ACH-000831,-1.1994953921095015
ACH-000832,-1.1760483949073297
ACH-000833,-0.8841564158535741
ACH-000834,-0.9110326583596948
ACH-000835,-1.1052374936382074
ACH-000836,-0.665057801690602
ACH-000837,-1.1927197591874688
ACH-000838,-1.236911171401628
ACH-000839,-1.0438391882177556
ACH-000840,-1.3162451986899224
ACH-000841,-1.2201691012857518
ACH-000843,-1.012061125569132
ACH-000846,-0.9501984997156656
ACH-000847,-1.2910324453386586
ACH-000848,-0.8942418656725591
ACH-000849,-0.906960839737713
ACH-000851,-1.289874045514663
ACH-000855,-1.0270451278725112
ACH-000856,-1.145502927940089
ACH-000858,-1.1150672361021576
ACH-000859,-1.2298395760660996
ACH-000861,-0.9395793121999408
ACH-000862,-0.7236398699149149
ACH-000865,-1.0654669153720695
ACH-000866,-1.079446363984777
ACH-000867,-1.0660746883085364
ACH-000869,-0.8360930905155687
ACH-000872,-1.045644557582439
ACH-000873,-1.20830502685907
ACH-000876,-0.6087867716329973
ACH-000878,-1.0723373775363214
ACH-000880,-0.7478236478417838
ACH-000881,-0.8540582767389224
ACH-000882,-1.0023061512238574
ACH-000884,-0.9758929379787536
ACH-000885,-1.0236067072157309
ACH-000887,-0.7997536930704657
ACH-000889,-1.0753685696852846
ACH-000896,-1.2238706075575043
ACH-000898,-1.1483628906755348
ACH-000900,-0.8791282763567064
ACH-000901,-0.6684986637105318
ACH-000905,-0.9004164059602443
ACH-000906,-0.9404594729163048
ACH-000907,-0.7705449579496413
ACH-000910,-1.3267665992932387
ACH-000911,-1.0049480969943492
ACH-000912,-1.292671058269128
ACH-000913,-1.1466753021173874
ACH-000915,-1.0915756268975083
ACH-000916,-1.4515077679537918
ACH-000917,-0.7588071396248933
ACH-000920,-0.9945919753513192
ACH-000921,-1.0983830990871322
ACH-000924,-0.7967913720580293
ACH-000926,-1.2542326632320602
ACH-000928,-0.9999954167769052
ACH-000929,-1.0880993412444244
ACH-000932,-0.9545901077150462
ACH-000935,-0.5760415524009778
ACH-000936,-0.9787706375528364
ACH-000937,-0.9450262059041432
ACH-000938,-0.7728458556982643
ACH-000939,-0.8553972314079067
ACH-000941,-0.9933153776467658
ACH-000943,-1.0469485884899292
ACH-000946,-0.963243734324588
ACH-000947,-1.0953320452490694
ACH-000948,-1.0376524086610626
ACH-000950,-1.0495652504587465
ACH-000953,-0.9304952367553436
ACH-000954,-1.0120415068476845
ACH-000957,-1.0237726621720793
ACH-000958,-0.9449119602477656
ACH-000960,-0.7038852851735905
ACH-000963,-0.8008788842208653
ACH-000968,-1.0552287288996545
ACH-000969,-1.3082370625677724
ACH-000972,-1.1000197860789969
ACH-000973,-1.056095114297404
ACH-000974,-0.7654655270984431
ACH-000978,-0.7164556890062613
ACH-000984,-1.0677094984616935
ACH-000986,-1.2180566407571358
ACH-000988,-1.0034590630563691
ACH-000993,-1.0306433245526394
ACH-000994,-1.0526169481153846
ACH-000996,-1.046568446418917
ACH-001001,-0.8629905046842535
ACH-001020,-0.8467403109584635
ACH-001028,-1.0439838482367867
ACH-001031,-1.371590774342646
ACH-001038,-1.0665714583053594
ACH-001048,-1.2542898039159571
ACH-001050,-0.8898679980706768
ACH-001053,-1.2018016562112688
ACH-001054,-0.7947561741363799
ACH-001061,-1.0654478486163699
ACH-001067,-0.9037015216522026
ACH-001075,-1.1987191214021753
ACH-001096,-0.9639871127878502
ACH-001111,-1.0123170039777971
ACH-001119,-0.9287595134255452
ACH-001128,-0.1435571842508748
ACH-001134,-0.9927577076503052
ACH-001151,-1.1453916246321612
ACH-001163,-1.0855464706354043
ACH-001164,-0.8425077631974144
ACH-001183,-1.3727036498459522
ACH-001192,-1.0122376685710126
ACH-001193,-0.9647417827624216
ACH-001196,-1.0715500884437212
ACH-001197,-1.0919672769825994
ACH-001205,-1.0158482696662163
ACH-001211,-0.7441383990499703
ACH-001212,-0.7344314061427162
ACH-001228,-1.0118195934844283
ACH-001232,-0.920687904358482
ACH-001239,-1.2433584254460772
ACH-001270,-1.2463695112747462
ACH-001274,-1.0643315266276128
ACH-001275,-0.9140440231291272
ACH-001277,-1.2210728204020154
ACH-001278,-1.1132139900989886
ACH-001280,-0.5977235823675364
ACH-001283,-1.0930249572815312
ACH-001289,-0.8512575338453838
ACH-001300,-1.038019903235105
ACH-001301,-1.043764047089587
ACH-001302,-0.7464701311380428
ACH-001306,-1.1172193049376635
ACH-001318,-1.0454955906551044
ACH-001322,-0.8840097412102695
ACH-001328,-1.051349123555918
ACH-001332,-1.1334873656249222
ACH-001336,-1.0681430190235035
ACH-001346,-1.3095538986681985
ACH-001353,-1.2217783986782973
ACH-001354,-1.1368953080219504
ACH-001367,-0.958552984139674
ACH-001368,-0.9966322222446724
ACH-001374,-0.7342184773513513
ACH-001377,-0.9652184587516546
ACH-001380,-1.1466432393713215
ACH-001391,-0.8251173362368128
ACH-001408,-1.0500192958081571
ACH-001430,-1.2018199501593592
ACH-001431,-1.1718410437632634
ACH-001450,-0.7364975709464081
ACH-001496,-0.7306656757300769
ACH-001500,-0.8954434006125666
ACH-001523,-0.935834749397604
ACH-001532,-0.9569192081059116
ACH-001550,-0.6436581503640764
ACH-001552,-0.8058270542706633
ACH-001554,-0.930130084797518
ACH-001654,-1.2398233043328273
ACH-001735,-0.9259127900554996
ACH-001736,-0.8660012945828963
ACH-001737,-0.9948832066961576
ACH-001740,-0.9433298215799298
ACH-001745,-0.9704047316064992
ACH-001765,-0.7862241096612516
