,HP1BP3 (50809)
ACH-000004,-0.06677158441524737
ACH-000005,-0.059182589166069215
ACH-000007,-0.017927287649418627
ACH-000009,-0.09553017877718914
ACH-000011,-0.049998155780508036
ACH-000012,-0.1656259570853384
ACH-000013,-0.05530588805371146
ACH-000014,0.016089125215786166
ACH-000015,0.0030053906331010496
ACH-000017,0.004476860396972958
ACH-000018,-0.024799224334964814
ACH-000019,-0.07631868600908256
ACH-000021,-0.06476428855462976
ACH-000022,-0.04601246275882948
ACH-000025,0.13130494062986345
ACH-000028,0.04902827971158588
ACH-000030,-0.001884023817043211
ACH-000035,-0.024507212325929496
ACH-000036,-0.0006530450238842436
ACH-000037,0.06233230861769034
ACH-000039,0.03146599422514703
ACH-000040,-0.21343311073515064
ACH-000041,-0.09359470041162657
ACH-000042,-0.059451863898022164
ACH-000045,-0.10363365376203144
ACH-000047,0.00806662980079762
ACH-000052,-0.18563762624957775
ACH-000053,0.025278431190329718
ACH-000054,0.011713363291877645
ACH-000055,-0.006802043203088369
ACH-000060,0.10957070054739748
ACH-000067,-0.09170403451204012
ACH-000070,-0.10038338742409936
ACH-000075,0.06312772403689014
ACH-000078,0.1553842932829943
ACH-000082,0.14073592110480895
ACH-000085,-0.0007584303543732096
ACH-000086,-0.09687272379116604
ACH-000087,0.1104476911024794
ACH-000092,0.06884347206893761
ACH-000095,0.0660179690563395
ACH-000097,-0.15003590239608353
ACH-000098,-0.05618392078602719
ACH-000099,-0.0167341943671951
ACH-000108,-0.09246908638519827
ACH-000113,-0.18102486201478216
ACH-000116,-0.04306135681296146
ACH-000118,0.044203937054685234
ACH-000120,-0.1198587343518256
ACH-000123,-0.004781968607497064
ACH-000127,0.014825646619127416
ACH-000128,-0.18819098765291206
ACH-000132,-0.10511105237598553
ACH-000133,0.02677881174698112
ACH-000137,0.05912930765815742
ACH-000138,0.008867443917394717
ACH-000142,-0.05468808086925134
ACH-000143,-0.023726560915719556
ACH-000146,-0.002299751504824467
ACH-000148,0.0562603481335247
ACH-000150,-0.08154102478561978
ACH-000152,-0.21946679245680056
ACH-000153,0.008252579219938667
ACH-000159,-0.08061068323524825
ACH-000160,0.3299323209580731
ACH-000163,0.011676831744509968
ACH-000167,0.5626024029461428
ACH-000168,0.08365401313418737
ACH-000169,0.01080468963499369
ACH-000178,0.04686956121979837
ACH-000183,-0.10237393239472534
ACH-000188,0.035566608462257
ACH-000189,0.1260642595321334
ACH-000190,0.3798279000029727
ACH-000198,-0.0015130970765978985
ACH-000203,0.1385485796368056
ACH-000204,-0.14846511962824446
ACH-000206,0.08859551046695455
ACH-000207,-0.013307705000150322
ACH-000208,-0.07945544333346724
ACH-000210,-0.09802536196816784
ACH-000211,0.019648058416792284
ACH-000215,0.028182347905734994
ACH-000221,-0.07909308350326442
ACH-000222,-0.14647073652385129
ACH-000223,-0.006352740849598618
ACH-000226,-0.028973403701795793
ACH-000227,-0.012560018148185631
ACH-000228,0.1246693065197236
ACH-000231,-0.023296249555994287
ACH-000232,0.06398196900637877
ACH-000233,0.056110647947047926
ACH-000234,-0.019639178860037628
ACH-000235,-0.008296367257045741
ACH-000237,-0.027682756591298586
ACH-000238,-0.18786583362814524
ACH-000242,0.2480760929775515
