,AMD1 (262)
ACH-000004,-0.033236402054551466
ACH-000005,-0.03298178803187383
ACH-000007,-0.2349512360724781
ACH-000009,-0.270780570529963
ACH-000011,-0.5805824772765247
ACH-000012,-0.16048391420528055
ACH-000013,-0.0504622007690332
ACH-000014,-0.4892075285322017
ACH-000015,-0.05782383802751843
ACH-000017,-0.4081949594063696
ACH-000018,-0.5043973784766498
ACH-000019,-0.12709775470725376
ACH-000021,-0.3827369106911343
ACH-000022,-0.0057375240642984545
ACH-000025,-0.2831681916168073
ACH-000028,-0.5055087161260092
ACH-000030,-0.6141823240971401
ACH-000035,-0.22152812079842413
ACH-000036,-0.5246090289211557
ACH-000037,-0.3622426012879139
ACH-000039,-0.4068383440789258
ACH-000040,-0.28648787438828643
ACH-000041,-0.20180026579187849
ACH-000042,-0.2659607293566212
ACH-000045,-0.1227289696438917
ACH-000047,-0.5781808494967875
ACH-000052,-0.12576847976574418
ACH-000053,-0.3375733889347155
ACH-000054,0.014888509344734732
ACH-000055,-0.4810457479928862
ACH-000060,-0.4118893653218317
ACH-000067,-0.10316328368925397
ACH-000070,-0.7453207316819833
ACH-000075,-0.3618690534234719
ACH-000078,0.015478700967935103
ACH-000082,-0.10113688370205616
ACH-000085,-0.1940534517010046
ACH-000086,-0.10579962549331756
ACH-000087,-0.2751841167111667
ACH-000092,-0.1952183100113037
ACH-000095,-0.5192313654625585
ACH-000097,-0.7787472824591267
ACH-000098,-0.09916822163732644
ACH-000099,0.06565634128440383
ACH-000108,-0.8011364851642356
ACH-000113,-0.39187021065923855
ACH-000116,-0.0750370460785289
ACH-000118,-0.11592599401941217
ACH-000120,-0.08024741676044493
ACH-000123,-0.14500969417745366
ACH-000127,-0.6887662288823129
ACH-000128,-0.25160835022440753
ACH-000132,-0.275446648998983
ACH-000133,-0.12394719414591475
ACH-000137,-0.23057959989304885
ACH-000138,-0.5339478846635743
ACH-000142,-0.3347939414899211
ACH-000143,-0.19891699707678667
ACH-000146,-0.5954247161207181
ACH-000148,-0.1010472303115203
ACH-000150,-0.3383984696039367
ACH-000152,-0.3055096641161459
ACH-000153,-0.3820608587119932
ACH-000159,-0.5573489473469169
ACH-000160,-0.09364416689349232
ACH-000163,-0.22433414795467907
ACH-000167,-0.9654589362634992
ACH-000168,-0.2552538197234784
ACH-000169,-0.20806444218745998
ACH-000178,-0.3085367380949825
ACH-000183,-0.12411200977153801
ACH-000188,-0.3393036081098679
ACH-000189,-0.7182951851702424
ACH-000190,-0.3526107575230933
ACH-000198,-0.4663628476487415
ACH-000203,-0.4416679092680481
ACH-000204,0.3826117564414926
ACH-000206,-0.29614603179584703
ACH-000207,-0.12424939123919307
ACH-000208,-0.3286280840183397
ACH-000210,0.08795784075841287
ACH-000211,-0.02839821755992991
ACH-000215,-0.03607603487077879
ACH-000221,-0.0008105070280522279
ACH-000222,-0.4771127512861094
ACH-000223,-0.2286579334277045
ACH-000226,-0.08601737876723824
ACH-000227,-0.25590799599670944
ACH-000228,-0.15341728014472536
ACH-000231,-0.2943183757676595
ACH-000232,0.08698946994576487
ACH-000233,-0.4358560856343221
ACH-000234,-0.4830575655536079
ACH-000235,-0.4629766967752923
ACH-000237,-0.17075158639816215
ACH-000238,-0.04127914080810159
ACH-000242,-0.08027223692879247
ACH-000243,-0.0773198577351665
ACH-000244,0.03516775672181738
ACH-000246,-0.3821034780385895
ACH-000248,-0.23778528061377924
ACH-000250,-0.3665956682943016
ACH-000251,-0.339655380988911
ACH-000252,-0.4724966116377088
ACH-000253,-0.470693660188879
ACH-000255,-0.08072791644493964
ACH-000256,-0.3119796079121933
ACH-000257,-0.4252827596553838
ACH-000258,-0.4683006695178422
ACH-000259,-0.17888000250399466
ACH-000260,-0.2075668689987827
ACH-000261,-0.10027405215136743
ACH-000262,0.032028311966123935
ACH-000263,-0.3298732353124271
ACH-000264,-0.3152284826997355
ACH-000265,-0.20234391802337984
ACH-000266,-0.2836209015031954
ACH-000272,-0.4834279994350747
ACH-000274,-0.22696002761477474
ACH-000277,-0.5260100073966489
ACH-000278,-0.4490964404175645
ACH-000279,-0.21258949492136545
ACH-000280,-0.02121522181193279
ACH-000281,-0.5959260302188846
ACH-000288,-0.26504521348901144
ACH-000291,-0.08601033913212637
ACH-000293,-0.1217926334102794
ACH-000294,-0.7789404347278412
ACH-000295,-0.12380087406115248
ACH-000296,-0.40232706925269135
ACH-000302,-0.18619768380771048
ACH-000304,-0.3146765052696484
ACH-000307,-0.21307682013470647
ACH-000308,-0.2273169977715143
ACH-000310,-0.0906059717541645
ACH-000311,0.1570933829498041
ACH-000312,-0.04701594776104314
ACH-000315,-0.6938658754335933
ACH-000316,-0.33960606668125554
ACH-000317,-0.7393138275771174
ACH-000318,-0.06964869479336483
ACH-000319,-0.3901467422633948
ACH-000320,-0.08934911832012891
ACH-000322,-0.567015795829197
ACH-000323,-0.0743127782682368
ACH-000324,-0.5560664303939642
ACH-000329,-0.09912275249213623
ACH-000330,-0.2946527219510205
ACH-000331,-0.0500101848947485
ACH-000332,-0.317467258299262
ACH-000334,-0.35279409131018896
ACH-000335,-0.2474932314924205
ACH-000336,-0.1053975184421715
ACH-000337,0.04232069765009475
ACH-000338,-0.3176410718210391
ACH-000339,-0.6961872670608337
ACH-000341,-0.17543000681271465
ACH-000348,-0.30279251643773164
ACH-000350,-0.3775794171230145
ACH-000352,-0.4231751331783809
ACH-000356,-0.09005962019797116
ACH-000361,-0.13744032317080326
ACH-000362,-0.18425208446059108
ACH-000363,-0.2860658047583523
ACH-000364,-0.2685941689362653
ACH-000365,-0.8848779030558719
ACH-000366,-0.3093755787255948
ACH-000368,-0.2095195456470767
ACH-000374,-0.26933489257598464
ACH-000375,-0.51008995540982
ACH-000376,-0.1908074640564949
ACH-000381,-0.3882361023219105
ACH-000383,-0.4804905942122021
ACH-000387,-0.16536501737042442
ACH-000389,-0.14711732947004547
ACH-000390,-0.16599971624459947
ACH-000393,-0.30010435601030416
ACH-000395,-0.615260328239526
ACH-000396,-0.34383653358346755
ACH-000397,-0.322780302136116
ACH-000401,-0.4698015113059715
ACH-000402,-0.4045586165223855
ACH-000403,-0.263688852758724
ACH-000404,-0.4889857168795681
ACH-000406,-0.266044127551643
ACH-000407,-0.2489778806648765
ACH-000408,-0.6273179166807213
ACH-000410,-0.22285747441609186
ACH-000411,-0.2131834663638353
ACH-000414,0.10163107467869294
ACH-000415,-0.1762167702849636
ACH-000416,-0.16082858312576606
ACH-000420,-0.4123008276769059
ACH-000421,-0.3265005955724484
ACH-000424,-0.3042728724886011
ACH-000425,-0.3255796543805633
ACH-000426,-0.3997258142800282
ACH-000427,-0.1791218916101162
ACH-000433,-0.21206897526328145
ACH-000435,-0.5739991180356897
ACH-000436,-0.2401418104385129
ACH-000444,-0.2910389593733029
ACH-000445,-0.18009939225482058
ACH-000448,-0.1300436443717224
ACH-000450,-0.4406284156218544
ACH-000452,-0.10028583068977133
ACH-000454,-0.5354954223844138
ACH-000458,-0.579291666617804
ACH-000459,-0.7469941882219973
ACH-000460,-0.4042576076241112
ACH-000461,-0.2883983345703495
ACH-000463,-0.09056600203533803
ACH-000464,-0.020806485878027144
ACH-000466,-0.28659669523751874
ACH-000467,-0.3276612230839531
ACH-000468,-0.17943673549872574
ACH-000469,0.0375115832431547
ACH-000470,-0.7034512608223954
ACH-000471,-0.5854915794141197
ACH-000472,-0.10138665115448776
ACH-000473,-0.056461884260262614
ACH-000475,-0.5143785382562179
ACH-000476,-0.3393431049233647
ACH-000477,-0.39353684743987744
ACH-000479,-0.2923473616775813
ACH-000480,-0.12429449150277362
ACH-000481,-0.5749127114024568
ACH-000483,-0.4634839727286469
ACH-000484,-0.4025555046796288
ACH-000485,-0.2035874307130388
ACH-000486,-0.2448935359321301
ACH-000487,-0.3179931359088223
ACH-000488,-0.09285712180574697
ACH-000490,0.012599021348635213
ACH-000491,-0.0744791026215476
ACH-000495,-0.5171274403455441
ACH-000496,-0.3012445809859221
ACH-000499,-0.324930602880411
ACH-000500,-0.3714580598986841
ACH-000502,-0.40480226689752863
ACH-000503,-0.1976806500255752
ACH-000505,-0.5099014615796637
ACH-000507,-0.5746815241350725
ACH-000510,-0.3727932288143959
ACH-000511,-0.3356902700018796
ACH-000512,-0.7715906514638637
ACH-000516,-0.2533077092844717
ACH-000517,-0.4421628195636381
ACH-000518,-0.2201872088107757
ACH-000520,-0.32223976367002205
ACH-000521,-0.4134301630094361
ACH-000522,-0.05354216170934556
ACH-000524,-0.07906607525847148
ACH-000527,-0.23781244830895296
ACH-000528,-0.05569831424081302
ACH-000537,-0.593726379739324
ACH-000541,-0.28590918118311776
ACH-000542,-0.21555451018505048
ACH-000544,-0.12220424324932687
ACH-000545,-0.2310924504115607
ACH-000547,-0.09313019851707573
ACH-000548,-0.746152698637328
ACH-000549,-0.4066103091499069
ACH-000550,-0.2525454591625064
ACH-000552,-0.18740580142006474
ACH-000556,-0.3082772438429837
ACH-000557,-0.006534674841591785
ACH-000569,0.1760105162300626
