,MCRS1 (10445)
ACH-000843,-0.2876096849945326
ACH-000846,-0.5185160745212729
ACH-000847,-0.5336267029466795
ACH-000848,-0.3039556975357455
ACH-000849,-0.3952239308749359
ACH-000851,-0.4483325406453502
ACH-000855,-0.27177768406682346
ACH-000856,-0.4113122812705445
ACH-000858,-0.39750884878864295
ACH-000859,-0.6055622142678496
ACH-000861,-0.4836304133673612
ACH-000862,-0.3829985033807819
ACH-000865,-0.3597114160496149
ACH-000866,-0.461456041184291
ACH-000867,-0.5575984165804765
ACH-000869,-0.365560692279568
ACH-000872,-0.3100650075690741
ACH-000873,-0.19418914681489496
ACH-000876,-0.17699749253512154
ACH-000878,-0.4985340426010418
ACH-000880,-0.5768422667733452
ACH-000881,-0.3932962576667129
ACH-000882,-0.17633499365406075
ACH-000884,-0.4265484359068627
ACH-000885,-0.4105261248979367
ACH-000887,-0.3968215922220744
ACH-000889,-0.16812938888572254
ACH-000896,-0.3860778141537695
ACH-000898,-0.4850267879421198
ACH-000900,-0.5236981530068431
ACH-000901,-0.4055509410045142
ACH-000905,-0.328646151761659
ACH-000906,-0.2841095072976957
ACH-000907,-0.5212418282677347
ACH-000910,-0.21925066273926966
ACH-000911,-0.5938131353235935
ACH-000912,-0.5793028508345456
ACH-000913,-0.4493758365771046
ACH-000915,-0.2827612032263426
ACH-000916,-0.39967445595484463
ACH-000917,-0.6396441990077478
ACH-000920,-0.4174411029633833
ACH-000921,-0.3565268018833799
ACH-000924,-0.3293447424419961
ACH-000926,-0.3690518241915608
ACH-000928,-0.5503634750113435
ACH-000929,-0.4137436760932433
ACH-000932,-0.642122619446831
ACH-000935,-0.3158103866346474
ACH-000936,-0.3562088598302621
ACH-000937,-0.23898245763531176
ACH-000938,-0.2834285016640791
ACH-000939,-0.21353169471726652
ACH-000941,-0.6011575352931903
ACH-000943,-0.32934391529384965
ACH-000946,-0.3575382967174312
ACH-000947,-0.31207589283340303
ACH-000948,-0.3727993798675738
ACH-000950,-0.2153388878143312
ACH-000953,-0.27950546836088336
ACH-000954,-0.5207175247846405
ACH-000957,-0.5380973056223007
ACH-000958,-0.6209170685397286
ACH-000960,-0.3485656409582182
ACH-000963,-0.3635366033562042
ACH-000968,-0.41741084683549295
ACH-000969,-0.4939191045328421
ACH-000972,-0.6264343086725479
ACH-000973,-0.3096502786823283
ACH-000974,-0.44076978726806093
ACH-000978,-0.3495286682244228
ACH-000984,-0.31965273915025416
ACH-000986,-0.24422408602236134
ACH-000988,-0.3921653845659144
ACH-000993,-0.3972969842075476
ACH-000994,-0.4028365741934742
ACH-000996,-0.4337780996841765
ACH-001001,-0.5173000377187437
ACH-001020,-0.29275461215328313
ACH-001028,-0.2749079781287184
ACH-001031,-0.5097166273235476
ACH-001038,-0.5229274857063192
ACH-001048,-0.36306865497779794
ACH-001050,-0.3429280277349933
ACH-001053,-0.4172445075340208
ACH-001054,-0.31034155177485484
ACH-001061,-0.44148989779548775
ACH-001067,-0.4765227253486178
ACH-001075,-0.43258571750275415
ACH-001096,-0.4457414036358293
ACH-001111,-0.27779983287475457
ACH-001119,-0.47162681943933504
ACH-001128,0.12009928267858724
ACH-001134,-0.5090282516276207
ACH-001151,-0.451687324331981
ACH-001163,-0.4042995852648987
ACH-001164,-0.26182462710574284
ACH-001183,-0.32652507982756523
ACH-001192,-0.3430136207136351
ACH-001193,-0.5450682004153969
ACH-001196,-0.4058877920685962
ACH-001197,-0.5847495021762523
ACH-001205,-0.4824538368825385
ACH-001211,-0.4223310276575165
ACH-001212,-0.4286905477381872
ACH-001228,-0.4569076205349025
ACH-001232,-0.4600878298091154
ACH-001239,-0.3043321103227519
ACH-001270,-0.6853837086403055
ACH-001274,-0.2927722382486261
ACH-001275,-0.4669492541990911
ACH-001277,-0.39892604445325264
ACH-001278,-0.323028040033414
ACH-001280,-0.4012649987770903
ACH-001283,-0.460751314962708
ACH-001289,-0.5427993037486822
ACH-001300,-0.4501674506022558
ACH-001301,-0.564381948449368
ACH-001302,-0.4753313923500573
ACH-001306,-0.29841435242869896
ACH-001318,-0.39014546647449694
ACH-001322,-0.3990644650210416
ACH-001328,-0.527096391805199
ACH-001332,-0.4118158752022448
ACH-001336,-0.5990735110806048
ACH-001346,-0.4371973559971627
ACH-001353,-0.3770358247038298
ACH-001354,-0.4178951829295449
ACH-001367,-0.4376607993083419
ACH-001368,-0.6303103451656566
ACH-001374,-0.23977647508948485
ACH-001377,-0.27996590253082626
ACH-001380,-0.11313530338843338
ACH-001391,-0.44668940055255385
ACH-001408,-0.44832226017610605
ACH-001430,-0.09261580060821567
ACH-001431,-0.35886095188542866
ACH-001450,-0.4394088255788505
ACH-001496,-0.4445305377664929
ACH-001500,-0.14012321143192466
ACH-001523,-0.4208683812052989
ACH-001532,-0.35968177681309577
ACH-001550,-0.3012513127880329
ACH-001552,-0.3897209379474413
ACH-001554,-0.3662219774385749
ACH-001654,-0.5779298861531379
ACH-001735,-0.3733182953941492
ACH-001736,-0.28719011819271234
ACH-001737,-0.2938131090783873
ACH-001740,-0.5003293382114865
ACH-001745,-0.4665555655073952
ACH-001765,-0.3288163785452298
