,MCRS1 (10445)
ACH-000004,-0.34396219618825297
ACH-000005,-0.1665752352224125
ACH-000007,-0.6181368630671661
ACH-000009,-0.3367348790661908
ACH-000011,-0.3801712737043317
ACH-000012,-0.39855557689227217
ACH-000013,-0.4863183615284484
ACH-000014,-0.4102546262833813
ACH-000015,-0.3329940802793983
ACH-000017,-0.34147955848195355
ACH-000018,-0.3096748906659162
ACH-000019,-0.4247223301194652
ACH-000021,-0.3299706644149617
ACH-000022,-0.5186145649976862
ACH-000025,-0.6016774437271669
ACH-000028,-0.4012881303220177
ACH-000030,-0.4624431340019293
ACH-000035,-0.5073125994947129
ACH-000036,-0.6573491598439162
ACH-000037,-0.2696241343489164
ACH-000039,-0.28553309311295105
ACH-000040,-0.5259334379787108
ACH-000041,-0.25559925168473624
ACH-000042,-0.4453433704987988
ACH-000045,-0.4118768989020294
ACH-000047,-0.3502420341799994
ACH-000052,-0.4655414462984855
ACH-000053,-0.4566918213910532
ACH-000054,-0.2716039007097806
ACH-000055,-0.5066354106873856
ACH-000060,-0.5766078561873755
ACH-000067,-0.14036824836537368
ACH-000070,-0.6250688736215104
ACH-000075,-0.2968731463692164
ACH-000078,-0.3416620708254116
ACH-000082,-0.3688746683203804
ACH-000085,-0.3052967758590179
ACH-000086,-0.3651381076292947
ACH-000087,-0.20015101621709586
ACH-000092,-0.4205065971938832
ACH-000095,-0.33751431367137225
ACH-000097,-0.5480648946352213
ACH-000098,-0.3443462330394684
ACH-000099,-0.2940678324284728
ACH-000108,-0.31135540577085724
ACH-000113,-0.3214120192442255
ACH-000116,-0.4801495858065054
ACH-000118,-0.6370778910518989
ACH-000120,-0.387874127067054
ACH-000123,-0.4519257702606482
ACH-000127,-0.2578997245604937
ACH-000128,-0.3457014685092442
ACH-000132,-0.21161637403816316
ACH-000133,-0.3814603407552617
ACH-000137,-0.4331012440600091
ACH-000138,-0.3451902999107642
ACH-000142,-0.4341686664183459
ACH-000143,-0.34856262215701794
ACH-000146,-0.5852073353936081
ACH-000148,-0.2747114252282175
ACH-000150,-0.3947989223133888
ACH-000152,-0.3816051533565389
ACH-000153,-0.6088999286650171
ACH-000159,-0.20503839785809144
ACH-000160,-0.2016415431635138
ACH-000163,-0.3518027829263212
ACH-000167,0.32789190405339097
ACH-000168,-0.5489652416876962
ACH-000169,-0.5672447969328849
ACH-000178,-0.25562274585076883
ACH-000183,-0.5017664709740474
ACH-000188,-0.2406763640027619
ACH-000189,-0.3702329509541226
ACH-000190,-0.20566720757851045
ACH-000198,-0.3992919119281994
ACH-000203,-0.78145856195233
ACH-000204,-0.4030806043926978
ACH-000206,-0.4918073851643303
ACH-000207,-0.3244125184422427
ACH-000208,-0.5408698930718338
ACH-000210,-0.2923080659079297
ACH-000211,-0.32868458938883505
ACH-000215,-0.4097911854759633
ACH-000221,-0.3494028662885108
ACH-000222,-0.4609204984149454
ACH-000223,-0.3771245222512324
ACH-000226,-0.43081557409513066
ACH-000227,-0.3365248322469713
ACH-000228,-0.5906355965057731
ACH-000231,-0.6252715163073328
ACH-000232,-0.4601004611641248
ACH-000233,-0.39537123258558143
ACH-000234,-0.3888092115779041
ACH-000235,-0.335382060130975
ACH-000237,-0.3658603981735693
ACH-000238,-0.3761297781231149
ACH-000242,-0.4192023305330326
ACH-000243,-0.44861712981776536
ACH-000244,-0.4885033886152063
ACH-000246,-0.30785140854571696
ACH-000248,-0.31226328153143346
ACH-000250,-0.4655892998769197
ACH-000251,-0.13512607729312212
ACH-000252,-0.5073468451751391
ACH-000253,-0.3726722937853527
ACH-000255,-0.43735791615398
ACH-000256,-0.3024870716251544
ACH-000257,-0.3228189107517861
ACH-000258,-0.6291132439181799
ACH-000259,-0.4108473170861457
ACH-000260,-0.4318420391641626
ACH-000261,-0.4775138051503888
ACH-000262,-0.27374451958858104
ACH-000263,-0.056855663850210375
ACH-000264,-0.4419238225055564
ACH-000265,-0.32208096596201885
ACH-000266,-0.5568612027232782
ACH-000272,-0.2621628448928056
ACH-000274,-0.3404144268386829
ACH-000277,-0.4090230698460065
ACH-000278,-0.44312060222401467
ACH-000279,-0.2966880761410107
ACH-000280,-0.503767875688707
ACH-000281,-0.6057449748640112
ACH-000288,-0.4215616889254959
ACH-000291,-0.40349349298021375
ACH-000293,-0.4138743861687921
ACH-000294,-0.3367676419345595
ACH-000295,-0.4537700423687673
ACH-000296,-0.2577676539600469
ACH-000302,-0.38496590263702135
ACH-000304,-0.08168823594218838
ACH-000307,-0.3040059407811347
ACH-000308,-0.3387886482996866
ACH-000310,-0.17629907547906834
ACH-000311,-0.5101344737284532
ACH-000312,-0.4046108461818667
ACH-000315,-0.4416743967955728
ACH-000316,-0.27187763262569337
ACH-000317,-0.32980462742228944
ACH-000318,-0.33223312285407075
ACH-000319,-0.3193889703554153
ACH-000320,-0.2136663701877593
ACH-000322,-0.5286083583778127
ACH-000323,-0.27303775189349616
ACH-000324,-0.35348508553878294
ACH-000329,-0.4082464180801327
ACH-000330,-0.5176334723223129
ACH-000331,-0.5637858837708779
ACH-000332,-0.5045196607412747
ACH-000334,-0.3466114911285171
ACH-000335,-0.13201194664903015
ACH-000336,-0.3506876058137935
ACH-000337,-0.5901261775188767
ACH-000338,-1.0203883117453945
ACH-000339,-0.4358000233058141
ACH-000341,-0.24691688969975836
ACH-000348,-0.4163663673764353
ACH-000350,-0.3730321286864021
ACH-000352,-0.6475919846162314
ACH-000356,-0.7125673815484591
ACH-000361,-0.3721769406463421
ACH-000362,-0.3710225369381124
ACH-000363,-0.3972364161633593
ACH-000364,-0.3479909722649057
ACH-000365,-0.2741000327886772
ACH-000366,-0.3317291109086453
ACH-000368,-0.41917331378746303
ACH-000374,-0.4603009574724663
ACH-000375,-0.4860323480740942
ACH-000376,-0.34507286594464465
ACH-000381,-0.12162453917804313
ACH-000383,-0.1946679787890508
ACH-000387,-0.4086268973475969
ACH-000389,-0.4972125764170625
ACH-000390,-0.4585121767721876
ACH-000393,-0.4671210015763202
ACH-000395,-0.2931954531989912
ACH-000396,-0.05114186452380931
ACH-000397,-0.4455092899921053
ACH-000401,-0.3524383214940012
ACH-000402,-0.30432391407212755
ACH-000403,-0.3790205854792441
ACH-000404,-0.48793637425661296
ACH-000406,-0.4988694345011344
ACH-000407,-0.29335963763483097
ACH-000408,-0.3134388323677509
ACH-000410,-0.4972581275654816
ACH-000411,-0.37044670914028666
ACH-000414,-0.3733977081554255
ACH-000415,-0.42531214430283615
ACH-000416,-0.41957932602949816
ACH-000420,-0.6374267999358268
ACH-000421,-0.3570003349351132
ACH-000424,-0.3442367766133805
ACH-000425,-0.24082801150969466
ACH-000426,-0.4842975619907913
ACH-000427,-0.491558753021796
ACH-000433,-0.4678150319699206
ACH-000435,-0.6101721834457227
ACH-000436,-0.4766931996248235
ACH-000444,-0.2810151488031821
ACH-000445,-0.30247497796739803
ACH-000448,-0.45355761895843105
ACH-000450,-0.4226200040002362
ACH-000452,-0.43201053505187104
ACH-000454,-0.4465834408279946
ACH-000458,-0.4151206681147677
ACH-000459,-0.3714823376669996
ACH-000460,-0.4645505316474296
ACH-000461,-0.5553923443321995
ACH-000463,-0.3000305993209261
ACH-000464,-0.4556940853885665
ACH-000466,-0.5187850685062312
ACH-000467,-0.3012958811115795
ACH-000468,-0.3465846139937501
ACH-000469,-0.2733296119481421
ACH-000470,-0.2916445411147143
ACH-000471,-0.2792415158730646
ACH-000472,-0.2725855169189517
ACH-000473,-0.4213810637850224
ACH-000475,-0.4356401365607579
ACH-000476,-0.5316278322667372
ACH-000477,-0.08981275276514926
ACH-000479,-0.15408676797482074
ACH-000480,-0.4385929267336525
ACH-000481,-0.6006953247036975
ACH-000483,-0.3938401760261209
ACH-000484,-0.6296453766586689
ACH-000485,-0.2589021613827763
ACH-000486,-0.4255427060855175
ACH-000487,-0.2047519600947113
ACH-000488,-0.2989586009173437
ACH-000490,-0.428737160879106
ACH-000491,-0.3332778601371252
ACH-000495,-0.07422945614409754
ACH-000496,-0.3158530119826202
ACH-000499,-0.5225862257130006
ACH-000500,-0.4041972933312413
ACH-000502,-0.2412326074611037
ACH-000503,-0.37699816574138095
ACH-000505,-0.3592974505646789
ACH-000507,-0.41646752463151937
ACH-000510,-0.0901389924642702
ACH-000511,-0.5009370911885259
ACH-000512,-0.6448844738918104
ACH-000516,-0.4925312045517834
ACH-000517,-0.3891926906609607
ACH-000518,-0.3356760510673655
ACH-000520,-0.4363381284078298
ACH-000521,-0.4059020892251841
ACH-000522,-0.2525222513398929
ACH-000524,-0.6191317222769734
ACH-000527,-0.39450998703302825
ACH-000528,-0.43079812338921225
ACH-000537,-0.3307172253709117
ACH-000541,-0.6116503151103716
ACH-000542,-0.24399011028792905
ACH-000544,-0.34847031004406065
ACH-000545,-0.4205749206582144
ACH-000547,-0.6805267528421063
ACH-000548,-0.4813719111324589
ACH-000549,-0.4804504797106759
ACH-000550,-0.6010654785909813
ACH-000552,-0.38348157593309495
ACH-000556,-0.433440464829843
ACH-000557,-0.3139226551052924
ACH-000569,-0.6267043630599048
ACH-000570,-0.3746054699152536
ACH-000571,-0.3894009148785795
ACH-000573,-0.4075105988152953
ACH-000576,-0.4851546896466225
ACH-000579,-0.13188782007207545
ACH-000580,-0.4103654662869615
ACH-000584,-0.3904010586297826
ACH-000585,-0.3013221209193538
ACH-000588,-0.2568790225536719
ACH-000589,-0.3748532317719108
ACH-000591,-0.4233048575814628
ACH-000593,-0.3624093982633274
ACH-000600,-0.3964213275701364
ACH-000601,-0.4990925146648614
ACH-000605,-0.4241151244792857
ACH-000606,-0.4988560900496948
ACH-000608,-0.33015661417904824
ACH-000614,-0.2942118272652999
ACH-000616,-0.3820760360593985
ACH-000618,-0.5060512896202308
ACH-000619,-0.4824742762866888
ACH-000620,-0.15863513331233944
ACH-000621,-0.3321648013647571
ACH-000622,-0.5624904057370345
ACH-000623,-0.2865203057328972
ACH-000624,-0.4178209043139705
ACH-000627,-0.11506056917168266
ACH-000630,-0.4817285227594608
ACH-000631,-0.14158812299121745
ACH-000632,-0.4209385765137636
ACH-000633,-0.16314077067560426
ACH-000637,-0.3702228101703207
ACH-000638,-0.4014641730804788
ACH-000646,-0.21983774440213427
ACH-000647,-0.3623656693888906
ACH-000648,-0.41414100211132093
ACH-000649,-0.3355587964845015
ACH-000651,-0.35126832126162005
ACH-000652,-0.38145962530420585
ACH-000653,-0.2455210263540752
ACH-000657,-0.39450689370516623
ACH-000658,-0.2972980262554624
ACH-000661,-0.5188825726338794
ACH-000662,-0.3869688299634713
ACH-000663,-0.5101987553340516
ACH-000665,-0.6195129519547873
ACH-000671,-0.21719649468121394
ACH-000672,-0.20038830120188567
ACH-000673,-0.5577012205247065
ACH-000676,-0.4125094365838764
ACH-000677,-0.3946213161495923
ACH-000681,-0.19985281056740029
ACH-000683,-0.15502885000204156
ACH-000684,-0.42504542263084655
ACH-000688,-0.5145094039328927
ACH-000693,-0.5199440625474244
ACH-000694,-0.4326390507824485
ACH-000695,-0.32708762434771504
ACH-000696,-0.5304509857786274
ACH-000697,-0.4362618147518812
ACH-000699,-0.38792250117787214
ACH-000701,-0.4018644703218236
ACH-000706,-0.4088147605225596
ACH-000711,-0.4544554247527747
ACH-000713,-0.2230164686979657
ACH-000714,-0.41178723969550346
ACH-000718,-0.24987967475809855
ACH-000720,-0.5301777554685548
ACH-000721,-0.1655747526940015
ACH-000724,-0.3455268679928096
ACH-000725,-0.677889847578254
ACH-000732,-0.40012264902148215
ACH-000734,-0.26374369313880025
ACH-000735,-0.4092303308578499
ACH-000736,-0.2982623926452332
ACH-000738,-0.3293044708734342
ACH-000746,-0.4053265001153665
ACH-000747,-0.489719440917895
ACH-000748,-0.5191551385690376
ACH-000753,-0.4535642231825146
ACH-000756,-0.5863493806290749
ACH-000757,-0.34193684794664325
ACH-000758,-0.4664245314501537
ACH-000760,-0.4365691638598097
ACH-000762,-0.3259097106175141
ACH-000763,-0.4898462680712353
ACH-000764,-0.3142320495878267
ACH-000765,-0.5245756496757781
ACH-000766,-0.5241703145192881
ACH-000767,-0.4350784285331928
ACH-000768,-0.4663475104886328
ACH-000769,-0.4132966890952363
ACH-000770,-0.3870600981779305
ACH-000771,-0.5050115312166357
ACH-000773,-0.4806897030122617
ACH-000776,-0.4648482027414052
ACH-000777,-0.3257536854429314
ACH-000778,-0.26582225420983385
ACH-000781,-0.25670925951411816
ACH-000782,-0.3244933370888714
ACH-000783,-0.6581082943392551
ACH-000784,-0.4416540348341284
ACH-000785,-0.33002779320034753
ACH-000787,-0.3512012918234005
ACH-000788,-0.32949735698431376
ACH-000791,-0.4328328749709288
ACH-000792,-0.4211010849028143
ACH-000794,-0.1860406252863144
ACH-000796,-0.3870350840340416
ACH-000798,-0.5383031417948684
ACH-000799,-0.7432707003161049
ACH-000800,-0.541449877276081
ACH-000802,-0.4859598955037431
ACH-000804,-0.2804521130997158
ACH-000805,-0.3926589155136552
ACH-000809,-0.3148852583134676
ACH-000810,-0.6032788304872841
ACH-000811,-0.3406374840529241
ACH-000817,-0.4919008277570202
ACH-000819,-0.5656933628474755
ACH-000820,-0.5653713724775682
ACH-000821,-0.6246273626498144
ACH-000822,-0.4671177105078174
ACH-000823,-0.4376095031919318
ACH-000824,-0.2342158371419154
ACH-000827,-0.5558825624712023
ACH-000829,-0.05653648541600372
ACH-000831,-0.4362720018667865
ACH-000832,-0.5376704508071443
ACH-000833,-0.3960267372187977
ACH-000834,-0.4443862150655772
ACH-000835,-0.3583272222520608
ACH-000836,-0.13396045305773568
ACH-000837,-0.4126842650328331
ACH-000838,-0.2959114649542848
ACH-000839,-0.5796120186377729
ACH-000840,-0.4098034239655615
ACH-000841,-0.4536070872303281
