,LOXHD1 (125336)
ACH-000004,0.31114016778050163
ACH-000005,0.35519568598454665
ACH-000007,0.01681274361358039
ACH-000009,0.08350310606810228
ACH-000011,0.2203856352774984
ACH-000012,0.09789602058404867
ACH-000013,-0.0117310751327878
ACH-000014,0.1157629417708302
ACH-000015,0.1072346456529237
ACH-000017,0.17167575811955565
ACH-000018,0.13251931682526089
ACH-000019,0.24517375126455984
ACH-000021,0.21178245201854676
ACH-000022,0.20962252704127055
ACH-000025,-0.07723343571481571
ACH-000028,0.08561730306996902
ACH-000030,0.10375246228533187
ACH-000035,0.09153347760176304
ACH-000036,0.1395792925279749
ACH-000037,0.07237488456973915
ACH-000039,0.08713711293462728
ACH-000040,0.33076261199227625
ACH-000041,0.13309795176446007
ACH-000042,0.06688066913170537
ACH-000045,0.051447599866195834
ACH-000047,0.18331703430011725
ACH-000052,0.1583498432599753
ACH-000053,0.122764254649569
ACH-000054,0.17371822719438054
ACH-000055,0.1334690053108706
ACH-000060,0.09878261731074782
ACH-000067,0.11055404972430964
ACH-000070,0.10388921754962913
ACH-000075,0.2305818516830366
ACH-000078,0.14762380472311049
ACH-000082,0.14854463604780802
ACH-000085,0.23669891778153496
ACH-000086,0.19785645150238898
ACH-000087,-0.0381959468808068
ACH-000092,0.1703330378915905
ACH-000095,0.14474134142105485
ACH-000097,0.062087685997957824
ACH-000098,0.18442892262867255
ACH-000099,0.18064377277457425
ACH-000108,0.1867144925888646
ACH-000113,0.08335866143055727
ACH-000116,0.14032707902869826
ACH-000118,0.1824306283342528
ACH-000120,0.08427693911170303
ACH-000123,-0.005450623401085006
ACH-000127,0.1654676371338653
ACH-000128,0.10155175979651863
ACH-000132,-0.05141854571379385
ACH-000133,0.1697054394069798
ACH-000137,0.057306125747752575
ACH-000138,0.1706053332167855
ACH-000142,0.13646078108685822
ACH-000143,0.029894319548256436
ACH-000146,0.1682397970263241
ACH-000148,0.21035581956596752
ACH-000150,0.21042877636365548
ACH-000152,0.1682514490982128
ACH-000153,0.08019020577079074
ACH-000159,0.08206966854058201
ACH-000160,-0.021938251883504845
ACH-000163,0.1605449978433151
ACH-000167,0.4517970529315414
ACH-000168,0.0890311316433541
ACH-000169,0.051334779076957715
ACH-000178,0.11479825063011365
ACH-000183,0.03030392822554673
ACH-000188,0.12016747510023625
ACH-000189,0.3587843721148017
ACH-000190,-0.02862183983418295
ACH-000198,0.20177897672778355
ACH-000203,-0.2598569547737272
ACH-000204,0.18292145406609447
ACH-000206,0.14648171054049244
ACH-000207,0.11522579470397183
ACH-000208,0.2840532492592126
ACH-000210,-0.1335788113955266
ACH-000211,0.0680067322259762
ACH-000215,0.0724689957072812
ACH-000221,0.16300477572157618
ACH-000222,0.12002956285092772
ACH-000223,0.015132283071560688
ACH-000226,0.11722343015672736
ACH-000227,0.09318490978156264
ACH-000228,-0.07052912955655738
ACH-000231,0.04205620606092456
ACH-000232,0.060679373955040174
ACH-000233,0.07950514639741868
ACH-000234,0.05833780713975705
ACH-000235,0.16203203591967494
ACH-000237,0.17700182203143336
ACH-000238,0.2231995805285664
ACH-000242,0.2126222325467663
ACH-000243,0.19505061086112027
ACH-000244,0.2090883385032202
ACH-000246,0.013526655902401272
ACH-000248,0.1055600514422792
ACH-000250,0.14038963843834254
ACH-000251,0.11634081633256248
ACH-000252,0.13839796757984082
ACH-000253,0.23598042918182074
ACH-000255,0.15617187443632966
ACH-000256,0.10359125920153324
ACH-000257,0.018376912222902147
