,ST7 (7982)
ACH-000004,-0.33621556858062795
ACH-000005,-0.4168708889550916
ACH-000007,-0.057792336578103565
ACH-000009,-0.13141989185392008
ACH-000011,0.1496582408763782
ACH-000012,-0.16432411347952916
ACH-000013,-0.04523311097793841
ACH-000014,-0.27783620548638205
ACH-000015,-0.0493393919414461
ACH-000017,-0.2009783045627835
ACH-000018,-0.03848444244678672
ACH-000019,-0.1825796631072403
ACH-000021,-0.16932670033619784
ACH-000022,-0.1554605224689556
ACH-000025,-0.043220320284183315
ACH-000028,-0.10184643903049456
ACH-000030,-0.15855172242546034
ACH-000035,-0.06933299790130631
ACH-000036,-0.0849774258574687
ACH-000037,-0.0991415320770816
ACH-000039,-0.05671029226477407
ACH-000040,-0.14770665346677
ACH-000041,-0.15160989612336118
ACH-000042,-0.06266735513658217
ACH-000045,0.0926272819677185
ACH-000047,0.002513068407604403
ACH-000052,-0.02559707638835955
ACH-000053,-0.011716300024280727
ACH-000054,-0.002948709315932343
ACH-000055,-0.04610096194761975
ACH-000060,-0.2241019493011456
ACH-000067,-0.0529128838280892
ACH-000070,-0.09613864811908876
ACH-000075,0.18348961223292926
ACH-000078,-0.02478005885076087
ACH-000082,-0.14260565729969074
ACH-000085,-0.040807513167543615
ACH-000086,0.008002505329994325
ACH-000087,-0.14651496434003367
ACH-000092,-0.108945103397341
ACH-000095,-0.09971676929851474
ACH-000097,-0.2838456678742216
ACH-000098,-0.041971844901343536
ACH-000099,-0.04427024300564027
ACH-000108,-0.14676291023421567
ACH-000113,-0.1302885239768447
ACH-000116,-0.12122181998584533
ACH-000118,-0.10893514997278088
ACH-000120,-0.02105277862396191
ACH-000123,-0.06087073651032265
ACH-000127,-0.14888509390548754
ACH-000128,-0.03672250484204145
ACH-000132,-0.21540409988285086
ACH-000133,-0.20996380056159406
ACH-000137,-0.1335233792332294
ACH-000138,-0.11000341448156337
ACH-000142,-0.11128985352299572
ACH-000143,-0.02768420882882216
ACH-000146,-0.12846115492720225
ACH-000148,-0.04331961273010377
ACH-000150,-0.11426554648953448
ACH-000152,-0.05686372365749706
ACH-000153,0.2583599051351533
ACH-000159,-0.07269431853504599
ACH-000160,-0.062019296269326035
ACH-000163,-0.07349514120224925
ACH-000167,-0.5270976930519841
ACH-000168,-0.010355914450875572
ACH-000169,-0.060141854920753614
ACH-000178,-0.05729776661235026
ACH-000183,0.01695015452949929
ACH-000188,-0.1087155487749938
ACH-000189,-0.09576701492053892
ACH-000190,-0.3045900918501024
ACH-000198,-0.06369039357236758
ACH-000203,0.017413145879918622
ACH-000204,0.2419292823201913
ACH-000206,0.18218052293995665
ACH-000207,-0.00369635464169889
ACH-000208,0.07654826360665691
ACH-000210,0.0844233940503264
ACH-000211,-0.03753660954608888
ACH-000215,0.057438208046143566
ACH-000221,0.008071266788808725
ACH-000222,-0.12928158012740035
ACH-000223,-0.08967220293117398
ACH-000226,-0.12955731537753892
ACH-000227,-0.06297020502806508
ACH-000228,0.06006821509764105
ACH-000231,-0.07427585954773308
ACH-000232,-0.2491317891162253
ACH-000233,-0.13503163934308834
ACH-000234,-0.07210987504828872
ACH-000235,-0.050978478489798966
ACH-000237,-0.04386941418411685
ACH-000238,-0.004060080998727168
ACH-000242,-0.3384974589926512
ACH-000243,-0.20862954190758545
ACH-000244,0.21037704196404788
ACH-000246,-0.1716444568974476
ACH-000248,0.05484567644375592
ACH-000250,-0.13436606023670047
ACH-000251,-0.1200171391978006
ACH-000252,-0.4621670836364874
ACH-000253,0.028774823462076382
ACH-000255,-0.1083296582985748
ACH-000256,-0.09433429108827654
ACH-000257,0.06353250741993187
ACH-000258,-0.1083107559449267
ACH-000259,0.019978258437147102
ACH-000260,0.009967916259471738
ACH-000261,-0.1657635180852493
ACH-000262,-0.10629131093570507
ACH-000263,0.1694619645650717
ACH-000264,-0.05717664486213095
ACH-000265,0.08253565829948682
ACH-000266,-0.09945570374236197
ACH-000272,-0.052668451209234184
ACH-000274,-0.06852174200435164
ACH-000277,-0.12404125738738893
ACH-000278,-0.008076717229628595
ACH-000279,-0.04642575578839809
ACH-000280,0.08446616293731826
ACH-000281,0.0435680509373504
