,OR10G2 (26534)
ACH-000004,0.20834230466783255
ACH-000005,0.1804981327923393
ACH-000007,0.0968345894482594
ACH-000009,0.09762631552171483
ACH-000011,-0.024024866438370342
ACH-000012,-0.045629677487173205
ACH-000013,0.10869652177668147
ACH-000014,0.00679505740550314
ACH-000015,0.09580135618756107
ACH-000017,-0.043935637360208564
ACH-000018,0.14180648545219532
ACH-000019,-0.05120232443479016
ACH-000021,-0.03357467804980476
ACH-000022,0.1477890200431354
ACH-000025,0.10122822770783133
ACH-000028,0.05830292616044728
ACH-000030,0.007868547180338567
ACH-000035,-0.025392248113697332
ACH-000036,0.04845370193587571
ACH-000037,0.2242654631479961
ACH-000039,-0.011019526629927171
ACH-000040,0.11046723887703863
ACH-000041,0.12915857451254906
ACH-000042,0.09376754312110792
ACH-000045,-0.03185974255876134
ACH-000047,0.0048574789221446256
ACH-000052,-0.24623082579184
ACH-000053,0.07540912182896471
ACH-000054,-0.054420562991093734
ACH-000055,0.03243404999170884
ACH-000060,0.025361701629994796
ACH-000067,0.1221043508340346
ACH-000070,-0.16048660159558392
ACH-000075,0.1532980212013132
ACH-000078,0.07290243703374565
ACH-000082,0.05180924914310571
ACH-000085,0.010519747437997874
ACH-000086,0.04519926417079025
ACH-000087,-0.07700618954900222
ACH-000092,-0.10420982417686313
ACH-000095,-0.20019122398488093
ACH-000097,0.0068891389826297245
ACH-000098,0.08710647041989761
ACH-000099,0.06177550007061451
ACH-000108,0.06563931304661827
ACH-000113,-0.1105053498266024
ACH-000116,-0.002943004573583585
ACH-000118,0.03661433205382704
ACH-000120,0.008586186006009971
ACH-000123,0.0776830295261995
ACH-000127,0.048020012487206346
ACH-000128,0.07052179365599835
ACH-000132,0.1239074250596972
ACH-000133,0.01931367821599181
ACH-000137,0.13366452291033284
ACH-000138,0.1411100976321354
ACH-000142,0.0954169387511788
ACH-000143,-0.09157973084672696
ACH-000146,0.027738927102780368
ACH-000148,-0.03134950842474213
ACH-000150,-0.18237491344508125
ACH-000152,0.08835155662712993
ACH-000153,-0.21402903887732724
ACH-000159,0.048822885947632455
ACH-000160,-0.15983820423711592
ACH-000163,0.10672683853264632
ACH-000167,1.2712590512759263
ACH-000168,-0.13910296058894225
ACH-000169,-0.04198592577512301
ACH-000178,0.02756520455521393
ACH-000183,-0.14682891672297427
ACH-000188,-0.017292982775588554
ACH-000189,0.13637501086660775
ACH-000190,0.0779505167036882
