,TRMU (55687)
ACH-000924,-0.3375090573303781
ACH-000926,-0.17710836794625626
ACH-000928,-0.10965703893976136
ACH-000929,-0.2444802829833909
ACH-000932,-0.16598345250801885
ACH-000935,-0.21026746732019305
ACH-000936,-0.24333635386889915
ACH-000937,-0.18206054800360574
ACH-000938,-0.18464242618673413
ACH-000939,-0.3186896059325623
ACH-000941,-0.2088244936572123
ACH-000943,-0.1517866201744336
ACH-000946,-0.20633275373145304
ACH-000947,-0.16946886252874754
ACH-000948,-0.15172267867516656
ACH-000950,-0.202277089854581
ACH-000953,-0.13515615086480345
ACH-000954,-0.10419122477600253
ACH-000957,-0.07646554716772916
ACH-000958,-0.1817349433950604
ACH-000960,-0.13735606012607118
ACH-000963,-0.1299519661029726
ACH-000968,-0.20507450068162966
ACH-000969,-0.10648419406869712
ACH-000972,-0.27630334699602
ACH-000973,-0.1304690342051913
ACH-000974,-0.273909153825179
ACH-000978,-0.2394384585949309
ACH-000984,-0.326932562111284
ACH-000986,-0.17404194751928748
ACH-000988,-0.26670402897737056
ACH-000993,-0.3324953796860135
ACH-000994,-0.19677734112741047
ACH-000996,-0.16693715163314532
ACH-001001,-0.4092275862292063
ACH-001020,-0.22993562504919596
ACH-001028,-0.16548888322970373
ACH-001031,-0.23781791291720586
ACH-001038,-0.24630438716995004
ACH-001048,-0.16151461620759702
ACH-001050,-0.11094754046597023
ACH-001053,-0.1565512169796409
ACH-001054,-0.08231158557174975
ACH-001061,-0.2616027136330475
ACH-001067,-0.3671175985287799
ACH-001075,-0.1859551566628692
ACH-001096,-0.22378430780219472
ACH-001111,-0.18194244921826594
ACH-001119,-0.38681021852842296
ACH-001128,-0.24018183653097985
ACH-001134,-0.28583768569633866
ACH-001151,-0.16707622034638864
ACH-001163,-0.2419264488789641
ACH-001164,-0.4507322052806237
ACH-001183,-0.4767570547546774
ACH-001192,-0.2864149407932127
ACH-001193,-0.20848856317350176
ACH-001196,-0.20467525307059864
ACH-001197,-0.1012857833754372
ACH-001205,-0.2836474177035277
ACH-001211,-0.06966692671780418
ACH-001212,-0.413606507416228
ACH-001228,-0.3219970963944627
ACH-001232,-0.3102293664390129
ACH-001239,-0.18969136647307586
ACH-001270,0.02157307773908077
ACH-001274,-0.3129864218597836
ACH-001275,-0.31235458316991804
ACH-001277,0.07167740272907029
ACH-001278,-0.3872465281481715
ACH-001280,-0.3504248631232736
ACH-001283,-0.2633436760387365
ACH-001289,-0.030460545888439324
ACH-001300,-0.19917243808662474
ACH-001301,-0.35525244641386544
ACH-001302,-0.2027778561110309
ACH-001306,-0.10180392959525432
ACH-001318,-0.13154695206895886
ACH-001322,-0.21379747589177767
ACH-001328,-0.2987029381765114
ACH-001332,-0.3254669711172768
ACH-001336,-0.23915683333808824
ACH-001346,-0.2828319559358691
ACH-001353,-0.2294919284206946
ACH-001354,-0.2557882057085712
ACH-001367,-0.21491961143265856
ACH-001368,-0.06597664392549378
ACH-001374,-0.4164454843234389
ACH-001377,-0.24036662693538466
ACH-001380,-0.16363445193763662
ACH-001391,-0.1601598888035673
ACH-001408,-0.10612620474384978
ACH-001430,-0.10075215421091667
ACH-001431,-0.2072802516198177
ACH-001450,-0.14095188570288794
ACH-001496,-0.27630861013613595
ACH-001500,-0.07575441482757149
ACH-001523,-0.0931071650813274
ACH-001532,-0.08160074660503022
ACH-001550,-0.16442208194252292
ACH-001552,-0.1760301033792991
ACH-001554,-0.3316364671571297
ACH-001654,-0.18918487845015164
ACH-001735,-0.2006518179941116
ACH-001736,-0.2921244109508072
ACH-001737,-0.3013303056764459
ACH-001740,-0.07930914397383462
ACH-001745,-0.2288982187079268
ACH-001765,-0.1823525991837856
