,TRMU (55687)
ACH-000004,-0.15906335746494588
ACH-000005,-0.4075100286927869
ACH-000007,-0.3466521710005915
ACH-000009,-0.20324640284969914
ACH-000011,-0.04658998364965012
ACH-000012,-0.2259387941697533
ACH-000013,-0.410124611016026
ACH-000014,-0.2074256405097577
ACH-000015,-0.15819960152716506
ACH-000017,-0.3410624505880671
ACH-000018,-0.10395709373159276
ACH-000019,-0.2779010847076416
ACH-000021,-0.17254454521410195
ACH-000022,-0.1994551100054454
ACH-000025,-0.3198947843155763
ACH-000028,-0.10424330521265518
ACH-000030,-0.3796835429493776
ACH-000035,-0.07076310714491646
ACH-000036,-0.2366686573615789
ACH-000037,-0.17114216183773956
ACH-000039,-0.1270123904265438
ACH-000040,-0.16311104552879055
ACH-000041,-0.3518202514390814
ACH-000042,-0.2152066446755712
ACH-000045,-0.2717766238892373
ACH-000047,-0.3684160877594045
ACH-000052,-0.2343014645091032
ACH-000053,-0.17607795369719426
ACH-000054,-0.2712354214103995
ACH-000055,-0.11155784551330668
ACH-000060,-0.3830774910635924
ACH-000067,-0.154460400821999
ACH-000070,-0.30886163502220665
ACH-000075,-0.11116564947771493
ACH-000078,-0.3147943954750007
ACH-000082,-0.2167064010961797
ACH-000085,-0.2833435642667416
ACH-000086,-0.1088981179991818
ACH-000087,-0.37397454406505054
ACH-000092,-0.1650542433579144
ACH-000095,-0.21265258490055627
ACH-000097,-0.2283892794549909
ACH-000098,-0.25790760185812184
ACH-000099,-0.2284597107612537
ACH-000108,-0.2358748412451068
ACH-000113,-0.44133132394082586
ACH-000116,-0.1962302052413324
ACH-000118,-0.6530326934219021
ACH-000120,-0.3438228589961549
ACH-000123,-0.10397085965234176
ACH-000127,-0.1838085277299518
ACH-000128,-0.21986465378877354
ACH-000132,-0.31778984374777786
ACH-000133,-0.15101624582821774
ACH-000137,-0.3526608966646609
ACH-000138,-0.125657144342165
ACH-000142,-0.3278181199688152
ACH-000143,-0.2975421133605321
ACH-000146,-0.14286287183602273
ACH-000148,-0.17594232108792554
ACH-000150,-0.15489243047717358
ACH-000152,-0.2628471011967928
ACH-000153,-0.12659820132101487
ACH-000159,-0.16479671555283876
ACH-000160,-0.17848946759257753
ACH-000163,-0.30879766370900824
ACH-000167,-0.4876781666058456
ACH-000168,-0.20722783088355431
ACH-000169,-0.24521121999487064
ACH-000178,-0.21914667537728347
ACH-000183,-0.2684655889968537
ACH-000188,-0.08507362773004842
ACH-000189,-0.10414460243399744
ACH-000190,-0.3131882243020559
ACH-000198,-0.07539529195201933
ACH-000203,-0.0650850544148164
ACH-000204,-0.11051465590024943
ACH-000206,0.017184899166372548
ACH-000207,-0.2741340801028261
ACH-000208,-0.2780423341399955
ACH-000210,-0.4094434929560561
ACH-000211,-0.21997429997591172
ACH-000215,-0.16872758740196442
ACH-000221,-0.3438642218123428
ACH-000222,-0.2981357132065656
ACH-000223,-0.16402670796815852
ACH-000226,-0.02484057704192353
ACH-000227,-0.2573060017367917
ACH-000228,-0.2723448265641098
ACH-000231,-0.16718721404212875
ACH-000232,-0.3055510286057898
ACH-000233,-0.2775981076622435
ACH-000234,-0.30908775326892424
ACH-000235,-0.2112479339046948
ACH-000237,-0.13392535175001904
ACH-000238,-0.1566944078250776
ACH-000242,-0.1935158007996436
ACH-000243,-0.17972066984939544
ACH-000244,-0.40626808130036185
ACH-000246,-0.4038094766311949
ACH-000248,-0.2484181778388463
ACH-000250,-0.16842557268572836
ACH-000251,0.1832339566801882
ACH-000252,-0.08633320955343868
ACH-000253,-0.17751161508399738
ACH-000255,-0.1766735783794466
ACH-000256,-0.3023938593312037
ACH-000257,-0.2232477483311124
ACH-000258,-0.3495915108668945
ACH-000259,-0.2064004227978346
ACH-000260,-0.13959284524082258
ACH-000261,-0.2280340445482129
ACH-000262,-0.1396423826654039
ACH-000263,0.023246325877600855
ACH-000264,-0.3068702651911031
ACH-000265,-0.2994822270355396
ACH-000266,-0.2607732186962155
ACH-000272,-0.194799252989
ACH-000274,-0.20726726035262075
ACH-000277,-0.3764799222804597
ACH-000278,-0.22071120920450402
ACH-000279,-0.2675986536029641
ACH-000280,-0.2564707803046252
ACH-000281,-0.3584907263764831
ACH-000288,-0.1772430116573852
ACH-000291,-0.0307735167096952
ACH-000293,-0.2843642725046809
ACH-000294,-0.11998392965627687
ACH-000295,-0.2878799925412597
ACH-000296,-0.06942150160431577
ACH-000302,-0.3393555329407937
ACH-000304,-0.3064546951829265
ACH-000307,-0.2293953426480264
ACH-000308,-0.2036508338594392
ACH-000310,-0.19573939871156687
ACH-000311,-0.2720854135990213
ACH-000312,-0.3773048876795023
ACH-000315,-0.3045080723872478
ACH-000316,-0.21447110739250685
ACH-000317,-0.09063573249081062
ACH-000318,-0.32691839006928564
ACH-000319,-0.07882907776082275
ACH-000320,-0.08868372049211062
ACH-000322,-0.4379210082649975
ACH-000323,-0.2916180455867152
ACH-000324,-0.2511252552499815
ACH-000329,-0.1920523958576655
ACH-000330,-0.27562900815947977
ACH-000331,-0.10223683795235737
ACH-000332,-0.1922009589560367
ACH-000334,-0.21824797188515535
ACH-000335,0.017635934340695512
ACH-000336,-0.042129756070828576
ACH-000337,-0.2266070140063139
ACH-000338,-0.24752173081212805
ACH-000339,-0.1549255516835966
ACH-000341,-0.19892190413685304
ACH-000348,-0.1627203831601741
ACH-000350,-0.10018304050262558
ACH-000352,-0.17950534974143614
ACH-000356,-0.22323724499194106
ACH-000361,-0.11790044780160727
ACH-000362,-0.13810126182489338
ACH-000363,-0.2000204357488398
ACH-000364,-0.2286254269470289
ACH-000365,-0.1749059632182853
ACH-000366,-0.12855541500206252
ACH-000368,-0.19681238975740067
ACH-000374,-0.26330910956248704
ACH-000375,-0.2774277397324505
ACH-000376,-0.1974762598530275
ACH-000381,-0.15299499883952772
ACH-000383,-0.2527368588283263
ACH-000387,-0.2008633406568032
ACH-000389,-0.26757079478953577
ACH-000390,-0.1538015726663818
ACH-000393,-0.2705686998023741
ACH-000395,-0.2758554067383271
ACH-000396,-0.5005342151638982
ACH-000397,-0.2848533430187511
ACH-000401,-0.2411114678642915
ACH-000402,-0.10681138764747238
ACH-000403,-0.221234931810332
ACH-000404,-0.1937712254155204
ACH-000406,-0.31447577449598185
ACH-000407,-0.08775102565767114
ACH-000408,-0.11721258968296942
ACH-000410,-0.18873728576527396
ACH-000411,-0.2659443505170605
ACH-000414,-0.1354066270664938
ACH-000415,-0.18902467611040627
ACH-000416,-0.21777304433338746
ACH-000420,-0.2122588709396229
ACH-000421,-0.23618284721885874
ACH-000424,-0.16080503740445162
ACH-000425,-0.27543344372186823
ACH-000426,-0.2803854570191673
ACH-000427,-0.07747810668319002
ACH-000433,-0.3917747136108376
ACH-000435,-0.2436708733759662
ACH-000436,0.05401077287600488
ACH-000444,-0.24980322065763905
ACH-000445,-0.3980427354474551
ACH-000448,-0.2665476964611751
ACH-000450,-0.1737841350907021
ACH-000452,-0.12217963987966853
ACH-000454,-0.17210875986073906
ACH-000458,-0.1372639055211531
ACH-000459,-0.20846631579131208
ACH-000460,-0.26511890188893245
ACH-000461,-0.16369275949483572
ACH-000463,-0.1949037395214885
ACH-000464,-0.2913555540864381
ACH-000466,-0.2635714930953625
ACH-000467,-0.3772982706725099
ACH-000468,-0.21149930664044614
ACH-000469,-0.27389198743020066
ACH-000470,-0.18672148934183846
ACH-000471,-0.3445021871476349
ACH-000472,-0.2802441156598097
ACH-000473,-0.32726658175744805
ACH-000475,-0.17382718736369068
ACH-000476,-0.227416110957876
ACH-000477,-0.3975925390557035
ACH-000479,-0.31432413331203074
ACH-000480,-0.20965279395571607
ACH-000481,-0.2201561691209423
ACH-000483,-0.30357902376612755
ACH-000484,-0.04208748162854595
ACH-000485,-0.22586946890668785
ACH-000486,-0.24728683762975054
ACH-000487,-0.300777808350878
ACH-000488,-0.3580228751117521
ACH-000490,-0.23360757282314254
ACH-000491,-0.03535158158998722
ACH-000495,-0.23015719258743855
ACH-000496,-0.03234418348972001
ACH-000499,-0.3055118597752021
ACH-000500,-0.07231113014126207
ACH-000502,-0.2579986945950135
ACH-000503,-0.21765194444942332
ACH-000505,-0.14779945243416304
ACH-000507,-0.3520597287005211
ACH-000510,-0.14935759613148322
ACH-000511,-0.2066664342892087
ACH-000512,-0.16503172300497754
ACH-000516,-0.5371473476095158
ACH-000517,-0.24757082873065986
ACH-000518,-0.35533010166585194
ACH-000520,-0.14359991935702862
ACH-000521,-0.27696971287723804
ACH-000522,-0.2295854607005085
ACH-000524,-0.20189135374904385
ACH-000527,-0.16237151602512262
ACH-000528,-0.3469293533316611
ACH-000537,-0.2095821786890205
ACH-000541,-0.36244895828238705
ACH-000542,-0.17313892313761114
ACH-000544,-0.3149600523114674
ACH-000545,-0.13213904134849894
ACH-000547,-0.2962130091292109
ACH-000548,-0.07870545634660027
ACH-000549,-0.20296481614840967
ACH-000550,-0.2874321579254749
ACH-000552,-0.2836722819141846
ACH-000556,-0.2397287716078908
ACH-000557,-0.2072052726747288
ACH-000569,-0.02958303613351695
ACH-000570,-0.30867125516998817
ACH-000571,-0.26028380229444725
ACH-000573,-0.24802167480638515
ACH-000576,-0.2021399830401891
ACH-000579,-0.07987318830272587
ACH-000580,-0.26443290987320633
ACH-000584,-0.2452847535375165
ACH-000585,-0.11207748822670864
ACH-000588,-0.06688920002442719
ACH-000589,-0.25161311469533737
ACH-000591,-0.25201262694815746
ACH-000593,-0.3047085861090532
ACH-000600,-0.0078095256618518644
ACH-000601,-0.2202307357971186
ACH-000605,-0.14011792127269027
ACH-000606,-0.24919300047497064
ACH-000608,-0.29426501062947885
ACH-000614,-0.2499346396906356
ACH-000616,-0.2570599629463702
ACH-000618,-0.2395039602129871
ACH-000619,-0.31047158392158225
ACH-000620,-0.2658596005583278
ACH-000621,-0.19823956632765652
ACH-000622,-0.3296833148504566
ACH-000623,-0.4427647259110371
ACH-000624,-0.13235843145317638
ACH-000627,-0.3077607321345056
ACH-000630,-0.18427704126956054
ACH-000631,-0.198982954502724
ACH-000632,-0.06390903505349223
ACH-000633,-0.23316760764326536
ACH-000637,-0.39303712139935976
ACH-000638,-0.3345971638021196
ACH-000646,-0.3154847091804667
ACH-000647,-0.2995592689124427
ACH-000648,-0.0648724011645071
ACH-000649,-0.1712221809953048
ACH-000651,-0.28137714855477264
ACH-000652,-0.20017029630678068
ACH-000653,-0.17199280616124776
ACH-000657,-0.3076227222008682
ACH-000658,-0.14301151368840684
ACH-000661,-0.2624168451059148
ACH-000662,0.14289622360736154
ACH-000663,-0.2167417543835029
ACH-000665,-0.1845270392665285
ACH-000671,-0.17416700732867033
ACH-000672,-0.18228318593234005
ACH-000673,-0.35533104017636685
ACH-000676,-0.05705493859961434
ACH-000677,-0.208576101965659
ACH-000681,-0.2152248661461206
ACH-000683,-0.1902809921801853
ACH-000684,-0.25613813591382906
ACH-000688,-0.24392605122823965
ACH-000693,-0.20015536447753607
ACH-000694,-0.26336290136024954
ACH-000695,-0.1192182243182322
ACH-000696,-0.18249732644276898
ACH-000697,-0.1290623854710659
ACH-000699,-0.2114468375556482
ACH-000701,-0.3735693042667863
ACH-000706,-0.20742975764859609
ACH-000711,-0.2661360350228161
ACH-000713,-0.18502748393326687
ACH-000714,-0.01731694275194195
ACH-000718,-0.19963913967674585
ACH-000720,-0.2524820023169894
ACH-000721,-0.16358326547507404
ACH-000724,-0.2870395305502179
ACH-000725,-0.5169810547490821
ACH-000732,-0.1211169532568368
ACH-000734,-0.2779664510097217
ACH-000735,-0.14047619407891734
ACH-000736,-0.1005548808481036
ACH-000738,-0.2519928466690886
ACH-000746,-0.19646086851855246
ACH-000747,-0.3108155310548559
ACH-000748,-0.16676128163410822
ACH-000753,-0.1565642149933917
ACH-000756,-0.25470361912335393
ACH-000757,-0.2463478999830606
ACH-000758,-0.1860617897752576
ACH-000760,-0.27141813984180163
ACH-000762,-0.24818899809465925
ACH-000763,0.08129641678630266
ACH-000764,-0.21945405012095545
ACH-000765,-0.1864625257089966
ACH-000766,-0.2458235592496325
ACH-000767,-0.1523955245213958
ACH-000768,-0.1757890500813959
ACH-000769,-0.20026766530025308
ACH-000770,-0.2303957729133815
ACH-000771,-0.2060855057672797
ACH-000773,-0.2140442510137681
ACH-000776,-0.2385997757515644
ACH-000777,-0.25565683822600616
ACH-000778,-0.3072650937495867
ACH-000781,-0.2222131596536984
ACH-000782,-0.3479124971227397
ACH-000783,-0.2888869341990085
ACH-000784,-0.21812628345739474
ACH-000785,-0.3022912598477401
ACH-000787,-0.13844391798253733
ACH-000788,-0.2912667797713219
ACH-000791,-0.3505071756331624
ACH-000792,-0.1217133194547122
ACH-000794,-0.2212060710131189
ACH-000796,-0.1256665937275707
ACH-000798,-0.1879151089418349
ACH-000799,-0.17728005704266242
ACH-000800,-0.34648988251119606
ACH-000802,-0.2339077108538289
ACH-000804,-0.2180489807812999
ACH-000805,-0.18262712492789285
ACH-000809,-0.3010009736639253
ACH-000810,-0.2392399105695045
ACH-000811,-0.2502768962839013
ACH-000817,-0.14461829636765586
ACH-000819,-0.2632021210412267
ACH-000820,-0.3475658061345289
ACH-000821,-0.1267945031156836
ACH-000822,-0.1566213824408718
ACH-000823,-0.1352979854760633
ACH-000824,-0.2514965247510151
ACH-000827,-0.15179937711264208
ACH-000829,-0.10227083076820354
ACH-000831,-0.19440079490067366
ACH-000832,-0.0638796329164471
ACH-000833,-0.05999462415472034
ACH-000834,-0.31614509744378005
ACH-000835,-0.23102402306891626
ACH-000836,-0.2655604786085777
ACH-000837,-0.2435064730258611
ACH-000838,-0.2388835728810145
ACH-000839,-0.18446020508787808
ACH-000840,-0.1023611416270594
ACH-000841,-0.2137732183515783
ACH-000843,-0.3084241332614389
ACH-000846,-0.3289358697291873
ACH-000847,-0.10900777337046497
ACH-000848,-0.15491740729398798
ACH-000849,-0.1290804505428171
ACH-000851,-0.12613630021849012
ACH-000855,-0.051026556869155866
ACH-000856,-0.3601023288437337
ACH-000858,-0.2841949611009281
ACH-000859,-0.5541816277018776
ACH-000861,-0.09050169199866978
ACH-000862,-0.1512357358093332
ACH-000865,-0.21259675620420415
ACH-000866,-0.5345242745324785
ACH-000867,-0.09780216926890346
ACH-000869,-0.2776028653626242
ACH-000872,-0.2532675331096823
ACH-000873,-0.2731711945979909
ACH-000876,-0.2315555714424237
ACH-000878,-0.24267983861875744
ACH-000880,-0.2559371108599449
ACH-000881,-0.23991506562345485
ACH-000882,-0.22079376055876807
ACH-000884,-0.10298960200421588
ACH-000885,-0.3947829797068808
ACH-000887,-0.2015291021605412
ACH-000889,-0.13839275764983566
ACH-000896,-0.2721844394674033
ACH-000898,-0.19728732960307585
ACH-000900,-0.20052945473240605
ACH-000901,-0.2755575463437332
ACH-000905,-0.13688900526148567
ACH-000906,-0.21516670407056615
ACH-000907,-0.24671681095054146
ACH-000910,-0.30250670902397275
ACH-000911,-0.23005128151786694
ACH-000912,-0.1861057500938866
ACH-000913,-0.19213416033392414
ACH-000915,-0.08950086926788135
ACH-000916,-0.0606508012916972
ACH-000917,-0.14192533148395708
ACH-000920,-0.26077708077112144
ACH-000921,-0.2978286205992001
