,GDI2 (2665)
ACH-000004,-0.4830694352134869
ACH-000005,-0.5133570329143444
ACH-000007,-0.3287892111495205
ACH-000009,-0.30091658921997066
ACH-000011,-0.2170817251572393
ACH-000012,-0.05439637953545418
ACH-000013,-0.3905086971220864
ACH-000014,-0.12402569834692305
ACH-000015,-0.2919343517702719
ACH-000017,-0.2649972529877823
ACH-000018,-0.1380527903339259
ACH-000019,-0.011536686058391777
ACH-000021,-0.2242377591713263
ACH-000022,-0.4595109595916173
ACH-000025,-0.3436626966396182
ACH-000028,-0.1781285202070625
ACH-000030,-0.2979280051324923
ACH-000035,-0.8185567074699729
ACH-000036,-0.44003566513916903
ACH-000037,-0.14802140234150082
ACH-000039,-0.006583980729481004
ACH-000040,-0.4601700148285374
ACH-000041,-0.0764536179197141
ACH-000042,-0.1536893077796703
ACH-000045,-0.17384816822990876
ACH-000047,-0.1858107300332686
ACH-000052,-0.20442792194308868
ACH-000053,-0.18165881959755772
ACH-000054,-0.04179369698510475
ACH-000055,0.014350713095488778
ACH-000060,-0.3350455298438986
ACH-000067,-0.0340390486918066
ACH-000070,-0.4964791872359454
ACH-000075,-0.017091163306150924
ACH-000078,-0.05048041375716877
ACH-000082,-0.09541729932087976
ACH-000085,-0.4965168408711861
ACH-000086,-0.07292016030128952
ACH-000087,-0.08387450977677424
ACH-000092,-0.3365174732765197
ACH-000095,-0.18843283452825726
ACH-000097,-0.026346667822141342
ACH-000098,-0.21367840839491595
ACH-000099,-0.1379661615620374
ACH-000108,-0.5884368918754167
ACH-000113,-0.2894606816121106
ACH-000116,-0.2851907147753123
ACH-000118,-0.007055742045053549
ACH-000120,-0.32111379577024035
ACH-000123,-0.21229398531539256
ACH-000127,-0.293494799270529
ACH-000128,0.11203619547573053
ACH-000132,0.01857497391414336
ACH-000133,-0.2818891398711973
ACH-000137,-0.08025605657223465
ACH-000138,-0.17232139414710554
ACH-000142,-0.3144808643038115
ACH-000143,-0.18018626740122784
ACH-000146,-0.30726308577445033
ACH-000148,-0.4230370809923668
ACH-000150,-0.2392428184805417
ACH-000152,-0.1233409241950209
ACH-000153,-0.096556892964544
ACH-000159,-0.08849794326461302
ACH-000160,-0.15463217124797046
ACH-000163,-0.3023769316450426
ACH-000167,-0.36400370815626176
ACH-000168,-0.3382473256245502
ACH-000169,-0.34412824176894297
ACH-000178,-0.16800908497757852
ACH-000183,-0.07000954302772819
ACH-000188,-0.44779544041800795
ACH-000189,-0.22159117871442569
ACH-000190,-0.2889055969843992
ACH-000198,-0.1704040974348914
ACH-000203,-0.5036358282665439
ACH-000204,-0.1375065608959125
ACH-000206,-0.30880131944025085
ACH-000207,-0.3794692495050827
ACH-000208,-0.006465825233212795
