,NELFCD (51497)
ACH-000463,-0.5848334069712537
ACH-000464,-0.564753597037439
ACH-000466,-0.3857770597244521
ACH-000467,-0.2597600028976776
ACH-000468,-0.3347369525865261
ACH-000469,-0.413099250468992
ACH-000470,-0.2701965647424321
ACH-000471,-0.4805132539928447
ACH-000472,-0.3713445240412633
ACH-000473,-0.2720953465342262
ACH-000475,-0.37449079285609854
ACH-000476,-0.6390862165989695
ACH-000477,-0.39574843208870425
ACH-000479,-0.6101062821906782
ACH-000480,-0.3601041231023465
ACH-000481,-0.466401152831961
ACH-000483,-0.3273149502601705
ACH-000484,-0.1412524338709008
ACH-000485,-0.3707654990915597
ACH-000486,-0.4125655554319373
ACH-000487,-0.38677244713922904
ACH-000488,-0.4482090548224853
ACH-000490,-0.7108179000673344
ACH-000491,-0.19060798694094536
ACH-000495,-0.6171564317642532
ACH-000496,-0.4387627941026301
ACH-000499,-0.3726529068730042
ACH-000500,-0.39589182368821296
ACH-000502,-0.2487370540067657
ACH-000503,-0.36852847689915263
ACH-000505,-0.5659526478971699
ACH-000507,-0.40296180321353575
ACH-000510,-0.4881486712560045
ACH-000511,-0.6100798456731282
ACH-000512,-0.38849177140333496
ACH-000516,-0.7418636340259571
ACH-000517,-0.4188777552228672
ACH-000518,-0.22813863620544345
ACH-000520,-0.3632448184585544
ACH-000521,-0.4151866449026018
ACH-000522,-0.5551755966534901
ACH-000524,-0.2687827370830235
ACH-000527,-0.5337848743799165
ACH-000528,-0.4269362406552151
ACH-000537,-0.6852882243255254
ACH-000541,-0.3934117301580785
ACH-000542,-0.6201955082517903
ACH-000544,-0.6053691878461913
ACH-000545,-0.5622851904594032
ACH-000547,-0.3332855483135043
ACH-000548,-0.4937385796338738
ACH-000549,-0.6841318465420625
ACH-000550,-0.5179049850535824
ACH-000552,-0.4949002338441965
ACH-000556,-0.4636891191330408
ACH-000557,-0.25135122606326465
ACH-000569,-0.31226720717821743
ACH-000570,-0.5620090582654381
ACH-000571,-0.6889373815879019
ACH-000573,-0.447215363096123
ACH-000576,-0.4114006262531296
ACH-000579,-0.5409886791451144
ACH-000580,-0.41932827807675616
ACH-000584,-0.5382863355092022
ACH-000585,-0.2562019317589733
ACH-000588,-0.3871736255531493
ACH-000589,-0.3979559584411952
ACH-000591,-0.572068832973821
ACH-000593,-0.587942955188048
ACH-000600,-0.512951672050422
ACH-000601,-0.5164176686055093
ACH-000605,-0.4154520672334409
ACH-000606,-0.5385362076695542
ACH-000608,-0.5253341976649687
ACH-000614,-0.5194201033687205
ACH-000616,-0.6606458415507475
ACH-000618,-0.19266364105851014
ACH-000619,-0.4710422200410013
ACH-000620,-0.5611990498957874
ACH-000621,-0.2258827652919501
ACH-000622,-0.4355640299714994
ACH-000623,-0.4915624942544531
ACH-000624,-0.4043281113681352
ACH-000627,-0.6971795775466681
ACH-000630,-0.5676938601771715
ACH-000631,-0.7478376532453332
ACH-000632,-0.5588063015957835
ACH-000633,-0.1357397779469847
ACH-000637,-0.16642938374245128
ACH-000638,-0.1541944852241381
ACH-000646,-0.3890889741639481
ACH-000647,-0.4285630042483095
ACH-000648,-0.4425869429426595
ACH-000649,-0.552025872430547
ACH-000651,-0.3823283454993464
ACH-000652,-0.3935509215410775
ACH-000653,-0.5507308863268603
ACH-000657,-0.4203346659472961
ACH-000658,-0.43662903865568986
ACH-000661,-0.3525512096720074
ACH-000662,-0.37963850138829375
ACH-000663,-0.5938499953706118
ACH-000665,-0.6368506000205448
ACH-000671,-0.4774426920626471
ACH-000672,-0.7379039011442822
ACH-000673,-0.4937046677038236
ACH-000676,-0.4955928841463177
ACH-000677,-0.20651660603318292
ACH-000681,-0.2939717411455041
ACH-000683,-0.4921945269862318
ACH-000684,-0.7948202805920637
ACH-000688,-0.3884458160721755
ACH-000693,-0.4477427928937151
ACH-000694,-0.4886587246572183
ACH-000695,-0.4447499384613269
ACH-000696,-0.6833336465049277
ACH-000697,-0.559253821222073
ACH-000699,-0.35386421179122635
ACH-000701,-0.4696688770073473
ACH-000706,-0.3043116305705506
ACH-000711,-0.31937090150320363
ACH-000713,-0.5838641613495266
ACH-000714,-0.4911072401214966
ACH-000718,-0.4775951246723568
ACH-000720,-0.5654123103158113
ACH-000721,-0.6376097045724978
ACH-000724,-0.2378804937934631
ACH-000725,-0.4224624861095351
ACH-000732,-0.6113321965910454
ACH-000734,-0.4091623268621758
ACH-000735,-0.4658832105075718
ACH-000736,-0.2497667989865026
ACH-000738,-0.2836862753968588
ACH-000746,-0.037863396028063837
ACH-000747,-0.6544542868918669
ACH-000748,-0.4683418759653822
ACH-000753,-0.44838003219638667
ACH-000756,-0.7292230274683759
ACH-000757,-0.44129651091943534
ACH-000758,-0.2954899366210257
ACH-000760,-0.5496215269908523
ACH-000762,-0.4856275126424533
ACH-000763,-0.2797136598557813
ACH-000764,-0.697675726247501
ACH-000765,-0.4781895326516896
ACH-000766,0.01823020809751771
ACH-000767,-0.5289715114057976
ACH-000768,-0.6843290062493461
ACH-000769,-0.7170303581947975
ACH-000770,-0.419226557564929
ACH-000771,-0.4906604000588242
ACH-000773,-0.5298427743853225
ACH-000776,-0.5332593017834756
ACH-000777,-0.4347457767818115
ACH-000778,-0.4096191594974115
ACH-000781,-0.39346168181417296
ACH-000782,-0.28088533079640765
ACH-000783,-0.16432214990940305
ACH-000784,-0.372620090036606
ACH-000785,-0.35032296356913106
ACH-000787,-0.4731690882877706
ACH-000788,-0.7519825561853614
ACH-000791,-0.18144705922803286
ACH-000792,-0.3509281836022574
ACH-000794,-0.4721597179225732
ACH-000796,-0.38233513567110144
ACH-000798,-0.544303211158003
ACH-000799,-0.41183904962516427
ACH-000800,-0.4342093723040576
ACH-000802,-0.4497065967103124
ACH-000804,-0.4907025338665661
ACH-000805,-0.6066340668267536
ACH-000809,-0.4579344470609463
ACH-000810,-0.5723621393528431
ACH-000811,-0.27237757248081257
ACH-000817,-0.8052862376758527
ACH-000819,-0.5307436203420218
ACH-000820,-0.2308884446632561
ACH-000821,-0.2735781898766675
ACH-000822,-0.6725534334167257
ACH-000823,-0.5336620373877309
ACH-000824,-0.3768722356268519
ACH-000827,-0.4785493689856845
ACH-000829,-0.3861001583499705
ACH-000831,-0.2684484733159119
ACH-000832,-0.4414653277878501
ACH-000833,-0.3849279420207503
ACH-000834,-0.44419769867283204
ACH-000835,-0.5082455091340488
ACH-000836,-0.20269076531037905
ACH-000837,-0.3698990810466261
ACH-000838,-0.5199146895680177
ACH-000839,-0.6726621640269911
ACH-000840,-0.2587711754475901
ACH-000841,-0.3545987050234068
ACH-000843,-0.5046033988206695
ACH-000846,-0.6480901211755109
ACH-000847,-0.4161760145461813
ACH-000848,-0.5097927434702758
ACH-000849,-0.8407437573524529
ACH-000851,-0.5932979197803595
ACH-000855,-0.4888589348555111
ACH-000856,-0.4038782263681829
ACH-000858,-0.4772231611540061
ACH-000859,-0.4720770451574479
ACH-000861,-0.4687311167565024
ACH-000862,-0.267142927211424
ACH-000865,-0.546851925472199
ACH-000866,-0.5097578752663408
ACH-000867,-0.09424246403137967
ACH-000869,-0.2449379061379563
ACH-000872,-0.5638026352060934
ACH-000873,-0.4195342100854573
ACH-000876,-0.008209053887806891
ACH-000878,-0.5389851672990271
ACH-000880,-0.3120805218949017
ACH-000881,-0.3385911472915155
ACH-000882,-0.5892891003016654
ACH-000884,-0.5951871678010879
ACH-000885,-0.4419297931872192
ACH-000887,-0.3782578531839442
ACH-000889,-0.2039194768433684
ACH-000896,-0.4000452844261431
ACH-000898,-0.3407534400901572
ACH-000900,-0.2681004573832171
ACH-000901,-0.39413791696450623
ACH-000905,-0.546208031313869
ACH-000906,-0.4698733259561935
ACH-000907,-0.5484558552626833
ACH-000910,-0.21451388047566414
ACH-000911,-0.2828451039170992
ACH-000912,-0.6381172533551945
ACH-000913,-0.3997036155358804
ACH-000915,-0.6582809591330694
ACH-000916,-0.6437216456175816
ACH-000917,-0.6053373703651813
ACH-000920,-0.5188063099967215
ACH-000921,-0.5185487890206472
ACH-000924,-0.14442192901501508
ACH-000926,-0.6021881492247829
ACH-000928,-0.5266532649196454
ACH-000929,-0.4393028735138747
ACH-000932,-0.4145292416574982
ACH-000935,-0.39386335338260936
ACH-000936,-0.43841002399175216
ACH-000937,-0.2856166800173999
ACH-000938,-0.5026930007047501
ACH-000939,-0.3778371375460045
ACH-000941,-0.5378288472669926
ACH-000943,-0.320510303419613
ACH-000946,-0.5700709330697717
ACH-000947,-0.5904834200641246
ACH-000948,-0.16402861173749697
ACH-000950,-0.4145231986380297
ACH-000953,-0.4875748105271558
ACH-000954,-0.571174669951535
ACH-000957,-0.7397226174712032
ACH-000958,-0.6221885615175854
ACH-000960,-0.3222887133452849
ACH-000963,-0.6641184139445268
ACH-000968,-0.4071874499882074
ACH-000969,-0.3454132861273779
ACH-000972,-0.4119268324192056
ACH-000973,-0.7155335600387016
ACH-000974,-0.4636088781566484
ACH-000978,-0.5591484626176912
ACH-000984,-0.6567833417507564
ACH-000986,-0.5290541012645175
ACH-000988,-0.4950209189890381
ACH-000993,-0.5089802154687518
ACH-000994,-0.3690000490030271
ACH-000996,-0.5331053400491185
ACH-001001,-0.465207766467312
ACH-001020,-0.4222045859848687
ACH-001028,-0.4311952626727967
ACH-001031,-0.36106075404377663
ACH-001038,-0.4558226547374288
ACH-001048,-0.4889786072491315
ACH-001050,-0.3834968822451181
ACH-001053,-0.3723585138987899
ACH-001054,-0.5054612944182089
ACH-001061,-0.6262248162755445
ACH-001067,-0.5970954756957818
ACH-001075,-0.3832040861717717
ACH-001096,-0.4405895738904606
ACH-001111,-0.3341267686785653
ACH-001119,-0.6955758896250533
ACH-001128,0.2172807435636875
ACH-001134,-0.5800671969100687
ACH-001151,-0.6313343369737939
ACH-001163,-0.5275587935735662
ACH-001164,-0.19151741708651196
ACH-001183,-0.3597638031991804
ACH-001192,-0.5343466673442988
ACH-001193,-0.3015173384861543
ACH-001196,-0.4984637189029724
ACH-001197,-0.6198529614947813
ACH-001205,-0.3720342513238714
ACH-001211,-0.4592000020408762
ACH-001212,-0.5412382436952365
ACH-001228,-0.2674108542089084
ACH-001232,-0.6206827599210204
ACH-001239,-0.4369207703940482
ACH-001270,-0.2655190175634834
ACH-001274,-0.472243521193382
ACH-001275,-0.4340949947248154
ACH-001277,-0.4049865809640079
ACH-001278,-0.36221684393161263
ACH-001280,-0.5488291011349625
ACH-001283,-0.5616588548509855
ACH-001289,-0.5037699336964245
ACH-001300,-0.3677812519205417
ACH-001301,-0.3149977454531949
ACH-001302,-0.4630328337723278
ACH-001306,-0.663791514728231
ACH-001318,-0.4397330419585237
ACH-001322,-0.4305693536806435
ACH-001328,-0.4328013264931459
ACH-001332,-0.7190562459124987
ACH-001336,-0.6904602683994462
ACH-001346,-0.4766385733509706
ACH-001353,-0.3181996558396568
ACH-001354,-0.5564502668278332
ACH-001367,-0.16522793674722014
ACH-001368,-0.4555139927982891
ACH-001374,-0.5977199586709222
ACH-001377,-0.3244946070667763
ACH-001380,-0.4053955888795352
ACH-001391,-0.6164405459870634
ACH-001408,-0.4726637027561989
ACH-001430,-0.5957535339041862
ACH-001431,-0.3539414057325536
ACH-001450,-0.5353598098202106
ACH-001496,-0.3010334580880884
ACH-001500,-0.3882381093701797
ACH-001523,-0.3700032743209545
ACH-001532,-0.5019698716669833
ACH-001550,-0.2998669392770283
ACH-001552,-0.4396320861748182
ACH-001554,-0.4658659516990986
ACH-001654,-0.4441357795257391
ACH-001735,-0.4864156957111362
ACH-001736,-0.3782298645289937
ACH-001737,-0.31152918391523804
ACH-001740,-0.4318866133675378
ACH-001745,-0.4637304903252353
ACH-001765,-0.5669925831286634
