,CD3G (917)
ACH-000004,0.0933157448427612
ACH-000005,0.14584505452000904
ACH-000007,-0.019788020811790017
ACH-000009,-0.039198681144306816
ACH-000011,0.11370279946262747
ACH-000012,0.006300447180929741
ACH-000013,0.0004670956743209965
ACH-000014,0.09778064444782524
ACH-000015,-0.0065813456477947
ACH-000017,0.03395907390914077
ACH-000018,-0.0812152293758111
ACH-000019,-0.08944733467495894
ACH-000021,0.034869595495072334
ACH-000022,-0.04645919562200541
ACH-000025,0.07819089954694802
ACH-000028,-0.013259901159264105
ACH-000030,0.07321523909647215
ACH-000035,-0.02176995159811284
ACH-000036,0.1033179594030764
ACH-000037,-0.08358014965841813
ACH-000039,0.02734686506973393
ACH-000040,-0.010204805688466954
ACH-000041,0.04621666490744682
ACH-000042,0.008213317508781152
ACH-000045,0.0587671828450835
ACH-000047,-0.1849770679004089
ACH-000052,-0.11121415163570014
ACH-000053,0.028400042796844688
ACH-000054,0.1163363280917268
ACH-000055,0.11995177111011293
ACH-000060,-0.07615234545984102
ACH-000067,0.17347255172742976
ACH-000070,0.1028390240532396
ACH-000075,0.13077775447841705
ACH-000078,-0.04234544860253586
ACH-000082,-0.03100137588262612
ACH-000085,-0.055516858700965566
ACH-000086,0.10930450008368207
ACH-000087,0.06196695887242799
ACH-000092,0.0994567414643616
ACH-000095,0.02031866282012225
ACH-000097,0.03825130768918779
ACH-000098,0.05421546134708912
ACH-000099,0.10476296628382256
ACH-000108,-0.08244366130848946
ACH-000113,0.0047244342245147284
ACH-000116,0.023641582874878497
ACH-000118,0.021710629026175446
ACH-000120,0.2481491072218132
ACH-000123,-0.018783187360577585
ACH-000127,-0.08351651948706694
ACH-000128,0.031254008810904205
ACH-000132,-0.06808255444702435
ACH-000133,0.02348447461731077
ACH-000137,-0.13184778044874074
ACH-000138,-0.11315857530290005
ACH-000142,0.08329015142098932
ACH-000143,0.0660626328774042
ACH-000146,0.02820556385537255
ACH-000148,0.015597639245786875
ACH-000150,-0.030527938736042575
ACH-000152,0.06895731994081042
ACH-000153,0.07270468301578507
ACH-000159,0.018235878778798943
ACH-000160,0.08455529602568748
ACH-000163,-0.003193908739069999
ACH-000167,0.26427046876141425
ACH-000168,-0.09953423199068004
ACH-000169,0.1764346925968599
ACH-000178,0.047404449880988575
ACH-000183,-0.07193229303126364
ACH-000188,-0.04697560012938127
ACH-000189,0.03370520072307294
ACH-000190,-0.06089524412770205
ACH-000198,-0.0621461824095637
ACH-000203,-0.5774520139898291
ACH-000204,0.19140837586427512
ACH-000206,0.0880524202295439
ACH-000207,0.058879461200858726
