,DUOX1 (53905)
ACH-000004,-0.06244853064923659
ACH-000005,-0.08061580650716495
ACH-000007,-0.06619162035194719
ACH-000009,-0.07102680783959796
ACH-000011,0.009804058657018744
ACH-000012,-0.06696800429382123
ACH-000013,-0.013280761633179438
ACH-000014,-0.1910672609365677
ACH-000015,-0.09918546700798933
ACH-000017,0.0021093388146953204
ACH-000018,0.07579703659155455
ACH-000019,0.03786346699985228
ACH-000021,-0.006399529309944104
ACH-000022,0.0033870726715626346
ACH-000025,-0.014215470220679488
ACH-000028,0.16603780379835367
ACH-000030,-0.08826593622632338
ACH-000035,-0.0930247155684762
ACH-000036,-0.006671476643473289
ACH-000037,-0.16605826076324232
ACH-000039,0.09219363279347564
ACH-000040,0.025643041860275717
ACH-000041,0.09541987498928901
ACH-000042,0.0126381983017962
ACH-000045,-0.05891414203377743
ACH-000047,-0.20283649194915845
ACH-000052,-0.0957210274892108
ACH-000053,-0.02719487225165833
ACH-000054,-0.07616562166671792
ACH-000055,-0.009303981752558916
ACH-000060,0.12018849458413235
ACH-000067,-0.15261740248051742
ACH-000070,-0.08961056833643237
ACH-000075,0.03273513842408519
ACH-000078,-0.2456028060925626
ACH-000082,-0.1067488644066709
ACH-000085,0.006889918830211282
ACH-000086,-0.09547952041378382
ACH-000087,-0.07370541029926285
ACH-000092,-0.0860260152182851
ACH-000095,-0.14794779856309306
ACH-000097,-0.0693737893678397
ACH-000098,-0.0474843425176597
ACH-000099,0.05456294602979647
ACH-000108,-0.1887166664261727
ACH-000113,-0.07235986253070861
ACH-000116,-0.00940890818385818
ACH-000118,0.048340145891169264
ACH-000120,-0.1624379782569579
ACH-000123,0.023919658620168312
ACH-000127,-0.03212880966943369
ACH-000128,-0.12243787632956578
ACH-000132,-0.003675858523902704
ACH-000133,0.11834149180301445
ACH-000137,-0.17759470228856894
ACH-000138,0.08823437409532903
ACH-000142,0.11244767289363508
ACH-000143,0.15030162438005332
ACH-000146,-0.13356562379872605
ACH-000148,-0.12264787378821312
ACH-000150,-0.003894070011209685
ACH-000152,-0.022872312252178312
ACH-000153,-0.08325075318538849
ACH-000159,-0.05586712903921268
ACH-000160,0.004166120055097555
ACH-000163,0.037887337193459616
ACH-000167,-0.05021708212463887
ACH-000168,-0.07900817801933076
ACH-000169,0.09622903911320674
ACH-000178,-0.008402434728016566
ACH-000183,-0.03315087343545406
ACH-000188,0.002055522691973571
ACH-000189,-0.03288386550334249
ACH-000190,-0.012304345710549962
ACH-000198,-0.0740299517731576
ACH-000203,-0.44771924518165146
ACH-000204,-0.010410531620915722
ACH-000206,-0.15477258327871832
ACH-000207,0.08827920069025244
ACH-000208,-0.07215784800404725
ACH-000210,-0.18054645546522727
ACH-000211,-0.006551093146234118
ACH-000215,0.04127849431429923
ACH-000221,-0.15716582462938986
ACH-000222,-0.035413998902238925
ACH-000223,0.00026114225743015967
ACH-000226,-0.187589755374496
ACH-000227,-0.018877989740210797
ACH-000228,-0.1992304971995696
ACH-000231,-0.08207364986770642
ACH-000232,-0.007961617428513906
ACH-000233,-0.14178063626776902
ACH-000234,-0.07317276411462342
ACH-000235,-0.09511650847331013
ACH-000237,0.07680995241919124
ACH-000238,-0.015910691908898638
ACH-000242,-0.2434989155895732
ACH-000243,-0.022590120863674512
ACH-000244,-0.09865970849994132
ACH-000246,0.01833212914912658
ACH-000248,-0.2268552100367034
ACH-000250,-0.1269016869299076
ACH-000251,-0.02632868570018897
ACH-000252,-0.05110762164692347
ACH-000253,-0.1504688130292294
ACH-000255,-0.0771816984231375
ACH-000256,-0.08970304484656974
ACH-000257,-0.0915088992429322
ACH-000258,-0.17167189921134746
ACH-000259,0.035417671370503015
ACH-000260,-0.1541354218455928
ACH-000261,-0.10814066416143413
ACH-000262,-0.09078100589679956
ACH-000263,0.19856929162930614
ACH-000264,-0.017942452357867244
ACH-000265,-0.20610889833372087
ACH-000266,-0.05717982668149716
ACH-000272,-0.1682224786514588
ACH-000274,-0.0980710927063666
ACH-000277,-0.05091993211004403
ACH-000278,0.12437691231945608
ACH-000279,-0.11112124342756677
ACH-000280,-0.07842457186320956
ACH-000281,0.01011527259517783
ACH-000288,-0.010342902878111954
ACH-000291,-0.11344104990272988
