,MRS2 (57380)
ACH-000004,-0.1263094158528133
ACH-000005,-0.09824793020486812
ACH-000007,-0.17015410260225405
ACH-000009,-0.06643063445579693
ACH-000011,-0.030522542656031538
ACH-000012,-0.1235163722653248
ACH-000013,-0.03036009569356108
ACH-000014,0.02292325483038352
ACH-000015,-0.04907538898292687
ACH-000017,-0.17262514610652574
ACH-000018,-0.18082346069401167
ACH-000019,0.04789573119981739
ACH-000021,-0.00321183393801968
ACH-000022,0.068179763344856
ACH-000025,-0.07689925696926883
ACH-000028,0.01582224783531368
ACH-000030,-0.011882783541501008
ACH-000035,0.1617224457121491
ACH-000036,0.02677309761789196
ACH-000037,0.09738420749599183
ACH-000039,-0.0116111514580395
ACH-000040,-0.11961099993269013
ACH-000041,-0.07767724837457576
ACH-000042,0.022316179664569624
ACH-000045,-0.2047911721234773
ACH-000047,-0.0780982524973508
ACH-000052,-0.1460378298791122
ACH-000053,-0.10737543527407828
ACH-000054,0.060266056200677376
ACH-000055,0.06859656150921302
ACH-000060,-0.13626041396606356
ACH-000067,-0.14237968702039136
ACH-000070,-0.3213457260440324
ACH-000075,0.06442221161252801
ACH-000078,-0.1846932800089782
ACH-000082,-0.13876147999155342
ACH-000085,-0.2957498634276997
ACH-000086,0.03196635971606929
ACH-000087,0.07405981559587409
ACH-000092,0.00017043364563634376
ACH-000095,-0.014908626983256259
ACH-000097,-0.0905924641149903
ACH-000098,-0.09478586010245148
ACH-000099,0.02887232556846548
ACH-000108,-0.05013862444543445
ACH-000113,-0.2793772526056204
ACH-000116,0.0523157535592449
ACH-000118,0.04958810764087753
ACH-000120,-0.11691137849680318
ACH-000123,-0.038328057477214274
ACH-000127,-0.14783600587216872
ACH-000128,-0.059900034900929176
ACH-000132,-0.02256043346248904
ACH-000133,0.06489692144538907
ACH-000137,-0.06889031311209523
ACH-000138,-0.06949490994721608
ACH-000142,0.020538569996229224
ACH-000143,-0.21739132692441854
ACH-000146,-0.12494796235346778
ACH-000148,0.05593226215144076
ACH-000150,0.014276600590857303
ACH-000152,-0.06007536601034817
ACH-000153,-0.2347071413225017
ACH-000159,-0.09408010906515522
ACH-000160,0.04808360962454966
ACH-000163,0.06509731414325172
ACH-000167,-0.17913323476716347
ACH-000168,0.04754616191152025
ACH-000169,-0.029531751151568583
ACH-000178,-0.033026715643881835
ACH-000183,-0.15577085189308032
ACH-000188,-0.1178415920211702
ACH-000189,-0.07125761027555197
ACH-000190,-0.09926425395761404
ACH-000198,-0.0020258519787137654
ACH-000203,0.5137040548232082
ACH-000204,-0.07405372265241221
ACH-000206,-0.07151779779442617
ACH-000207,-0.20436627936025906
ACH-000208,0.1292299662426298
ACH-000210,0.2664311557113907
ACH-000211,-0.023829932503379617
ACH-000215,-0.10992612813539507
ACH-000221,-0.027678521307835283
ACH-000222,-0.016275402180206792
ACH-000223,0.0408616460450981
ACH-000226,-0.014902773429600473
ACH-000227,-0.039837865467613434
ACH-000228,0.11608195376928715
ACH-000231,-0.1116006738666228
ACH-000232,-0.08332611677766012
ACH-000233,-0.02321442646978239
ACH-000234,-0.14889953913493426
ACH-000235,-0.07735058099815369
ACH-000237,-0.04993991742023023
ACH-000238,0.1363082998285904
ACH-000242,-0.1589682035957436
ACH-000243,0.04295610842074538
ACH-000244,-0.17442549960015108
ACH-000246,-0.05022351592492602
ACH-000248,-0.2602698314108966
ACH-000250,-0.05563119637613848
ACH-000251,-0.07944253541538619
ACH-000252,-0.2267916669104257
ACH-000253,-0.020511634356734403
ACH-000255,0.02101534089913656
ACH-000256,0.06770112127254617
ACH-000257,-0.038091504038776085
ACH-000258,-0.007912093653014736
ACH-000259,0.10563392825548212
ACH-000260,-0.08106732428033146
ACH-000261,-0.011128170841733809
ACH-000262,-0.057736111986294386
ACH-000263,0.12139610107110715
ACH-000264,0.017955723399888282
ACH-000265,-0.019796241701526874
ACH-000266,-0.08341245619306373
ACH-000272,-0.21193025563758208
ACH-000274,-0.02076173924649035
ACH-000277,-0.1528510447212818
ACH-000278,0.03280333409243268
ACH-000279,-0.1333448386001516
ACH-000280,-0.03985969514668543
ACH-000281,-0.06256755952807097
ACH-000288,-0.09112515780075224
ACH-000291,0.07756373598519621
ACH-000293,-0.053587615474466534
ACH-000294,0.025630184899068657
ACH-000295,-0.11260503291161116
ACH-000296,0.01328923001283742
ACH-000302,0.032029189112380965
ACH-000304,0.16099235329373718
ACH-000307,-0.15295888194395807
ACH-000308,-0.09365904069131993
ACH-000310,-0.1237201483772032
ACH-000311,-0.16575622423041395
ACH-000312,-0.09197232939977168
ACH-000315,-0.1703097840159906
ACH-000316,-0.013245848807066859
ACH-000317,-0.022886811673436508
ACH-000318,-0.033547343527509245
ACH-000319,-0.21443341851894415
ACH-000320,0.03833284788436205
ACH-000322,-0.08935754090817816
ACH-000323,-0.0796698544497307
ACH-000324,-0.07483757536681622
ACH-000329,0.03229830127371619
ACH-000330,-0.02388444049703874
ACH-000331,0.08907761621589708
ACH-000332,-0.06052382016850285
ACH-000334,-6.546383951794379e-05
ACH-000335,0.0795845583450392
ACH-000336,-0.02502653564276301
ACH-000337,-0.0707317558900084
ACH-000338,-0.4981793343204728
ACH-000339,-0.07310321097570421
ACH-000341,0.1339645675446509
ACH-000348,-0.0791592730660928
ACH-000350,0.0318212752426651
ACH-000352,-0.06805552960482962
ACH-000356,-0.29409992900783144
ACH-000361,-0.21170443946284076
ACH-000362,-0.030054253083617564
ACH-000363,0.0020261512904411086
ACH-000364,-0.041638867757292926
ACH-000365,0.06587358422326556
ACH-000366,0.07422759679373347
ACH-000368,-0.13321338043839728
ACH-000374,-0.2836429825430635
ACH-000375,-0.015019262746195512
ACH-000376,0.12073504194643828
ACH-000381,0.08396180051388702
ACH-000383,-0.007189287733652026
ACH-000387,-0.2307463126359604
ACH-000389,0.039325705676302745
ACH-000390,-0.0582342998789506
ACH-000393,0.12039030398823225
ACH-000395,0.0816197307116963
ACH-000396,-0.1776147109127094
ACH-000397,-0.03607348711291889
ACH-000401,-0.1593962915817917
ACH-000402,-0.1287799255159538
ACH-000403,-0.18454085213887364
ACH-000404,-0.3648680395647764
ACH-000406,-0.03403348498425025
ACH-000407,-0.15747374681494478
ACH-000408,-0.017321263948618524
ACH-000410,-0.07127947012514592
ACH-000411,-0.13674401776098088
ACH-000414,0.06949188760647944
ACH-000415,-0.0016423474023263673
ACH-000416,-0.0004383106564328419
ACH-000420,-0.14291331286360384
ACH-000421,-0.05017205297000775
ACH-000424,-0.041960366522574066
ACH-000425,-0.024202708097729685
ACH-000426,0.06096543877421785
ACH-000427,0.05404449451811898
ACH-000433,-0.1991526532611028
ACH-000435,-0.31080270559889145
ACH-000436,-0.059171058964294386
ACH-000444,-0.023042619841769217
ACH-000445,-0.01683425383473319
ACH-000448,-0.20356549324227055
ACH-000450,-0.0674688609176144
ACH-000452,-0.02441789497683282
ACH-000454,0.016288863723439854
ACH-000458,-0.007647034666991553
ACH-000459,-0.020345007211563192
ACH-000460,-0.1314828181676904
ACH-000461,0.006285921627038578
ACH-000463,0.021420040039771316
ACH-000464,-0.060989876007032574
ACH-000466,0.01842218956259514
ACH-000467,-0.07659013020761837
ACH-000468,0.0912679002268608
ACH-000469,-0.09878803345771356
ACH-000470,-0.03320132815966099
ACH-000471,-0.11496152850869162
ACH-000472,-0.03418231109647312
ACH-000473,-0.01670289464808012
ACH-000475,0.009191292072938
ACH-000476,-0.0014488140755669991
ACH-000477,-0.025892968344282917
ACH-000479,-0.07775415981305807
ACH-000480,0.08567187277346124
ACH-000481,0.08791207435500148
ACH-000483,-0.034814156011418525
ACH-000484,0.01203262591471378
ACH-000485,0.013235560202873862
ACH-000486,0.015554366627397053
ACH-000487,0.05205630201753322
ACH-000488,0.09239337506744594
ACH-000490,0.12663215703861325
ACH-000491,-0.18420798393659427
ACH-000495,-0.030378667227270038
ACH-000496,-0.0808221654773594
ACH-000499,-0.02643689554807406
ACH-000500,0.07887351958094688
ACH-000502,-0.05942535638501531
ACH-000503,0.020098242255056603
ACH-000505,-0.07806326418512645
ACH-000507,0.02531099690486707
ACH-000510,-0.054130482860180025
ACH-000511,-0.2325762236952912
ACH-000512,-0.1742192174714329
ACH-000516,-0.1916809962979649
ACH-000517,-0.05686189206977636
ACH-000518,0.24686643476317174
ACH-000520,-0.11350371928305515
ACH-000521,0.09667136587019168
ACH-000522,-0.03901471722390407
ACH-000524,-0.20816629565211114
ACH-000527,-0.056635556348257586
ACH-000528,-0.11202407235712834
ACH-000537,-0.08573040227381665
ACH-000541,0.21665363930481024
ACH-000542,-0.023761405548193282
ACH-000544,-0.0596112794522391
ACH-000545,0.09039639936151488
ACH-000547,-0.09421193848048363
ACH-000548,-0.029881533911072088
ACH-000549,-0.11393667067245253
ACH-000550,-0.15808952012245736
ACH-000552,-0.019702716478277413
ACH-000556,0.050307007633403664
ACH-000557,-0.022003296008994932
ACH-000569,0.203648050205616
ACH-000570,0.02058877945395079
ACH-000571,-0.03025616216032417
ACH-000573,-0.08832500882716036
ACH-000576,0.043475664742959684
ACH-000579,-0.10421290813131316
ACH-000580,-0.12894972212141473
ACH-000584,-0.0019327031347522977
ACH-000585,-0.17505285950709645
ACH-000588,-0.09231338183986114
ACH-000589,-0.1950172032209686
ACH-000591,0.046299949324410006
ACH-000593,-0.07182028179567558
ACH-000600,0.026686038398222502
ACH-000601,0.023300387347180637
ACH-000605,-0.052066044820179284
ACH-000606,-0.12316202416395405
ACH-000608,0.014184571154505696
ACH-000614,-0.055113046947042894
ACH-000616,0.09832291170728186
ACH-000618,0.0010236629416548037
ACH-000619,-0.007538308004997392
ACH-000620,0.08855776706128222
ACH-000621,0.016503206856226187
ACH-000622,-0.05652559118113129
ACH-000623,0.01381482213177987
ACH-000624,-0.010516122410099924
ACH-000627,-0.09411211401731576
ACH-000630,-0.05736538648358325
ACH-000631,0.03330215340558358
ACH-000632,0.034899215131610234
ACH-000633,0.3614152756196959
ACH-000637,-0.22486589020895384
ACH-000638,-0.013213390814373891
ACH-000646,-0.04177658541948622
ACH-000647,-0.07725823705145035
ACH-000648,0.45949268513107794
ACH-000649,-0.13561435676255307
ACH-000651,-0.061253366739532175
ACH-000652,-0.05391402802586322
ACH-000653,0.1295767449539252
ACH-000657,-0.13917824006112325
ACH-000658,-0.16329639520722627
ACH-000661,0.14438160260871227
ACH-000662,0.2610519812231889
ACH-000663,-0.10536637006353093
ACH-000665,-0.08134406819661454
ACH-000671,0.08674916521873632
ACH-000672,-0.2009557461018132
ACH-000673,-0.07405121261659732
ACH-000676,-0.09279506072943096
ACH-000677,-0.019299461514349102
ACH-000681,0.09606172283853093
ACH-000683,-0.07609968870490609
ACH-000684,0.2719317163361262
ACH-000688,-0.11417512198948515
ACH-000693,0.16377310696166733
ACH-000694,-0.08951458751109673
ACH-000695,0.041265461093840106
ACH-000696,-0.05955677221601605
ACH-000697,-0.23985565518851
ACH-000699,-0.15230331859070229
ACH-000701,0.009270741813587396
ACH-000706,-0.006219871459161374
ACH-000711,-0.08755323650878548
ACH-000713,-0.12037919292075915
ACH-000714,0.19777441106634186
ACH-000718,0.055412274794649684
ACH-000720,-0.10519122607093527
ACH-000721,-0.004760620453245964
ACH-000724,-0.08376022460435642
ACH-000725,-0.02703215839173541
ACH-000732,0.07929237110802606
ACH-000734,-0.06340209479463346
ACH-000735,0.06643590815145704
ACH-000736,-0.03284603719718585
ACH-000738,-0.0179736972233493
ACH-000746,-0.10821510456176968
ACH-000747,0.0927182386552807
ACH-000748,-0.15079593387007234
ACH-000753,-0.1351411231620305
ACH-000756,0.169208219695965
ACH-000757,-0.015531491931098703
ACH-000758,0.11914001718391573
ACH-000760,-0.2351281858378687
ACH-000762,-0.22465596987921926
ACH-000763,-0.1500287724045527
ACH-000764,-0.6001401975265578
ACH-000765,0.08408576560477024
ACH-000766,-0.008060379637995317
ACH-000767,0.060042465702085115
ACH-000768,-0.1240565187507518
ACH-000769,-0.08921831524799635
ACH-000770,-0.05228042309871035
ACH-000771,-0.06519100486126013
ACH-000773,-0.1027631719211916
ACH-000776,0.05292930454501158
ACH-000777,0.003381774004222461
ACH-000778,-0.05851902525129979
ACH-000781,-0.05673237280742409
ACH-000782,0.11554580229569035
ACH-000783,-0.2111460361038733
ACH-000784,-0.07225360675916202
ACH-000785,0.07561277601330972
ACH-000787,-0.06028120641549471
ACH-000788,-0.053891382597781035
ACH-000791,-0.0744944026964018
ACH-000792,0.005510012785896869
ACH-000794,0.010959401337328976
ACH-000796,0.030656042543823325
ACH-000798,0.04833562009943329
ACH-000799,-0.1289991193171158
ACH-000800,0.02391112918851171
ACH-000802,-0.05150053344562965
ACH-000804,-0.1785131292329239
ACH-000805,-0.033145389707601794
ACH-000809,-0.2209640523102244
ACH-000810,-0.3766804958646051
ACH-000811,-0.08556417299792743
ACH-000817,-0.07912588251583354
ACH-000819,-0.02409805735238223
ACH-000820,0.2513137425374794
ACH-000821,0.13507239505899427
ACH-000822,-0.0971475067564875
ACH-000823,0.053086177910527436
ACH-000824,0.0387689405392033
ACH-000827,-0.012221941828721194
ACH-000829,0.006229290360153322
ACH-000831,0.01760782853246537
ACH-000832,-0.07637101284773325
ACH-000833,-0.03281048002735885
ACH-000834,-0.03147302295346216
ACH-000835,-0.12494893942590045
ACH-000836,-0.00941217574823693
ACH-000837,0.027194995195767704
ACH-000838,-0.06649283449086987
ACH-000839,-0.002289197217629971
ACH-000840,0.0006512501030400628
ACH-000841,0.0011896586018581266
ACH-000843,-0.15209273289720496
ACH-000846,-0.008936088228325942
ACH-000847,-0.1501325425966727
ACH-000848,-0.0789239831164509
ACH-000849,-0.13124341569197
ACH-000851,-0.051534796448815035
ACH-000855,0.09655294285843156
ACH-000856,0.08714181668498698
ACH-000858,-0.09284020854222144
ACH-000859,-0.047444732101103164
ACH-000861,0.09850674849174453
ACH-000862,0.06725823480457423
ACH-000865,-0.046387850128930985
ACH-000866,0.017893319022433726
ACH-000867,-0.09854125735625748
ACH-000869,-0.07296553407842822
ACH-000872,0.06276079028982508
ACH-000873,-0.1957617308926841
ACH-000876,-0.14517312089705875
ACH-000878,-0.21398002678759093
ACH-000880,-0.03321979908526131
ACH-000881,0.03667631877452617
