,PLA2G4A (5321)
ACH-000004,-0.015887292747718308
ACH-000005,0.07459259006266251
ACH-000007,0.3038308472820355
ACH-000009,0.011291133923648344
ACH-000011,0.337315722409579
ACH-000012,0.2303373728256485
ACH-000013,0.16930800679532546
ACH-000014,0.15695711404359938
ACH-000015,0.1820799027230081
ACH-000017,0.1477335795655998
ACH-000018,0.28499948313308515
ACH-000019,0.04812993995692368
ACH-000021,0.1321618356007288
ACH-000022,0.0618820981356331
ACH-000025,0.1440196554597533
ACH-000028,0.2338575975699593
ACH-000030,0.16197139225845816
ACH-000035,0.1233617023261348
ACH-000036,0.04518032803170941
ACH-000037,0.1754085234981788
ACH-000039,0.3248077854543758
ACH-000040,-0.027321457885484304
ACH-000041,0.06509907689636367
ACH-000042,0.11163511670741524
ACH-000045,0.2336320848948564
ACH-000047,0.1992677817989116
ACH-000052,0.20326830365191725
ACH-000053,0.14758904369032813
ACH-000054,0.1044484138848452
ACH-000055,0.20137317553043266
ACH-000060,0.12197129397529799
ACH-000067,0.20211666730983766
ACH-000070,0.07735161079377963
ACH-000075,0.12124991269582668
ACH-000078,0.36285695275368507
ACH-000082,0.21682760357526007
ACH-000085,0.17928486277874914
ACH-000086,-0.0717705045986986
ACH-000087,0.3222816056935331
ACH-000092,0.0864646125596166
ACH-000095,0.18600015563964095
ACH-000097,0.12740425354588922
ACH-000098,0.018219755704376846
ACH-000099,0.18854330464888605
ACH-000108,0.18755560502398344
ACH-000113,0.2283127955162408
ACH-000116,0.1326282214220877
ACH-000118,0.2909799305174737
ACH-000120,0.2231819291102008
ACH-000123,0.16836195068283408
ACH-000127,0.29134677910984513
ACH-000128,0.14206516421505833
ACH-000132,0.08802402536509793
ACH-000133,0.10389287345011908
ACH-000137,-0.034927371747922535
ACH-000138,0.14567971908170746
ACH-000142,0.20342845540714616
ACH-000143,0.2949288585625224
ACH-000146,0.16826324826524505
ACH-000148,0.13285717485687934
ACH-000150,0.10412800688686256
ACH-000152,0.1749234616451022
ACH-000153,0.06035877461576423
ACH-000159,0.21687277524701526
ACH-000160,0.051400344006564506
ACH-000163,0.01935238305452165
ACH-000167,-0.2422779220207467
ACH-000168,0.3026230307229724
ACH-000169,0.10956057440775337
ACH-000178,0.22698352424878215
ACH-000183,0.19455438700549607
ACH-000188,0.19660614981124408
ACH-000189,0.2631745860816392
ACH-000190,-0.1661018914383977
ACH-000198,0.17191238952022692
ACH-000203,0.3334952207940975
ACH-000204,0.16299662252837782
ACH-000206,0.3503725050686312
