,OGFOD2 (79676)
ACH-000004,-0.03329843816986042
ACH-000005,-0.013146727460724384
ACH-000007,-0.1324671176440882
ACH-000009,0.031012639111199024
ACH-000011,0.03704728591937285
ACH-000012,0.07241433401862322
ACH-000013,-0.07145511182197348
ACH-000014,0.07376050257214224
ACH-000015,-0.04590006463922005
ACH-000017,0.14695921187567848
ACH-000018,-0.042695573042245374
ACH-000019,-0.02866378727024585
ACH-000021,-0.0806084685368034
ACH-000022,0.11379341994779303
ACH-000025,-0.03831480685965779
ACH-000028,0.09430632860622504
ACH-000030,0.06610235189939521
ACH-000035,-0.024251739903815062
ACH-000036,0.08379656041699571
ACH-000037,0.10780428706081532
ACH-000039,0.044354352136098764
ACH-000040,0.14922945976534552
ACH-000041,0.035321014986877584
ACH-000042,0.003961250571941888
ACH-000045,-0.029976697692500918
ACH-000047,0.033457217976385435
ACH-000052,0.08990496636543553
ACH-000053,0.07849547126888473
ACH-000054,0.1255440215329582
ACH-000055,-0.09920481075438232
ACH-000060,0.024435715640555692
ACH-000067,0.02949160364712973
ACH-000070,0.03119077866907786
ACH-000075,-0.07523214301357464
ACH-000078,-0.02429409567356955
ACH-000082,0.07822502113964554
ACH-000085,-0.0063398976755322045
ACH-000086,-0.06810816667066619
ACH-000087,-0.1841505073861862
ACH-000092,0.061095490661156875
ACH-000095,-0.02873828294342565
ACH-000097,-0.01383866295256105
ACH-000098,0.07921948873957316
ACH-000099,0.027545110271955272
ACH-000108,-0.0462979529313322
ACH-000113,0.058971024722236226
ACH-000116,0.11656923935073495
ACH-000118,-0.06562331008769169
ACH-000120,0.07206310088140137
ACH-000123,0.02063069220066964
ACH-000127,0.07848377282917736
ACH-000128,0.008574738020626105
ACH-000132,0.0841996274541858
ACH-000133,0.049566158805631984
ACH-000137,-0.033035634070339034
ACH-000138,-0.000978252101621651
ACH-000142,-0.10733522141759573
ACH-000143,0.050630032034569936
ACH-000146,0.1148999563371612
ACH-000148,0.013364550693483196
ACH-000150,-0.04864362237866405
ACH-000152,0.0921362423274134
ACH-000153,0.24387557012286734
ACH-000159,-0.02614533686166105
ACH-000160,0.2873482010666157
ACH-000163,-0.06186096922468981
ACH-000167,0.7562331992466302
ACH-000168,-0.04407902936261991
ACH-000169,-0.09392322773456196
ACH-000178,0.052815684335400064
ACH-000183,-0.003371539728405261
ACH-000188,0.03850586243875554
ACH-000189,-0.07535759649984536
ACH-000190,0.3504599032834454
ACH-000198,-0.042089420046442484
ACH-000203,0.4723823250436057
ACH-000204,0.09915519172044372
ACH-000206,0.2349320012699123
ACH-000207,0.11693192051705713
ACH-000208,0.013997412170203428
ACH-000210,-0.10911264316830427
ACH-000211,-0.02885814264354683
ACH-000215,-0.016267415133598858
ACH-000221,-0.14712265839392466
ACH-000222,-0.2244559022176571
ACH-000223,0.025136320017880798
ACH-000226,-0.005346496101334454
ACH-000227,-0.11059053360220587
ACH-000228,0.0068329089098039105
ACH-000231,0.055951624200974714
ACH-000232,0.05447879865077895
ACH-000233,-0.060784434710621824
ACH-000234,0.048143854940293176
ACH-000235,0.058832100913162176
ACH-000237,0.06177944695459931
ACH-000238,0.0327051419892772
ACH-000242,-0.2294102284267016
ACH-000243,0.07240689464535231
ACH-000244,0.1193860766972102
