,WHSC1 (7468)
ACH-000004,-0.030226599064880576
ACH-000005,0.12720510852809264
ACH-000007,-0.10170576489546762
ACH-000009,-0.12735798656793434
ACH-000011,-0.3221193245530328
ACH-000012,-0.1485417317761434
ACH-000013,0.10686245886818448
ACH-000014,-0.20026087163230444
ACH-000015,-0.07414019497152452
ACH-000017,-0.11312567900964328
ACH-000018,0.03058311070551852
ACH-000019,-0.3046568760379018
ACH-000021,-0.016401741126706934
ACH-000022,-0.11203624633593952
ACH-000025,-0.08449537803281733
ACH-000028,0.003515698566270021
ACH-000030,-0.02190479546247531
ACH-000035,0.11012801144887603
ACH-000036,-0.05686370448657544
ACH-000037,-0.2274699751793477
ACH-000039,-0.06208229704535687
ACH-000040,-0.06508919448332026
ACH-000041,-0.16297390232465886
ACH-000042,-0.07137654436730488
ACH-000045,-0.2435002223475116
ACH-000047,-0.11119287796561972
ACH-000052,-0.11727276573861015
ACH-000053,0.05759726772985289
ACH-000054,-0.05298513263421161
ACH-000055,-0.3230405830870416
ACH-000060,-0.2921510526544525
ACH-000067,-0.19572925496880172
ACH-000070,-0.03979267906095937
ACH-000075,-0.1933954530790777
ACH-000078,-0.21147429540931376
ACH-000082,-0.1329572761744112
ACH-000085,-0.2419715185302993
ACH-000086,0.005168953995093889
ACH-000087,-0.1934268234501424
ACH-000092,-0.0939540307019352
ACH-000095,-0.2466715229041615
ACH-000097,-0.0011750504642366096
ACH-000098,-0.02395323764262526
ACH-000099,-0.1122317685643879
ACH-000108,-0.32885045164780363
ACH-000113,-0.042166131517000466
ACH-000116,-0.0403889794341343
ACH-000118,0.0002113729670885562
ACH-000120,-0.012735032225591407
ACH-000123,-0.19145461008276765
ACH-000127,-0.05891463851690607
ACH-000128,-0.1350529722363386
ACH-000132,-0.015692686012432126
ACH-000133,-0.10418723602565934
ACH-000137,-0.040948726600096234
ACH-000138,-0.06750482388878509
ACH-000142,-0.013829207881691988
ACH-000143,-0.33554136515247823
ACH-000146,-0.06405644102510741
ACH-000148,-0.2431735768476259
ACH-000150,-0.088093297821517
ACH-000152,-0.07684101612035074
ACH-000153,0.12534311619035088
ACH-000159,-0.07531570942323743
ACH-000160,0.2956314071521313
ACH-000163,0.020569923866134758
ACH-000167,0.8517751234691191
ACH-000168,-0.2134281717900095
ACH-000169,-0.189408632213392
ACH-000178,-0.05181871938547169
ACH-000183,-0.20941042142688895
ACH-000188,0.006117365104503413
ACH-000189,-0.0447751929046885
ACH-000190,0.205539285800294
ACH-000198,-0.07576675161453826
ACH-000203,-0.7665844877361347
ACH-000204,-0.24601059367947276
ACH-000206,0.07832704120225624
ACH-000207,-0.3272295535196581
ACH-000208,-0.3590511408748371
ACH-000210,0.3638201167380492
ACH-000211,-0.1521535063400084
ACH-000215,-0.06085967527108326
ACH-000221,-0.127963725991241
ACH-000222,0.01035159897841036
ACH-000223,-0.1513101569183338
ACH-000226,-0.13354396789283401
ACH-000227,-0.06785355112690908
ACH-000228,-0.12452354472594933
ACH-000231,-0.07487965686133688
ACH-000232,0.01616563695838447
ACH-000233,-0.17065753163705866
ACH-000234,-0.24812570575142315
ACH-000235,-0.13197471030742494
ACH-000237,-0.01999424410213837
ACH-000238,-0.057583701122328586
ACH-000242,0.19596261308447052
ACH-000243,-0.03028860964071905
ACH-000244,-0.050453323609715967
ACH-000246,-0.027088786995990467
ACH-000248,0.13068828378180306
ACH-000250,-0.13320487722273133
ACH-000251,0.185947090407642
ACH-000252,-0.2744290337780643
ACH-000253,-0.10050766996798108
ACH-000255,-0.09223322729051243
ACH-000256,-0.08469571883753466
ACH-000257,-0.3897783188923474
ACH-000258,-0.2459551985889105
ACH-000259,0.03230970525097528
ACH-000260,-0.18782996861838003
ACH-000261,-0.08084417613412148
ACH-000262,0.030587753087686364
ACH-000263,-0.2746370863173064
ACH-000264,-0.21927339631327095
ACH-000265,-0.015403222191895247
ACH-000266,-0.1260299173022855
ACH-000272,0.011811815651365548
ACH-000274,-0.3212973297033062
ACH-000277,-0.0059058878959891495
ACH-000278,0.02048183792142817
ACH-000279,-0.22632916431891364
ACH-000280,-0.12527923909654984
ACH-000281,-0.3137018720385969
ACH-000288,-0.105053089456586
ACH-000291,-0.05207305084287522
ACH-000293,0.01438647095140009
ACH-000294,0.04361383657741897
ACH-000295,-0.4170723557916699
ACH-000296,-0.0582504877287858
ACH-000302,-0.1011950139458951
ACH-000304,-0.050464506185657086
ACH-000307,0.01466663916233906
