,SART1 (9092)
ACH-000004,-0.7910276356316994
ACH-000005,-0.8513058423411412
ACH-000007,-0.7914762057666765
ACH-000009,-0.7198415090049776
ACH-000011,-0.8305746377189409
ACH-000012,-0.7263127797462271
ACH-000013,-0.9731966781780956
ACH-000014,-0.6499119658330595
ACH-000015,-0.661550170011854
ACH-000017,-0.8059199674241248
ACH-000018,-0.5765628963481867
ACH-000019,-0.8320477205112807
ACH-000021,-0.6986996889970342
ACH-000022,-0.7853013804522232
ACH-000025,-0.5946605264753306
ACH-000028,-0.6682365645511908
ACH-000030,-0.7974710033506516
ACH-000035,-0.9402805050995168
ACH-000036,-0.6765557181176911
ACH-000037,-0.9725042731231438
ACH-000039,-0.6607346600715441
ACH-000040,-0.5575368778832879
ACH-000041,-0.5242425633720499
ACH-000042,-0.7158916779138375
ACH-000045,-0.8272028962029587
ACH-000047,-0.74141136671103
ACH-000052,-0.5191775631463552
ACH-000053,-0.6504046873290051
ACH-000054,-0.6442798044433841
ACH-000055,-0.8260943889645522
ACH-000060,-0.7493076973954688
ACH-000067,-0.7521431163636619
ACH-000070,-0.7801722943124912
ACH-000075,-0.7243107220963055
ACH-000078,-0.9281416732234504
ACH-000082,-0.8205661749783922
ACH-000085,-0.8732167872348473
ACH-000086,-0.9008110571707542
ACH-000087,-0.9421677974285726
ACH-000092,-0.9826937272645122
ACH-000095,-0.7668208068789814
ACH-000097,-0.9375451556478408
ACH-000098,-0.6157297514498699
ACH-000099,-0.7595562390850448
ACH-000108,-0.937754085266404
ACH-000113,-0.9406990890466308
ACH-000116,-0.9109737103362406
ACH-000118,-1.0324569899819545
ACH-000120,-0.9642816384430885
ACH-000123,-0.8263937777405794
ACH-000127,-0.5869960258143024
ACH-000128,-0.842130479261287
ACH-000132,-0.9586903983919044
ACH-000133,-0.8055452324002331
ACH-000137,-0.6352820502471576
ACH-000138,-0.8190198536209818
ACH-000142,-0.8330821584900275
ACH-000143,-0.7446894301088421
ACH-000146,-0.8714100655491492
ACH-000148,-0.8529791136202776
ACH-000150,-0.7805156190018372
ACH-000152,-0.7949339435277067
ACH-000153,-0.5519493978956059
ACH-000159,-1.01085305126406
ACH-000160,-0.5510055986586472
ACH-000163,-0.670975180431619
ACH-000167,-1.0029696448085896
ACH-000168,-0.8172522798104824
ACH-000169,-0.9986160473127008
ACH-000178,-0.7398083937698464
ACH-000183,-0.9738387805360104
ACH-000188,-0.8726523993057714
ACH-000189,-1.1461798297920394
ACH-000190,-0.8437333554111693
ACH-000198,-0.9273655598692616
ACH-000203,-0.8182101422273175
ACH-000204,-0.6225992916133788
ACH-000206,-0.975164241172618
ACH-000207,-0.5703554597296203
ACH-000208,-0.787933860758667
ACH-000210,-0.5210477624370029
ACH-000211,-0.9370769880111488
ACH-000215,-0.6971255997251434
ACH-000221,-0.7095917215941081
ACH-000222,-0.7631407915422571
ACH-000223,-0.9386750018154988
ACH-000226,-0.934456793614182
ACH-000227,-0.9961506000673606
ACH-000228,-0.7390307967160431
ACH-000231,-0.8333278647797326
ACH-000232,-0.8296604902550311
ACH-000233,-0.8218998339500461
ACH-000234,-0.7905040382623097
ACH-000235,-0.7098412580272101
ACH-000237,-0.7244874984688306
ACH-000238,-0.4243712023865302
ACH-000242,-0.8192784433771001
ACH-000243,-0.8338434038636489
ACH-000244,-0.9761491164755232
ACH-000246,-0.7733221578227853
ACH-000248,-0.7270683850209201
ACH-000250,-0.9192479016429026
ACH-000251,-0.8794120795364953
ACH-000252,-0.5743552932142509
ACH-000253,-0.8082812993546459
ACH-000255,-0.6787611437730671
ACH-000256,-0.7685806026554028
ACH-000257,-0.6530912863597852
ACH-000258,-0.7456184228984915
ACH-000259,-0.9407316621903508
ACH-000260,-0.8638868184470768
ACH-000261,-0.8087582979222221
ACH-000262,-0.8453730132494035
ACH-000263,-0.7400989519641834
ACH-000264,-1.0526457570277792
ACH-000265,-0.8420949926956156
ACH-000266,-0.8025497452961724
ACH-000272,-0.6577435956639374
ACH-000274,-0.8190540604538479
ACH-000277,-0.6518262015294142
ACH-000278,-0.5736876217997227
ACH-000279,-0.6867991326794252
ACH-000280,-0.821801117378393
ACH-000281,-0.8337082699311752
ACH-000288,-0.878474089778761
ACH-000291,-0.7280425195729169
ACH-000293,-1.252358447624626
ACH-000294,-0.6912064339325944
ACH-000295,-0.9129898007023216
ACH-000296,-0.6690474446747506
ACH-000302,-0.842558395304185
ACH-000304,-0.7968389676026861
ACH-000307,-0.7948462265385976
