,SULF1 (23213)
ACH-000004,0.16463982072617908
ACH-000005,-0.004343289139494033
ACH-000007,-0.25601178794528273
ACH-000009,0.06638962004623943
ACH-000011,0.05569655073331485
ACH-000012,0.08994712639857144
ACH-000013,0.04704245332742893
ACH-000014,-0.05719397640801278
ACH-000015,0.0971371838415922
ACH-000017,0.09326914255075784
ACH-000018,0.11023925828715148
ACH-000019,-0.001825545661303697
ACH-000021,0.020700574180086046
ACH-000022,-0.0041925717257924365
ACH-000025,0.004353541924135193
ACH-000028,0.2502790939336243
ACH-000030,-0.04520920264853405
ACH-000035,-0.0365954114271761
ACH-000036,0.1967368864594534
ACH-000037,0.03459025661595005
ACH-000039,0.09352602541610228
ACH-000040,0.07539923395185315
ACH-000041,-0.008243812439287498
ACH-000042,0.013726421625931564
ACH-000045,0.1311370233858562
ACH-000047,0.07546528745351709
ACH-000052,0.02246113582380484
ACH-000053,0.10046928029159964
ACH-000054,0.03925656460049117
ACH-000055,0.12657173886551729
ACH-000060,-0.002839861929860359
ACH-000067,0.13716047594329805
ACH-000070,0.026330705549188347
ACH-000075,-0.07326599992486778
ACH-000078,0.1344871421668314
ACH-000082,0.11479683677823647
ACH-000085,0.18871865673848887
ACH-000086,0.2415470031596783
ACH-000087,0.006016340570445656
ACH-000092,0.05579265839956203
ACH-000095,0.21648254540407172
ACH-000097,0.0679405526288239
ACH-000098,0.11442744310110277
ACH-000099,0.06595601363374146
ACH-000108,-0.0527572229471563
ACH-000113,0.060348742791543085
ACH-000116,0.07320498339472829
ACH-000118,-0.01817023116294916
ACH-000120,0.24639216605460024
ACH-000123,0.07421229688295826
ACH-000127,0.018698749734707674
ACH-000128,-0.08940107089926735
ACH-000132,0.12186458352185205
ACH-000133,0.07753192721037137
ACH-000137,0.1611496211982034
ACH-000138,0.026647522395561587
ACH-000142,0.12334733592220833
ACH-000143,0.21678648799228525
ACH-000146,0.011028640853408295
ACH-000148,0.03852132925196608
ACH-000150,-0.1498860366391246
ACH-000152,0.0757501480094992
ACH-000153,-0.17382899631627127
ACH-000159,0.026205717007163933
ACH-000160,0.12908106315320786
ACH-000163,0.00722681812092906
ACH-000167,0.017946227263805268
ACH-000168,0.14153404754529994
ACH-000169,0.10726369552507516
ACH-000178,0.08263060019619206
ACH-000183,-0.19093678115631785
ACH-000188,0.1115431903096356
ACH-000189,0.048049052466433394
ACH-000190,-0.016557642140995518
ACH-000198,0.00898405858639179
ACH-000203,0.2544995997759973
ACH-000204,-0.04272327944193343
ACH-000206,0.1626610777254438
ACH-000207,0.057039971976915814
ACH-000208,0.20060268277690133
ACH-000210,-0.044211994530536654
ACH-000211,0.09963079166750492
ACH-000215,0.055241183757754636
ACH-000221,-0.0669752514704444
ACH-000222,0.07586520870343964
ACH-000223,0.16843340380099792
ACH-000226,-0.060331735534695875
ACH-000227,0.12068793503891324
ACH-000228,0.14241979752456496
ACH-000231,0.0866359325059051
ACH-000232,0.05637945049230601
ACH-000233,-0.011948341606590559
ACH-000234,0.02243085111829211
ACH-000235,-0.02772520368678489
ACH-000237,0.12640789023419216
ACH-000238,0.1790125491379065
ACH-000242,0.001536825426875799
ACH-000243,-0.004406845791300347
ACH-000244,0.019324590932021348
ACH-000246,0.06695390486979906
ACH-000248,-0.06965334869338609
ACH-000250,0.03648459403366527
ACH-000251,0.014251689051904638
ACH-000252,0.09255172011667376
ACH-000253,0.15481823916079032
ACH-000255,0.08025975016793377
ACH-000256,-0.08693767723522605
ACH-000257,0.013682868479272777
ACH-000258,-0.028478940022273407
ACH-000259,0.013551666791436368
ACH-000260,0.10198640436999336
ACH-000261,0.03513899714221028
ACH-000262,0.12361640269050632
ACH-000263,0.18723308324333213
ACH-000264,-0.009476243819688934
ACH-000265,-0.07428260547665415
ACH-000266,0.015815453986260084
ACH-000272,0.05192906825511285
ACH-000274,0.0924859624629374
ACH-000277,-0.09722675785121326
ACH-000278,0.04643387578157383
ACH-000279,0.022151957693448972
ACH-000280,0.07923192682013037
ACH-000281,0.025687945246514073
ACH-000288,0.18897949203126874
ACH-000291,0.06512897444592018
ACH-000293,-0.0001989596835561977
ACH-000294,-0.006407085012653373
ACH-000295,0.01941946910657989
ACH-000296,0.20125079179501004
ACH-000302,-0.04909248728330308
ACH-000304,0.06690381008349257
ACH-000307,-0.04383088539878652
ACH-000308,0.03598755634088334
ACH-000310,0.05604325719321505
ACH-000311,0.12840803788812746
ACH-000312,0.07125118513773263
ACH-000315,-0.04017026178967522
ACH-000316,-0.06228133253485546
ACH-000317,0.1244946109488273
ACH-000318,0.15287180096707806
ACH-000319,-0.03351615368020943
ACH-000320,0.20177970450183608
ACH-000322,0.0021958897388912975
ACH-000323,-0.06763050735003696
ACH-000324,0.11966840226947545
ACH-000329,0.03508623663368768
ACH-000330,0.005965269243315458
ACH-000331,0.08715892128144116
ACH-000332,0.019523352680576502
ACH-000334,-0.18909823974373505
ACH-000335,0.03472186587858542
ACH-000336,0.11803116179906542
ACH-000337,-0.001386051960079227
ACH-000338,0.1741149122985141
ACH-000339,-0.01299642585576106
ACH-000341,0.05244737451824566
ACH-000348,-0.03000776434864926
ACH-000350,0.07879954047812987
ACH-000352,-0.09942389772317686
ACH-000356,0.2102374817355555
ACH-000361,0.1523698078707705
ACH-000362,-0.04636435342398272
ACH-000363,0.020067839426691804
ACH-000364,0.07939904643504868
ACH-000365,0.04904203647886486
ACH-000366,0.13631258671833535
ACH-000368,0.07405269842910273
ACH-000374,0.20212027730273865
ACH-000375,0.03896647288914673
ACH-000376,0.034641598996638365
ACH-000381,0.06279112019097008
ACH-000383,0.010657620257525148
ACH-000387,0.09775797575871358
ACH-000389,-0.010734617075177238
ACH-000390,-0.06953857960956822
ACH-000393,-0.03613621761829332
ACH-000395,-0.12515455631178626
ACH-000396,0.11432971394660467
