,CPOX (1371)
ACH-000366,-0.4602666284715946
ACH-000368,-0.5509879643958181
ACH-000374,-0.2413793039699119
ACH-000375,-0.2349381764577636
ACH-000376,-0.4777988414564415
ACH-000381,-0.45468176355583295
ACH-000383,-0.5010418033159639
ACH-000387,-0.1827951414958379
ACH-000389,-0.4271856807197872
ACH-000390,-0.6098750441038188
ACH-000393,-0.5018016800934385
ACH-000395,-0.3993447935134422
ACH-000396,-0.6739348239292703
ACH-000397,-0.5701111673240655
ACH-000401,-0.20515862519016695
ACH-000402,-0.2660392816185901
ACH-000403,-0.5181268511790168
ACH-000404,-0.6649516100030245
ACH-000406,-0.6314834226017475
ACH-000407,-0.6814887273909309
ACH-000408,-0.5585328320335177
ACH-000410,-0.4338393461005664
ACH-000411,-0.6218817160397322
ACH-000414,-0.41408937449067534
ACH-000415,-0.23411889061858746
ACH-000416,-0.3828342537694176
ACH-000420,-0.3103654370915692
ACH-000421,-0.5115333509199074
ACH-000424,-0.7749665671401751
ACH-000425,-0.4669862263692946
ACH-000426,-0.2917109817583153
ACH-000427,-0.5468452055752149
ACH-000433,-0.478493459446729
ACH-000435,-0.29069896047353005
ACH-000436,-0.38788584458788783
ACH-000444,-0.4457169617282129
ACH-000445,-0.3859532012296752
ACH-000448,-0.4847255938888659
ACH-000450,-0.4754248170718303
ACH-000452,-0.378457409073522
ACH-000454,-0.5613329562270053
ACH-000458,-0.3810144671394789
ACH-000459,-0.38025236831146203
ACH-000460,-0.345652772996394
ACH-000461,-0.27395849321651283
ACH-000463,-0.5271066632126717
ACH-000464,-0.5518056506795687
ACH-000466,-0.29923412398923394
ACH-000467,-0.34155603539063645
ACH-000468,-0.5106737673569011
ACH-000469,-0.2737485375459877
ACH-000470,-0.5019914207920038
ACH-000471,-0.4636692208247814
ACH-000472,-0.5185560368633741
ACH-000473,-0.3687021389876533
ACH-000475,-0.5388000187902764
ACH-000476,-0.43432112309447213
ACH-000477,-0.3986602043558114
ACH-000479,-0.3999198982446327
ACH-000480,-0.2096579384504046
ACH-000481,-0.6534670503803366
ACH-000483,-0.19258622275939694
ACH-000484,-0.521882257842347
ACH-000485,-0.4104783167543
ACH-000486,-0.4281592165931237
ACH-000487,-0.2287258467265565
ACH-000488,-0.5347193132409959
ACH-000490,-0.31593672810093537
ACH-000491,-0.4526643609853295
ACH-000495,-0.5222739294550012
ACH-000496,-0.6325072226317976
ACH-000499,-0.3889637772155489
ACH-000500,-0.5824938457260068
ACH-000502,-0.4250973065693967
ACH-000503,-0.3542303657823139
ACH-000505,-0.5203762872899682
ACH-000507,-0.4283758974290487
ACH-000510,-0.4103432706900295
ACH-000511,-0.3705876274970497
ACH-000512,-0.7152747850757621
ACH-000516,-0.477325231838701
ACH-000517,-0.602084418673047
ACH-000518,-0.47074296265224
ACH-000520,-0.5471254585474986
ACH-000521,-0.4815881326845309
ACH-000522,-0.494853777994347
ACH-000524,-0.4246805443346812
ACH-000527,-0.34759210396542684
ACH-000528,-0.49625284315291396
ACH-000537,-0.4240691348036637
ACH-000541,-0.4185125870668551
ACH-000542,-0.4321947583353949
ACH-000544,-0.5577122413173448
ACH-000545,-0.31909346633411223
ACH-000547,-0.4044800382899445
ACH-000548,-0.4321879716336945
ACH-000549,-0.3847065890929673
ACH-000550,-0.5025503567559243
ACH-000552,-0.5973295340713249
ACH-000556,-0.4536877769920411
ACH-000557,-0.5527802556548698
ACH-000569,-0.29226778964569883
ACH-000570,-0.4386549677646121
ACH-000571,-0.46981338961936603
ACH-000573,-0.513364131424064
ACH-000576,-0.7028973701122916
ACH-000579,-0.6175077903907769
ACH-000580,-0.3239978416295798
ACH-000584,-0.3738301980307303
ACH-000585,-0.3739868955936291
ACH-000588,-0.7599465228518716
ACH-000589,-0.5491029756787846
ACH-000591,-0.3517571030287559
ACH-000593,-0.4083690577283892
ACH-000600,-0.442149455068474
ACH-000601,-0.2966318366005629
ACH-000605,-0.6700351570964993
ACH-000606,-0.2785991239202925
ACH-000608,-0.5724800381582977
ACH-000614,-0.4325120577935699
ACH-000616,-0.44084220426739257
ACH-000618,-0.40633349398104907
ACH-000619,-0.3227127356901406
ACH-000620,-0.4442836445554632
ACH-000621,-0.3213060629047654
ACH-000622,-0.4546689201571246
ACH-000623,-0.3017332187802716
ACH-000624,-0.5681451530389124
ACH-000627,-0.2973537923934017
ACH-000630,-0.4098784530710131
ACH-000631,-0.6341609419168421
ACH-000632,-0.3113410517537477
ACH-000633,-0.35697464769229964
ACH-000637,-0.4307654324719319
ACH-000638,-0.35302603858306125
ACH-000646,-0.42391777892196203
ACH-000647,-0.5678470268069201
ACH-000648,-0.5094532159799283
ACH-000649,-0.3903997672195008
ACH-000651,-0.6184132351161411
ACH-000652,-0.5502261413369871
ACH-000653,-0.5024115280644676
ACH-000657,-0.30722253858111864
ACH-000658,-0.6420226877923307
ACH-000661,-0.16136145582637368
ACH-000662,-0.4307302296908922
ACH-000663,-0.5871693299174572
ACH-000665,-0.3763326140845341
ACH-000671,-0.632374780325088
ACH-000672,-0.6966678196416841
ACH-000673,-0.38421109544393306
ACH-000676,-0.36688633612684896
ACH-000677,-0.5112616122809506
ACH-000681,-0.401573055833113
ACH-000683,-0.5161442055396752
ACH-000684,-0.4144341194231069
ACH-000688,-0.5215525097757155
ACH-000693,-0.5733643991782611
ACH-000694,-0.4515538140324922
ACH-000695,-0.35437460227789164
ACH-000696,-0.4278670163924189
ACH-000697,-0.5611073418139301
ACH-000699,-0.2838806746483339
ACH-000701,-0.3959406120719465
ACH-000706,-0.4782989328310685
ACH-000711,-0.4009832805737401
ACH-000713,-0.39441664770226026
ACH-000714,-0.23566412006248785
ACH-000718,-0.5318205074274259
ACH-000720,-0.33948718054323657
ACH-000721,-0.4036371111953947
ACH-000724,-0.2713210181066545
ACH-000725,-0.4172073865536839
ACH-000732,-0.4766394901190419
ACH-000734,-0.2856034348968395
ACH-000735,-0.5867092533058377
ACH-000736,-0.337138169076843
ACH-000738,-0.3946028421330303
ACH-000746,-0.4010885250509687
ACH-000747,-0.741257075374461
ACH-000748,-0.35942425224803914
ACH-000753,-0.4763200589202367
ACH-000756,-0.5539111638241921
ACH-000757,-0.6773369186012397
ACH-000758,-0.5442808107129757
ACH-000760,-0.3407298664440981
ACH-000762,-0.3900984138341228
ACH-000763,-0.5453616975937512
ACH-000764,-0.384360519223952
ACH-000765,-0.44783054682547657
ACH-000766,-0.500245842470218
ACH-000767,-0.5271749885505611
ACH-000768,-0.5376111004816878
ACH-000769,-0.41945243461288295
ACH-000770,-0.6392817842590706
ACH-000771,-0.3822574916177643
ACH-000773,-0.7026952631250954
ACH-000776,-0.17100673673546482
ACH-000777,-0.2340478976304293
ACH-000778,-0.5316263653621176
ACH-000781,-0.29309060937315123
ACH-000782,-0.3389627024123549
ACH-000783,-0.4460872541496809
ACH-000784,-0.4648445457860874
ACH-000785,-0.5706966929905593
ACH-000787,-0.39642549095044455
ACH-000788,-0.3801627127084639
ACH-000791,-0.4109353801048215
ACH-000792,-0.2600893518129638
ACH-000794,-0.2529584632723311
ACH-000796,-0.5248968214112789
ACH-000798,-0.517419425523196
ACH-000799,-0.5754625703836027
ACH-000800,-0.3707952949710091
ACH-000802,-0.2987801450525983
ACH-000804,-0.5148512976819203
ACH-000805,-0.34551457632811033
ACH-000809,-0.4802597693859805
ACH-000810,-0.44350337494883896
ACH-000811,-0.3468383264610907
ACH-000817,-0.31541385215035306
ACH-000819,-0.5395347619645003
ACH-000820,-0.4333709980489602
ACH-000821,-0.4247807922762924
ACH-000822,-0.4872932564296722
ACH-000823,-0.3587793749065644
ACH-000824,-0.4562144098708792
ACH-000827,-0.4178741891021273
ACH-000829,-0.5241676666161894
ACH-000831,-0.627741552762684
ACH-000832,-0.3631823295416351
ACH-000833,-0.4290115151192421
ACH-000834,-0.3858215603482612
ACH-000835,-0.43366923922616457
ACH-000836,-0.5358722869967515
ACH-000837,-0.6085510235050715
ACH-000838,-0.4509313749625
ACH-000839,-0.4597293896730885
ACH-000840,-0.4218865614075703
ACH-000841,-0.3243568954198509
ACH-000843,-0.7876183009450263
ACH-000846,-0.36031176322235625
ACH-000847,-0.6183046574690805
ACH-000848,-0.4049010423325709
ACH-000849,-0.6130517667119538
ACH-000851,-0.4509655876153511
ACH-000855,-0.6634914901222502
ACH-000856,-0.3258717481956275
ACH-000858,-0.7399861288917281
ACH-000859,-0.41146529807485
ACH-000861,-0.4504861564275514
ACH-000862,-0.24888993555671296
ACH-000865,-0.2593906493142017
ACH-000866,-0.5189514626174678
ACH-000867,-0.4535823229299264
ACH-000869,-0.4509234810296299
ACH-000872,-0.31812594570662883
ACH-000873,-0.5000454832349552
ACH-000876,-0.4990261636167303
ACH-000878,-0.4473068270373309
ACH-000880,-0.438611129751736
ACH-000881,-0.4243181726607143
ACH-000882,-0.2740067781662757
ACH-000884,-0.38204440871281603
ACH-000885,-0.3460761324296325
ACH-000887,-0.43675862907920376
ACH-000889,-0.4715955878273686
ACH-000896,-0.5553628977356538
ACH-000898,-0.6011919382006026
ACH-000900,-0.4341133891036784
ACH-000901,-0.4762826670152999
ACH-000905,-0.6400111741821963
ACH-000906,-0.5023920320487911
ACH-000907,-0.3670940213700829
ACH-000910,-0.5832398659349308
ACH-000911,-0.6349360767763367
ACH-000912,-0.3808820455169034
ACH-000913,-0.4637665361200241
ACH-000915,-0.6153274396870592
ACH-000916,-0.1193501354710717
ACH-000917,-0.4694167348034169
ACH-000920,-0.6798927492766003
ACH-000921,-0.4003996371531015
ACH-000924,-0.4178620736139628
ACH-000926,-0.4599802484561067
ACH-000928,-1.1182490970779269
ACH-000929,-0.6289732632652301
ACH-000932,-0.7178794046807763
ACH-000935,-0.3939725999015748
ACH-000936,-0.4341392394705943
ACH-000937,-0.7845015906543459
ACH-000938,-0.5405096608753897
ACH-000939,-0.3386367819964369
ACH-000941,-0.4366111411868729
ACH-000943,-0.6246597419402723
ACH-000946,-0.32613752854140177
ACH-000947,-0.35248243341400465
ACH-000948,-0.3266131534062447
ACH-000950,-0.619408430616571
ACH-000953,-0.5342648252716138
ACH-000954,-0.213882775498856
ACH-000957,-0.33953733985237844
ACH-000958,-0.4849868003581103
ACH-000960,-0.5104545990375079
ACH-000963,-0.39607436567076
ACH-000968,-0.2742704726083396
ACH-000969,-0.6489999508657665
ACH-000972,-0.5189634261469188
ACH-000973,-0.5227214750117108
ACH-000974,-0.6182075555691364
ACH-000978,-0.5538047907647221
ACH-000984,-0.4947096179496716
ACH-000986,-0.2782359036663625
ACH-000988,-0.519655289387076
ACH-000993,-0.22256464467150544
ACH-000994,-0.8560924796387513
ACH-000996,-0.15387194500228726
ACH-001001,-0.3471240901379417
ACH-001020,-0.08302054786113959
ACH-001028,-0.5499338576382363
ACH-001031,-0.1757747241967757
ACH-001038,-0.4818595712757888
ACH-001048,-0.3383153048195967
ACH-001050,-0.4295643112757441
ACH-001053,-0.4046687907714371
ACH-001054,-0.398128821551638
ACH-001061,-0.4282661751560457
ACH-001067,-0.3307303279373265
ACH-001075,-0.4310350993507933
ACH-001096,-0.4367371120487625
ACH-001111,-0.29088420986441577
ACH-001119,-0.3443026119270059
ACH-001128,-0.7140359493629245
ACH-001134,-0.4472345590979596
ACH-001151,-0.4620675417201241
ACH-001163,-0.357883337726135
ACH-001164,-0.3186295390904109
ACH-001183,-0.4413918800197141
ACH-001192,-0.4243272104668457
ACH-001193,-0.5970475076780377
ACH-001196,-0.3904502707101202
ACH-001197,-0.2110083813354384
ACH-001205,-0.2306104656255146
ACH-001211,-0.13923343268340746
ACH-001212,-0.4893821550768925
ACH-001228,-0.4060528453336955
ACH-001232,-0.4760868427140155
ACH-001239,-0.5674207862287861
ACH-001270,-0.4446651114125855
ACH-001274,-0.4803750288925184
ACH-001275,-0.42766772324279373
ACH-001277,-0.3010370735593774
ACH-001278,-0.4931103203292346
ACH-001280,-0.21298743302190926
ACH-001283,-0.2371902410557606
ACH-001289,-0.17404065330209811
ACH-001300,-0.4551228137642696
ACH-001301,-0.4006545555164727
ACH-001302,-0.10929061227705998
ACH-001306,-0.4587387442085107
ACH-001318,-0.2939519681917725
ACH-001322,-0.22364255219263635
ACH-001328,-0.2959569311207805
ACH-001332,-0.5047781920145905
ACH-001336,-0.4094291830550086
ACH-001346,-0.32396141211054985
ACH-001353,-0.3422313738430103
ACH-001354,-0.3937511352162744
ACH-001367,-0.4481463775143492
ACH-001368,-0.5840203592558713
ACH-001374,-0.4569817855995539
ACH-001377,-0.34156446317672245
ACH-001380,-0.4451414597106772
ACH-001391,-0.3532306344898657
ACH-001408,-0.3925158950905593
ACH-001430,-0.5196932799313178
ACH-001431,-0.33785051097187657
ACH-001450,-0.6984654737270309
ACH-001496,-0.33302117566389045
ACH-001500,-0.4802314991473554
ACH-001523,-0.4022822419642791
ACH-001532,-0.1596618185882844
ACH-001550,-0.4329400487853817
ACH-001552,-0.538691877422472
ACH-001554,-0.3716095671370301
ACH-001654,-0.34335301460525164
ACH-001735,-0.6275023954717264
ACH-001736,-0.5243356248640606
ACH-001737,-0.9288639184072764
ACH-001740,-0.1661911654642603
ACH-001745,-0.19631991476320645
ACH-001765,-0.38503186184386856
