,CCDC144A (9720)
ACH-000004,-0.3674240991961421
ACH-000005,-0.2173914210001057
ACH-000007,-0.30236604496216163
ACH-000009,-0.4715573604180444
ACH-000011,-0.219119144520266
ACH-000012,-0.24484467894690504
ACH-000013,-0.5318930536417871
ACH-000014,-0.22820577241925274
ACH-000015,-0.3903471576937441
ACH-000017,-0.42226162538455775
ACH-000018,-0.4953380821939041
ACH-000019,-0.304874436051106
ACH-000021,-0.36607405919374986
ACH-000022,-0.6245794901173056
ACH-000025,-0.4318387705194373
ACH-000028,-0.3410566204125121
ACH-000030,-0.3716512141156784
ACH-000035,-0.3625826207859893
ACH-000036,-0.5213514234220706
ACH-000037,-0.4452422013368327
ACH-000039,-0.33229257147618296
ACH-000040,-0.4939063858402394
ACH-000041,-0.18924925077680133
ACH-000042,-0.4580671118578961
ACH-000045,-0.24940920780824566
ACH-000047,-0.5274170609028926
ACH-000052,-0.2448605330898825
ACH-000053,-0.34091754322192386
ACH-000054,-0.3801462380259773
ACH-000055,-0.3394991350722414
ACH-000060,-0.4249550245824405
ACH-000067,-0.31944237422847643
ACH-000070,-0.20910775401769305
ACH-000075,-0.34072513412297684
ACH-000078,-0.3906189085005028
ACH-000082,-0.5727225414105345
ACH-000085,-0.4863250393835278
ACH-000086,-0.4001975502890122
ACH-000087,-0.1852563612224936
ACH-000092,-0.263968108069994
ACH-000095,-0.3541898114918839
ACH-000097,-0.4428846354968843
ACH-000098,-0.3143700442255796
ACH-000099,-0.4405960817190871
ACH-000108,-0.2630446651491671
ACH-000113,-0.3065551038719918
ACH-000116,-0.24099580147131694
ACH-000118,-0.2831847771275777
ACH-000120,-0.09933955265067916
ACH-000123,-0.4782351851700509
ACH-000127,-0.3573654084609684
ACH-000128,-0.2081283436997177
ACH-000132,-0.2948656896868181
ACH-000133,-0.33290376998946597
ACH-000137,-0.2622118046378318
ACH-000138,-0.3304398990384231
ACH-000142,-0.3054486236393555
ACH-000143,-0.23796424750529166
ACH-000146,-0.32145651501182554
ACH-000148,-0.5025442013032884
ACH-000150,-0.4882205774090616
ACH-000152,-0.767090670334818
ACH-000153,-0.9118608512398024
ACH-000159,-0.2979188757702108
ACH-000160,-0.2843944615841805
ACH-000163,-0.18912723641546672
ACH-000167,-0.4844134712342984
ACH-000168,-0.3653112121446537
ACH-000169,-0.243623830827766
ACH-000178,-0.2843894665858516
ACH-000183,-0.3431524278721025
ACH-000188,-0.39350050391503305
ACH-000189,-0.10539944645328753
ACH-000190,-0.2587594808575749
ACH-000198,-0.39832843096862736
ACH-000203,-0.5030344744528314
ACH-000204,-0.15646933530637197
ACH-000206,-0.12875717073533546
ACH-000207,-0.4225050608565141
ACH-000208,-0.3658644810024394
ACH-000210,-0.07343288531776469
ACH-000211,-0.2782891026099758
ACH-000215,-0.2574831937360723
ACH-000221,-0.5079967378354185
ACH-000222,-0.2888996381072028
ACH-000223,-0.24151473452010666
ACH-000226,-0.2863471149148008
ACH-000227,-0.3958122411947063
ACH-000228,-0.4598070661365181
ACH-000231,-0.4382082684140597
ACH-000232,-0.3749827087966815
ACH-000233,-0.31842911627628845
ACH-000234,-0.2404535478330208
ACH-000235,-0.2800530847689366
