,BAZ1B (9031)
ACH-000004,0.014322829220975362
ACH-000005,-0.20862766274107966
ACH-000007,-0.3192596138325973
ACH-000009,-0.11878845182711673
ACH-000011,-0.2911603226809879
ACH-000012,-0.3351593949323554
ACH-000013,-0.10311923852836943
ACH-000014,-0.27308837153401416
ACH-000015,-0.1771802940397017
ACH-000017,-0.2486016682381751
ACH-000018,-0.4794352181787464
ACH-000019,-0.3317927553940608
ACH-000021,-0.3892298429004922
ACH-000022,-0.264665330536034
ACH-000025,-0.28810555536965426
ACH-000028,-0.3683326182130815
ACH-000030,-0.18624817777511232
ACH-000035,-0.395167623494318
ACH-000036,-0.5564836594049362
ACH-000037,-0.29930433451887595
ACH-000039,-0.2619593760277433
ACH-000040,-0.3670057429556272
ACH-000041,-0.34977328704788146
ACH-000042,-0.32729946008451394
ACH-000045,-0.2707939512803949
ACH-000047,-0.1954204395661865
ACH-000052,-0.5324446794204656
ACH-000053,-0.3284446087273939
ACH-000054,-0.20805008646681292
ACH-000055,-0.3080754605523341
ACH-000060,-0.4146361751566236
ACH-000067,-0.5888547834172695
ACH-000070,-0.3167832630632839
ACH-000075,-0.089922539377381
ACH-000078,-0.07282809558664091
ACH-000082,-0.2911927789709742
ACH-000085,-0.1884982387025819
ACH-000086,-0.22777766850428846
ACH-000087,-0.4804636576810109
ACH-000092,-0.3226454564190735
ACH-000095,-0.3663825430009167
ACH-000097,-0.3967669619856414
ACH-000098,-0.5064130837912973
ACH-000099,-0.2218612030581218
ACH-000108,-0.2486716413272865
ACH-000113,-0.3129736624704225
ACH-000116,-0.10025550753605374
ACH-000118,-0.3095210557930631
ACH-000120,-0.0066799097568170296
ACH-000123,-0.2729315750127128
ACH-000127,-0.23520336149165105
ACH-000128,-0.17238742015206107
ACH-000132,-0.2339683008950123
ACH-000133,-0.32276540627776684
ACH-000137,-0.2509480025415893
ACH-000138,-0.10153413452566007
ACH-000142,-0.3523298959710228
ACH-000143,0.03858249965672893
ACH-000146,-0.2505610055447107
ACH-000148,-0.4322299913538348
ACH-000150,-0.19985576891090376
ACH-000152,-0.2938434125651959
ACH-000153,-0.3149762741123587
ACH-000159,-0.3523784290501319
ACH-000160,-0.02922147247961287
ACH-000163,-0.22009438155096112
ACH-000167,0.11553922459824505
ACH-000168,-0.22848613230854395
ACH-000169,-0.2504733783021745
ACH-000178,-0.2085096070033509
ACH-000183,-0.32496345931091314
ACH-000188,-0.20724615099875066
ACH-000189,-0.05651866216097455
ACH-000190,-0.4015385875406867
ACH-000198,-0.4117345036647982
ACH-000203,-0.4559480989476287
ACH-000204,0.07159609340598767
ACH-000206,-0.2160684726033568
ACH-000207,-0.1434632554960059
ACH-000208,-0.14379646083703782
ACH-000210,0.08974387165028158
ACH-000211,-0.41386038639556827
ACH-000215,-0.4651163480582716
ACH-000221,-0.370379692938236
ACH-000222,-0.1637946527743295
ACH-000223,-0.11191684205537933
ACH-000226,-0.25643821588951843
ACH-000227,-0.19936989494206336
ACH-000228,-0.17016366940824446
ACH-000231,-0.16404980078388134
ACH-000232,-0.48420046188652294
ACH-000233,-0.3808987609075765
ACH-000234,-0.35657374927860697
ACH-000235,-0.2036049074560707
ACH-000237,-0.4211658055450052
ACH-000238,-0.30458472360674826
ACH-000242,-0.2443145958800676
ACH-000243,-0.26341088865179324
ACH-000244,-0.3104589797767464
ACH-000246,-0.1718286544436709
ACH-000248,-0.3518386762091613
ACH-000250,-0.14202147113346733
ACH-000251,-0.1095217993554627
ACH-000252,-0.3307862872865857
ACH-000253,-0.2070251344589404
ACH-000255,-0.35917815342576986
ACH-000256,-0.17907983901568808
ACH-000257,-0.23172864170889065
ACH-000258,-0.2492852849535649
ACH-000259,-0.4291791211543606
ACH-000260,-0.1633728606804279
ACH-000261,-0.2572732005348032
ACH-000262,-0.3880608154526243
ACH-000263,-0.20616738816330973
ACH-000264,-0.16760769999915795
ACH-000265,-0.0633323247298725
ACH-000266,-0.33198303623710235
ACH-000272,-0.283643984087779
ACH-000274,-0.21861844474457484
ACH-000277,-0.30661492864158624
ACH-000278,-0.3240732803302027
ACH-000279,-0.05248097411161658
ACH-000280,-0.2808810287710668
ACH-000281,-0.3606712805918295
ACH-000288,-0.2585498897671151
ACH-000291,-0.032286795144594316
ACH-000293,-0.3093604277948613
ACH-000294,-0.3059372364548932
ACH-000295,-0.15972923740803968
ACH-000296,-0.2376232490886777
ACH-000302,-0.2076181285568917
ACH-000304,-0.3953516837413136
ACH-000307,-0.2447600591720602
ACH-000308,-0.20930875393402432
ACH-000310,-0.1837535911063296
ACH-000311,-0.2832150535090385
ACH-000312,-0.11959575472283684
ACH-000315,-0.212605213746592
ACH-000316,-0.3372581263445165
ACH-000317,-0.15935629572032406
ACH-000318,-0.2589679018677805
ACH-000319,-0.2627891127838309
ACH-000320,-0.17945587703495572
ACH-000322,-0.2934742612183082
ACH-000323,-0.20764274215132253
ACH-000324,-0.25539648279453186
ACH-000329,-0.0870447640661293
ACH-000330,-0.056729865846595826
ACH-000331,-0.3036735985166365
ACH-000332,-0.26454201903163005
ACH-000334,-0.056581251250111826
ACH-000335,-0.2598631810819305
ACH-000336,-0.2526649496146573
ACH-000337,-0.2908541920199327
ACH-000338,-0.43989328282124696
ACH-000339,-0.265867933012303
ACH-000341,-0.14861498174871318
ACH-000348,-0.21828935469917748
ACH-000350,-0.2309370318711892
ACH-000352,-0.11933292349480225
ACH-000356,-0.5130799292511714
ACH-000361,-0.4066108494915148
ACH-000362,-0.4607828503314434
ACH-000363,-0.2235014857113755
ACH-000364,-0.4602197564350539
ACH-000365,-0.3342839103828644
ACH-000366,-0.2792615061150079
ACH-000368,-0.3826409211949665
ACH-000374,-0.5206775013649172
ACH-000375,-0.1898195781882619
ACH-000376,-0.42914588253164376
ACH-000381,-0.12680372642800702
ACH-000383,-0.29823645500469
ACH-000387,-0.14026322664669755
ACH-000389,-0.6356551499145431
ACH-000390,-0.2472254167451217
ACH-000393,-0.186635515239978
ACH-000395,-0.4435857439748199
ACH-000396,-0.26410826590487785
ACH-000397,-0.2608553491954866
ACH-000401,-0.3091254731389316
ACH-000402,-0.15701998445157375
ACH-000403,-0.2471465135077807
ACH-000404,-0.4078161733985796
ACH-000406,-0.17023009977975787
ACH-000407,-0.4262857780396915
ACH-000408,-0.3206749951422704
ACH-000410,-0.16963926820242312
ACH-000411,-0.3401669929783487
ACH-000414,-0.2813434276550887
ACH-000415,-0.4328046649841094
ACH-000416,-0.22671929687934925
ACH-000420,-0.21391888672842405
ACH-000421,-0.38237351666083946
ACH-000424,-0.2077627207523274
ACH-000425,-0.4321776687231419
ACH-000426,-0.11606735975027885
ACH-000427,-0.3359864919170661
ACH-000433,-0.3763790802171519
ACH-000435,-0.643762237875796
ACH-000436,-0.2093277320522552
ACH-000444,-0.25199604886195065
ACH-000445,-0.3457263805386536
ACH-000448,-0.3071921423980295
ACH-000450,-0.1914773100857755
ACH-000452,-0.29073667829222616
ACH-000454,-0.3187230668912652
ACH-000458,-0.19072124120898887
ACH-000459,-0.2849282177087022
ACH-000460,-0.3164096348986441
ACH-000461,-0.19573908954508745
ACH-000463,-0.3755630531543078
ACH-000464,-0.3632741869324135
ACH-000466,-0.3737182929059208
ACH-000467,-0.40672221386272905
ACH-000468,-0.25855996405711457
ACH-000469,-0.2795698272020033
ACH-000470,-0.1623331040988151
ACH-000471,-0.2883378864861749
ACH-000472,-0.23299078433073864
ACH-000473,-0.18655735386481204
ACH-000475,-0.1700258597918763
ACH-000476,-0.1862496866034764
ACH-000477,-0.15614511929006114
ACH-000479,-0.7051428072852871
ACH-000480,-0.24565490330598225
ACH-000481,-0.241533298011242
ACH-000483,-0.18613605476250095
ACH-000484,-0.12422582633017862
ACH-000485,-0.2472854078787017
ACH-000486,-0.5491533856588365
ACH-000487,-0.4191609183643497
ACH-000488,-0.2865222720963238
ACH-000490,-0.3821698213938768
ACH-000491,-0.08822938959718231
ACH-000495,-0.0687867488800914
ACH-000496,-0.3170174862035771
ACH-000499,-0.16353739410682067
ACH-000500,-0.2066734658061024
ACH-000502,-0.3934996967133579
ACH-000503,-0.4665737281558022
ACH-000505,-0.16973515713703408
ACH-000507,-0.177176497282398
ACH-000510,-0.1544917270795453
ACH-000511,-0.24644028567291765
ACH-000512,0.03033573511020078
ACH-000516,-0.2709560690131602
ACH-000517,-0.24212256508992264
ACH-000518,-0.3260363706021872
ACH-000520,-0.18096550683349652
ACH-000521,-0.4649126379634266
ACH-000522,-0.2790849629933197
ACH-000524,-0.21425503906955068
ACH-000527,-0.2891610763806505
ACH-000528,-0.32787857836847345
ACH-000537,-0.3667652823545288
ACH-000541,-0.1864485570784664
ACH-000542,-0.3791614558283512
ACH-000544,-0.27997528378895553
ACH-000545,-0.3611879779501482
ACH-000547,-0.20113891402002848
ACH-000548,-0.12023321365741192
ACH-000549,-0.19897575089999697
ACH-000550,-0.4301056574455355
ACH-000552,-0.4456406422011108
ACH-000556,-0.2304134493299985
ACH-000557,-0.30123057817597004
ACH-000569,-0.4750845597556865
ACH-000570,-0.5445419064937981
ACH-000571,-0.2502375792805785
ACH-000573,-0.18245984078039307
ACH-000576,-0.2722191321113532
ACH-000579,-0.2354518031713063
ACH-000580,-0.3594367367290647
ACH-000584,-0.15262287736887042
ACH-000585,-0.5530748679351425
ACH-000588,-0.4744372520752583
ACH-000589,-0.3126373745223537
ACH-000591,-0.12536182095611562
ACH-000593,-0.4316081082332223
ACH-000600,-0.2161356249086274
ACH-000601,-0.3521575026888848
ACH-000605,-0.2507546635882163
ACH-000606,-0.32841276680633136
ACH-000608,-0.2821559508660436
ACH-000614,-0.2731630206041509
ACH-000616,-0.3657855231661223
ACH-000618,-0.35084499837004923
ACH-000619,-0.3970759635130916
ACH-000620,-0.09823935505659942
ACH-000621,-0.3082850759581948
ACH-000622,-0.3383678922687388
ACH-000623,-0.12030935904407172
ACH-000624,-0.22990198636813364
ACH-000627,-0.13203482069984526
ACH-000630,-0.4140693879778145
ACH-000631,-0.1670824200417115
ACH-000632,-0.33526965324322056
ACH-000633,-0.2899918077456636
ACH-000637,-0.24280131480053754
ACH-000638,-0.08806060416985513
ACH-000646,-0.2850818891953548
ACH-000647,-0.1100599342653315
ACH-000648,-0.4484789013822623
ACH-000649,-0.31883573565766843
ACH-000651,-0.2945298451959236
ACH-000652,-0.1924387136693763
ACH-000653,-0.3505446563533067
ACH-000657,-0.29544215781544264
ACH-000658,-0.03822163986430628
ACH-000661,-0.1349377116448501
ACH-000662,-0.3733394322071444
ACH-000663,-0.4227100015613268
ACH-000665,-0.21193735857481405
ACH-000671,-0.1205330616320887
ACH-000672,-0.1494333701858499
ACH-000673,-0.2057109010548897
ACH-000676,-0.1601489469549957
ACH-000677,-0.2490308618140932
ACH-000681,-0.183845747656947
ACH-000683,-0.1860199414272896
ACH-000684,-0.4331993259638652
ACH-000688,-0.4234440295583572
ACH-000693,-0.2965653983347652
ACH-000694,-0.13245260170436635
ACH-000695,-0.2610277493727348
ACH-000696,-0.11065607350371776
ACH-000697,-0.2883751632417548
ACH-000699,-0.2159669140688467
ACH-000701,-0.23667901287651594
ACH-000706,-0.211398536206463
ACH-000711,-0.20148238758633474
ACH-000713,-0.2081965969014033
ACH-000714,-0.23408191093551156
ACH-000718,-0.15595711662279954
ACH-000720,-0.3457035144098586
ACH-000721,-0.18098282025965254
ACH-000724,-0.29437111972431634
ACH-000725,-0.35924062002989343
