,UBAP1 (51271)
ACH-000004,-0.8198638335995813
ACH-000005,-0.718711217607082
ACH-000007,-0.5002857906128376
ACH-000009,-0.6787695758713573
ACH-000011,-0.5023634239656998
ACH-000012,-0.701198193113496
ACH-000013,-0.7141679481143552
ACH-000014,-0.7612977014717486
ACH-000015,-0.7717550774890177
ACH-000017,-0.8898287997035992
ACH-000018,-0.46535515736573907
ACH-000019,-0.5648906217065143
ACH-000021,-0.7131510097320543
ACH-000022,-0.5133529618117506
ACH-000025,-0.5710028466387631
ACH-000028,-0.6023085420473168
ACH-000030,-0.8706021053975931
ACH-000035,-0.6935334845923314
ACH-000036,-0.5738058708619247
ACH-000037,-0.4930379636985495
ACH-000039,-0.7296415964098137
ACH-000040,-0.6246311303273576
ACH-000041,-0.5506103703069393
ACH-000042,-0.549501390420036
ACH-000045,-0.7030503265131347
ACH-000047,-0.6958849026840609
ACH-000052,-0.7178993691387355
ACH-000053,-0.8130171660066119
ACH-000054,-0.7322582243028828
ACH-000055,-0.3902627286638531
ACH-000060,-0.4821083557522636
ACH-000067,-0.6993604425331676
ACH-000070,-0.7313267480109789
ACH-000075,-0.261519990125715
ACH-000078,-0.5253823980569353
ACH-000082,-0.854305478386545
ACH-000085,-0.8284839079773301
ACH-000086,-0.6026267782471073
ACH-000087,-0.6645061391590654
ACH-000092,-0.74853306209116
ACH-000095,-0.6756916436256101
ACH-000097,-0.7105241277195959
ACH-000098,-0.3130723717624396
ACH-000099,-0.4851689266370553
ACH-000108,-0.6292881625844235
ACH-000113,-0.7089403196755664
ACH-000116,-0.6449019275099781
ACH-000118,-0.7795683745305921
ACH-000120,-0.6192312677345907
ACH-000123,-0.6784267241635195
ACH-000127,-0.869950074275915
ACH-000128,-0.6440490560110812
ACH-000132,-0.5785338606310391
ACH-000133,-0.5653262685021084
ACH-000137,-0.8487723525354091
ACH-000138,-0.7355383891749475
ACH-000142,-0.6656757863488715
ACH-000143,-0.577012837993922
ACH-000146,-0.8159223862713841
ACH-000148,-0.6600372265046202
ACH-000150,-0.6173391500115695
ACH-000152,-0.6072185255417166
ACH-000153,-0.5739300377657549
ACH-000159,-0.7798373032269886
ACH-000160,-0.9614614100776121
ACH-000163,-0.8341705779633696
ACH-000167,-1.1257641732327233
ACH-000168,-0.5862364935295393
ACH-000169,-0.8550385603114212
ACH-000178,-0.7665808788532079
ACH-000183,-0.6580993333158632
ACH-000188,-0.7799664621697726
ACH-000189,-0.6132042563367692
ACH-000190,-0.797394772569782
ACH-000198,-0.8702351377001233
ACH-000203,-0.39314144457763983
ACH-000204,-0.7353321670434302
ACH-000206,-0.6999169239122977
ACH-000207,-0.9630939982833604
ACH-000208,-0.7264105754948527
ACH-000210,-0.6471186800101144
ACH-000211,-0.4943216233854009
ACH-000215,-0.6853075940836714
ACH-000221,-0.5005607814638553
ACH-000222,-0.7605343972031019
ACH-000223,-0.8802172380878202
ACH-000226,-0.5981475036986644
ACH-000227,-0.5917102388523814
ACH-000228,-0.8900783370200814
ACH-000231,-0.605656369028337
ACH-000232,-0.7765400830152157
ACH-000233,-0.748821638598803
ACH-000234,-0.9643962431234532
ACH-000235,-0.7510487316239374
ACH-000237,-0.6579808362910706
ACH-000238,-0.7305921198386485
ACH-000242,-0.5326674081629541
ACH-000243,-0.6634466765840697
ACH-000244,-0.7678672872523579
ACH-000246,-0.6354521096935338
ACH-000248,-0.582923475434793
ACH-000250,-0.4608024420804437
ACH-000251,-0.6181239948129845
ACH-000252,-0.6302695908132028
ACH-000253,-0.6361377070738302
ACH-000255,-0.9157303487719556
ACH-000256,-0.6212475694624944
ACH-000257,-0.4034845398295383
ACH-000258,-0.6921375092991227
ACH-000259,-0.712971858694833
ACH-000260,-0.7430364249392973
ACH-000261,-0.6198739133596324
ACH-000262,-0.5868212475212974
ACH-000263,-0.6582067142027312
ACH-000264,-0.9555669034877172
ACH-000265,-0.4389369909865144
ACH-000266,-0.7542426449584105
ACH-000272,-0.7241787576566239
ACH-000274,-0.0005334611424422209
ACH-000277,-0.9881437993468192
ACH-000278,-0.7853039809472107
ACH-000279,-0.5884046376624992
ACH-000280,-0.7591198527694544
ACH-000281,-0.4703273270642906
ACH-000288,-0.5316389684062967
ACH-000291,-0.7051447899982002
ACH-000293,-0.8566141455500869
ACH-000294,-0.6491771038772077
ACH-000295,-0.8117942922886128
ACH-000296,-0.7666570632527315
ACH-000302,-0.6402117826809063
ACH-000304,-0.5565164219410276
ACH-000307,-0.7632219065105941
ACH-000308,-1.0288170065374105
ACH-000310,-0.4308718553956626
ACH-000311,-0.7028765954962963
ACH-000312,-0.7488619957844089
ACH-000315,-0.8297286991368263
ACH-000316,-0.8648080334930796
ACH-000317,-0.6090589390206687
ACH-000318,-0.8413605411856127
ACH-000319,-0.6337313556828172
ACH-000320,-0.8055531517141513
ACH-000322,-0.7476216838901902
ACH-000323,-0.8155311640308522
ACH-000324,-0.7977367568363674
ACH-000329,-0.4799507061087821
ACH-000330,-0.736256421037225
ACH-000331,-0.9746266632293309
ACH-000332,-0.8951844346445406
ACH-000334,-0.8033336728880641
ACH-000335,-0.2360207682267201
ACH-000336,-0.6278873875669315
ACH-000337,-0.7278586493873905
ACH-000338,-0.6336052103311695
ACH-000339,-0.7222196699920584
ACH-000341,-0.3168421251897732
ACH-000348,-0.7408663013054027
ACH-000350,-0.6537609364597013
ACH-000352,-0.7963351692894474
ACH-000356,-0.8232305189169477
ACH-000361,-0.4827399495973846
ACH-000362,-0.7337549345805943
ACH-000363,-0.6865298921026424
ACH-000364,-0.6041506370359913
ACH-000365,-0.8311743916623602
ACH-000366,-0.5971340111035048
ACH-000368,-0.7133000417642814
ACH-000374,-0.6938580218518565
ACH-000375,-0.6651514766726511
ACH-000376,-0.6234719255815359
ACH-000381,-0.6478967401573046
ACH-000383,-0.6988514932706211
ACH-000387,-0.9355591092657352
ACH-000389,-0.5179031696538342
ACH-000390,-0.4821362281410697
ACH-000393,-0.6846805339646582
ACH-000395,-0.9644688305243624
ACH-000396,-0.796805393882947
ACH-000397,-0.9518918977655736
ACH-000401,-0.6836941140381018
ACH-000402,-0.7582066683152359
ACH-000403,-0.4780845457972202
ACH-000404,-0.4394299648030088
ACH-000406,-0.8333241178071069
ACH-000407,-0.6227675008526331
ACH-000408,-0.8226520158825975
ACH-000410,-0.7473464608182476
ACH-000411,-0.5995575535117288
ACH-000414,-0.7919959129583781
ACH-000415,-0.631038385938342
ACH-000416,-0.8353690612234714
ACH-000420,-0.8130787433764199
ACH-000421,-0.7075100155694981
ACH-000424,-0.6279038583888019
ACH-000425,-0.6376232396208162
ACH-000426,-0.7246884718298626
ACH-000427,-0.8798551354389186
ACH-000433,-0.6309496534894636
ACH-000435,-0.7827591247889011
ACH-000436,-0.5738416826814479
ACH-000444,-0.0027922216847593856
ACH-000445,-0.3182517517007213
ACH-000448,-0.8586997130206733
ACH-000450,-0.6419631003217061
ACH-000452,-0.7416665038356057
ACH-000454,-0.8494283691660109
ACH-000458,-0.6054312748329878
ACH-000459,-1.2975256213757222
ACH-000460,-0.7436642461458975
ACH-000461,-0.3725087327366161
ACH-000463,-0.668190271412472
ACH-000464,-0.6969041936573548
ACH-000466,-0.7679558077927183
ACH-000467,-0.5797458069769562
ACH-000468,-0.6501522649744929
ACH-000469,-0.5800199225184473
ACH-000470,-0.5923699555029232
ACH-000471,-0.8176220088744065
ACH-000472,-0.7150064744774496
ACH-000473,-0.9872643219988722
ACH-000475,-0.6277038088343073
ACH-000476,-0.8504675820005337
ACH-000477,-0.4813779211485665
ACH-000479,-0.4707081079754907
ACH-000480,-0.749370511916976
ACH-000481,-0.8284102060356563
ACH-000483,-0.7061629950476526
ACH-000484,-0.7609195087467763
ACH-000485,-0.7108277821045682
ACH-000486,-0.6051668966364121
ACH-000487,-0.6910195660091133
ACH-000488,-0.6372186626193794
ACH-000490,-0.8005486120465505
ACH-000491,-0.7163918053250098
ACH-000495,-0.5063014740683387
ACH-000496,-0.6357624791299245
ACH-000499,-0.5271323744595094
ACH-000500,-0.8838676930773977
ACH-000502,-0.6508330657639668
ACH-000503,-0.5731262630863679
ACH-000505,-0.493308914613705
ACH-000507,-0.7527948482614369
ACH-000510,-0.4347948777758671
ACH-000511,-0.8420148000654801
ACH-000512,-0.7729263835559406
ACH-000516,-0.48659527156162297
ACH-000517,-0.8020745788085838
ACH-000518,-0.8551807443770321
ACH-000520,-0.6994967195353934
ACH-000521,-0.8346648741952902
ACH-000522,-0.3998645801914447
ACH-000524,-1.083445371058145
ACH-000527,-0.7980653692277868
ACH-000528,-0.8373218073248148
ACH-000537,-0.8379156127456571
ACH-000541,-0.8805761130876884
ACH-000542,-0.5641221436223863
ACH-000544,-0.6548002660483575
ACH-000545,-0.6247887517821774
ACH-000547,-0.6581019775994579
ACH-000548,-0.840026776889158
ACH-000549,-0.4691873888867192
ACH-000550,-0.6070299025801172
ACH-000552,-0.6043569605011488
ACH-000556,-0.8314277006641979
ACH-000557,-0.7777174637843344
ACH-000569,-0.8018218958145398
ACH-000570,-0.4052431879914713
ACH-000571,-0.6949541170647503
ACH-000573,-0.5605253739704922
ACH-000576,-0.7813920682745218
ACH-000579,-0.5923652360584422
ACH-000580,-0.8779296683894744
ACH-000584,-0.6989921802086575
ACH-000585,-0.6655553036227819
ACH-000588,-0.5986563121726798
ACH-000589,-0.6878446235089202
ACH-000591,-0.6440036542237699
ACH-000593,-0.6745036356243056
ACH-000600,-0.5463643857133524
ACH-000601,-0.8568421629825894
ACH-000605,-0.7603317996678539
ACH-000606,-0.7143821068978784
ACH-000608,-0.7220092111609542
ACH-000614,-0.7883586201232905
ACH-000616,-0.8820036889500151
ACH-000618,-0.7113540541346735
ACH-000619,-0.7965728450755524
ACH-000620,-0.5660512585496374
ACH-000621,-0.9072611635977106
ACH-000622,-0.8211067043273468
ACH-000623,-0.4180735905304169
ACH-000624,-0.7210367890829275
