,EXT1 (2131)
ACH-000004,-0.04880697744966223
ACH-000005,0.19790834409799501
ACH-000007,-0.31671777780951865
ACH-000009,-0.1824649920741131
ACH-000011,-0.3309390878814034
ACH-000012,0.06408268043159826
ACH-000013,-0.059170820401805685
ACH-000014,-0.031286157447607835
ACH-000015,-0.6193716878891835
ACH-000017,-0.14528041853895646
ACH-000018,0.04251953556291736
ACH-000019,-0.09375099688695222
ACH-000021,-0.252525194600214
ACH-000022,-0.1400578972225883
ACH-000025,-0.10461272631441336
ACH-000028,-0.13876059887216666
ACH-000030,-0.09815647526765353
ACH-000035,-0.3527945247738912
ACH-000036,-0.5729871460566827
ACH-000037,-0.4062309874399585
ACH-000039,-0.5548974524115278
ACH-000040,-0.07704348539806576
ACH-000041,-0.19936931982344006
ACH-000042,-0.19536843484499253
ACH-000045,-0.07121383594048987
ACH-000047,-0.06641604822109481
ACH-000052,-0.2741569267619601
ACH-000053,-0.04831349738938126
ACH-000054,-0.21165126383542104
ACH-000055,-0.24226379777063314
ACH-000060,-0.1565136652455724
ACH-000067,-0.3535589993361853
ACH-000070,-0.21518000654243535
ACH-000075,-0.3870792034524107
ACH-000078,-0.21596330536984293
ACH-000082,-0.5854736299543948
ACH-000085,-0.6535782723245653
ACH-000086,-0.2974969863508905
ACH-000087,-0.3012248004927999
ACH-000092,-0.3717018942289952
ACH-000095,-0.1895517798489008
ACH-000097,-0.11489463056071833
ACH-000098,-0.8060137989609002
ACH-000099,-0.41767670377796223
ACH-000108,-0.08025542995074712
ACH-000113,-0.0972807770906095
ACH-000116,-0.13108956619239825
ACH-000118,-0.18484140743660565
ACH-000120,-0.3893922511668516
ACH-000123,0.011266856075671034
ACH-000127,-0.03852149156845562
ACH-000128,-0.08221826921533451
ACH-000132,-0.35442705733082275
ACH-000133,-0.5786264670690473
ACH-000137,-0.07006303121838184
ACH-000138,-0.19462746951998688
ACH-000142,-0.5112857989403712
ACH-000143,-0.4821388673980851
ACH-000146,0.05292330642593168
ACH-000148,-0.2671610117722861
ACH-000150,-0.4331173454853191
ACH-000152,-0.28292408813899783
ACH-000153,-0.3564507287063177
ACH-000159,-0.08507983014132542
ACH-000160,-0.18015082332964086
ACH-000163,-0.5917522556486364
ACH-000167,-0.1768928835357979
ACH-000168,-0.03554822726886065
ACH-000169,-0.15653731159428105
ACH-000178,-0.08991527623140283
ACH-000183,-0.10547422005823412
ACH-000188,-0.2885640166869225
ACH-000189,-0.44674662269972
ACH-000190,-0.2071075839388709
ACH-000198,-0.08261209334215391
ACH-000203,-0.17339149923728786
ACH-000204,-0.4461549180377478
ACH-000206,-0.389100716877541
ACH-000207,-0.5660448623446666
ACH-000208,-0.27509931342812666
ACH-000210,-0.6438369832662595
ACH-000211,-0.10065871046825298
ACH-000215,0.008729666918398176
ACH-000221,-0.23380137647254395
ACH-000222,-0.21348859133863868
ACH-000223,-0.16624303500719212
ACH-000226,-0.0961464919896258
ACH-000227,0.01795177614658415
ACH-000228,-0.2394998109614237
ACH-000231,-0.2553611417377485
ACH-000232,-0.3502486306673343
ACH-000233,-0.0022016204833902493
ACH-000234,-0.13536088229889634
ACH-000235,-0.07339501265530937
ACH-000237,-0.19819667184453207
ACH-000238,-0.3327866238831603
ACH-000242,-0.3414922193485465
ACH-000243,-0.4671331258970533
ACH-000244,-0.24885136880210834
ACH-000246,-0.052450039836115334
ACH-000248,-0.021426249725069336
ACH-000250,-0.23937488481513114
ACH-000251,-0.1684031164503868
ACH-000252,-0.17492497596351306
ACH-000253,0.07986818779561103
ACH-000255,-0.4007583347965997
ACH-000256,-0.1956105943665326
ACH-000257,-0.16581283358144228
ACH-000258,-0.2391334891613567
ACH-000259,-0.2701953088922461
ACH-000260,-0.08428537954739257
ACH-000261,-0.30433126699656793
ACH-000262,0.0011180241689092514
ACH-000263,-0.010931549491955638
ACH-000264,-0.16780906107425744
ACH-000265,-0.31903454386062396
ACH-000266,-0.18759787848954168
ACH-000272,-0.03401291389676683
ACH-000274,-0.24741928728574056
ACH-000277,-0.04030481701083913
ACH-000278,0.03575072396073594
ACH-000279,-0.10980118141089837
ACH-000280,-0.4354843210058483
ACH-000281,-0.16457832013787607
ACH-000288,-0.1678123153269008
ACH-000291,-0.17301808769751134
ACH-000293,-0.4568486108149982
ACH-000294,-0.02881797265693362
ACH-000295,-0.02777361693075829
ACH-000296,-0.13160527925134602
ACH-000302,-0.20530839823096209
ACH-000304,0.027009743335819108
ACH-000307,-0.434066954978671
ACH-000308,-0.09004026620560786
ACH-000310,-0.2252863627083499
ACH-000311,-0.459924768892229
ACH-000312,-0.12901995426223914
ACH-000315,-0.24780773686896795
ACH-000316,-0.6827674006073101
ACH-000317,-0.20723143279916895
ACH-000318,-0.2456225024814089
ACH-000319,-0.5024315235314025
ACH-000320,-0.09860752200777197
ACH-000322,-0.2055937087061436
ACH-000323,-0.3649710911091833
ACH-000324,-0.2338695138594772
ACH-000329,-0.11927616944901365
ACH-000330,0.13009998719358706
ACH-000331,-0.7670786277321748
ACH-000332,-0.21658027313338876
ACH-000334,-0.3825069478438619
ACH-000335,-0.5073997871113985
ACH-000336,-0.3619910676374043
ACH-000337,-0.08319118229216364
ACH-000338,0.08453133983957263
ACH-000339,0.0067110763048226964
ACH-000341,-0.15904649377285324
ACH-000348,-0.04563713835985828
ACH-000350,-0.2030619819500324
ACH-000352,-0.18670600166119025
ACH-000356,0.059064938958049575
ACH-000361,-0.27012291240106673
ACH-000362,-0.24655550320281724
ACH-000363,-0.11066413561066103
ACH-000364,-0.8113768998838256
ACH-000365,-0.11132009553620736
ACH-000366,-0.2152311366602555
ACH-000368,-0.8001920784847079
ACH-000374,-0.3703960627790375
ACH-000375,-0.13180694317662495
ACH-000376,-0.3283475060114694
ACH-000381,-0.32761544890957706
ACH-000383,0.028083442840778572
ACH-000387,-0.10032704907680934
ACH-000389,-0.5920139265764797
ACH-000390,-1.9490261827946204e-05
ACH-000393,-0.4380402434273121
ACH-000395,-0.24915675856633385
ACH-000396,-0.19483596101687867
ACH-000397,-0.05421389675715568
ACH-000401,-0.056907833515204974
ACH-000402,-0.33440466030087823
ACH-000403,-0.10710098070237764
ACH-000404,0.19583198672710372
ACH-000406,-0.010992182499259071
ACH-000407,0.007632114099836642
ACH-000408,-0.4950976554699267
ACH-000410,-0.04705800894023408
ACH-000411,-0.3861648179722659
ACH-000414,-0.2930325695564999
ACH-000415,-0.4454000942335264
ACH-000416,-0.4055485177456674
ACH-000420,-0.3108281941660703
ACH-000421,0.03673886586327476
ACH-000424,-0.6858170828570002
ACH-000425,-0.08696680441789242
ACH-000426,0.09873446918757756
ACH-000427,-0.026354562660586923
ACH-000433,0.052361011446645206
ACH-000435,-0.31325424336830665
ACH-000436,-0.03921037044571078
ACH-000444,-0.15325316801650676
ACH-000445,-0.5250209929067935
ACH-000448,-0.1098523243387922
ACH-000450,0.08935115459306105
ACH-000452,-0.4224950511876566
ACH-000454,-0.5258214165481152
ACH-000458,-0.1746644620740868
ACH-000459,-0.04907813019272147
ACH-000460,-0.4297544523405049
ACH-000461,-0.2399102859689645
ACH-000463,-0.2931640833273061
ACH-000464,-0.410246983898618
ACH-000466,-0.9097702956955944
ACH-000467,-0.031638852882093955
ACH-000468,0.046674361122944714
ACH-000469,-0.4441158553409176
ACH-000470,-0.14284457154605573
ACH-000471,-0.5848850854047395
ACH-000472,-0.2405225081109536
ACH-000473,-0.7655659391373392
ACH-000475,-0.33461759700232824
ACH-000476,-0.14189754925320788
ACH-000477,0.04804166044359619
ACH-000479,-0.056348640766080885
ACH-000480,-0.22600108756888826
ACH-000481,-0.15095600855279942
ACH-000483,-0.21264350556715195
ACH-000484,-0.28202131500886024
ACH-000485,0.08116324608453344
ACH-000486,-0.21336328613715874
ACH-000487,-0.035407412683915035
ACH-000488,-0.05213703849112673
ACH-000490,-0.4762887259505553
ACH-000491,-0.2922840333890506
ACH-000495,0.04608724095203878
ACH-000496,-0.3324763715552736
ACH-000499,-0.3410982942835243
ACH-000500,-0.20435696317930724
ACH-000502,0.005287890042593701
ACH-000503,-0.8484184359867987
ACH-000505,-0.2791306788349913
ACH-000507,-0.4768428236398514
ACH-000510,-0.0872985697986684
ACH-000511,-0.1326754379243326
ACH-000512,-0.22120904485023835
ACH-000516,-0.3665544915645335
ACH-000517,-0.08776659044025692
ACH-000518,-0.632988402346442
ACH-000520,-0.2946023133305538
ACH-000521,-0.31773815140952033
ACH-000522,0.07117200744564474
ACH-000524,-0.06667837067881323
ACH-000527,-0.191125353547738
ACH-000528,-0.07218178885446692
ACH-000537,-0.3296510360549575
ACH-000541,-0.5099583645149303
ACH-000542,-0.32744899516303744
ACH-000544,-0.3263196498293897
ACH-000545,-0.32216107436313224
ACH-000547,0.0365859220327535
ACH-000548,0.11244162071937992
ACH-000549,-0.4799723044817909
ACH-000550,0.14971612592707065
ACH-000552,-0.1828092766391752
ACH-000556,-0.44748467665036
ACH-000557,-0.14478119655638585
ACH-000569,-0.2288602958065177
ACH-000570,-0.5462892458238057
ACH-000571,0.006099912799600427
ACH-000573,-0.2479844101405549
ACH-000576,0.11091188263847056
ACH-000579,-0.015128413979901603
ACH-000580,0.003111272564516568
ACH-000584,-0.1106411967182886
ACH-000585,-0.5691597664259801
ACH-000588,-0.2738515362307041
ACH-000589,0.03472173249363071
ACH-000591,-0.3310559351351193
ACH-000593,-0.1799565322686261
ACH-000600,-0.5973065180719443
ACH-000601,-0.34876197257762154
ACH-000605,-0.27170158447524045
ACH-000606,-0.5037899969675461
ACH-000608,-0.12908456774378707
ACH-000614,-0.19358534923272894
ACH-000616,-0.07157147816343214
ACH-000618,-0.26971567964746834
ACH-000619,-0.4627313156777179
ACH-000620,-0.18245812204635475
ACH-000621,-0.3412750005732427
ACH-000622,-0.2970726769069948
ACH-000623,-0.3290895054686184
ACH-000624,0.01318213569956568
ACH-000627,-0.4898376361120907
ACH-000630,-0.6997528208321555
ACH-000631,-0.1640093290444067
ACH-000632,-0.05057807572293375
ACH-000633,-0.11132289197835987
ACH-000637,-0.11369785891431862
ACH-000638,-0.4579384875705687
ACH-000646,-0.2846745884946093
ACH-000647,-0.12194745168309384
ACH-000648,0.032523347079610875
ACH-000649,-0.019506935744833462
ACH-000651,-0.0346490201161307
ACH-000652,-0.21297274984678288
ACH-000653,-0.14628235034038647
ACH-000657,-0.4628269550157491
ACH-000658,-0.8453318374036529
ACH-000661,-0.0790717356183682
ACH-000662,-0.2663658363082865
ACH-000663,-0.2372731436040075
ACH-000665,-0.09940932925671414
ACH-000671,-0.6033295410782623
ACH-000672,-0.4199232518960421
ACH-000673,-0.5674402437921876
ACH-000676,-0.1526709222170652
ACH-000677,-0.14772015112313702
ACH-000681,-0.3909923514756767
ACH-000683,-0.14468046565659193
ACH-000684,-0.3433759953435763
ACH-000688,-0.2653188732347177
ACH-000693,-0.3644583287742113
ACH-000694,-0.18462356145903314
ACH-000695,-0.1361702124590317
ACH-000696,-0.21403206561862906
ACH-000697,-0.10374673852682333
ACH-000699,-0.4328573115655886
ACH-000701,-0.23687102631568624
ACH-000706,-0.14552121022371795
ACH-000711,-0.14079063980420498
ACH-000713,-0.09816929375054724
ACH-000714,-0.2820653736318844
ACH-000718,-0.4130501463982493
ACH-000720,-0.3883463481807801
ACH-000721,-0.13341834758502658
ACH-000724,-0.10009585080312637
ACH-000725,-0.04739506935665797
ACH-000732,0.08297760011838894
ACH-000734,-0.3855481725336156
ACH-000735,-0.22572511771554615
ACH-000736,-0.13024225747156992
ACH-000738,-0.5044669007080556
ACH-000746,-0.21582818270183374
ACH-000747,-0.32619599646487146
ACH-000748,-0.2041976829867088
ACH-000753,-1.0793805633735447
ACH-000756,-0.44540736250534696
ACH-000757,-0.5305838091026862
ACH-000758,-0.1876922900233079
ACH-000760,-0.04710867206924033
ACH-000762,-0.3826280453322185
ACH-000763,-0.2661714175855357
ACH-000764,0.009462592147945622
ACH-000765,-0.08190452915000393
ACH-000766,-0.5036517946485395
ACH-000767,0.10381492904434453
ACH-000768,0.07762743754012874
ACH-000769,-0.5384259421089868
ACH-000770,0.0276802135602828
ACH-000771,-0.25099337411880673
ACH-000773,-0.063048732207116
ACH-000776,-0.24671876044678046
ACH-000777,-0.2864407307828771
ACH-000778,-0.28768518250530606
ACH-000781,-0.2938684726950506
ACH-000782,-0.15340589643757868
ACH-000783,-0.10851510068104077
ACH-000784,-0.09149389022706578
ACH-000785,-0.0002507465490075204
ACH-000787,-0.34831364379714386
ACH-000788,-0.08028175275514518
ACH-000791,-0.19879715377074436
ACH-000792,-0.3340404909365388
ACH-000794,-0.3098480571840631
ACH-000796,-0.15393011471477064
ACH-000798,-0.04939792003767975
ACH-000799,-0.14134051650633164
ACH-000800,0.091447077233585
ACH-000802,-0.18139100881600512
ACH-000804,-0.05233905747885573
ACH-000805,0.017276313324696237
ACH-000809,-0.052464433665984765
ACH-000810,0.32088155212319164
ACH-000811,-0.18995446469504496
ACH-000817,-0.5226941973636835
ACH-000819,-0.206468180473577
ACH-000820,-0.5892302856994319
ACH-000821,-0.06459341968359916
ACH-000822,-0.014624576790146634
ACH-000823,-0.18062490293802194
ACH-000824,-0.1204611829563658
ACH-000827,-0.1670313651695082
ACH-000829,0.008322899083394491
ACH-000831,-0.19150069398195704
ACH-000832,-0.7065548088041101
ACH-000833,-0.2363346017271944
ACH-000834,-0.6046046181273074
ACH-000835,-0.09132466556158422
ACH-000836,-0.41520049378018586
ACH-000837,-0.3501361666343978
ACH-000838,-0.1465542350161763
ACH-000839,-0.17483807457568012
ACH-000840,0.25551531770140185
ACH-000841,-0.01826249045799437
ACH-000843,-0.5079736635794356
ACH-000846,-0.3609014516009989
ACH-000847,-0.4246672806060406
ACH-000848,-0.048112386324286896
ACH-000849,-0.2962602206171294
ACH-000851,-0.05194300812516398
ACH-000855,-0.07182123101988283
ACH-000856,-0.3215991540397042
ACH-000858,-0.19511362760662093
ACH-000859,-0.4774552074295871
ACH-000861,-0.10786781043362996
ACH-000862,-0.1257540934502655
ACH-000865,-0.2555050750557033
ACH-000866,-0.6714858167505351
ACH-000867,-0.20699972760297092
ACH-000869,-0.3146220404628433
ACH-000872,-0.05240959786686845
ACH-000873,0.011480490040895477
ACH-000876,-0.4512637720196089
ACH-000878,-0.24859542293779965
ACH-000880,-0.2751134999330184
ACH-000881,-0.03732577416315239
ACH-000882,-0.0028958872144138827
