,ATPIF1 (93974)
ACH-000004,-0.26109989008977336
ACH-000005,-0.05349556162399779
ACH-000007,-0.21986143246774575
ACH-000009,-0.023539378608447858
ACH-000011,-0.13830682325654395
ACH-000012,-0.2247878642713619
ACH-000013,-0.10806555494434104
ACH-000014,-0.1560742898542354
ACH-000015,0.010620010296929884
ACH-000017,-0.030535308090122507
ACH-000018,-0.1176067009557625
ACH-000019,-0.016236269978699255
ACH-000021,-0.07082625040381524
ACH-000022,0.012871757246013532
ACH-000025,-0.1922039309070099
ACH-000028,-0.17433741453394214
ACH-000030,-0.14123362981593118
ACH-000035,-0.17724804023188787
ACH-000036,-0.06004992169679221
ACH-000037,-0.19681554470435786
ACH-000039,-0.20785220164205756
ACH-000040,-0.2512296472086689
ACH-000041,-0.15870191640588774
ACH-000042,-0.12108885016240133
ACH-000045,-0.11047223203606814
ACH-000047,-0.1992710314675176
ACH-000052,0.12976630610307358
ACH-000053,-0.11168980772923302
ACH-000054,-0.16022567175335048
ACH-000055,-0.3985804025912786
ACH-000060,-0.24744475571038685
ACH-000067,-0.3458530587905523
ACH-000070,-0.13451938925597678
ACH-000075,-0.11653805969281238
ACH-000078,0.026736369018656787
ACH-000082,-0.19464302826725846
ACH-000085,-0.38814323020142094
ACH-000086,-0.11732155272313585
ACH-000087,-0.20612683547009567
ACH-000092,-0.17653468043740345
ACH-000095,-0.14352305316075709
ACH-000097,-0.20879388815595065
ACH-000098,-0.21747719189016068
ACH-000099,-0.08402264660733975
ACH-000108,7.835542632854771e-06
ACH-000113,-0.019054056885769652
ACH-000116,-0.05961372098629013
ACH-000118,-0.05966708328297087
ACH-000120,-0.16488475393055693
ACH-000123,-0.10566242070649264
ACH-000127,0.02950846030454943
ACH-000128,-0.13351944918403866
ACH-000132,-0.06211338277521921
ACH-000133,-0.17299667293000956
ACH-000137,-0.3749975994484133
ACH-000138,-0.06675713926229945
ACH-000142,-0.0976108355236942
ACH-000143,-0.1593637675848604
ACH-000146,-0.12827371042499286
ACH-000148,-0.2009448053173657
ACH-000150,-0.4440710818205296
ACH-000152,-0.12686245161538195
ACH-000153,-0.29299949600817604
ACH-000159,-0.18753646976877464
ACH-000160,0.0575975211218213
ACH-000163,-0.04214220081702973
ACH-000167,-0.19920510236662006
ACH-000168,-0.1293829093329092
ACH-000169,-0.3573612569108013
ACH-000178,-0.18457170606491502
ACH-000183,-0.12691249496822316
ACH-000188,-0.04875962529908401
ACH-000189,0.1446851879418222
ACH-000190,-0.09268290971179692
