,SGOL2 (151246)
ACH-000004,-0.07007539435017368
ACH-000005,-0.15981822709505072
ACH-000007,-0.05760766215091569
ACH-000009,-0.2385267853413683
ACH-000011,-0.5329328252667591
ACH-000012,-0.17579149461919572
ACH-000013,-0.03874752807176197
ACH-000014,-0.08516832239118596
ACH-000015,-0.24370480519451465
ACH-000017,-0.035229534564218505
ACH-000018,0.02565407894640231
ACH-000019,0.23760785642847074
ACH-000021,0.06768004519047703
ACH-000022,-0.1590218417582264
ACH-000025,-0.07830704386524473
ACH-000028,-0.00427965618197486
ACH-000030,-0.3004435105994364
ACH-000035,0.2580265158357893
ACH-000036,-0.2030659019443099
ACH-000037,-0.10908359736135656
ACH-000039,-0.08161389212595052
ACH-000040,-0.4544885232138841
ACH-000041,0.0377186590683407
ACH-000042,-0.1606688966829318
ACH-000045,-0.0324314346975562
ACH-000047,-0.0457281727395905
ACH-000052,-0.3132460613771881
ACH-000053,-0.03479746303962652
ACH-000054,-0.226892503692174
ACH-000055,0.045334220161771736
ACH-000060,-0.10637779618057636
ACH-000067,-0.6008577298881983
ACH-000070,-0.07351287230850162
ACH-000075,-0.2573718384507934
ACH-000078,-0.06546331152540645
ACH-000082,-0.3800961307602547
ACH-000085,-0.11877522847311385
ACH-000086,-0.15639061416082564
ACH-000087,-0.21551526873624666
ACH-000092,-0.0512226923542154
ACH-000095,-0.0921055932174774
ACH-000097,-0.12813656231120932
ACH-000098,-0.2540682737745431
ACH-000099,-0.010129008689887387
ACH-000108,-0.07115426269249593
ACH-000113,-0.17069580369217108
ACH-000116,-0.026200635212472446
ACH-000118,-0.1282308355736728
ACH-000120,-0.12309438737473095
ACH-000123,-0.08402766526739412
ACH-000127,-0.013848044032835129
ACH-000128,-0.07727652171347499
ACH-000132,0.11455240520093644
ACH-000133,-0.14839440337475768
ACH-000137,-0.2808112484248841
ACH-000138,-0.08934329040000559
ACH-000142,-0.2355995565928004
ACH-000143,-0.16421574088681284
ACH-000146,-0.08773866235683994
ACH-000148,-0.1743480628119084
ACH-000150,-0.22073495774573784
ACH-000152,-0.127371617333197
ACH-000153,-0.25213055038994964
ACH-000159,-0.18204836611754824
ACH-000160,-0.10555898642796516
ACH-000163,-0.0011976633598748782
ACH-000167,-0.4365888403896467
ACH-000168,-0.002700106744232041
ACH-000169,-0.35291999986897576
ACH-000178,0.005164973819860218
ACH-000183,0.010025599512588959
ACH-000188,0.09098895321954092
ACH-000189,-0.17377511382034974
ACH-000190,-0.003917164788704206
ACH-000198,-0.031532454310981915
ACH-000203,-0.14566725377734038
ACH-000204,-0.04638071895356117
ACH-000206,0.09259743783750607
ACH-000207,-0.13820949389643253
ACH-000208,-0.1755838235757636
ACH-000210,-0.03308759156319585
ACH-000211,-0.07982773346433397
ACH-000215,-0.1873889323249449
ACH-000221,-0.0865896803983431
ACH-000222,-0.14110855294637392
ACH-000223,-0.09810818211137087
ACH-000226,-0.2304378026534195
ACH-000227,-0.09179855407526824
ACH-000228,-0.1277043549257656
ACH-000231,0.014601054376087469
ACH-000232,-0.1556005346772427
ACH-000233,-0.07762429208540295
ACH-000234,-0.29820259060919396
ACH-000235,-0.14096251437058613
ACH-000237,-0.29247967044295503
ACH-000238,-0.39519605391448104
ACH-000242,-0.22290235373544984
ACH-000243,0.032568802144167554
ACH-000244,-0.6060511024918537
ACH-000246,0.02809544197079181
ACH-000248,-0.08378502636495476
ACH-000250,-0.16262343267149212
ACH-000251,-0.05853923497982112
ACH-000252,-0.1987445368946134
ACH-000253,0.11236828253290376
ACH-000255,0.008401101475980279
ACH-000256,-0.014789533243392506
ACH-000257,-0.22997478365911225
