,EBLN2 (55096)
ACH-000004,0.08633880849463489
ACH-000005,0.3026681280475993
ACH-000007,0.16258046573847929
ACH-000009,0.17892591453179196
ACH-000011,0.20247845208567328
ACH-000012,0.232945453236282
ACH-000013,0.2255247254678451
ACH-000014,0.12275911551964785
ACH-000015,0.23214943564076984
ACH-000017,0.2391812085984497
ACH-000018,0.2266444109770291
ACH-000019,0.27322245132583145
ACH-000021,0.21394912588876208
ACH-000022,0.2505887066049731
ACH-000025,0.15627900234829278
ACH-000028,0.22231546715780376
ACH-000030,0.2278493222321521
ACH-000035,0.22886197260140084
ACH-000036,0.1502141127352805
ACH-000037,0.13405956890321485
ACH-000039,0.3516177748036138
ACH-000040,0.1683187873398003
ACH-000041,0.22407131168758765
ACH-000042,0.13514577341867598
ACH-000045,0.2482289576675752
ACH-000047,0.12009565958965847
ACH-000052,0.27683738152308857
ACH-000053,0.24600627424279425
ACH-000054,0.10989988067381856
ACH-000055,0.16928680246098018
ACH-000060,0.2391356815580795
ACH-000067,0.1821769419893622
ACH-000070,0.26041322773538844
ACH-000075,0.3329919274267716
ACH-000078,0.21303362192890926
ACH-000082,0.20488026728279413
ACH-000085,0.2074531935245636
ACH-000086,0.3038130449181502
ACH-000087,0.20154345568161236
ACH-000092,0.22732925973869514
ACH-000095,0.22470890111717987
ACH-000097,0.20356930649728655
ACH-000098,0.2602622215000355
ACH-000099,0.24944843022117866
ACH-000108,0.1271409448620187
ACH-000113,0.1953000517511935
ACH-000116,0.2378315783410994
ACH-000118,0.10659448379627756
ACH-000120,0.2110513936999152
ACH-000123,0.2498135658552245
ACH-000127,0.2525980705511547
ACH-000128,0.2450329791425989
ACH-000132,0.25083602604067384
ACH-000133,0.15046647173411076
ACH-000137,0.15883254442457567
ACH-000138,0.17374206105068749
ACH-000142,0.22733894463183102
ACH-000143,0.05191479479494175
ACH-000146,0.24664075005087555
ACH-000148,0.2236532816722233
ACH-000150,0.17034669182914594
ACH-000152,0.18293932925201348
ACH-000153,0.2415129546750063
ACH-000159,0.19334226955697248
ACH-000160,0.4044460440752238
ACH-000163,0.1404138562237797
ACH-000167,0.2809389791382959
ACH-000168,0.22447118000426894
ACH-000169,0.1883571571612966
ACH-000178,0.3007381575818637
ACH-000183,0.19982101853334067
ACH-000188,0.2466533228343885
ACH-000189,0.22375403649996944
ACH-000190,0.262476264908955
ACH-000198,0.1883487569113644
ACH-000203,0.2255218771700391
ACH-000204,0.18822029116567465
ACH-000206,0.2571862077697157
ACH-000207,0.2297836830395718
ACH-000208,0.2476876769982362
ACH-000210,0.17057819513686828
ACH-000211,0.21634097160831253
ACH-000215,0.2239894820155802
ACH-000221,0.2430822968608796
ACH-000222,0.2492893377532954
ACH-000223,0.24049100828719344
ACH-000226,0.21489102067250174
ACH-000227,0.2499884437250739
ACH-000228,0.15294449240602234
ACH-000231,0.17816152234050753
ACH-000232,0.1928756437574332
