,PHACTR2 (9749)
ACH-000004,-0.14714352263768601
ACH-000005,0.3996912771423817
ACH-000007,-0.012042094028227729
ACH-000009,-0.043258539073308976
ACH-000011,0.014965630346963426
ACH-000012,-0.13212219668718772
ACH-000013,-0.07665671278618191
ACH-000014,0.08654219927471396
ACH-000015,-0.001621197182771146
ACH-000017,-0.12890157485705184
ACH-000018,-0.1515409641611474
ACH-000019,-0.12184379474693052
ACH-000021,-0.272535783374105
ACH-000022,-0.03580091131805605
ACH-000025,-0.101286457759844
ACH-000028,-0.0796328615717741
ACH-000030,-0.0977601479646794
ACH-000035,0.001662548037632606
ACH-000036,0.02430577443466287
ACH-000037,0.017273034478318103
ACH-000039,0.007532364672275632
ACH-000040,0.024575359746537875
ACH-000041,-0.18367356266418544
ACH-000042,-0.051079896270196434
ACH-000045,-0.11206617239422677
ACH-000047,-0.013935039413368098
ACH-000052,-0.1950569706507473
ACH-000053,3.506143468443737e-05
ACH-000054,-0.12476182872913424
ACH-000055,-0.0013971514631155731
ACH-000060,-0.12781241355851602
ACH-000067,-0.03960532476476257
ACH-000070,-0.07031227956672406
ACH-000075,-0.05632540211277316
ACH-000078,-0.034775084072642334
ACH-000082,-0.19807400753010052
ACH-000085,-0.12020299870288785
ACH-000086,-0.08285057079168671
ACH-000087,-0.047687646017131
ACH-000092,-0.13018451701407893
ACH-000095,-0.0769195896867674
ACH-000097,0.002261548841772154
ACH-000098,-0.047749036028182965
ACH-000099,-0.028086749329285586
ACH-000108,-0.05245982454260485
ACH-000113,-0.08211641300000737
ACH-000116,-0.07437562811052986
ACH-000118,-0.11361314968860647
ACH-000120,0.025310482926253926
ACH-000123,-0.02731307476085814
ACH-000127,-0.11613737889630285
ACH-000128,-0.08013998997954838
ACH-000132,-0.22775065383836166
ACH-000133,-0.0986430182420106
ACH-000137,0.020967405670281825
ACH-000138,-0.11243906939586698
ACH-000142,0.047025666668060885
ACH-000143,-0.14634433452739906
ACH-000146,-0.01791698621601893
ACH-000148,-0.11787759322946766
ACH-000150,-0.07270542668856607
ACH-000152,0.0179500344242143
ACH-000153,-0.012007897029163215
ACH-000159,-0.011249988008251256
ACH-000160,-0.013017790307154976
ACH-000163,-0.1331131811326032
ACH-000167,-0.054697903915475
ACH-000168,-0.06513437539449031
ACH-000169,-0.06943030955032839
ACH-000178,-0.06171698729083251
ACH-000183,-0.10566663455588754
ACH-000188,-0.031434550642516934
ACH-000189,-0.05524358675767101
ACH-000190,-0.01863752407616168
ACH-000198,-0.08698322748037593
ACH-000203,-0.24373240073270516
ACH-000204,-0.1685107936564163
ACH-000206,-0.007214619484937401
ACH-000207,0.034832434366432616
ACH-000208,-0.17559875547887815
ACH-000210,-0.14657487375354508
ACH-000211,-0.02037360005142733
ACH-000215,-0.02340212623701376
ACH-000221,-0.014812608575006169
ACH-000222,-0.019165503800365226
ACH-000223,-0.19201123064476933
ACH-000226,-0.02413912994235805
ACH-000227,0.028820135534610238
ACH-000228,0.016063349534008214
ACH-000231,-0.0709904635218228
ACH-000232,-0.03973656883792516
ACH-000233,0.031375892965792185
ACH-000234,-0.11273799831103605
ACH-000235,-0.0977992157662949
ACH-000237,-0.0501915599584133
ACH-000238,-0.12736099773220486
ACH-000242,-0.07762774751035148
ACH-000243,-0.012098107362227585
ACH-000244,0.08733684780252174
ACH-000246,0.024158021443020584
ACH-000248,-0.12298267704502387
ACH-000250,-0.06853602557275693
ACH-000251,-0.20856006720265147
ACH-000252,-0.08450116560571669
ACH-000253,-0.0795981253089896
ACH-000255,-0.06976077641482156
ACH-000256,0.058025620193631486
ACH-000257,0.09061253778647356
ACH-000258,-0.0038286485566787908
ACH-000259,-0.020596252632657762
ACH-000260,-0.07382231816095552
ACH-000261,-0.07832142184022803
ACH-000262,-0.1776843428704447
ACH-000263,-0.09840677775120853
ACH-000264,-0.050104833215009886
ACH-000265,-0.06292051573270105
ACH-000266,-0.13076537019089818
ACH-000272,-0.1024644897176014
ACH-000274,-0.03679187730666982
ACH-000277,-0.02966175586311678
ACH-000278,-0.021213529810696345
ACH-000279,-0.16518056365865091
ACH-000280,0.02684022737081757
ACH-000281,-0.05138577772823991
ACH-000288,-0.02145869820330631
ACH-000291,-0.17818966862112695
ACH-000293,0.06288997689515997
ACH-000294,-0.07728300279217612
ACH-000295,-0.0994564723191884
ACH-000296,-0.05524886257204012
ACH-000302,-0.10923445242825927
ACH-000304,-0.12769832626003666
ACH-000307,-0.003450444548371753
ACH-000308,-0.05793595189239417
ACH-000310,-0.002470773242846933
ACH-000311,0.04349370143360012
ACH-000312,-0.04760663486219672
ACH-000315,0.005245129999473083
ACH-000316,-0.0976196399914985
ACH-000317,-0.025960304364740262
ACH-000318,-0.0177185144193949
ACH-000319,0.019512292418858015
ACH-000320,0.012434749914469077
ACH-000322,0.023263607443571976
ACH-000323,-0.08312789361067463
ACH-000324,-0.06175232249638653
ACH-000329,-0.05568302165587168
ACH-000330,-0.011921957979938651
ACH-000331,-0.10120862548886016
ACH-000332,-0.1028711378160682
ACH-000334,-0.13276272948383416
ACH-000335,-0.02489066181065841
ACH-000336,0.2628385498384215
ACH-000337,0.11747815303682715
ACH-000338,0.0251771237989351
ACH-000339,0.0022664294080761986
ACH-000341,-0.09687944514719063
ACH-000348,-0.13872183201899033
ACH-000350,-0.010565582627852971
ACH-000352,-0.011628180224074896
ACH-000356,0.02132404019225396
ACH-000361,0.023335348969821
ACH-000362,-0.05912101757857707
ACH-000363,-0.040498873081606455
ACH-000364,-0.056312887164360476
ACH-000365,-0.09198920464650552
ACH-000366,-0.03474018707501232
ACH-000368,-0.05366084966671693
ACH-000374,-0.02349894613287817
ACH-000375,-0.09279277879628972
ACH-000376,-0.05060744957691018
ACH-000381,-0.027777896811825943
ACH-000383,-0.10216330396166966
ACH-000387,-0.06034840144699617
ACH-000389,-0.10259325602104358
ACH-000390,-0.05740887866368325
ACH-000393,-0.1200647508115686
ACH-000395,-0.1366336502642887
ACH-000396,-0.05861173426169105
ACH-000397,-0.07832517827941213
ACH-000401,-0.0859537772499239
ACH-000402,-0.1850540120370405
ACH-000403,-0.08615846200279413
ACH-000404,-0.014607744517914582
ACH-000406,-0.05483023332212661
ACH-000407,-0.13016764006555656
ACH-000408,0.059532520189422435
ACH-000410,-0.0902759862036951
ACH-000411,-0.06940540407177304
ACH-000414,-0.09984898819290693
ACH-000415,-0.1423277670880625
ACH-000416,-0.023703876929883818
ACH-000420,-0.18219114279967788
ACH-000421,-0.08728347135272939
ACH-000424,-0.14154165571176933
ACH-000425,0.014081106482605469
ACH-000426,-0.058717917151234825
ACH-000427,-0.09169656745798176
ACH-000433,-0.12732573282787646
ACH-000435,-0.18985035902018052
ACH-000436,0.020306856185487814
ACH-000444,-0.02666059640055996
ACH-000445,-0.11786423024491567
ACH-000448,-0.0542838373235351
ACH-000450,0.012699984791347155
ACH-000452,-0.058932460436043735
ACH-000454,0.007443900691148025
ACH-000458,-0.10890618010996317
ACH-000459,-0.07433156818720671
ACH-000460,-0.07570637882144322
ACH-000461,-0.07824088740929623
ACH-000463,-0.08803834375631453
ACH-000464,-0.10640852313756964
ACH-000466,-0.03132611157086356
ACH-000467,-0.014141367334523928
ACH-000468,-0.1197396781378139
ACH-000469,-0.05871534354261465
ACH-000470,-0.18702489074813672
ACH-000471,-0.06853674219095239
ACH-000472,-0.03785654594431865
ACH-000473,-0.04038586580361702
ACH-000475,-0.061845348618380376
ACH-000476,-0.1073233647151642
ACH-000477,-0.06763247288278869
ACH-000479,0.04244796177918575
ACH-000480,0.03961746354848368
ACH-000481,-0.041441439946112615
ACH-000483,-0.029533631448543318
ACH-000484,-0.1663799819319884
ACH-000485,-0.10472124229595124
ACH-000486,-0.013070772495545956
ACH-000487,-0.06284668432104208
ACH-000488,0.009563757395602416
ACH-000490,0.06650797471736597
ACH-000491,0.03372735559009853
ACH-000495,-0.059890123482559524
ACH-000496,-0.060189879249072264
ACH-000499,0.04327781336805731
ACH-000500,0.014813383398249813
ACH-000502,-0.026482312872504788
ACH-000503,-0.02713586300256865
ACH-000505,-0.06134395303330056
ACH-000507,-0.05217473895336725
ACH-000510,-0.03617990939202983
ACH-000511,-0.08575329710853671
ACH-000512,-0.047317680502602134
ACH-000516,-0.003588744542704806
ACH-000517,-0.05248840193086708
ACH-000518,-0.053074648926640704
ACH-000520,-0.011940975796530893
ACH-000521,0.0662704685575018
ACH-000522,0.011723807669310388
ACH-000524,-0.06044873523968601
ACH-000527,-0.06419869541120016
ACH-000528,-0.07287075200920744
ACH-000537,-0.005651814612851743
ACH-000541,0.12058458740365882
ACH-000542,-0.12968035007855114
ACH-000544,-0.12618408703616185
ACH-000545,-0.11176007283030116
ACH-000547,-0.09367878250501327
ACH-000548,-0.059974016530224286
ACH-000549,0.0092230607564743
ACH-000550,-0.06843106626443189
ACH-000552,-0.1540095829800918
ACH-000556,0.015912218063733132
ACH-000557,-0.030032619910322775
ACH-000569,-0.2074232242096621
ACH-000570,-0.04660048326239966
ACH-000571,0.0021758328966668236
ACH-000573,-0.006268052773631975
ACH-000576,0.02535592800044786
ACH-000579,-0.0363139840334179
ACH-000580,-0.030532363676656044
ACH-000584,-0.1270324815771306
ACH-000585,-0.0805579369495128
ACH-000588,0.07082653472138735
