,COPS4 (51138)
ACH-000004,-1.131507247431571
ACH-000005,-0.7682991533414754
ACH-000007,-1.0761588791541383
ACH-000009,-0.8698162159660126
ACH-000011,-0.6890188772329041
ACH-000012,-1.104307815782927
ACH-000013,-0.9932547104208858
ACH-000014,-0.8486910662172487
ACH-000015,-0.7948135468905161
ACH-000017,-1.011768550076916
ACH-000018,-0.9665244602537948
ACH-000019,-0.7943865416685815
ACH-000021,-0.997297993145913
ACH-000022,-1.047428647599467
ACH-000025,-0.8366989746725775
ACH-000028,-0.8521421537298965
ACH-000030,-0.8470484823574209
ACH-000035,-0.6948923043547526
ACH-000036,-0.841295867689282
ACH-000037,-0.9430595081126631
ACH-000039,-0.7140402479712994
ACH-000040,-0.5791316891915678
ACH-000041,-0.6266473517239292
ACH-000042,-0.7412734728994724
ACH-000045,-0.7218032098699252
ACH-000047,-0.7755208135576453
ACH-000052,-0.9659570247535204
ACH-000053,-0.7776304930883919
ACH-000054,-0.8065173924351636
ACH-000055,-0.7107302296319479
ACH-000060,-0.9239075544804848
ACH-000067,-0.8122064423732851
ACH-000070,-0.9160303374421552
ACH-000075,-1.0345242285598164
ACH-000078,-0.9263838590413692
ACH-000082,-0.7291216769299365
ACH-000085,-0.8034316401297528
ACH-000086,-1.125030370297308
ACH-000087,-0.7280865543695283
ACH-000092,-1.1263823211855852
ACH-000095,-0.6786639572155254
ACH-000097,-0.925497654664005
ACH-000098,-0.5792432161842724
ACH-000099,-0.5198579241401383
ACH-000108,-0.9779550619013484
ACH-000113,-0.7339843423279483
ACH-000116,-1.084999608997928
ACH-000118,-0.7883291438554519
ACH-000120,-0.7837938162744827
ACH-000123,-0.7354389635463056
ACH-000127,-0.8701071421429187
ACH-000128,-0.7781887209962485
ACH-000132,-1.032188158341951
ACH-000133,-0.7403628273419339
ACH-000137,-0.8141668949016707
ACH-000138,-0.8346052999837696
ACH-000142,-0.8500670096736146
ACH-000143,-0.6099410890321931
ACH-000146,-0.8466682135868338
ACH-000148,-0.827676585656636
ACH-000150,-0.8045388706031805
ACH-000152,-0.7083403361986064
ACH-000153,-0.9673609047012656
ACH-000159,-1.185671058262595
ACH-000160,-0.8490854539855882
ACH-000163,-0.5491915130577786
ACH-000167,-0.9893822043659644
ACH-000168,-0.6447586505585723
ACH-000169,-0.7935493170407124
ACH-000178,-0.6898185913169235
ACH-000183,-1.0527728767546256
ACH-000188,-0.9455923242731684
ACH-000189,-0.9303663950681824
ACH-000190,-0.9070166451056529
ACH-000198,-0.7388590741368278
ACH-000203,-1.0843517184026479
ACH-000204,-0.9002963032541283
ACH-000206,-0.6656973582514442
ACH-000207,-0.7401200783820513
ACH-000208,-0.9354517656755506
ACH-000210,-0.964891086617571
ACH-000211,-0.9949878568078694
ACH-000215,-0.6745991078473059
ACH-000221,-0.9877673804057546
ACH-000222,-0.6968216698930644
ACH-000223,-0.8618167582515994
ACH-000226,-0.8528043418623783
ACH-000227,-0.38477029795037937
ACH-000228,-0.8181440883398396
ACH-000231,-0.8414129196725093
ACH-000232,-0.6601111722341345
ACH-000233,-0.7084510051781642
ACH-000234,-0.6917680867230883
ACH-000235,-0.6329028351775916
ACH-000237,-0.8740357861247956
ACH-000238,-0.7876446665554131
ACH-000242,-0.739391016971111
ACH-000243,-0.9205739158258216
ACH-000244,-0.7037057693656689
ACH-000246,-0.8082956313522065
ACH-000248,-1.076919026214889
ACH-000250,-0.9938470885617332
ACH-000251,-1.1392138228839812
ACH-000252,-1.1224015040145972
ACH-000253,-0.7034798852449196
ACH-000255,-1.0197989065959887
ACH-000256,-0.8308543899376101
ACH-000257,-0.5715591991864049
ACH-000258,-0.7582131179655545
ACH-000259,-0.7626160655120514
ACH-000260,-0.7878988016600823
ACH-000261,-1.0029238490218884
ACH-000262,-1.1140664631565305
