,ACSF2 (80221)
ACH-000004,-0.0957135131927976
ACH-000005,-0.14189121643199584
ACH-000007,-0.01920196770779673
ACH-000009,-0.20570819672639554
ACH-000011,-0.13839238087898978
ACH-000012,-0.2233149199837736
ACH-000013,-0.09389799955050554
ACH-000014,-0.13689610015369985
ACH-000015,-0.04521194235046275
ACH-000017,-0.016052295577769955
ACH-000018,-0.3872173563350599
ACH-000019,-0.08685039376920481
ACH-000021,-0.009999230562881664
ACH-000022,-0.06641283359492761
ACH-000025,-0.1749270876791627
ACH-000028,-0.07678421994159633
ACH-000030,-0.17938598066166053
ACH-000035,-0.20176602201545346
ACH-000036,-0.4341986999795036
ACH-000037,-0.14673664738172829
ACH-000039,-0.14103882705666002
ACH-000040,-0.1300222562084297
ACH-000041,-0.1724192884566539
ACH-000042,-0.0747084590853907
ACH-000045,-0.04490147144929117
ACH-000047,-0.22237821495786145
ACH-000052,-0.3106794213747774
ACH-000053,-0.21591517977081204
ACH-000054,-0.1811997623901664
ACH-000055,-0.15431820705619262
ACH-000060,-0.014496838911288522
ACH-000067,-0.11326527092006353
ACH-000070,-0.12212925080305433
ACH-000075,-0.04783327604712876
ACH-000078,-0.3607569261620309
ACH-000082,-0.13691531979075278
ACH-000085,-0.23677974315958336
ACH-000086,-0.20449042877999385
ACH-000087,-0.13486186545522205
ACH-000092,-0.13998196226403578
ACH-000095,-0.12044043253258105
ACH-000097,-0.08739212706592893
ACH-000098,-0.1043596269737112
ACH-000099,-0.1455893319514996
ACH-000108,-0.12895157655786574
ACH-000113,-0.09531460366037148
ACH-000116,-0.07936336802216652
ACH-000118,0.00701678195764831
ACH-000120,-0.3287709818198221
ACH-000123,-0.2618626457018127
ACH-000127,-0.027802767024714438
ACH-000128,-0.2478264383735984
ACH-000132,-0.015228956101880166
ACH-000133,-0.1025171455390705
ACH-000137,-0.11052614084929213
ACH-000138,-0.1595526528135066
ACH-000142,-0.15870449699353542
ACH-000143,-0.0915500349012598
ACH-000146,-0.10668486342127782
ACH-000148,-0.2653864542713376
ACH-000150,-0.3704412896380789
ACH-000152,-0.2916167459480137
ACH-000153,0.09452274490452377
ACH-000159,-0.10806941093538408
ACH-000160,-0.006914014296070565
ACH-000163,-0.573679295891745
ACH-000167,-0.06708962785580982
ACH-000168,-0.08402520833664877
ACH-000169,-0.08862643999226902
ACH-000178,0.019865555189797185
ACH-000183,0.1178196836485585
ACH-000188,-0.18849415190330604
ACH-000189,-0.2968572556848256
ACH-000190,-0.14061053923105551
ACH-000198,-0.004631397672202965
ACH-000203,-0.388505167573291
ACH-000204,-0.14678325029706366
ACH-000206,-0.1131169817798917
ACH-000207,-0.09468213365818587
ACH-000208,-0.2220067535585948
ACH-000210,-0.08311842799284445
ACH-000211,-0.1338630647696065
ACH-000215,-0.21226754750651844
ACH-000221,0.04523094366792209
ACH-000222,-0.07055360519194874
ACH-000223,0.03678841438325937
ACH-000226,-0.11248556350362482
ACH-000227,-0.17201102259304538
ACH-000228,-0.019203299188287816
ACH-000231,-0.1857067445560256
ACH-000232,-0.04757048494169115
ACH-000233,-0.12627802287682136
ACH-000234,-0.08048863029294741
ACH-000235,-0.10715801314777358
ACH-000237,-0.07575402629770013
ACH-000238,-0.30451849176186435
ACH-000242,-0.2534091283442659
ACH-000243,-0.1832543197374842
ACH-000244,-0.05191266925221167
ACH-000246,-0.2988954822332631
ACH-000248,-0.1808800430913152
ACH-000250,-0.2149231208846133
ACH-000251,-0.10574448850045334
ACH-000252,-0.08090851197604361
ACH-000253,-0.18224316932429496
ACH-000255,-0.28939988093083113
ACH-000256,-0.09815567652129732
ACH-000257,0.019348943368440168
ACH-000258,0.08421334337917992
ACH-000259,0.027964814123376168
ACH-000260,-0.09482673250679748
ACH-000261,-0.0682500231175236
ACH-000262,-0.13986343042067806
ACH-000263,0.1653187320326039
ACH-000264,-0.22497377020203255
ACH-000265,-0.08492902442442096
ACH-000266,-0.04308767747915687
ACH-000272,-0.16550500592475345
ACH-000274,-0.1638177877447475
ACH-000277,-0.08720584039993458
ACH-000278,-0.10190407856722383
ACH-000279,-0.08001943876278521
ACH-000280,-0.26333015837946505
ACH-000281,-0.13097243209271178
ACH-000288,-0.3394539953252488
ACH-000291,-0.2046013818489196
ACH-000293,-0.030984350232472695
ACH-000294,-0.22360187014059107
ACH-000295,-0.2913629501753289
ACH-000296,-0.16005947955997585
ACH-000302,-0.05118025699521913
ACH-000304,-0.05594152574361707
ACH-000307,-0.1532611510370447
ACH-000308,-0.12163781742875025
ACH-000310,-0.3109422226526884
ACH-000311,-0.07906933193144575
ACH-000312,-0.11752795868440526
ACH-000315,-0.10374683958666234
ACH-000316,-0.1739960139906698
ACH-000317,-0.019526581466119304
ACH-000318,0.04137460786367314
ACH-000319,-0.21812007482204487
ACH-000320,-0.08101807548812606
ACH-000322,-0.15495405534577014
ACH-000323,-0.30601960221016145
ACH-000324,-0.08168043696475469
ACH-000329,-0.19913408902750465
ACH-000330,-0.4033059145380818
ACH-000331,-0.06570928929739339
ACH-000332,-0.08285672591965333
ACH-000334,-0.0935675499375548
ACH-000335,-0.004247317808746476
ACH-000336,0.02376765893556756
ACH-000337,-0.1517445371191894
ACH-000338,-0.11543390360819368
ACH-000339,-0.15215237158280215
ACH-000341,-0.043663598507520336
ACH-000348,-0.1702733816698153
ACH-000350,0.01338403531500777
ACH-000352,-0.03827463415263893
ACH-000356,-0.2586138561891609
ACH-000361,-0.13477671863747906
ACH-000362,-0.11151647473586096
ACH-000363,-0.03150360677778255
ACH-000364,0.01129075823716537
ACH-000365,-0.16927310044804647
ACH-000366,-0.08759043207254619
ACH-000368,-0.10946048413037864
ACH-000374,-0.10378657211034402
ACH-000375,-0.4269527585717161
ACH-000376,-0.1403397705517543
ACH-000381,-0.2114015266037872
ACH-000383,-0.15305778825226746
ACH-000387,-0.09867532186078462
ACH-000389,-0.33643044961936514
ACH-000390,-0.15678084438242834
ACH-000393,-0.02358011875099323
ACH-000395,-0.07924286682171464
ACH-000396,-0.030517487845490018
ACH-000397,-0.05853954989212087
ACH-000401,-0.11409061161934862
ACH-000402,-0.09965924691365137
ACH-000403,-0.1034344802367987
ACH-000404,0.014199069152270156
ACH-000406,-0.06739302486328289
ACH-000407,-0.02718775513762453
ACH-000408,-0.05280140673139087
ACH-000410,0.02585015890693866
ACH-000411,-0.1554386347763498
ACH-000414,-0.02946017477731269
ACH-000415,-0.2949328865837476
ACH-000416,-0.1304181867620443
ACH-000420,-0.1391551772613887
ACH-000421,-0.08055987840123767
ACH-000424,-0.251000840222513
ACH-000425,-0.12634089565106285
ACH-000426,0.08280023205022839
ACH-000427,-0.2145893287632553
ACH-000433,-0.3821499885890322
ACH-000435,-0.28696780423259266
ACH-000436,-0.21579400501472204
ACH-000444,-0.09043316033338428
ACH-000445,-0.1971533582744839
ACH-000448,0.040491219328960514
ACH-000450,-0.1162839429653052
ACH-000452,-0.0767311035537103
ACH-000454,0.1151711292604536
ACH-000458,-0.16389725891208295
ACH-000459,-0.0094276954195958
ACH-000460,-0.06039175669778717
ACH-000461,0.08421821434827009
ACH-000463,-0.15625801691064226
ACH-000464,-0.4912317061581338
ACH-000466,-0.047063513843379964
ACH-000467,-0.04938737294235225
ACH-000468,-0.24536546868560435
ACH-000469,-0.07931871979501927
ACH-000470,0.021293080342352333
ACH-000471,-0.18649684159933969
ACH-000472,-0.17752094156815154
ACH-000473,-0.18204761223151872
ACH-000475,-0.0910731367458041
ACH-000476,-0.2258588233707809
ACH-000477,-0.09000595931900485
ACH-000479,-0.11035759381859797
ACH-000480,-0.1463709883965929
ACH-000481,-0.07809357315868537
ACH-000483,-0.08199358160927149
ACH-000484,-0.14039589601321625
ACH-000485,-0.04029699594045755
ACH-000486,-0.1913104427614172
ACH-000487,-0.034048997936345464
ACH-000488,-0.2437779609892045
ACH-000490,-0.1428928489217114
ACH-000491,-0.08866064384355044
ACH-000495,-0.16624212972510194
ACH-000496,-0.06514995101257856
ACH-000499,-0.08491682648423192
ACH-000500,-0.02506536403894228
ACH-000502,-0.24136234540805215
ACH-000503,-0.042340311939036826
ACH-000505,-0.12706292664926475
ACH-000507,-0.14069241483834394
ACH-000510,-0.1323707055844163
ACH-000511,-0.22827433926386725
ACH-000512,-0.006019046645609953
ACH-000516,-0.14813813047240476
ACH-000517,-0.025155922241455526
ACH-000518,-0.08653239240401865
ACH-000520,-0.2719789333528569
ACH-000521,-0.22680069444177145
ACH-000522,-0.1596925536702762
