,YWHAB (7529)
ACH-000004,-0.10804784754368844
ACH-000005,-0.0028832998480783764
ACH-000007,0.16095289683791672
ACH-000009,0.1732250468179641
ACH-000011,0.06083554856137791
ACH-000012,0.09503530944211536
ACH-000013,0.060894491656553626
ACH-000014,-0.21616108179918764
ACH-000015,0.09594899945583893
ACH-000017,-0.2326326614124733
ACH-000018,0.060458932518332564
ACH-000019,-0.08619104815635084
ACH-000021,0.012065758827441935
ACH-000022,0.0401024832674359
ACH-000025,-0.09301946339161328
ACH-000028,0.14294143107846385
ACH-000030,-0.026416898244237364
ACH-000035,0.012043597371380306
ACH-000036,-0.004806789319830957
ACH-000037,0.06889910606583502
ACH-000039,0.10978129329661776
ACH-000040,0.04077944556274326
ACH-000041,0.046567628709418864
ACH-000042,0.09909436620499752
ACH-000045,0.12581210985332986
ACH-000047,0.14228513794365694
ACH-000052,0.27778039199617577
ACH-000053,-0.09533113131996196
ACH-000054,0.10895499571191797
ACH-000055,0.1114695768484708
ACH-000060,0.055514680914203814
ACH-000067,-0.025833176946108663
ACH-000070,0.08605324202703782
ACH-000075,-0.19744810945562388
ACH-000078,0.14694750482259858
ACH-000082,0.03549444827229176
ACH-000085,-0.07093855504964823
ACH-000086,-0.1253888773959552
ACH-000087,0.13180195609857054
ACH-000092,-0.0484239808256176
ACH-000095,0.002707244945020277
ACH-000097,0.00848710722316192
ACH-000098,0.08430317107940988
ACH-000099,-0.02524333421346347
ACH-000108,0.0340367038870512
ACH-000113,0.19473626435090066
ACH-000116,-0.08828304742508825
ACH-000118,-0.12832595493587096
ACH-000120,0.08064475937759444
ACH-000123,-0.1549815544173337
ACH-000127,0.11076124570008512
ACH-000128,0.04650634326799969
ACH-000132,0.12517977772364133
ACH-000133,-0.08575668238088194
ACH-000137,0.12188332746366602
ACH-000138,-0.13788352038995727
ACH-000142,-0.007364179643682455
ACH-000143,-0.04497088658854423
ACH-000146,0.008649217620674603
ACH-000148,0.006692065744429773
ACH-000150,0.02269956160334088
ACH-000152,-0.05346931794930526
ACH-000153,0.03256390802828925
ACH-000159,-0.019384885290484717
ACH-000160,0.03645796962805881
ACH-000163,-0.26942988324117656
ACH-000167,0.15459211794072975
ACH-000168,0.03035767706104632
ACH-000169,-0.0316088795443159
ACH-000178,-0.09093721719593917
ACH-000183,-0.012727769649490513
ACH-000188,0.07467694286598119
ACH-000189,-0.0458030114974891
ACH-000190,0.07676841067215195
ACH-000198,0.00020323833611140152
ACH-000203,-0.06531551520708738
ACH-000204,0.0963744223072875
ACH-000206,0.08227610124788866
ACH-000207,-0.20946492320103408
ACH-000208,-0.23172031056669906
ACH-000210,0.04960693437765834
ACH-000211,0.1324082428200613
ACH-000215,0.008559497230289776
ACH-000221,-0.07291762728063836
ACH-000222,-0.2923580647401318
ACH-000223,0.11586429586480937
ACH-000226,-0.016652349621209615
