,EXO5 (64789)
ACH-000004,-0.02242911572912955
ACH-000005,0.02751467986382996
ACH-000007,-0.14813644492026812
ACH-000009,0.041101565321185037
ACH-000011,-0.038905828359978335
ACH-000012,-0.13617251271291314
ACH-000013,-0.1300338273903786
ACH-000014,-0.134602127349812
ACH-000015,-0.1594636171933668
ACH-000017,-0.2541470768984527
ACH-000018,-0.1036935805379792
ACH-000019,-0.2611551283829592
ACH-000021,-0.12059568423516405
ACH-000022,-0.06269543271790891
ACH-000025,-0.0425068235916771
ACH-000028,-0.13309117329940667
ACH-000030,-0.030207559889869662
ACH-000035,-0.3070888060122398
ACH-000036,-0.07336711862756383
ACH-000037,-0.045742356483615666
ACH-000039,-0.17733521899148108
ACH-000040,-0.14769698821126412
ACH-000041,0.02079805522532518
ACH-000042,-0.0671913404730151
ACH-000045,-0.18415533480973004
ACH-000047,-0.07130203739423455
ACH-000052,-0.018901046510739657
ACH-000053,-0.0651510528481505
ACH-000054,-0.024849819871166363
ACH-000055,-0.15885435103946932
ACH-000060,-0.15342397087802154
ACH-000067,-0.1482967692650987
ACH-000070,-0.07554546591635644
ACH-000075,-0.25048556056347004
ACH-000078,-0.26284951840903786
ACH-000082,-0.1009179614079666
ACH-000085,-0.1932173037232074
ACH-000086,-0.030089889549524323
ACH-000087,-0.06783800498964164
ACH-000092,-0.2713394870414535
ACH-000095,-0.011023825769908315
ACH-000097,-0.0338198452961112
ACH-000098,-0.1489581425340465
ACH-000099,-0.09095897281918416
ACH-000108,0.030675631853761383
ACH-000113,-0.10186759880171864
ACH-000116,-0.10388078018137104
ACH-000118,-0.06648983611435509
ACH-000120,-0.006581419184925282
ACH-000123,-0.12228001666169715
ACH-000127,-0.09682513988542736
ACH-000128,-0.09448292398444312
ACH-000132,-0.11751586759231647
ACH-000133,-0.12323857846226648
ACH-000137,-0.10392294746299968
ACH-000138,-0.08919824668078451
ACH-000142,-0.1208057706480949
ACH-000143,-0.12336644426291656
ACH-000146,-0.3629824353384731
ACH-000148,-0.0898668429109223
ACH-000150,-0.3402900900723075
ACH-000152,-0.23970322824602203
ACH-000153,-0.13527229968616966
ACH-000159,-0.061313573572490634
ACH-000160,-0.06134012835944608
ACH-000163,-0.112229205021427
ACH-000167,-0.5108386653891139
ACH-000168,-0.060396486488164515
ACH-000169,-0.16488168909522494
ACH-000178,-0.11567636995646036
ACH-000183,-0.053611589822302234
ACH-000188,-0.112627345841012
ACH-000189,-0.22316100875628395
ACH-000190,-0.3572013472281675
ACH-000198,-0.09265843294539756
ACH-000203,0.3733284362204716
ACH-000204,-0.1313875063145374
ACH-000206,-0.058973996474732726
ACH-000207,-0.061631592610346675
ACH-000208,-0.05313801701060435
ACH-000210,-0.08145087594764522
ACH-000211,0.05207871700267788
ACH-000215,-0.14334155067502893
ACH-000221,-0.038032326581182906
ACH-000222,-0.12109146599036726
ACH-000223,-0.1240903585802966
ACH-000226,-0.054955082522309816
ACH-000227,-0.1231793235334254
ACH-000228,-0.005157730830650585
ACH-000231,-0.12900350067533145
ACH-000232,-0.10018880363299124
ACH-000233,-0.05875599917086562
ACH-000234,-0.06787436061371192
ACH-000235,-0.0931949098886526
