,HEG1 (57493)
ACH-000004,0.17946470703608625
ACH-000005,0.17776556568226515
ACH-000007,0.16531481930749198
ACH-000009,0.054688046505970714
ACH-000011,0.24440363191250794
ACH-000012,0.13221383297383416
ACH-000013,0.1968422589728933
ACH-000014,0.21264128653561729
ACH-000015,0.2425112171512927
ACH-000017,0.14649671567125752
ACH-000018,0.31189650137883096
ACH-000019,0.2591006190198011
ACH-000021,0.2293613244211245
ACH-000022,0.1811734682940101
ACH-000025,0.14741145220310106
ACH-000028,0.2346921986402631
ACH-000030,0.18396386098458734
ACH-000035,0.03663473483844725
ACH-000036,0.24606185320419605
ACH-000037,0.2682044522570409
ACH-000039,0.092780033153241
ACH-000040,0.16501673810767645
ACH-000041,0.18587218084614807
ACH-000042,0.16038464020044085
ACH-000045,0.22410993930768472
ACH-000047,0.17666875190140266
ACH-000052,0.1766489648592885
ACH-000053,0.2438785957754433
ACH-000054,0.17690230850804953
ACH-000055,0.17238583497995846
ACH-000060,0.14299700386979236
ACH-000067,0.18227994960091276
ACH-000070,0.22395657893856108
ACH-000075,0.25163326938201874
ACH-000078,0.3317208852149878
ACH-000082,0.17081976437215107
ACH-000085,0.2768771568199003
ACH-000086,0.2939572846651706
ACH-000087,0.3836252654506635
ACH-000092,0.2036914885913028
ACH-000095,0.19859354782004746
ACH-000097,0.09522662065391173
ACH-000098,0.2434017847445117
ACH-000099,0.2874945960558779
ACH-000108,0.1830353315367437
ACH-000113,0.21705451118213395
ACH-000116,0.27472530618768937
ACH-000118,0.14094311217837666
ACH-000120,0.21521788811137055
ACH-000123,0.20936468181265205
ACH-000127,0.14463728486977687
ACH-000128,0.18047433961939846
ACH-000132,0.2625883985566794
ACH-000133,0.07771113647528012
ACH-000137,0.21729488763380556
ACH-000138,0.18811625112179936
ACH-000142,0.309675154281549
ACH-000143,0.32638874187472794
ACH-000146,0.15457204502970998
ACH-000148,0.20168178093627065
ACH-000150,0.3058893747473157
ACH-000152,0.22710175510449415
ACH-000153,0.184250334094104
ACH-000159,0.22998460492103695
ACH-000160,0.2774029926535132
ACH-000163,0.21549553906325167
ACH-000167,0.00772710852465157
ACH-000168,0.17332621253861907
ACH-000169,0.21966151276894366
ACH-000178,0.21639143549358814
ACH-000183,0.07556412026185352
ACH-000188,0.18183892909540267
ACH-000189,0.02396806971635768
ACH-000190,0.2239554480729084
ACH-000198,0.15901446745803788
ACH-000203,-0.07595426267997764
ACH-000204,0.15520630596528942
ACH-000206,0.2680157637764965
ACH-000207,0.0978114465216865
ACH-000208,0.33772557152689553
ACH-000210,0.11149190536546924
ACH-000211,0.14742075257511209
ACH-000215,0.1512326991413283
ACH-000221,0.19238469229842264
ACH-000222,0.22154492296431666
ACH-000223,0.17404638481182708
ACH-000226,0.08423738938535147
ACH-000227,0.1758299136093835
ACH-000228,0.2003799725763046
ACH-000231,0.23501971910164884
ACH-000232,0.19581852206411493
ACH-000233,0.237927007895554
ACH-000234,0.20856731771084366
ACH-000235,0.18265201501607808
ACH-000237,0.19196461981426835
ACH-000238,0.19311187478394756
ACH-000242,0.270491057382975
ACH-000243,0.22529593886288496
ACH-000244,0.18886681688470355
ACH-000246,0.205151094918215
ACH-000248,0.18448867325863288
ACH-000250,0.2419260765308562
ACH-000251,0.07744416671515424
ACH-000252,0.2054186155251476
ACH-000253,0.2561244192305361
ACH-000255,0.2319374757270905
ACH-000256,0.3028454984806853
ACH-000257,0.0027010313272030073
ACH-000258,0.240977911108552
ACH-000259,0.1352452599889562
ACH-000260,0.17112666502134394
ACH-000261,0.07658082401256358
ACH-000262,0.122858844725187
ACH-000263,0.11827893043435672
ACH-000264,0.17770937372007267
ACH-000265,0.32393186249136097
ACH-000266,0.203718255585826
ACH-000272,0.2861558631565663
ACH-000274,0.1646504548288268
ACH-000277,0.22026749408701335
ACH-000278,0.19523307005880072
ACH-000279,0.1779586281888388
ACH-000280,0.21533379105142794
ACH-000281,0.2122047288053848
ACH-000288,0.2561915813738456
ACH-000291,0.19343633182537667
ACH-000293,0.262806812730678
ACH-000294,0.2036355225898656
ACH-000295,0.34898022026416986
ACH-000296,0.06722631799721349
ACH-000302,0.15355434974922272
ACH-000304,0.1639393264943387
ACH-000307,0.22087809482032905
ACH-000308,0.2092212027035663
ACH-000310,0.2137954837982405
ACH-000311,0.1498350708110702
ACH-000312,0.2769376637979901
ACH-000315,0.21605998036208016
ACH-000316,0.18985271295662665
ACH-000317,0.11688712471146764
ACH-000318,0.2138492253497666
ACH-000319,0.1954544820155248
ACH-000320,0.21756923638817796
ACH-000322,0.13545197739308576
ACH-000323,0.28871280763811763
ACH-000324,0.1830799027019933
ACH-000329,0.16891128681004805
ACH-000330,0.3049299247227373
ACH-000331,0.2165651382137928
ACH-000332,0.24818714232735745
ACH-000334,0.26800511782492104
ACH-000335,0.3109643578487621
ACH-000336,0.08551990778354507
ACH-000337,0.28108961204151955
ACH-000338,0.849442994481186
ACH-000339,0.2357471267931981
ACH-000341,0.2204185860861008
ACH-000348,0.15001097078705053
ACH-000350,0.20952663234944965
ACH-000352,0.2790964757271229
ACH-000356,0.08066649391870251
ACH-000361,0.274896888482568
ACH-000362,0.15571076410490087
ACH-000363,0.22456008690817386
ACH-000364,0.20306589020306293
ACH-000365,0.24347600730944144
ACH-000366,0.17298396817359976
ACH-000368,0.2887740182996905
ACH-000374,0.20240689526915664
ACH-000375,0.09278056879188408
ACH-000376,0.2193772940034861
ACH-000381,0.2272975941813476
ACH-000383,0.15996533535205704
ACH-000387,0.22356881682572147
ACH-000389,0.2468535130997589
ACH-000390,0.08451863234121626
ACH-000393,0.2141697714579509
ACH-000395,0.2314730941763973
ACH-000396,0.1472000683002178
ACH-000397,0.2609630685502655
ACH-000401,0.2398089983273028
ACH-000402,0.13349080818963865
ACH-000403,0.3049817038310064
ACH-000404,0.07116907138460356
ACH-000406,0.2202421233467753
ACH-000407,0.15080822676305355
ACH-000408,0.2670378661880231
ACH-000410,0.19718634397946644
ACH-000411,0.27859222251373816
ACH-000414,0.16069934829101953
ACH-000415,0.1766367651564286
ACH-000416,0.1990470607580989
ACH-000420,0.27638271406723963
ACH-000421,0.12145025448845695
ACH-000424,0.14828873912536264
ACH-000425,0.17198023242752672
ACH-000426,0.2817224576378011
ACH-000427,0.2550128601382813
ACH-000433,0.3730271729377248
ACH-000435,0.12949964869726166
ACH-000436,0.26292882438159393
ACH-000444,0.2533607286740425
ACH-000445,0.14610786189984115
ACH-000448,0.16366140081906344
ACH-000450,0.14669733775098806
ACH-000452,0.19000455650288264
ACH-000454,0.2611285045290045
ACH-000458,0.11899525549458455
ACH-000459,0.03839296728593266
ACH-000460,0.09710423834809832
ACH-000461,0.032549248392011315
ACH-000463,0.22708613347336395
ACH-000464,0.24746383739326236
ACH-000466,0.2464919490958671
ACH-000467,0.2686827831886679
ACH-000468,0.2318786087516549
ACH-000469,0.14309791870922747
ACH-000470,0.07595569472483119
ACH-000471,0.21205350880193924
ACH-000472,0.17953813332857646
ACH-000473,0.2672029452935397
ACH-000475,0.24382176696385416
ACH-000476,0.19808621837267384
ACH-000477,0.2630890346862883
ACH-000479,0.08080385353252903
ACH-000480,0.2263179558969149
ACH-000481,0.14689653638794822
ACH-000483,0.24967974529457085
ACH-000484,0.11104872982384692
ACH-000485,0.14362429378330493
ACH-000486,0.227774134885196
ACH-000487,0.2544122649301503
ACH-000488,0.2305324117562753
ACH-000490,0.1427084676951546
ACH-000491,0.2281015253824105
ACH-000495,0.16838840931326762
ACH-000496,0.15972693370986935
ACH-000499,0.08714512298319158
ACH-000500,0.2450858700659771
ACH-000502,0.17715663799423784
ACH-000503,0.17113322534857284
ACH-000505,0.1800689231292795
ACH-000507,0.28974959030721265
ACH-000510,0.24106166873220555
ACH-000511,0.2421769168314741
ACH-000512,0.07367409088859864
ACH-000516,0.14446472920821662
ACH-000517,0.09029912505016023
ACH-000518,0.2446943369362801
ACH-000520,0.14700555526520273
ACH-000521,0.16789991460678458
ACH-000522,0.1749158313358249
ACH-000524,0.1943985032847052
ACH-000527,0.1772809307090168
ACH-000528,0.14897842439328976
ACH-000537,0.1961427748186189
ACH-000541,0.3136964563405461
ACH-000542,0.15545512166250008
ACH-000544,0.12058962971281703
ACH-000545,0.2791767467907592
ACH-000547,0.2339793294718009
ACH-000548,0.2238774056859784
ACH-000549,0.1214840032246612
ACH-000550,0.18280744941586088
ACH-000552,0.16503313054164825
ACH-000556,0.1440651708590824
ACH-000557,0.2536253913677076
ACH-000569,-0.06768177139917862
ACH-000570,0.16773924440652402
ACH-000571,0.06426994814725442
ACH-000573,0.08913812949582756
ACH-000576,0.07964108760572461
ACH-000579,0.28542865937327416
ACH-000580,0.11950106810549148
ACH-000584,0.19512282789380336
ACH-000585,0.1520739393955566
ACH-000588,0.16519531789702044
ACH-000589,0.14259434986173924
ACH-000591,0.3430088238993422
ACH-000593,0.054015247289370995
ACH-000600,0.18307637342868366
ACH-000601,0.19658784289995707
ACH-000605,0.17150187778046525
ACH-000606,0.33579756636190033
ACH-000608,0.2040501843580411
ACH-000614,0.21468127401125095
ACH-000616,0.2095396170345883
ACH-000618,0.23067764521984174
ACH-000619,0.14285040120617554
ACH-000620,0.23015350984370034
ACH-000621,0.17747671635092122
ACH-000622,0.24218280574905002
ACH-000623,0.2341356784327113
ACH-000624,0.14461399763558416
ACH-000627,0.18218570108391574
ACH-000630,0.2466524557350493
ACH-000631,0.247445275856228
