,F2 (2147)
ACH-000004,-0.13772964821697758
ACH-000005,-0.06515417728352435
ACH-000007,0.009506175276034569
ACH-000009,-0.1096853897277267
ACH-000011,-0.2039442895495052
ACH-000012,-0.2636840859263833
ACH-000013,-0.331769928883523
ACH-000014,-0.3467482104160917
ACH-000015,0.009562602755369857
ACH-000017,-0.12879190813838093
ACH-000018,-0.2001842772100422
ACH-000019,-0.25545659153407885
ACH-000021,-0.30475310635796743
ACH-000022,-0.058310156031974
ACH-000025,-0.1463322661964431
ACH-000028,-0.2413913221597451
ACH-000030,-0.2687250980673137
ACH-000035,-0.3198505922718036
ACH-000036,-0.13423673974140332
ACH-000037,-0.15452039835456574
ACH-000039,-0.1283417514947637
ACH-000040,-0.2235616507168413
ACH-000041,-0.24569167039961906
ACH-000042,-0.24068858785635905
ACH-000045,-0.053255808723608924
ACH-000047,-0.12989424406764655
ACH-000052,-0.27946755904114423
ACH-000053,-0.11850685100073458
ACH-000054,0.037719640962895394
ACH-000055,0.035188440028430565
ACH-000060,-0.22171235658407912
ACH-000067,-0.2921105172846609
ACH-000070,-0.10094484402831982
ACH-000075,-0.2668294530443905
ACH-000078,-0.1668638611306512
ACH-000082,-0.16836592304982073
ACH-000085,-0.09906488965732346
ACH-000086,-0.184293861529987
ACH-000087,-0.3632839478540781
ACH-000092,-0.051051991188839296
ACH-000095,-0.04076300142628054
ACH-000097,-0.3239576069719663
ACH-000098,-0.2400870468734535
ACH-000099,-0.23460247684878224
ACH-000108,-0.05076968972083558
ACH-000113,-0.12489127572586745
ACH-000116,-0.27514480692428145
ACH-000118,-0.18894254167759367
ACH-000120,-0.17521206359766622
ACH-000123,-0.11657464240132152
ACH-000127,-0.0828492532275463
ACH-000128,-0.1111125542237635
ACH-000132,-0.10572542751108707
ACH-000133,-0.32803390815524586
ACH-000137,-0.21785535182502666
ACH-000138,-0.21928861656599696
ACH-000142,-0.37791835593638257
ACH-000143,-0.2992328785191476
ACH-000146,-0.13760667323904355
ACH-000148,-0.21557074645438806
ACH-000150,-0.14183257338309613
ACH-000152,-0.05085676027531568
ACH-000153,-0.2687286845836549
ACH-000159,-0.15058699006534654
ACH-000160,-0.12350489172097562
ACH-000163,-0.07598828513577413
ACH-000167,-0.302625098327374
ACH-000168,-0.23400063418156214
ACH-000169,-0.13752014598109635
ACH-000178,0.007537012917784945
ACH-000183,-0.1536249515925749
ACH-000188,-0.16579585991437687
ACH-000189,-0.4611807248404946
ACH-000190,-0.08034429288186139
ACH-000198,-0.1505564834868561
ACH-000203,0.4918185903253526
ACH-000204,-0.15648209988082373
ACH-000206,-0.09191708686253837
ACH-000207,-0.6013010686004858
ACH-000208,-0.03105314365028905
ACH-000210,-0.27492208953516617
ACH-000211,-0.07145678960725156
ACH-000215,-0.21539338209672854
ACH-000221,-0.08913853218967388
ACH-000222,-0.2333050666739999
ACH-000223,0.0006330366475016809
ACH-000226,-0.1003986483927936
ACH-000227,-0.2800210815939085
ACH-000228,0.00017385453610077372
ACH-000231,-0.1842751612347461
ACH-000232,-0.2050099606628676
ACH-000233,-0.014543098137246503
ACH-000234,-0.11930079988291033
ACH-000235,-0.11746544141981966
ACH-000237,-0.23580089858665015
ACH-000238,-0.16724718728636315
ACH-000242,0.09035144139820686
ACH-000243,-0.1249837449138032
ACH-000244,-0.26787518292098256
ACH-000246,-0.08674657349969203
ACH-000248,0.00929415381301794
ACH-000250,-0.08977652084731261
ACH-000251,-0.21645944188572014
ACH-000252,-0.04623084775920773
ACH-000253,-0.14149916759354395
ACH-000255,-0.07583329183284522
ACH-000256,-0.3303660441268089
ACH-000257,-0.1506104936425356
ACH-000258,-0.08375117634137616
ACH-000259,-0.1749243285859218
ACH-000260,-0.19604803137305984
ACH-000261,-0.20008588096454
ACH-000262,-0.20332897139022535
ACH-000263,-0.2641399118736887
ACH-000264,-0.1925799554415505
ACH-000265,-0.129485460169877
ACH-000266,-0.09101781931771842
ACH-000272,0.031467065217001475
ACH-000274,-0.20447498403555392
ACH-000277,-0.2636322207824379
ACH-000278,-0.2426546660441719
ACH-000279,-0.1693122393067969
ACH-000280,-0.06595535025018308
ACH-000281,-0.1191686966003514
ACH-000288,-0.14326046307041632
ACH-000291,-0.03860412033860318
ACH-000293,-0.14449807037757925
ACH-000294,-0.08501930262553475
ACH-000295,-0.3333066880193808
ACH-000296,0.024006532108240688
ACH-000302,-0.0962586187263171
ACH-000304,-0.07801275995560715
ACH-000307,-0.270073577210469
ACH-000308,-0.11026819000101924
ACH-000310,-0.13692743481992226
ACH-000311,-0.14487984078231422
ACH-000312,-0.189900093127996
ACH-000315,-0.05867143855092333
ACH-000316,-0.13554928194526858
ACH-000317,-0.15503060965518242
ACH-000318,-0.3103247787036473
