,DCLK3 (85443)
ACH-000004,0.10902670185915386
ACH-000005,-0.11325839768428812
ACH-000007,-0.11234429075107702
ACH-000009,-0.11605534797206575
ACH-000011,-0.05008739179843317
ACH-000012,-0.23482098560162165
ACH-000013,-0.034377807072314616
ACH-000014,-0.09676377264716816
ACH-000015,-0.1835812112225497
ACH-000017,-0.11386009508828665
ACH-000018,-0.1311634142442
ACH-000019,0.1015473022244248
ACH-000021,0.019751470812168468
ACH-000022,-0.04674900973379383
ACH-000025,-0.10616005031939416
ACH-000028,0.05438894184198
ACH-000030,-0.030417395998490526
ACH-000035,-0.19222910824218567
ACH-000036,0.04285954910604664
ACH-000037,-0.15948756505117706
ACH-000039,-0.06947026308978907
ACH-000040,0.008840967159270114
ACH-000041,0.02881962669674772
ACH-000042,-0.1877330408854361
ACH-000045,-0.017108028305525855
ACH-000047,-0.1759879513462868
ACH-000052,-0.0299491866418772
ACH-000053,-0.1355353385715864
ACH-000054,0.03154815198117943
ACH-000055,0.1513599642793413
ACH-000060,-0.1388453820920009
ACH-000067,-0.16964373319934808
ACH-000070,-0.07378101669791691
ACH-000075,0.03960142901193164
ACH-000078,-0.1109418098303449
ACH-000082,-0.15144192325015704
ACH-000085,0.023552138849247017
ACH-000086,-0.08827214907072092
ACH-000087,-0.04192978558462542
ACH-000092,-0.015188133875885928
ACH-000095,-0.0170724386816216
ACH-000097,-0.025692229391165985
ACH-000098,-0.09670744068215238
ACH-000099,-0.09772893162824678
ACH-000108,-0.10592851444669776
ACH-000113,-0.024927758681253364
ACH-000116,-0.1387029992172175
ACH-000118,-0.10432442669600338
ACH-000120,0.07741833745510944
ACH-000123,-0.13429686639950172
ACH-000127,-0.09312699014359564
ACH-000128,-0.15739034118940726
ACH-000132,-0.08100871687588528
ACH-000133,-0.01809297438612295
ACH-000137,-0.07853271750200755
ACH-000138,-0.06176604903472281
ACH-000142,-0.0926534037867981
ACH-000143,0.09494749187857952
ACH-000146,-0.06662561047031973
ACH-000148,-0.005226476328992863
ACH-000150,-0.3098213042123761
ACH-000152,-0.10565473810693017
ACH-000153,-0.04639909576557683
ACH-000159,-0.1281106569802355
ACH-000160,-0.11894536575319715
ACH-000163,0.012287842731806818
ACH-000167,-0.2797205934742729
ACH-000168,0.045623933305113266
ACH-000169,-0.10713944366518333
ACH-000178,-0.04752037391866647
ACH-000183,-0.11534800181916538
ACH-000188,-0.1061096382003316
ACH-000189,-0.30019720694811797
ACH-000190,-0.03378517679466821
ACH-000198,-0.18929973288515067
ACH-000203,0.1450741585979583
ACH-000204,0.0020855311423385657
ACH-000206,0.192361118368741
ACH-000207,-0.12403321314031668
ACH-000208,-0.02156238272286698
ACH-000210,-0.17180985382891453
ACH-000211,-0.0363785250974696
ACH-000215,-0.08467481165542265
ACH-000221,-0.18214249202750607
ACH-000222,-0.026246854573173217
ACH-000223,0.06721352458085811
ACH-000226,0.01089909575998708
ACH-000227,-0.1142101925915924
ACH-000228,-0.07033780196100077
ACH-000231,-0.11421594782114596
ACH-000232,-0.11366642322476744
ACH-000233,-0.10318028274599632
ACH-000234,-0.014473644658978628
ACH-000235,-0.04394842440307575
ACH-000237,0.00332467086370345
ACH-000238,-0.14446910677769614
ACH-000242,-0.3295223622487056
ACH-000243,-0.04766413795976805
ACH-000244,-0.09034420108624724
ACH-000246,-0.06054667004027031
ACH-000248,-0.2774827902494986
ACH-000250,-0.0832022259922015
ACH-000251,-0.009356816599644468
ACH-000252,-0.13046802583463732
ACH-000253,-0.12141260857037095
ACH-000255,-0.16799482446230354
ACH-000256,0.11770980874991045
ACH-000257,-0.1370409677178672
ACH-000258,0.2693721199642339
ACH-000259,-0.1689449771660993
ACH-000260,-0.058088246173593726
ACH-000261,-0.12834414297081112
ACH-000262,-0.14374615012075473
ACH-000263,-0.10023937374504496
ACH-000264,-0.09130336773727732
ACH-000265,-0.13350100338702472
ACH-000266,-0.06287049814191817
ACH-000272,-0.11367048123946252
ACH-000274,-0.18469381131728171
ACH-000277,0.004865805640517157
ACH-000278,-0.17595729320802475
ACH-000279,-0.15486787715423614
ACH-000280,-0.2358208004201017
ACH-000281,-0.0465967779892181
ACH-000288,-0.12654397510657878
ACH-000291,-0.007647644896655959
ACH-000293,-0.02731344514839104
ACH-000294,-0.1767043315097969
ACH-000295,-0.01864504541388529
ACH-000296,-0.0976535603691535
ACH-000302,-0.07989003520684153
ACH-000304,-0.09076187129254557
ACH-000307,-0.031701031164374394
ACH-000308,-0.05996504124967799
ACH-000310,-0.1007313281056194
ACH-000311,-0.05471600597020605
ACH-000312,0.025906375558689836
ACH-000315,-0.05967143751237437
ACH-000316,-0.2375257812494347
ACH-000317,-0.025800475213560704
ACH-000318,-0.11137951449868344
ACH-000319,0.04080622382727179
ACH-000320,-0.2520428228320705
ACH-000322,-0.04962889799039687
ACH-000323,-0.02068804188644722
ACH-000324,-0.08835612717768379
ACH-000329,-0.06347984624538161
ACH-000330,-0.018947239146838598
ACH-000331,-0.06956153763672092
ACH-000332,-0.02214972874754572
ACH-000334,-0.19165261467199904
ACH-000335,-0.013731134010552173
ACH-000336,-0.20637108843131585
ACH-000337,-0.20946764049001196
ACH-000338,-0.17219677996370625
ACH-000339,-0.049064544333824914
ACH-000341,-0.0945718395532221
ACH-000348,-0.044022408587767584
ACH-000350,-0.06002602220849657
ACH-000352,-0.09318440367077144
ACH-000356,-0.06472200156770598
ACH-000361,-0.006335191341632041
ACH-000362,-0.008910282026236836
ACH-000363,-0.05019903867754832
ACH-000364,0.02425255486012295
ACH-000365,-0.17417231018623042
ACH-000366,-0.02949969441349353
ACH-000368,-0.2300457517150653
ACH-000374,-0.1091773147505609
ACH-000375,-0.05147004334663287
ACH-000376,-0.1485609878443969
ACH-000381,-0.25689400352972336
ACH-000383,-0.05313913715683447
ACH-000387,-0.10631722799366132
ACH-000389,-0.12165681332678903
ACH-000390,-0.10330627928693116
ACH-000393,-0.19332554468982768
ACH-000395,-0.16991574875040996
ACH-000396,-0.2407800270765558
ACH-000397,-0.0386203826376073
ACH-000401,-0.0009949435931886983
ACH-000402,0.05225327368017984
ACH-000403,0.01735610424668485
ACH-000404,-0.0984650861448812
ACH-000406,-0.13154067118127089
ACH-000407,-0.10392293709605932
ACH-000408,0.04588320896831075
ACH-000410,-0.013579185436042128
ACH-000411,0.0015456383076309784
ACH-000414,-0.038629286596928235
ACH-000415,-0.125587284018818
ACH-000416,-0.04785717940126151
ACH-000420,-0.03730149228571121
ACH-000421,-0.13026366042447066
ACH-000424,-0.2231556974268881
ACH-000425,-0.08332615454886001
ACH-000426,0.012592681873437692
ACH-000427,0.005532608919161995
ACH-000433,-0.023866525657966344
ACH-000435,-0.14569272295731955
ACH-000436,0.07691796409281329
ACH-000444,-0.1347483546904883
ACH-000445,-0.09259446883199662
ACH-000448,-0.10510009924254103
ACH-000450,0.06963533293719164
ACH-000452,-0.07746010591021549
ACH-000454,-0.2897440009567297
ACH-000458,-0.09110405558093324
ACH-000459,-0.2131122167189375
ACH-000460,-0.058253178924482375
ACH-000461,0.14509532924186444
ACH-000463,-0.17299340685340095
ACH-000464,-0.02477405263574733
ACH-000466,-0.18578205906942735
ACH-000467,-0.01608196698192339
ACH-000468,-0.16027719480125713
ACH-000469,-0.15996136984329126
ACH-000470,0.01526704101465684
ACH-000471,-0.15039448344751866
ACH-000472,-0.11536750237247988
ACH-000473,-0.15706043420492094
ACH-000475,-0.006077080741417166
ACH-000476,0.0034718429461120296
ACH-000477,0.07703999805973707
ACH-000479,-0.06676487789035734
ACH-000480,-0.1130462228854333
ACH-000481,-0.16195604766825675
ACH-000483,-0.09495639682787814
ACH-000484,-0.052066390875069216
ACH-000485,-0.052523132449328165
ACH-000486,-0.005192081657645111
ACH-000487,-0.11166461007599007
ACH-000488,-0.13207339633929527
ACH-000490,-0.10396675176431484
ACH-000491,-0.04617584634091487
ACH-000495,-0.11853104651072012
ACH-000496,-0.07039754053577503
ACH-000499,-0.15309572838608215
ACH-000500,0.1562752097061542
ACH-000502,-0.07133324494494744
ACH-000503,0.14053656724318936
ACH-000505,-0.07095449501686475
ACH-000507,-0.019197763091780232
ACH-000510,-0.005589899741554099
ACH-000511,-0.02729064167999732
ACH-000512,-0.1644643860170302
ACH-000516,-0.022002397100595712
ACH-000517,-0.09437010034085236
ACH-000518,0.030297054383634
ACH-000520,-0.014671164829524262
ACH-000521,-0.0578143794578373
ACH-000522,-0.09049762219323752
ACH-000524,-0.06875888497609366
ACH-000527,-0.14260021889262298
ACH-000528,-0.163398794499458
ACH-000537,-0.07630134876433846
ACH-000541,0.11398305274330825
ACH-000542,-0.07029826386915695
ACH-000544,-0.2411133012444689
ACH-000545,-0.08530458556532006
ACH-000547,-0.11821607042255207
