,CTSL (1514)
ACH-000004,0.0081336739654167
ACH-000005,0.07141062292320055
ACH-000007,-0.010045496537143608
ACH-000009,0.002585418014751305
ACH-000011,0.07938461272084088
ACH-000012,0.008520949784915199
ACH-000013,0.011090177387153965
ACH-000014,0.2513837360761862
ACH-000015,-0.017672798509331043
ACH-000017,0.17695283382994556
ACH-000018,-0.011194619660243156
ACH-000019,-0.032918084413659406
ACH-000021,-0.09932872803916824
ACH-000022,0.0165162571818839
ACH-000025,0.057119897661941185
ACH-000028,0.08106624287317682
ACH-000030,0.06822711218882177
ACH-000035,-0.05654787403046128
ACH-000036,0.1610624469824633
ACH-000037,-0.06169310696279622
ACH-000039,0.2534722268409571
ACH-000040,0.18198195066800224
ACH-000041,-0.07859841122208437
ACH-000042,0.06579623421595047
ACH-000045,0.1711084084565313
ACH-000047,-0.017174170030448424
ACH-000052,-0.17443159642273065
ACH-000053,-0.001047414498771631
ACH-000054,0.143737524358996
ACH-000055,-0.10162014011710208
ACH-000060,0.05048011533041369
ACH-000067,0.05334756013872339
ACH-000070,-0.11993622916724353
ACH-000075,0.017182952233607506
ACH-000078,-0.0019296187937297344
ACH-000082,0.01784054493048749
ACH-000085,-0.0460180342066748
ACH-000086,0.04292662519425307
ACH-000087,-0.10233626391650737
ACH-000092,0.0821896910093382
ACH-000095,0.022071192002720244
ACH-000097,0.03526003862663892
ACH-000098,0.1047446858268315
ACH-000099,0.05395191284647448
ACH-000108,0.040106507761841416
ACH-000113,-0.014919770278154228
ACH-000116,0.05336285394625967
ACH-000118,0.025782142826667208
ACH-000120,-0.004680357402122029
ACH-000123,-0.07985101491349808
ACH-000127,0.07354809673008678
ACH-000128,0.03230426011628878
ACH-000132,-0.027356050622738496
ACH-000133,-0.0544082197153918
ACH-000137,0.04957391118813079
ACH-000138,0.04325459803846742
ACH-000142,0.02278752191033968
ACH-000143,0.08267866198406873
ACH-000146,-0.0886384312828664
ACH-000148,0.014554201952937378
ACH-000150,-0.020945255457811573
ACH-000152,0.018412303297046014
ACH-000153,0.03042881644509157
ACH-000159,-0.02541004076440246
ACH-000160,0.2415078616264581
ACH-000163,0.0260500470448164
ACH-000167,0.3105287600932335
ACH-000168,0.1119913751907312
ACH-000169,-0.0782311305506939
ACH-000178,0.07176495173619903
ACH-000183,0.09183952151074083
ACH-000188,0.08039909640510319
ACH-000189,0.017618937748768396
ACH-000190,0.21053476662652773
ACH-000198,0.002554312257584045
ACH-000203,-0.18262189514636104
ACH-000204,-0.07332743959097507
ACH-000206,-0.07757176574449784
ACH-000207,0.0313991875759252
ACH-000208,-0.2472737424904088
ACH-000210,0.3849406172694673
ACH-000211,0.05766758279317809
ACH-000215,0.05256497495931228
ACH-000221,0.04810406813496692
ACH-000222,0.12191594125059647
ACH-000223,0.05294086240073368
ACH-000226,0.024121632115774914
ACH-000227,0.1067906129174052
ACH-000228,0.06715224280675526
ACH-000231,0.04682930515332463
ACH-000232,0.023051856923693846
ACH-000233,0.04975369945357213
ACH-000234,-0.05212200313417848
ACH-000235,0.01235526564368038
ACH-000237,-0.06157437411580459
ACH-000238,0.04326162449219857
ACH-000242,-0.021545047435440997
ACH-000243,0.06219308671931693
ACH-000244,-0.05245009087140352
ACH-000246,0.08246142468386032
ACH-000248,0.13161046464249768
ACH-000250,-0.011907067334346641
ACH-000251,0.07210966995040642
ACH-000252,0.022072523378040488
ACH-000253,0.014086884828675927
ACH-000255,0.06505858968019716
ACH-000256,0.00988033297758402
ACH-000257,-0.11256183229251836
ACH-000258,-0.06987480308491469
ACH-000259,0.018586749825813684
ACH-000260,0.15750999970699406
ACH-000261,0.0035230911069448288
ACH-000262,-0.13517828878548616
ACH-000263,-0.041579755914531065
ACH-000264,0.08646497781665227
ACH-000265,0.1753974118645116
ACH-000266,0.057867586893625415
ACH-000272,0.024575260294973467
ACH-000274,0.054904158596111884
ACH-000277,-0.05545248455700318
ACH-000278,0.01959123356453989
ACH-000279,0.03313853568757998
ACH-000280,0.018837004625784564
ACH-000281,0.07286635269729415
ACH-000288,0.11471002431388455
ACH-000291,0.18384456094283771
ACH-000293,0.18800559642858647
ACH-000294,0.17869884078977885
ACH-000295,-0.07278789686792636
ACH-000296,0.07289690924528884
ACH-000302,0.08656291328933335
ACH-000304,0.14335884353535844
ACH-000307,0.04351572672555054
ACH-000308,0.038602944803982436
ACH-000310,0.016310896079871767
ACH-000311,0.06594673808599964
ACH-000312,0.012263846946994422
ACH-000315,0.17766259219638486
