,THRSP (7069)
ACH-000004,-0.04532655819315324
ACH-000005,-0.11306244955913207
ACH-000007,0.054748789814700334
ACH-000009,-0.11365287575358347
ACH-000011,0.0172706135559914
ACH-000012,-0.08825950268124001
ACH-000013,0.0519804579644199
ACH-000014,-0.06730546096837822
ACH-000015,-0.028008669084254964
ACH-000017,-0.08620384635863969
ACH-000018,-0.13102953108795815
ACH-000019,-0.04927399042414845
ACH-000021,-0.07186016315682207
ACH-000022,-0.023754937520160824
ACH-000025,-0.05245217823933657
ACH-000028,-0.08503882550509087
ACH-000030,-0.11955158605921512
ACH-000035,0.020376304740995745
ACH-000036,-0.06128994064202306
ACH-000037,-0.1081594022989365
ACH-000039,-0.237274832289651
ACH-000040,-0.033323178849058874
ACH-000041,-0.07345359538797826
ACH-000042,-0.11672931793066887
ACH-000045,0.08377092708456793
ACH-000047,0.019650477376265144
ACH-000052,0.0002784612399987014
ACH-000053,-0.08003599766274541
ACH-000054,0.10876899553737376
ACH-000055,-0.0596293547965918
ACH-000060,-0.051996856205631374
ACH-000067,0.053951766251535305
ACH-000070,0.015842798886038924
ACH-000075,0.19267402633837
ACH-000078,-0.12449156647842227
ACH-000082,-0.14617852852860705
ACH-000085,-0.21289456970467965
ACH-000086,-0.2475800026605912
ACH-000087,0.025189574022284916
ACH-000092,-0.10344398834868324
ACH-000095,-0.03229833312284525
ACH-000097,-0.0976055888354584
ACH-000098,-0.004984521524278012
ACH-000099,-0.08933027363654966
ACH-000108,-0.0954150048527838
ACH-000113,-0.01960504628342281
ACH-000116,-0.17753904537817414
ACH-000118,-0.2334912659889053
ACH-000120,-0.024272100446252626
ACH-000123,-0.06988298619054459
ACH-000127,-0.04277141007023776
ACH-000128,-0.10171566658370372
ACH-000132,0.027530688339711125
ACH-000133,-0.1932672587334694
ACH-000137,-0.13756444464903536
ACH-000138,-0.16733005955840505
ACH-000142,-0.2922615710981985
ACH-000143,-0.2451978904899799
ACH-000146,-0.07367896138193789
ACH-000148,0.008470919450474118
ACH-000150,-0.02373893983173546
ACH-000152,-0.13211150920992415
ACH-000153,-0.132282027532694
ACH-000159,-0.01549915128570382
ACH-000160,0.03751996689063213
ACH-000163,-0.028179299217052024
ACH-000167,0.13633760268256928
ACH-000168,-0.1001405106626475
ACH-000169,-0.03732055592684075
ACH-000178,-0.1320806278020688
ACH-000183,-0.045180105743682655
ACH-000188,-0.14983920742405385
ACH-000189,0.022843675194943174
ACH-000190,0.031624635963571256
ACH-000198,-0.16739674579359196
ACH-000203,-0.006047433266410004
ACH-000204,-0.06647408362050725
ACH-000206,0.02475660183388626
ACH-000207,-0.17948234357147652
ACH-000208,-0.26276404360322536
ACH-000210,-0.16481882706416234
ACH-000211,-0.057646296271769384
ACH-000215,-0.06897982862367212
ACH-000221,-0.030031579762891312
ACH-000222,-0.05173178916929816
ACH-000223,-0.10246922094443724
ACH-000226,-0.10848743993734394
ACH-000227,-0.0044268782451326975
ACH-000228,-0.13607934756861526
ACH-000231,-0.046476608752398674
ACH-000232,-0.07843309594379523
ACH-000233,-0.00034889351602963853
ACH-000234,0.00022976380262300825
ACH-000235,-0.01748429019677998
ACH-000237,-0.12219568815539
ACH-000238,-0.16096759176246925
ACH-000242,-0.03830581847700743
ACH-000243,0.06359988524804404
ACH-000244,-0.0942122451369604
ACH-000246,-0.13912381186730174
ACH-000248,0.06631823417891655
ACH-000250,-0.011267712172353941
ACH-000251,0.1355108228842906
ACH-000252,-0.13507846172343285
ACH-000253,-0.038332020793491406
ACH-000255,-0.0196357461415261
ACH-000256,-0.17664660864696868
ACH-000257,-0.022658412439727143
ACH-000258,0.08419015590591061
ACH-000259,-0.04213630753712008
ACH-000260,-0.027440220698987505
ACH-000261,-0.06754102394677032
ACH-000262,0.06810877391626906
ACH-000263,0.014873838264710391
ACH-000264,-0.2206556533998378
ACH-000265,-0.012461578340229628
ACH-000266,-0.039624063516774284
ACH-000272,0.021249516271845362
ACH-000274,-0.25770179021077805
ACH-000277,0.043166996948380665
ACH-000278,-0.16542593260837685
ACH-000279,-0.0575262087933685
ACH-000280,-0.04942959455742208
ACH-000281,-0.09135014192380612
ACH-000288,-0.11134834027178757
ACH-000291,0.01725031772711941
ACH-000293,-0.10781887413214772
ACH-000294,0.2007031769021549
ACH-000295,-0.18368031306274146
ACH-000296,0.02820043204909895
ACH-000302,-0.016672446757595147
ACH-000304,-0.11668679187877548
ACH-000307,0.04902440807552469
ACH-000308,-0.2047514031971008
ACH-000310,0.006931013248425267
ACH-000311,0.08682648582834165
ACH-000312,-0.19072851577407027
ACH-000315,-0.053816901212651175
ACH-000316,-0.07146453414096901
ACH-000317,0.10896306190771468
ACH-000318,-0.06894322992550328
ACH-000319,-0.12920751765248836
ACH-000320,0.05302069641510387
ACH-000322,-0.004988040429243381
ACH-000323,-0.051477621030602605
ACH-000324,0.026682711563327247
ACH-000329,-0.04195683668425737
ACH-000330,-0.1253300114762353
ACH-000331,-0.163634772242979
ACH-000332,-0.05202337499055047
ACH-000334,-0.15231471892204146
ACH-000335,-0.040236911103870864
ACH-000336,-0.03983376455891135
ACH-000337,-0.2417694328830317
ACH-000338,0.2685270993078589
ACH-000339,-0.032094051357417004
ACH-000341,-0.17860506125974562
ACH-000348,-0.0423717095906971
ACH-000350,-0.0699104248552552
ACH-000352,0.026682651562451858
ACH-000356,-0.07000512600176012
ACH-000361,-0.14263498201456926
ACH-000362,0.02827906631491032
ACH-000363,0.000990483522648747
ACH-000364,-0.2571371989556329
ACH-000365,-0.07109785754885373
ACH-000366,-0.1997801483567356
ACH-000368,-0.01858337452643106
ACH-000374,-0.17001676193468926
ACH-000375,-0.1933047655989938
ACH-000376,0.01812095743600988
ACH-000381,-0.003123355005879248
ACH-000383,-0.07787243678732718
ACH-000387,0.08359659830754038
ACH-000389,0.15630630544283666
ACH-000390,-0.0595197660896313
ACH-000393,-0.03796754680945237
ACH-000395,-0.1305264432723938
ACH-000396,0.04952874829452319
ACH-000397,-0.1561570988402713
