,GPN2 (54707)
ACH-000004,-1.035826416799266
ACH-000005,-1.3931411026243794
ACH-000007,-1.2769421416012456
ACH-000009,-1.358521638105118
ACH-000011,-0.9401031602313294
ACH-000012,-1.0302835885853447
ACH-000013,-1.4289286160166323
ACH-000014,-1.0542973954087371
ACH-000015,-1.2303329100508678
ACH-000017,-1.0715678595750924
ACH-000018,-1.1952859158915292
ACH-000019,-1.0526361141879883
ACH-000021,-1.2118161700667522
ACH-000022,-1.2063309323039142
ACH-000025,-1.0111997564856554
ACH-000028,-1.0266693944413283
ACH-000030,-1.123038301940521
ACH-000035,-1.2450032759402614
ACH-000036,-1.0928098509176678
ACH-000037,-1.258761655821388
ACH-000039,-0.9610993819053556
ACH-000040,-0.9613780210096698
ACH-000041,-0.992628961149808
ACH-000042,-1.1376044500973002
ACH-000045,-1.0893729675606254
ACH-000047,-1.1248922471593812
ACH-000052,-1.0747612052376347
ACH-000053,-1.2390190679925026
ACH-000054,-1.1328182035206038
ACH-000055,-1.0898220098730005
ACH-000060,-1.278741666569776
ACH-000067,-1.120194831951314
ACH-000070,-1.2668058049151336
ACH-000075,-0.897333750293287
ACH-000078,-1.2526625260905708
ACH-000082,-1.2222508216006838
ACH-000085,-1.1965077111994928
ACH-000086,-0.998663150082705
ACH-000087,-1.0710392539587736
ACH-000092,-1.2088870722186753
ACH-000095,-1.0646237822900266
ACH-000097,-1.033884242378105
ACH-000098,-0.9360966587075802
ACH-000099,-1.1953258424558042
ACH-000108,-1.1149207623122264
ACH-000113,-1.16836313581892
ACH-000116,-1.2481358318365026
ACH-000118,-1.0388285932648005
ACH-000120,-1.1881702344748202
ACH-000123,-0.9266982142201902
ACH-000127,-1.1451036957883272
ACH-000128,-1.1095092215610007
ACH-000132,-1.2100188467318391
ACH-000133,-1.0226203953757058
ACH-000137,-1.225416761267074
ACH-000138,-1.1591267562297427
ACH-000142,-0.8659786743567107
ACH-000143,-1.1516589293927444
ACH-000146,-1.1684537874231729
ACH-000148,-1.114625869404308
ACH-000150,-1.0955796385981913
ACH-000152,-1.178409258179386
