,LTB4R (1241)
ACH-000662,-0.3892968646291656
ACH-000663,-0.4558870300750752
ACH-000665,-0.16283892686848908
ACH-000671,-0.17974877145887153
ACH-000672,-0.3501841298881678
ACH-000673,-0.1447020161881482
ACH-000676,-0.27376222184159155
ACH-000677,-0.3766451521662059
ACH-000681,-0.20191684130652124
ACH-000683,-0.12347581905980952
ACH-000684,-0.09178466397215462
ACH-000688,-0.07528283600991763
ACH-000693,-0.27736558225236085
ACH-000694,-0.2145299738311404
ACH-000695,-0.5645791120556278
ACH-000696,-0.31678868308222863
ACH-000697,-0.26193629648474154
ACH-000699,-0.2001076153907924
ACH-000701,-0.20806057725040852
ACH-000706,-0.3745763296241607
ACH-000711,-0.32273361057529115
ACH-000713,-0.4127086562166116
ACH-000714,-0.093838233045553
ACH-000718,-0.16993594284197286
ACH-000720,-0.319565618259729
ACH-000721,-0.2514982601949836
ACH-000724,-0.406911036225522
ACH-000725,-0.1364146494481446
ACH-000732,-0.3510865631744929
ACH-000734,-0.21199177699801156
ACH-000735,-0.265285761153338
ACH-000736,-0.31281668988266603
ACH-000738,-0.3765424615926213
ACH-000746,-0.08830188881896844
ACH-000747,-0.3541748447657264
ACH-000748,-0.10010631496968923
ACH-000753,-0.325790785874919
ACH-000756,-0.07519286645627604
ACH-000757,-0.18937052006899166
ACH-000758,-0.2097402910692202
ACH-000760,-0.18900287939638685
ACH-000762,-0.15421603409917287
ACH-000763,-0.22722129247107514
ACH-000764,-0.2637241007427632
ACH-000765,-0.3061984036157949
ACH-000766,-0.2650761085544666
ACH-000767,-0.11770747987460806
ACH-000768,-0.15279321707555235
ACH-000769,-0.4591108911706062
ACH-000770,-0.313536477253536
ACH-000771,-0.14370066768229067
ACH-000773,-0.07066871498188917
ACH-000776,-0.3102220952295228
ACH-000777,-0.24478247698967395
ACH-000778,-0.1846913635680462
ACH-000781,-0.2419345756690095
ACH-000782,-0.1872359219677766
ACH-000783,-0.31459591221510336
ACH-000784,-0.15813921920164534
ACH-000785,-0.011310142629365449
ACH-000787,-0.1290167418342163
ACH-000788,-0.16832704766534218
ACH-000791,-0.31035996113286063
ACH-000792,-0.16089024947566932
ACH-000794,-0.3346757138863368
ACH-000796,-0.3720363011376103
ACH-000798,-0.2349324085832946
ACH-000799,-0.2277855702984035
ACH-000800,-0.4758650525055538
ACH-000802,-0.21920641330566376
ACH-000804,-0.3069317103447362
ACH-000805,-0.3621123973223773
ACH-000809,-0.11832855304663592
ACH-000810,-0.3854897487707022
ACH-000811,-0.11925110880095152
ACH-000817,-0.2818999662802281
ACH-000819,-0.2079261525047599
ACH-000820,-0.22119897895182375
ACH-000821,-0.24178388956005525
ACH-000822,-0.27706748877885723
ACH-000823,-0.2990189913776401
ACH-000824,-0.33542208905087145
ACH-000827,-0.3117694400556153
ACH-000829,-0.38895744362350604
ACH-000831,-0.3115636841744735
ACH-000832,-0.3162248568940549
ACH-000833,-0.14753117967736612
ACH-000834,-0.14974520135744973
ACH-000835,-0.2142017828250056
ACH-000836,-0.4648931890749773
ACH-000837,-0.2535562855473146
ACH-000838,-0.3521687503238637
ACH-000839,-0.3553274614235607
ACH-000840,-0.19859847738547165
ACH-000841,-0.42624073408812735
ACH-000843,-0.4868370645503883
ACH-000846,-0.12891665406777902
ACH-000847,-0.25133827483039384
ACH-000848,-0.2352645343900791
ACH-000849,-0.47884481730055
ACH-000851,-0.1603274261865803
ACH-000855,-0.14528833480506045
ACH-000856,-0.21160265444029908
ACH-000858,-0.2715892271667558
ACH-000859,-0.5181947240984532
ACH-000861,-0.2216500615899775
ACH-000862,-0.10913799796844284
ACH-000865,-0.2835608594781501
ACH-000866,-0.2113800323602948
ACH-000867,-0.17406281577883925
ACH-000869,-0.19983454937897524
ACH-000872,-0.20891886810141067
ACH-000873,-0.22407077224150032
ACH-000876,-0.3273136890693697
ACH-000878,-0.28579059273405744
ACH-000880,-0.3696293847679892
ACH-000881,-0.1460450006185078
ACH-000882,-0.12129314874119705
ACH-000884,-0.3913499067177752
ACH-000885,-0.31483557738693074
ACH-000887,-0.35495096129343906
ACH-000889,-0.35983807236565346
ACH-000896,-0.1834603756901189
ACH-000898,-0.3739667806435466
ACH-000900,-0.38683171691089
ACH-000901,-0.21714872534199176
ACH-000905,-0.32907401749514953
ACH-000906,-0.2268826469924994
ACH-000907,-0.16128539879385884
ACH-000910,-0.0924829590246937
ACH-000911,-0.22281175740166215
ACH-000912,-0.3551076679599164
ACH-000913,-0.2786672541832527
ACH-000915,-0.08655411140992961
ACH-000916,-0.2508628516585372
ACH-000917,-0.6086587717797612
ACH-000920,-0.16002282167188475
ACH-000921,-0.2570628390267315
ACH-000924,-0.1824032556129649
ACH-000926,-0.1332823286343368
ACH-000928,-0.22563441828203545
ACH-000929,-0.36514632108365214
ACH-000932,-0.4154820886325414
ACH-000935,-0.07457174866417343
ACH-000936,-0.3101499390515191
ACH-000937,-0.391134457493812
ACH-000938,-0.3756578691290584
ACH-000939,-0.29845557567360753
ACH-000941,-0.3288342162057194
ACH-000943,-0.3015610685192292
ACH-000946,-0.3536637492004853
ACH-000947,-0.34770495055521977
ACH-000948,-0.3980082280659856
ACH-000950,-0.3552741408007864
ACH-000953,-0.4660778022767748
ACH-000954,-0.2928635873420406
ACH-000957,-0.486727712606318
ACH-000958,-0.3160787242459231
ACH-000960,-0.21822290636787675
ACH-000963,-0.5164777133904846
ACH-000968,-0.16017017270750286
ACH-000969,-0.32402207733984884
ACH-000972,-0.38728278037457375
ACH-000973,-0.19458011731216726
ACH-000974,-0.2175244415773438
ACH-000978,-0.07274974347819835
ACH-000984,-0.14875590797639354
ACH-000986,-0.2948476893993585
ACH-000988,-0.2418574365370833
ACH-000993,-0.23983228743593976
ACH-000994,-0.07843161745914848
ACH-000996,-0.18163979467274316
ACH-001001,-0.2469911346512207
ACH-001020,-0.15725486924602328
ACH-001028,-0.3204778342280649
ACH-001031,-0.2016977001945923
ACH-001038,-0.32642034724196944
ACH-001048,-0.17882020058393566
ACH-001050,-0.3357243877363068
ACH-001053,-0.07606623073749727
ACH-001054,-0.2283451034173589
ACH-001061,-0.3467330917498732
ACH-001067,-0.2967953302950753
ACH-001075,-0.2472288377022808
ACH-001096,-0.3131079180169593
ACH-001111,-0.01891080532127976
ACH-001119,-0.3557317198404528
ACH-001128,-0.2234830562670744
ACH-001134,-0.2256910838685701
ACH-001151,-0.21452345200470435
ACH-001163,-0.21449931530815125
ACH-001164,-0.16917801921652456
ACH-001183,-0.4096523622740068
ACH-001192,-0.3101969759365547
ACH-001193,0.0876023461135288
ACH-001196,-0.37434291964354055
ACH-001197,-0.21915106167034049
ACH-001205,-0.3267926930897761
ACH-001211,-0.23524670743986065
ACH-001212,-0.1213622773525318
ACH-001228,-0.13267671077936688
ACH-001232,-0.3473381175236672
ACH-001239,-0.18616287128005807
ACH-001270,-0.2943459812847005
ACH-001274,-0.2506856836616872
ACH-001275,-0.167920016200123
ACH-001277,-0.4146871206247562
ACH-001278,-0.22144523692099746
ACH-001280,-0.1403116718487938
ACH-001283,-0.1836329098358948
ACH-001289,-0.3715739764548207
ACH-001300,-0.2582953710605446
ACH-001301,-0.16919443332332088
ACH-001302,-0.3618311245452683
ACH-001306,-0.13373805347291032
ACH-001318,-0.26217059084971905
ACH-001322,-0.22774509913632626
ACH-001328,-0.17675823484960948
ACH-001332,-0.3654893920274556
ACH-001336,-0.27895474384658736
ACH-001346,-0.378527830275836
ACH-001353,-0.19050268190809425
ACH-001354,-0.2312963143038323
ACH-001367,-0.5624809683514629
ACH-001368,-0.24455762592301136
ACH-001374,-0.2110873599888194
ACH-001377,-0.1750961482805933
ACH-001380,-0.28656836073562925
ACH-001391,-0.2912255377057166
ACH-001408,-0.3450920096057188
ACH-001430,0.2483742728195291
ACH-001431,-0.2370100587248451
ACH-001450,-0.1784191253857063
ACH-001496,-0.3579737099294998
ACH-001500,-0.18387958379698005
ACH-001523,-0.20509682853350605
ACH-001532,-0.2435260550984384
ACH-001550,-0.30725409906397994
ACH-001552,-0.19160526997873456
ACH-001554,-0.15853294672727633
ACH-001654,-0.1754525611475331
ACH-001735,-0.2698669702898237
ACH-001736,-0.1968372289707474
ACH-001737,-0.344913539476493
ACH-001740,-0.1815538628318613
ACH-001745,-0.2775685107709286
ACH-001765,-0.2864789371885355
