,LTB4R (1241)
ACH-000004,-0.023287786902265663
ACH-000005,0.17730662624792154
ACH-000007,-0.3018991076615823
ACH-000009,-0.1810603453488971
ACH-000011,-0.08207412084441942
ACH-000012,-0.222349387295128
ACH-000013,-0.17751530409230892
ACH-000014,-0.2769674775843245
ACH-000015,-0.14711499886273965
ACH-000017,-0.4014383898433754
ACH-000018,-0.4325932037823029
ACH-000019,-0.274357391532849
ACH-000021,-0.20646094411175744
ACH-000022,-0.09789557361559943
ACH-000025,-0.049040340622351804
ACH-000028,-0.19595277149729104
ACH-000030,-0.2677858617841097
ACH-000035,-0.2397058180152305
ACH-000036,-0.21423143502691785
ACH-000037,-0.33406948440716583
ACH-000039,-0.15405143433652455
ACH-000040,-0.09322636053199276
ACH-000041,-0.3176653137182052
ACH-000042,-0.1667924665752376
ACH-000045,-0.10080940275750636
ACH-000047,-0.3950007052800129
ACH-000052,-0.11597351758430915
ACH-000053,-0.22831085881417545
ACH-000054,-0.13296049612070648
ACH-000055,-0.16074088661089486
ACH-000060,-0.1788707552344228
ACH-000067,-0.3056558399912687
ACH-000070,-0.2742488184133119
ACH-000075,-0.4158549194650343
ACH-000078,-0.036911683525249664
ACH-000082,-0.21926359352680092
ACH-000085,-0.19448477397350356
ACH-000086,-0.1824384365620355
ACH-000087,-0.2688929447396765
ACH-000092,-0.26349309736698673
ACH-000095,-0.3969804443237139
ACH-000097,-0.3404249828442058
ACH-000098,-0.21213895910717645
ACH-000099,-0.16239683571007876
ACH-000108,-0.19612136341483885
ACH-000113,-0.20474998355936933
ACH-000116,-0.14229641093247114
ACH-000118,-0.25117626000048
ACH-000120,-0.14097832930935222
ACH-000123,-0.2388210182891762
ACH-000127,-0.2324884508568069
ACH-000128,-0.17581374137362146
ACH-000132,-0.16102482771999369
ACH-000133,-0.2310541512628973
ACH-000137,-0.2023679539193836
ACH-000138,-0.21647978653856556
ACH-000142,-0.19606599223305646
ACH-000143,-0.2482542727373583
ACH-000146,-0.2212384393518667
ACH-000148,-0.3967916917305903
ACH-000150,0.04921252005561756
ACH-000152,-0.2732300803223809
ACH-000153,-0.1496170786841966
ACH-000159,-0.24189529491894474
ACH-000160,-0.3618157810562358
ACH-000163,-0.3910900035618809
ACH-000167,0.11071547670493533
ACH-000168,-0.4044825630338111
ACH-000169,-0.15130868615331292
ACH-000178,-0.15593841013964074
ACH-000183,-0.2743786792942455
ACH-000188,-0.2596838977681623
ACH-000189,-0.33057384845871546
ACH-000190,0.04369719089757002
ACH-000198,-0.25691016619710144
ACH-000203,0.2869579775582465
ACH-000204,0.06699533699499999
ACH-000206,-0.30673491002451075
ACH-000207,-0.31539347677538
ACH-000208,-0.14279922557774738
ACH-000210,-0.4313573172112009
ACH-000211,-0.2681143967596609
ACH-000215,-0.2426739682014915
ACH-000221,-0.32358835628122495
ACH-000222,-0.16903770555680342
ACH-000223,-0.10658061835120278
ACH-000226,-0.3526539520213737
ACH-000227,-0.1678797612033519
ACH-000228,-0.30740419443046163
ACH-000231,-0.2324753755815104
ACH-000232,-0.2078243868560474
ACH-000233,-0.2189261181795936
ACH-000234,-0.16102935541327926
ACH-000235,-0.260685850156662
ACH-000237,-0.037750097078940864
ACH-000238,-0.09117597179203636
ACH-000242,-0.4528252307325245
ACH-000243,-0.29556282291241776
ACH-000244,-0.2184716393020324
ACH-000246,-0.2532150722744561
ACH-000248,-0.5350643333667956
ACH-000250,-0.340139545530623
ACH-000251,0.013382609925114863
ACH-000252,-0.4245672815444739
ACH-000253,-0.19177846408909374
ACH-000255,-0.16184633573984242
ACH-000256,-0.09474176137053772
ACH-000257,-0.21036839850021327
ACH-000258,-0.2529921527857593
ACH-000259,-0.2851849597474005
ACH-000260,-0.3135179143370856
ACH-000261,-0.22306819610562356
ACH-000262,-0.30085589487919256
ACH-000263,0.0001538309123165859
ACH-000264,-0.25436702923437005
ACH-000265,-0.1258916644282688
ACH-000266,-0.19034835018674207
ACH-000272,-0.21301478425736498
ACH-000274,-0.12804323166259782
ACH-000277,-0.13245216991390346
ACH-000278,-0.2397143638225705
ACH-000279,-0.27012022356406473
ACH-000280,-0.2937036733429285
ACH-000281,-0.18292339130285465
ACH-000288,-0.3092292252500952
ACH-000291,-0.12954551038283624
ACH-000293,-0.239603202606758
ACH-000294,-0.2084310187788764
ACH-000295,-0.036596876043518266
ACH-000296,-0.21626341987179276
ACH-000302,-0.24956183866320655
ACH-000304,-0.3313120581227475
ACH-000307,-0.3631711469731577
ACH-000308,-0.1547809731339034
ACH-000310,-0.15575330365445145
ACH-000311,-0.40136596344535297
ACH-000312,-0.08771008880129523
ACH-000315,-0.3302283429004537
ACH-000316,-0.02553699504582359
ACH-000317,-0.26857610656523684
ACH-000318,-0.20780433766117487
ACH-000319,-0.2656108047046514
ACH-000320,-0.12742355668552655
ACH-000322,-0.2565250053195806
ACH-000323,-0.3736759805182333
ACH-000324,-0.1955336416521904
ACH-000329,-0.20424491081763055
ACH-000330,-0.2932478248037509
ACH-000331,-0.15391420875372971
ACH-000332,-0.24133004938526784
ACH-000334,-0.4073100531925532
ACH-000335,-0.4416372526332187
ACH-000336,-0.5456129199614316
ACH-000337,-0.6045532830210723
ACH-000338,0.3174248730688005
ACH-000339,-0.20983438722612227
ACH-000341,-0.2929998333812205
ACH-000348,-0.1624428863121866
ACH-000350,-0.25379523581909325
ACH-000352,-0.36919425106363657
ACH-000356,-0.2268083671775344
ACH-000361,-0.06114958691220292
ACH-000362,-0.12959527199149853
ACH-000363,-0.23916236601653426
ACH-000364,-0.19522094007219484
ACH-000365,-0.18318610801454369
ACH-000366,-0.2047430577600048
ACH-000368,-0.4315711624659711
ACH-000374,-0.09186654812395056
ACH-000375,-0.30189346978894993
ACH-000376,-0.2603645732687581
ACH-000381,-0.22437640412870624
ACH-000383,-0.2409702184379712
ACH-000387,-0.23573544701256974
ACH-000389,-0.11993260936996925
ACH-000390,-0.1592266585189709
ACH-000393,-0.4442285858709816
ACH-000395,-0.1975214560906574
ACH-000396,-0.4536988429843906
ACH-000397,-0.23445252623912946
ACH-000401,-0.4255057734481304
ACH-000402,-0.15955087461847128
ACH-000403,-0.2784437769104636
ACH-000404,-0.02495430605955567
ACH-000406,-0.28176094637002264
ACH-000407,-0.24704058029330575
ACH-000408,-0.032010065921681194
ACH-000410,-0.23118066972622886
ACH-000411,-0.287573901045786
ACH-000414,-0.10399082854961217
ACH-000415,-0.2844035077823776
ACH-000416,-0.2679154419516029
ACH-000420,0.03272357951099244
ACH-000421,-0.2258803240228004
ACH-000424,-0.17628779450317733
ACH-000425,-0.2714185887649173
ACH-000426,-0.08962508330155995
ACH-000427,-0.3587447688501516
ACH-000433,-0.3895004743468079
ACH-000435,-0.3902974006752536
ACH-000436,0.08781449326807708
ACH-000444,-0.19445959826447107
ACH-000445,-0.21674134646026985
ACH-000448,-0.2726800370790048
ACH-000450,-0.11821160739122337
ACH-000452,-0.2059186506168232
ACH-000454,-0.2864535841961637
ACH-000458,-0.2483808925087048
ACH-000459,-0.4668990572023425
ACH-000460,-0.2593169900044554
ACH-000461,-0.2549637207007512
ACH-000463,-0.31627920481480826
ACH-000464,-0.16960124734553994
ACH-000466,-0.09795252383805053
ACH-000467,-0.3107474335783173
ACH-000468,-0.2201833715147532
ACH-000469,-0.2281628824548174
ACH-000470,-0.1755742108099934
ACH-000471,-0.28052877759498845
ACH-000472,-0.2706464315324565
ACH-000473,-0.37365696264251774
ACH-000475,-0.2987385945670237
ACH-000476,-0.365279046471206
ACH-000477,-0.2795008845452317
ACH-000479,-0.24890744667913256
ACH-000480,-0.14551036067096
ACH-000481,-0.4832573671902778
ACH-000483,-0.2616421135680706
ACH-000484,-0.13944818648671073
ACH-000485,-0.23071024107415794
ACH-000486,-0.25804847305826323
ACH-000487,-0.047884426914385415
ACH-000488,-0.2221139429899216
ACH-000490,-0.3853310666623612
ACH-000491,0.006414743942332544
ACH-000495,-0.3766979130146713
ACH-000496,-0.1935834176782034
ACH-000499,-0.31616485059582505
ACH-000500,-0.2099898009114744
ACH-000502,-0.24448922163532225
ACH-000503,-0.1515384583820639
ACH-000505,-0.14663150619750706
ACH-000507,-0.22175277026382986
ACH-000510,-0.19702409845725016
ACH-000511,-0.26318840647502395
ACH-000512,-0.22612299786300916
ACH-000516,-0.30637664593254443
ACH-000517,-0.18546186604755835
ACH-000518,-0.2363830977306452
ACH-000520,-0.36582865648454216
ACH-000521,-0.2345043467650264
ACH-000522,-0.2791248285542912
ACH-000524,-0.17710925600691008
ACH-000527,-0.2195917222302772
ACH-000528,-0.2235840800180883
ACH-000537,-0.005530734426599721
ACH-000541,-0.16227736564215214
ACH-000542,-0.11951121977228553
ACH-000544,-0.4055461678833557
ACH-000545,-0.2941617482130213
ACH-000547,-0.3228240408236659
ACH-000548,-0.0951054198054101
ACH-000549,-0.2438906525599196
ACH-000550,-0.17676920941426635
ACH-000552,-0.35807746443904204
ACH-000556,-0.25741303652025577
ACH-000557,-0.13355526143037075
ACH-000569,0.0012136682084409967
ACH-000570,-0.28420766231719896
ACH-000571,-0.2960311710275842
ACH-000573,-0.21351683301725197
ACH-000576,-0.3030854614866917
ACH-000579,-0.1924542421699104
ACH-000580,-0.19740143931214446
ACH-000584,-0.32824033372114936
ACH-000585,-0.1752002732334824
ACH-000588,-0.26181556512924137
ACH-000589,-0.33456325542613713
ACH-000591,-0.2542290388512236
ACH-000593,-0.11207629682896862
ACH-000600,-0.2831926438383233
ACH-000601,-0.25672666991455784
ACH-000605,-0.16978172888158646
ACH-000606,-0.20412150670008786
ACH-000608,-0.21045204165951956
ACH-000614,-0.4973717264437994
ACH-000616,-0.2459620554701632
ACH-000618,-0.1635669781680049
ACH-000619,-0.3450727194619503
ACH-000620,-0.22286735373038336
ACH-000621,-0.1056532612057073
ACH-000622,-0.356355125867814
ACH-000623,-0.3660629435625611
ACH-000624,-0.28795172230082
ACH-000627,-0.16865301040460665
ACH-000630,-0.18349762598456548
ACH-000631,-0.6236708591205894
ACH-000632,-0.25595781773098303
ACH-000633,-0.2161398008469649
ACH-000637,-0.105399768449029
ACH-000638,-0.3391478879646859
ACH-000646,-0.19667205690731102
ACH-000647,-0.10012381231670132
ACH-000648,-0.174885194798478
ACH-000649,-0.23353958219866386
ACH-000651,-0.22495275518698574
ACH-000652,-0.17175220650723458
ACH-000653,-0.1594778807725055
ACH-000657,-0.3340021943724488
ACH-000658,-0.06166986188315177
ACH-000661,-0.2328923170231301
