,ILF2 (3608)
ACH-000004,-0.9684845459024064
ACH-000005,-1.1032808957174345
ACH-000007,-0.4753109800582356
ACH-000009,-0.7777572925003038
ACH-000011,-0.6855423000569519
ACH-000012,-0.9173536045145996
ACH-000013,-0.8722723053912654
ACH-000014,-1.184290308292429
ACH-000015,-0.900751150251746
ACH-000017,-0.6436573915010589
ACH-000018,-0.9690248743842428
ACH-000019,-0.8164157778946068
ACH-000021,-0.9563450776120558
ACH-000022,-1.0300942743804686
ACH-000025,-0.8280669292722949
ACH-000028,-0.8517951435926775
ACH-000030,-0.9738877862740356
ACH-000035,-0.7406447621897951
ACH-000036,-0.8982922501899578
ACH-000037,-0.9553884921264186
ACH-000039,-1.213672535304216
ACH-000040,-1.0547440732559523
ACH-000041,-0.8974961474426333
ACH-000042,-0.9644703333621998
ACH-000045,-0.908692627924087
ACH-000047,-0.797675641018644
ACH-000052,-0.7618378847714966
ACH-000053,-0.6695382743033503
ACH-000054,-1.033296015957933
ACH-000055,-0.960531642242839
ACH-000060,-1.044663090982375
ACH-000067,-0.8484870515228292
ACH-000070,-0.8604215465697395
ACH-000075,-0.8848205647865063
ACH-000078,-0.7367612102380916
ACH-000082,-0.6829921145785705
ACH-000085,-0.6608521039635339
ACH-000086,-1.0526535144112903
ACH-000087,-0.6726257342770073
ACH-000092,-0.8225824262816176
ACH-000095,-0.8194149031160213
ACH-000097,-0.7263681850087581
ACH-000098,-1.0773495091974028
ACH-000099,-0.962840039665352
ACH-000108,-1.089335810445876
ACH-000113,-0.8841036941628363
ACH-000116,-0.9134810132958864
ACH-000118,-0.9562803134216484
ACH-000120,-0.7753815571654596
ACH-000123,-0.8347598213802621
ACH-000127,-0.8535163703508879
ACH-000128,-0.6161018190793858
ACH-000132,-0.8436380621363574
ACH-000133,-0.8383975031330146
ACH-000137,-0.8657200494302678
ACH-000138,-0.8612964686103243
ACH-000142,-0.9444569165676056
ACH-000143,-0.8162599139329465
ACH-000146,-0.6652686743967248
ACH-000148,-0.8644699066382895
ACH-000150,-0.7877211317425005
ACH-000152,-0.6969152729974578
ACH-000153,-0.8509418454450163
ACH-000159,-0.9567769659088452
ACH-000160,-0.6560625806839697
ACH-000163,-0.9082111703756072
ACH-000167,-0.4961224803153626
ACH-000168,-0.8527817466746722
ACH-000169,-0.8171689573352451
ACH-000178,-0.9262641137212182
ACH-000183,-0.7490227891657373
ACH-000188,-0.7406937268554136
ACH-000189,-1.1070497892975268
ACH-000190,-0.8559024557203685
ACH-000198,-0.9866420799571434
ACH-000203,-0.5745090860523917
ACH-000204,-0.7581252747350609
ACH-000206,-0.970297206523573
ACH-000207,-0.5117299356824514
ACH-000208,-0.8774603021486984
ACH-000210,-0.9643173108503624
ACH-000211,-0.9215738164484992
ACH-000215,-0.8398988772845024
ACH-000221,-0.686158954317914
ACH-000222,-0.9088563408553516
ACH-000223,-0.7551320019483051
ACH-000226,-0.7655542572661168
ACH-000227,-0.5088283184473955
ACH-000228,-0.9865522980933686
ACH-000231,-0.9371045493353024
ACH-000232,-0.90143403970088
ACH-000233,-0.7203926773751634
ACH-000234,-0.8304802088396609
ACH-000235,-0.987260279988604
ACH-000237,-0.9346140753042448
ACH-000238,-0.8748004307389704
ACH-000242,-0.9981451227546992
ACH-000243,-0.8824618240788373
ACH-000244,-1.0965148804500138
ACH-000246,-0.8216003600056864
ACH-000248,-0.7226126782463586
ACH-000250,-1.0101071104012254
ACH-000251,-0.9748569810291248
ACH-000252,-1.108229481740653
ACH-000253,-0.9851429775207792
ACH-000255,-0.9394528719285704
ACH-000256,-0.857082373179582
ACH-000257,-0.8097182527369952
ACH-000258,-0.8833606627519008
ACH-000259,-0.9021926629010341
ACH-000260,-0.6995291317495838
ACH-000261,-0.7254124765642164
ACH-000262,-0.7860349546518486
ACH-000263,-0.8682868154325742
ACH-000264,-0.9629771908392069
ACH-000265,-0.8611648041397328
ACH-000266,-0.8690732476586539
ACH-000272,-0.6663462716438424
ACH-000274,-0.6627433491757789
ACH-000277,-0.5613705154927883
ACH-000278,-0.8248261719248116
ACH-000279,-0.9559731545896568
ACH-000280,-0.8643341672619301
ACH-000281,-0.9106451826233668
ACH-000288,-0.9633834933333126
ACH-000291,-0.8089746900443833
ACH-000293,-0.7564592905882876
ACH-000294,-0.9868254257023332
ACH-000295,-0.9737962441629856
ACH-000296,-0.9621096664874694
ACH-000302,-0.6516543926059719
ACH-000304,-0.5616784689883488
ACH-000307,-0.9453828461189738
ACH-000308,-0.6718667547679485
ACH-000310,-0.7057723546822401
ACH-000311,-0.9110855371649988
ACH-000312,-0.7231239034629358
ACH-000315,-1.003956171827632
ACH-000316,-0.7795480356441293
ACH-000317,-1.265808443300489
ACH-000318,-0.9966831147361628
ACH-000319,-0.8851168153872304
ACH-000320,-0.8630611717062187
ACH-000322,-0.7963248240207305
ACH-000323,-0.9555827148832954
ACH-000324,-0.7739524401854923
ACH-000329,-0.7917147849115497
ACH-000330,-0.7335326645864635
ACH-000331,-1.063415362493262
ACH-000332,-0.7065382516440085
ACH-000334,-0.9227138875100932
ACH-000335,-0.927227041194576
ACH-000336,-0.7049471089944392
ACH-000337,-0.6727471061467125
ACH-000338,-0.9667608637863432
ACH-000339,-0.9957654818093356
ACH-000341,-0.8594725702290968
ACH-000348,-0.9002245149054715
ACH-000350,-0.7776422023987982
ACH-000352,-0.8067885155135722
ACH-000356,-1.0497548111232833
ACH-000361,-0.9547572274825796
ACH-000362,-0.9047280401121433
ACH-000363,-0.7065985280750633
ACH-000364,-0.9027651920260782
ACH-000365,-1.0383066237717873
ACH-000366,-0.7232798694200003
ACH-000368,-0.9518002160645092
ACH-000374,-0.9989374873906429
ACH-000375,-0.7639813809257932
ACH-000376,-0.9331658479257064
ACH-000381,-0.9695771103588732
ACH-000383,-0.8106540081294695
ACH-000387,-1.132820749302177
ACH-000389,-0.8096754918605548
ACH-000390,-0.8487214805860827
ACH-000393,-0.9748436271502484
ACH-000395,-0.9184404339115314
ACH-000396,-1.0012306104246915
ACH-000397,-0.9840096184771376
ACH-000401,-0.929761818726468
ACH-000402,-0.6319233790964788
ACH-000403,-0.8771903832237341
ACH-000404,-0.7489852619002847
ACH-000406,-0.8886898359066654
ACH-000407,-0.8607458775029113
ACH-000408,-0.8547507764622646
ACH-000410,-0.8258187441170407
ACH-000411,-0.930912752527104
ACH-000414,-0.8644465000933806
ACH-000415,-1.1134061531941188
ACH-000416,-0.8549348660718374
ACH-000420,-0.7217638217329573
ACH-000421,-0.94422838587759
ACH-000424,-0.8191538623256023
ACH-000425,-0.7647095175582985
ACH-000426,-1.0782610684481502
ACH-000427,-0.7365754738472694
ACH-000433,-0.8735851737989774
ACH-000435,-1.2233740712955363
ACH-000436,-0.9441588016540228
ACH-000444,-0.9001880267144375
ACH-000445,-0.6712669484889268
ACH-000448,-0.658774003083301
ACH-000450,-0.8242533605418535
ACH-000452,-1.1227650937543807
ACH-000454,-0.9954116439777028
ACH-000458,-0.9453564854993884
ACH-000459,-0.6426065741984688
ACH-000460,-1.0188104162061138
ACH-000461,-0.8740001848243485
ACH-000463,-0.9755010271841794
ACH-000464,-0.8411044056671456
ACH-000466,-1.0173301310900522
ACH-000467,-0.7920136285385672
ACH-000468,-0.8889721632992839
ACH-000469,-0.8461898483155477
ACH-000470,-0.7961169501017664
ACH-000471,-0.9345023350916346
ACH-000472,-0.8329005361967096
ACH-000473,-1.0650813477421188
ACH-000475,-0.7085196732430931
ACH-000476,-1.12038805224279
ACH-000477,-0.6609311587939812
ACH-000479,-0.8255238289942075
ACH-000480,-0.7450933420565437
ACH-000481,-1.0227859989994754
ACH-000483,-0.7635407532846684
ACH-000484,-0.8369895200519235
ACH-000485,-0.9424623951629508
ACH-000486,-0.8936181202862616
ACH-000487,-0.8226793284339442
ACH-000488,-0.7953823242160382
ACH-000490,-0.9247907177593208
ACH-000491,-0.4045750316461126
ACH-000495,-1.066993886042692
ACH-000496,-0.8891957194920364
ACH-000499,-0.8333551292821458
ACH-000500,-1.3807874521727004
ACH-000502,-0.8047559400452364
ACH-000503,-1.0913304367339758
ACH-000505,-0.8082066436011237
ACH-000507,-0.8348512151877656
ACH-000510,-1.0435979867452323
ACH-000511,-0.7695558562902411
ACH-000512,-0.8908695020411502
ACH-000516,-1.2583280516218067
ACH-000517,-0.6807005578829471
ACH-000518,-0.9398391807320332
ACH-000520,-0.9204922300393849
ACH-000521,-0.8402501651995796
ACH-000522,-1.0897630665762166
ACH-000524,-0.5609262164218672
ACH-000527,-0.9055282700857628
ACH-000528,-0.7914606858586569
ACH-000537,-0.8045846734992861
ACH-000541,-0.7322089071779955
ACH-000542,-0.8933469863563835
ACH-000544,-0.9442065099537196
ACH-000545,-0.8497777701333717
ACH-000547,-0.8470633071025373
ACH-000548,-0.9058260619708712
ACH-000549,-0.6794261957160602
ACH-000550,-0.8131766415807248
ACH-000552,-0.973019586967104
ACH-000556,-0.8509580404077453
ACH-000557,-0.8412280465689823
ACH-000569,-0.5850453268743614
ACH-000570,-0.7404488201577494
ACH-000571,-0.5755313152998967
ACH-000573,-0.953188779714344
ACH-000576,-0.8339122670479235
ACH-000579,-0.8044144144591916
ACH-000580,-0.9713580515885074
ACH-000584,-0.8653874852395931
ACH-000585,-0.9749282901442814
ACH-000588,-1.0637472918682604
ACH-000589,-0.4848989091727208
ACH-000591,-0.6832132375855415
ACH-000593,-0.9187443380051316
ACH-000600,-0.8098974800247252
ACH-000601,-0.8882472499282655
ACH-000605,-0.6969217801212031
ACH-000606,-1.0448828020339802
ACH-000608,-0.3595476361814139
ACH-000614,-1.002329419658632
ACH-000616,-1.1440732414455392
ACH-000618,-0.813106555827833
ACH-000619,-0.9928442677013076
ACH-000620,-0.8745360929421343
ACH-000621,-0.3965091307386429
ACH-000622,-0.617999523992088
ACH-000623,-0.7720006264714434
ACH-000624,-0.7985358303272463
ACH-000627,-0.7240134093353231
ACH-000630,-0.8106582279781677
ACH-000631,-0.9819844379803778
ACH-000632,-0.8668809444477009
ACH-000633,-0.8069429333167801
ACH-000637,-0.8347295865169955
ACH-000638,-1.015498130329198
ACH-000646,-0.8415375900006363
ACH-000647,-0.8564674281347564
ACH-000648,-0.9160909372823468
ACH-000649,-0.8404261628019967
ACH-000651,-0.9561687460058916
ACH-000652,-0.7937487352641905
ACH-000653,-0.7881967740948594
ACH-000657,-0.8284259938223797
ACH-000658,-0.8750153973747027
ACH-000661,-0.8607343342760203
ACH-000662,-0.4406676931006846
ACH-000663,-0.7321716331724357
ACH-000665,-0.8736196835906657
ACH-000671,-0.7878910477647008
ACH-000672,-1.074730884216068
ACH-000673,-1.0414338074526754
ACH-000676,-1.0067397269300746
ACH-000677,-0.5868244260447135
ACH-000681,-0.9612348443003834
ACH-000683,-0.6161708986421472
ACH-000684,-0.9584097795425222
ACH-000688,-0.8579565269246886
ACH-000693,-0.8015331878067705
ACH-000694,-0.8714760827414777
ACH-000695,-0.8056215439136789
ACH-000696,-0.9253755813409444
ACH-000697,-0.9170893013808123
ACH-000699,-1.0611932021924817
ACH-000701,-0.9655810238082181
ACH-000706,-0.6427572526338023
ACH-000711,-1.0807523480581136
ACH-000713,-0.9770196285759732
ACH-000714,-0.7510255506910638
ACH-000718,-0.7840681028247892
ACH-000720,-1.07032856981136
ACH-000721,-0.6808724971726262
ACH-000724,-0.8712677470734508
ACH-000725,-0.8176258791768085
ACH-000732,-0.8722370479096095
ACH-000734,-1.001175844818174
ACH-000735,-1.117943704854415
ACH-000736,-0.7771714612237234
ACH-000738,-0.6474657942150046
ACH-000746,-0.7331991694108815
ACH-000747,-1.030674260057205
ACH-000748,-0.9285216284062228
ACH-000753,-0.8416055191998835
ACH-000756,-1.006915738386082
ACH-000757,-0.8918825588596085
ACH-000758,-0.7479053462110968
ACH-000760,-0.8561743378998555
ACH-000762,-0.9222510248768672
ACH-000763,-0.9050456827883666
ACH-000764,-1.041401308541776
ACH-000765,-0.9946857224965736
ACH-000766,-0.7092996944879727
ACH-000767,-0.5898095025891025
ACH-000768,-0.9460731634967048
ACH-000769,-0.6962959277165702
ACH-000770,-0.7422772692562781
ACH-000771,-0.8753459507247194
ACH-000773,-0.3979622314182319
ACH-000776,-0.8240731585882126
ACH-000777,-0.8767236477780118
ACH-000778,-0.6788775895893082
ACH-000781,-0.8626032504736847
ACH-000782,-0.7810314790267192
ACH-000783,-0.7436327745942158
ACH-000784,-0.6471198688707994
ACH-000785,-0.8808531341660591
ACH-000787,-0.7908084404314107
ACH-000788,-0.8619809674730655
ACH-000791,-1.0248572933061428
ACH-000792,-0.9402657572287036
ACH-000794,-1.003606654307993
ACH-000796,-0.6860570607368517
ACH-000798,-0.4734717405874882
ACH-000799,-0.6068176201332461
ACH-000800,-0.8623530209135637
ACH-000802,-0.8737169391036099
ACH-000804,-0.6851802073654848
ACH-000805,-0.5770897118307862
ACH-000809,-0.961651966210343
ACH-000810,-0.8094156330849999
ACH-000811,-0.7638979931125396
ACH-000817,-0.6515357085461635
ACH-000819,-0.9748605121616905
ACH-000820,-0.9129352883126346
ACH-000821,-0.8452648150443257
ACH-000822,-0.765239190739912
ACH-000823,-0.9349992353566964
ACH-000824,-0.6438731914185805
ACH-000827,-0.9201351985673184
ACH-000829,-0.8647276852214208
ACH-000831,-0.9613316684122922
ACH-000832,-1.1760797097131408
ACH-000833,-0.6174939942120383
ACH-000834,-0.8328850429345109
ACH-000835,-0.905177926394436
ACH-000836,-0.931810392987912
ACH-000837,-0.7790843731364792
ACH-000838,-0.8155798371292899
ACH-000839,-0.8937180746582479
ACH-000840,-0.9856227086155059
ACH-000841,-0.7677768681080946
ACH-000843,-0.8716478992083662
ACH-000846,-1.0822427297844246
ACH-000847,-0.7892647562532275
ACH-000848,-0.8977916194110758
ACH-000849,-0.9428371634799172
ACH-000851,-0.8987502010703521
ACH-000855,-0.9371995002664749
ACH-000856,-1.1246942760342038
ACH-000858,-0.6863100437389079
ACH-000859,-0.9626133665611816
ACH-000861,-0.8508452334790025
ACH-000862,-0.8180813555816826
ACH-000865,-0.9388318918975482
ACH-000866,-0.7434374869045902
ACH-000867,-0.6432643181597624
ACH-000869,-0.7501332741856821
ACH-000872,-0.8939938301135419
ACH-000873,-0.5242024007866561
ACH-000876,-0.5839968304993614
ACH-000878,-1.0575009493439755
ACH-000880,-0.6549701855171501
ACH-000881,-1.253547360497722
ACH-000882,-0.9690178087913176
ACH-000884,-1.2006157287212842
ACH-000885,-0.7719567934149828
ACH-000887,-0.856967767217273
ACH-000889,-0.8842998654775632
ACH-000896,-0.9829947816548136
ACH-000898,-0.90212687101865
ACH-000900,-0.6233169304889331
ACH-000901,-0.7127447792926203
ACH-000905,-0.8001446609265676
ACH-000906,-0.7151985097737034
