,ATP2C2 (9914)
ACH-000004,-0.2280492280587711
ACH-000005,0.057622935689451635
ACH-000007,0.03499915646913634
ACH-000009,0.0605362998817316
ACH-000011,-0.11354028159033858
ACH-000012,-0.08771879607990707
ACH-000013,0.005388542107533443
ACH-000014,-0.2559671314060548
ACH-000015,0.030166921109465363
ACH-000017,0.08051679356022065
ACH-000018,-0.09088280797342296
ACH-000019,-0.07252196831604066
ACH-000021,0.002769770431320522
ACH-000022,-0.0987896455109024
ACH-000025,-0.14901273986675045
ACH-000028,-0.045256327081126334
ACH-000030,0.0008531038902210535
ACH-000035,-0.054698658847807786
ACH-000036,-0.2289188869571987
ACH-000037,-0.006270179768347688
ACH-000039,-0.1333413861259559
ACH-000040,0.03120175399557578
ACH-000041,0.05084661435654315
ACH-000042,-0.03500409571126791
ACH-000045,-0.06146358631682133
ACH-000047,-0.2223698484784836
ACH-000052,-0.039086581836053486
ACH-000053,-0.01398840065446949
ACH-000054,0.03660331534869268
ACH-000055,-0.18643949417462946
ACH-000060,0.03232527709247605
ACH-000067,-0.1301487414381619
ACH-000070,-0.06368336612862241
ACH-000075,-0.09141632647570916
ACH-000078,0.04762227954171011
ACH-000082,-0.06346300415583063
ACH-000085,0.15698478872313254
ACH-000086,0.025461928220958416
ACH-000087,0.02130353338657567
ACH-000092,-0.022750530741432712
ACH-000095,-0.10267852884753496
ACH-000097,0.07338346396769475
ACH-000098,-0.1202230756450329
ACH-000099,0.03073715746282605
ACH-000108,-0.1927990679579365
ACH-000113,0.053076956517170884
ACH-000116,0.0578677096536199
ACH-000118,0.0534765178563863
ACH-000120,-0.06665094555362908
ACH-000123,-0.14451757594050224
ACH-000127,-0.20868127941761452
ACH-000128,-0.02385496579887409
ACH-000132,-0.0036842107290885186
ACH-000133,-0.026043142675647262
ACH-000137,-0.00797034488105688
ACH-000138,-0.05216762998434383
ACH-000142,-0.06228843756498481
ACH-000143,-0.05230509654455275
ACH-000146,-0.10753086507362723
ACH-000148,-0.0906959170564545
ACH-000150,-0.0145001537169403
ACH-000152,-0.007004116513915851
ACH-000153,0.005688714175490821
ACH-000159,0.009101057808133823
ACH-000160,0.09069541358741293
ACH-000163,-0.0678354338037253
ACH-000167,0.0037252860632210204
ACH-000168,-0.17891842561221608
ACH-000169,-0.026351129229766942
ACH-000178,-0.07041515998983969
ACH-000183,0.056979333405406
ACH-000188,-0.02997359853090302
ACH-000189,-0.20006629887437927
ACH-000190,-0.009786950077748591
ACH-000198,-0.04282355970517625
ACH-000203,0.008802660754152862
ACH-000204,0.03174834721454197
ACH-000206,-0.07286410394144714
ACH-000207,0.008735999122351037
ACH-000208,-0.08671032395660654
ACH-000210,-0.1061403564913461
ACH-000211,0.023669407112036345
ACH-000215,-0.05239921064734095
ACH-000221,-0.02215689606985629
ACH-000222,-0.047059460186034435
ACH-000223,0.011676530030060792
ACH-000226,-0.09157828592898057
ACH-000227,-0.11024567433115844
ACH-000228,-0.04405710043665241
ACH-000231,-0.063558216636111
ACH-000232,-0.14296919827772694
ACH-000233,0.010858302463466014
ACH-000234,0.12243140384394675
ACH-000235,0.015635676711953584
ACH-000237,-0.16172953797500966
ACH-000238,-0.10983638093604413
ACH-000242,-0.014958754300123929
ACH-000243,0.11202234834325807
ACH-000244,-0.16085242594463806
ACH-000246,-0.05548470104051534
ACH-000248,-0.16645722273342353
ACH-000250,-0.12577234603832976
ACH-000251,0.042567212804661934
ACH-000252,-0.1109032740800222
ACH-000253,-0.005470621965174632
ACH-000255,0.009928933912049078
ACH-000256,-0.022822099969797883
ACH-000257,-0.006330511906657703
ACH-000258,0.07057254524015086
ACH-000259,0.015786030424297454
ACH-000260,-0.09624800958502946
ACH-000261,-0.07099387757354317
ACH-000262,-0.11890034033924113
ACH-000263,-0.09634187617411268
ACH-000264,-0.09212922088105817
ACH-000265,0.01304086695997105
ACH-000266,0.004104392446248196
ACH-000272,-0.06548698382466038
ACH-000274,-0.09245122991538557
ACH-000277,-0.11049646545513174
ACH-000278,0.06762529946056245
ACH-000279,-0.040958258727442805
ACH-000280,-0.1607907596177266
ACH-000281,-0.2564332021091609
ACH-000288,-0.16599522346381074
ACH-000291,-0.08455414547645937
ACH-000293,0.11177274281327522
ACH-000294,-0.010448354831644595
ACH-000295,0.0020916969209889146
ACH-000296,-0.04019843369251065
ACH-000302,0.0007797563199679218
ACH-000304,-0.06670826471391895
ACH-000307,0.033002865811949174
ACH-000308,-0.032802584237071816
ACH-000310,-0.11931733906618686
ACH-000311,-0.04619915706588516
ACH-000312,-0.033867491955959075
ACH-000315,-0.013420861509495428
ACH-000316,-0.14221496978814271
ACH-000317,-0.13624246662731318
ACH-000318,0.2841786728610048
ACH-000319,-0.1553963196538232
ACH-000320,-0.009865798285945531
ACH-000322,0.0995142991278286
ACH-000323,0.002479544476126624
ACH-000324,-0.037001701249565463
ACH-000329,-0.10679918532380793
ACH-000330,-0.057917589959777735
ACH-000331,-0.006537122047612035
ACH-000332,0.029678218875134367
ACH-000334,0.2417617848085271
ACH-000335,-0.09924476955154776
ACH-000336,-0.1050660107901536
ACH-000337,-0.031306347392269764
ACH-000338,0.009676106590192449
ACH-000339,-0.04287679280918025
ACH-000341,0.09561473956268177
ACH-000348,-0.13592934123325895
ACH-000350,-0.14413793172663678
ACH-000352,0.031818579406065715
ACH-000356,0.05211093175615462
ACH-000361,-0.13927391902135094
ACH-000362,-0.0065110773424339186
ACH-000363,-0.03969431566345158
ACH-000364,0.14863389944852548
ACH-000365,0.024093141353235075
ACH-000366,-0.054023631498452206
ACH-000368,-0.18016241007528888
ACH-000374,0.03874557524455191
ACH-000375,0.0328944509621998
ACH-000376,-0.05146604978309236
ACH-000381,-0.0055582116866932435
ACH-000383,-0.11671281267004135
ACH-000387,-0.014400248828900503
ACH-000389,-0.15459705679065364
ACH-000390,-0.01848685044571724
ACH-000393,-0.14684868520421082
ACH-000395,-0.13639509100567282
ACH-000396,0.17671037959404193
ACH-000397,-0.02789320551372271
ACH-000401,-0.2479615723139986
ACH-000402,-0.17022077526611598
ACH-000403,0.039957589376683485
ACH-000404,-0.1959467978694276
ACH-000406,-0.10101473659909488
ACH-000407,-0.017033923640966897
ACH-000408,-0.022138184616232782
ACH-000410,0.04404818230840645
ACH-000411,0.005465482433085863
ACH-000414,-0.06295827432415345
ACH-000415,0.03671193587809113
ACH-000416,-0.06420713223403253
ACH-000420,-0.12333082775698725
ACH-000421,-0.0640371318945957
ACH-000424,0.2036456044161145
ACH-000425,0.05091995947461556
ACH-000426,0.1454816282818968
ACH-000427,-0.01171323231088136
ACH-000433,-0.1817059742190433
ACH-000435,-0.2659890876671104
ACH-000436,-0.0344468949661398
ACH-000444,0.05546296690453085
ACH-000445,-0.07312662498851552
ACH-000448,-0.04645130155769545
ACH-000450,-0.09528107785074627
ACH-000452,0.050774417507866716
ACH-000454,-0.07603554589973083
ACH-000458,-0.0661058098958206
ACH-000459,-0.0135069036111033
ACH-000460,-0.11130945501902348
ACH-000461,-0.02135649930319041
ACH-000463,-0.08741933976801018
ACH-000464,-0.07494765147916126
ACH-000466,-0.041120356747056434
ACH-000467,-0.06092515951364515
ACH-000468,-0.038616648452124654
ACH-000469,-0.13717178016898893
ACH-000470,0.22306871891381794
ACH-000471,-0.02855897856185616
ACH-000472,-0.034576474613357014
ACH-000473,0.06399253885310023
ACH-000475,-0.1372759800570872
ACH-000476,-0.17448562126023395
ACH-000477,-0.18084909793958587
ACH-000479,-0.20947411390990964
ACH-000480,-0.03155448645021405
ACH-000481,-0.025267916643607998
ACH-000483,-0.07276983107539703
ACH-000484,0.041038301828422365
ACH-000485,-0.13271565366603294
ACH-000486,0.02290507910792062
ACH-000487,0.03825833166405526
ACH-000488,-0.02928672173940668
ACH-000490,0.00443869708819495
ACH-000491,-0.033335891068933816
ACH-000495,-0.07421322006328686
ACH-000496,-0.10239103634823896
ACH-000499,-0.09795726034251104
ACH-000500,0.061123808122830414
ACH-000502,0.012615006196204743
ACH-000503,0.04663516397483214
ACH-000505,-0.039754974369580816
ACH-000507,-0.03296012042890185
ACH-000510,-0.02125383675957063
ACH-000511,0.012136737853165191
ACH-000512,-0.11054485602736984
ACH-000516,-0.12167573175090644
ACH-000517,-0.09440505760464174
ACH-000518,-0.13187444749994312
ACH-000520,-0.2396233329412741
ACH-000521,-0.1639845126554101
ACH-000522,-0.10127815496996356
ACH-000524,-0.06792950543855686
ACH-000527,-0.08298541817906209
ACH-000528,0.043074558502696425
ACH-000537,-0.1248335117045164
ACH-000541,-0.3326658970028644
ACH-000542,-0.050289374476826715
ACH-000544,-0.11090912452111716
ACH-000545,0.045749625336967616
ACH-000547,-0.11347674101687175
ACH-000548,-0.17665933783040527
ACH-000549,-0.07408910745716081
ACH-000550,-6.557199319847234e-05
ACH-000552,0.1402676960918273
ACH-000556,-0.1239230715608052
