,ACOX2 (8309)
ACH-000004,-0.07885013223949998
ACH-000005,0.04276431457342394
ACH-000007,-0.2287944623280837
ACH-000009,-0.08043341094790997
ACH-000011,0.11874547532966567
ACH-000012,-0.04458034517651289
ACH-000013,-0.03890262867598069
ACH-000014,-0.10819730245401857
ACH-000015,-0.07057194905823178
ACH-000017,0.010335964647332494
ACH-000018,-0.19228032213743432
ACH-000019,0.04486737369865231
ACH-000021,-0.11109279078029127
ACH-000022,-0.1858721177921839
ACH-000025,-0.17907434859100602
ACH-000028,-0.06673271684052393
ACH-000030,-0.04814011646001643
ACH-000035,-0.04285685760820705
ACH-000036,-0.15968146440885198
ACH-000037,0.053045409631726735
ACH-000039,0.054391088151907116
ACH-000040,0.03496139667557955
ACH-000041,-0.00851002056486908
ACH-000042,-0.11999424321876775
ACH-000045,-0.01914831767090785
ACH-000047,-0.023872001253537573
ACH-000052,-0.19305248339952646
ACH-000053,0.044177873180999055
ACH-000054,0.07574238848144807
ACH-000055,0.17805190404060284
ACH-000060,-0.09229050751819287
ACH-000067,-0.07633973628814808
ACH-000070,-0.20017730043285786
ACH-000075,-0.0014639592440952136
ACH-000078,0.03858428195835608
ACH-000082,0.04009017272477844
ACH-000085,0.060178236476497365
ACH-000086,-0.09635783722809647
ACH-000087,0.056891092182109075
ACH-000092,-0.06604037302213847
ACH-000095,-0.09858790899380693
ACH-000097,0.0136571507321643
ACH-000098,-0.13303654156328618
ACH-000099,-0.03254586098424789
ACH-000108,-0.15605503635545376
ACH-000113,-0.009136678345908951
ACH-000116,-0.05279381507278203
ACH-000118,-0.19138291361367749
ACH-000120,-0.0892258765464546
ACH-000123,-0.07445375582248466
ACH-000127,-0.043562052234294386
ACH-000128,-0.1293675666794667
ACH-000132,0.017028710103297595
ACH-000133,-0.09822892564073306
ACH-000137,0.006691728261971109
ACH-000138,-0.1156413975750549
ACH-000142,-0.12864533566436945
ACH-000143,-8.556880135443945e-05
ACH-000146,-0.06258687757047668
ACH-000148,-0.011835510580056349
ACH-000150,-0.04170111979931452
ACH-000152,-0.041393688961582666
ACH-000153,-0.09927550138564707
ACH-000159,-0.016520013023175472
ACH-000160,0.097699160221863
ACH-000163,-0.03409239443344689
ACH-000167,-0.10906792236811318
ACH-000168,-0.014547288507056002
ACH-000169,0.0832019626245767
ACH-000178,-0.07232646130419979
ACH-000183,-0.01237305157037908
ACH-000188,-0.08971434938998865
ACH-000189,-0.2455478866881676
ACH-000190,0.009042727965038909
ACH-000198,-0.08062764924724021
ACH-000203,0.2671347441083725
ACH-000204,0.012747467259361824
ACH-000206,0.08287113575177528
ACH-000207,-0.10826835997840513
ACH-000208,-0.09673066286093476
ACH-000210,-0.23098777814594865
ACH-000211,-0.16201417218431222
ACH-000215,-0.01882669554000482
ACH-000221,-0.1254346431024885
ACH-000222,0.025656941077279796
ACH-000223,-0.11354212131805524
ACH-000226,0.04382519808080524
ACH-000227,-0.08808895370796753
ACH-000228,0.06450894236145722
ACH-000231,-0.07102216871273853
ACH-000232,-0.05298810428248448
ACH-000233,-0.062252774436429785
ACH-000234,-0.07288892755959141
ACH-000235,-0.07321678820580968
ACH-000237,-0.02114588625137936
ACH-000238,-0.00025437746846448505
ACH-000242,-0.11778050934504786
ACH-000243,-0.16115244808005094
ACH-000244,0.04254624059267925
ACH-000246,0.0011958083330528744
ACH-000248,0.19548829122852693
ACH-000250,0.007273737877370484
ACH-000251,0.00366194022551033
ACH-000252,0.004875117714266718
ACH-000253,-0.020043151166702928
ACH-000255,-0.23575776160243106
ACH-000256,0.02250334046152529
ACH-000257,-0.06803430489662249
ACH-000258,-0.12333259829450675
ACH-000259,-0.1085810999215169
ACH-000260,-0.015165935208226169
ACH-000261,-0.007208246588726092
ACH-000262,0.10618265301915723
ACH-000263,0.16893354652300124
ACH-000264,-0.05354309649371652
ACH-000265,-0.13537692671834134
ACH-000266,-0.06329331570478015
ACH-000272,-0.04603678950844685
ACH-000274,-0.014106971176870394
ACH-000277,0.11076118701077513
ACH-000278,-0.16490903869127305
ACH-000279,-0.014754813498452753
ACH-000280,-0.018778295213199937
ACH-000281,-0.018300940215047055
ACH-000288,0.006245390590136785
ACH-000291,-0.019102850824360838
ACH-000293,0.03643241595422808
ACH-000294,-0.10225718753033072
ACH-000295,-0.2565267065366551
ACH-000296,-0.16880419586124787
ACH-000302,-0.05610358073357143
ACH-000304,-0.22044392688550704
ACH-000307,0.027036451476847145
ACH-000308,0.028399777697669295
ACH-000310,0.11329774993886473
ACH-000311,-0.08331606321837373
ACH-000312,-0.0007240152525395935
ACH-000315,0.0358324267211541
ACH-000316,-0.14801435722072093
ACH-000317,-0.1882068072335961
ACH-000318,0.08895693443929628
ACH-000319,0.03389675179374785
ACH-000320,-0.08206507518304565
