,SNX17 (9784)
ACH-000004,0.005512411494202346
ACH-000005,-0.2904020086132424
ACH-000007,-0.347096175720556
ACH-000009,-0.19523342139551172
ACH-000011,-0.2343410747796142
ACH-000012,-0.23150217138345075
ACH-000013,-0.21720920541113245
ACH-000014,-0.19036057841733686
ACH-000015,-0.109044576628769
ACH-000017,-0.21539702534640465
ACH-000018,0.06204371490611243
ACH-000019,-0.18541846050748104
ACH-000021,-0.2895096884232187
ACH-000022,-0.20717129690996086
ACH-000025,-0.16472665978270146
ACH-000028,-0.08380158936875892
ACH-000030,-0.36999816577309613
ACH-000035,-0.22767477516065335
ACH-000036,-0.3196422821780209
ACH-000037,-0.27907368694655343
ACH-000039,-0.1025290008013233
ACH-000040,-0.3599125853080472
ACH-000041,-0.24484451251037004
ACH-000042,-0.22047490140012285
ACH-000045,-0.06439162543493039
ACH-000047,-0.2487245135829105
ACH-000052,-0.29570075065274365
ACH-000053,-0.1385388454553931
ACH-000054,-0.2492038769562074
ACH-000055,-0.09813831014280128
ACH-000060,-0.10615039460473692
ACH-000067,-0.32190352078347634
ACH-000070,-0.16826652817177212
ACH-000075,-0.1967057671457999
ACH-000078,-0.3743821772869973
ACH-000082,-0.19116941342887628
ACH-000085,-0.1068537777000858
ACH-000086,-0.14324346777529426
ACH-000087,-0.04739551748585098
ACH-000092,-0.29763348603052275
ACH-000095,-0.1301301326373501
ACH-000097,-0.24349860596302705
ACH-000098,-0.2558299392500894
ACH-000099,-0.17691318542661152
ACH-000108,-0.2373719374459889
ACH-000113,-0.11807936155664453
ACH-000116,-0.277401664667547
ACH-000118,-0.2309736182108805
ACH-000120,-0.13634868485881207
ACH-000123,-0.10699817650478599
ACH-000127,-0.2838626803489909
ACH-000128,-0.0035181832484929808
ACH-000132,-0.2800319555688743
ACH-000133,-0.23819582092748776
ACH-000137,0.0448069908530847
ACH-000138,-0.27555356708574397
ACH-000142,-0.13400856853037502
ACH-000143,-0.1716824979369027
ACH-000146,-0.19246834659966716
ACH-000148,-0.12441865160907085
ACH-000150,0.047947781954992746
ACH-000152,-0.16987256195505288
ACH-000153,-0.010273984271255887
ACH-000159,-0.18552472420710706
ACH-000160,-0.03661531436697698
ACH-000163,-0.08376245812564126
ACH-000167,-0.28800403663760105
ACH-000168,-0.07944995389226481
ACH-000169,-0.09954367158948682
ACH-000178,-0.23839745787470415
ACH-000183,-0.011789650537827582
ACH-000188,-0.1858054477958533
ACH-000189,-0.2569218641533337
ACH-000190,-0.2895732716180751
ACH-000198,-0.13470504105960526
ACH-000203,0.01573703870039725
ACH-000204,-0.1259245960623134
ACH-000206,-0.19884924161592288
ACH-000207,-0.32591499521031925
ACH-000208,-0.13107314224780195
ACH-000210,0.008345619012670967
ACH-000211,-0.2809511841886683
ACH-000215,-0.20261308966684344
ACH-000221,-0.11905824979580387
ACH-000222,-0.1600071797972756
ACH-000223,-0.1591305229820974
ACH-000226,-0.2865041863476674
ACH-000227,-0.4041694977682789
ACH-000228,-0.2379111286613209
ACH-000231,-0.0624505498304356
ACH-000232,-0.274591842131857
ACH-000233,-0.13678187367513994
ACH-000234,-0.09497963699572598
ACH-000235,-0.12343469995949816
ACH-000237,-0.28453484864321565
ACH-000238,-0.3239482522711563
ACH-000242,0.07875453607544285
ACH-000243,-0.22652566967125864
ACH-000244,-0.5042109115649933
ACH-000246,-0.2654847368709136
ACH-000248,-0.20983299197784555
ACH-000250,-0.2816389361311931
ACH-000251,-0.0732271708015366
ACH-000252,0.01887448933798101
ACH-000253,-0.1189324007735486
ACH-000255,-0.1924431025361278
ACH-000256,-0.20398090821477005
ACH-000257,-0.263679693464266
ACH-000258,0.005364369302306053
ACH-000259,-0.2847897848087401
ACH-000260,-0.1984201153200433
ACH-000261,-0.16686133533807646
ACH-000262,-0.026040213623492257
ACH-000263,0.11920223325231585
ACH-000264,-0.16372840577408468
ACH-000265,0.008031627417476879
ACH-000266,-0.2589891331910297
ACH-000272,-0.21261864730107946
ACH-000274,-0.340495165456578
ACH-000277,-0.1269464857929394
ACH-000278,-0.2296861321484023
ACH-000279,-0.14014261353623775
ACH-000280,-0.2372566515560201
ACH-000281,-0.2851040917539614
ACH-000288,-0.26138563175039997
ACH-000291,-0.12904210510344052
ACH-000293,-0.20756133711832286
ACH-000294,-0.09107542402129072
ACH-000295,-0.08082263607651051
ACH-000296,0.008437639199451624
ACH-000302,-0.16831054217845376
ACH-000304,-0.19067473040473
ACH-000307,-0.2274246813772489
ACH-000308,-0.27237729404302363
ACH-000310,-0.21273121382364002
ACH-000311,-0.25149922453158424
ACH-000312,-0.2576641789322037
ACH-000315,-0.05287589944574255
ACH-000316,-0.2500262767099219
ACH-000317,-0.12272254665698926
ACH-000318,-0.23667398020469996
ACH-000319,-0.2656795960183365
ACH-000320,-0.20780378427994706
ACH-000322,-0.2614377495599597
ACH-000323,-0.24309268292886424
ACH-000324,-0.34734110478839914
ACH-000329,-0.3642896425614638
ACH-000330,-0.3018524395625165
ACH-000331,-0.3578353037172881
ACH-000332,-0.2302132589610951
ACH-000334,-0.13789908189501002
ACH-000335,-0.06942531500017382
ACH-000336,-0.12806766116390486
ACH-000337,-0.19681547339607128
ACH-000338,-0.11112630314888793
ACH-000339,-0.026397857953576347
ACH-000341,-0.2117749519397676
ACH-000348,-0.20448442360807065
ACH-000350,-0.04921654887306196
ACH-000352,-0.2070475087653878
ACH-000356,-0.13776078550172627
ACH-000361,-0.14120178790758162
ACH-000362,-0.1381273291241619
ACH-000363,-0.2417929005041678
ACH-000364,-0.2823387724321083
ACH-000365,-0.14350199166447475
ACH-000366,-0.22185130532969907
ACH-000368,-0.33719315842438924
ACH-000374,-0.17154821451065208
ACH-000375,-0.1875022712785568
ACH-000376,-0.11777700168647595
ACH-000381,-0.3319627293122032
ACH-000383,-0.10021359670777996
ACH-000387,-0.10250611764001084
ACH-000389,-0.37288926975437975
ACH-000390,-0.16255427809268866
ACH-000393,-0.1601188003560247
