,FASTKD2 (22868)
ACH-000004,0.045791454714045415
ACH-000005,0.0986445207215046
ACH-000007,0.20883522958030035
ACH-000009,0.10186435647832408
ACH-000011,0.12391660975560068
ACH-000012,0.18746693065409115
ACH-000013,0.07205352879330944
ACH-000014,0.16130092450103214
ACH-000015,0.2584366504947241
ACH-000017,0.17752712072882632
ACH-000018,0.069813904888852
ACH-000019,0.20901057463158626
ACH-000021,0.19237518393935785
ACH-000022,0.02565591053363949
ACH-000025,0.16165667864009114
ACH-000028,0.09724344441488024
ACH-000030,0.16880119015794726
ACH-000035,0.12383787893796795
ACH-000036,0.1877743119509758
ACH-000037,0.1585202379720753
ACH-000039,0.2922237865897373
ACH-000040,0.13213491922430115
ACH-000041,0.11794820287737648
ACH-000042,0.2130610872890782
ACH-000045,0.20646310516882616
ACH-000047,0.1377795203353714
ACH-000052,0.1965477825890144
ACH-000053,0.17104783225624914
ACH-000054,0.17990533483052093
ACH-000055,0.3981573331522577
ACH-000060,0.1922466349137592
ACH-000067,0.11601558335086885
ACH-000070,0.30361593226230826
ACH-000075,0.3620828413912752
ACH-000078,0.06109092725066617
ACH-000082,0.1387535677384698
ACH-000085,0.15561424176290187
ACH-000086,0.18731450481903106
ACH-000087,0.20659395047845344
ACH-000092,0.0863878169985123
ACH-000095,0.1251114027851846
ACH-000097,0.15573287039560935
ACH-000098,0.09596127647155027
ACH-000099,0.14760185250619742
ACH-000108,0.20341800971265805
ACH-000113,-0.0914097714702626
ACH-000116,0.1954675927839086
ACH-000118,0.2278564262166437
ACH-000120,0.3246814917748624
ACH-000123,0.16050001485149526
ACH-000127,0.23660221204287454
ACH-000128,0.08396255011510294
ACH-000132,0.1931423654173288
ACH-000133,0.18655106903711116
ACH-000137,0.2425481603240799
ACH-000138,0.22428791937746276
ACH-000142,0.24205486949769825
ACH-000143,0.09672372468709856
ACH-000146,0.15954542510065672
ACH-000148,0.12246494178542867
ACH-000150,0.093491798962308
ACH-000152,0.18501579738602103
ACH-000153,0.048126319419078335
ACH-000159,0.1324583994901724
ACH-000160,-0.0233980289824419
ACH-000163,0.16080741910702334
ACH-000167,-0.12384494579055437
ACH-000168,0.10912964985109157
ACH-000169,0.27149419517613704
ACH-000178,0.2127133576170429
ACH-000183,0.2535962418812392
ACH-000188,0.04373674361780367
ACH-000189,0.18576985354302025
ACH-000190,0.024305966458687826
ACH-000198,0.1811896571000741
ACH-000203,0.2527605087071959
ACH-000204,0.1457703130002455
ACH-000206,0.1473827799508175
ACH-000207,0.16085140490606073
ACH-000208,-0.11928164581406912
ACH-000210,0.0415633704927498
ACH-000211,0.2036924586110819
ACH-000215,0.06460211955567481
ACH-000221,0.19820002909334827
ACH-000222,0.18514803739545407
ACH-000223,0.0967446504035509
ACH-000226,0.09298366957893624
ACH-000227,0.031322370642346456
ACH-000228,0.07729333633857317
ACH-000231,0.2137073965941292
ACH-000232,0.15727194647807038
ACH-000233,0.16760549984301332
ACH-000234,-0.027530263095870387
ACH-000235,0.2072478759612632
ACH-000237,0.18409706664056813
ACH-000238,0.17228775874750346
ACH-000242,0.1848073774586162
ACH-000243,0.09526663448049
ACH-000244,0.10734182063214127
ACH-000246,0.148039157835476
ACH-000248,0.12001527661411154
ACH-000250,0.1807310249679461
ACH-000251,0.13527721486202432
ACH-000252,0.2971052225248829
ACH-000253,0.1396838097790782
ACH-000255,0.059826144570264285
ACH-000256,0.3483325270136183
ACH-000257,0.11907009107190132
ACH-000258,0.009295226589666231
ACH-000259,0.1116943492035262
ACH-000260,0.14306052296860056
ACH-000261,0.1700618934241529
ACH-000262,0.3513111642178752
ACH-000263,0.1628024549865014
ACH-000264,0.2533792337695788
ACH-000265,0.0878626229382065
ACH-000266,0.07470731623898942
ACH-000272,0.11933968851520653
ACH-000274,0.0919395060426268
ACH-000277,0.11209862329047468
ACH-000278,0.07137561091420856
ACH-000279,0.22417092276010567
ACH-000280,0.20339975866461668
ACH-000281,0.1531475663271638
ACH-000288,0.1298141353968556
ACH-000291,0.16290895868338962
ACH-000293,0.1593258187109383
ACH-000294,0.11424843312773793
ACH-000295,0.1068924195316782
ACH-000296,0.043302223298002734
ACH-000302,0.1444165285398213
ACH-000304,0.17345295649365516
ACH-000307,0.0704859217407374
ACH-000308,0.18338715878037076
ACH-000310,0.1408845491676581
ACH-000311,0.04145079895160294
ACH-000312,0.14622522617248626
ACH-000315,-0.20108963459900075
ACH-000316,0.18029028855323573
ACH-000317,0.07452864880032786
ACH-000318,0.08466785258364193
ACH-000319,0.14916266511814574
ACH-000320,0.11085378709411632
ACH-000322,0.2255217060140269
ACH-000323,0.19521495735123265
ACH-000324,0.17093130319086627
ACH-000329,0.1113498872340376
ACH-000330,0.1214358008429816
ACH-000331,0.008842257527502678
ACH-000332,0.12287111669154678
ACH-000334,0.05591545644845048
ACH-000335,0.21201539503940955
ACH-000336,0.1713998256495045
ACH-000337,0.1696838494808413
ACH-000338,-0.2533734837676465
ACH-000339,0.13826428351316913
ACH-000341,0.09756811946968286
ACH-000348,0.06162061796315111
ACH-000350,0.2017584729169228
ACH-000352,0.1624829104607447
ACH-000356,-0.07567441801326415
ACH-000361,0.2424079352660672
ACH-000362,0.2354371536215347
ACH-000363,0.06293210526734143
ACH-000364,0.08504397657831497
ACH-000365,0.16129878207226464
ACH-000366,0.19192283707804
ACH-000368,0.1944069110014381
ACH-000374,0.1508896851843841
ACH-000375,0.14509364272256628
ACH-000376,0.028552388628472782
ACH-000381,0.23465707218971776
ACH-000383,0.1519464017455152
ACH-000387,0.15797197127912885
ACH-000389,0.2704165902424236
ACH-000390,0.1767588637361335
ACH-000393,0.1094105354958982
ACH-000395,0.10026823112539997
ACH-000396,0.498678127902364
ACH-000397,0.20591075231679595
ACH-000401,0.1495646083636218
ACH-000402,-0.03160473798286752
ACH-000403,0.18303217245152312
ACH-000404,0.1341856736563238
ACH-000406,0.17980123564518682
ACH-000407,0.12328070798034045
ACH-000408,0.1540050436775323
ACH-000410,0.2329864323755287
ACH-000411,0.13655229399860214
ACH-000414,0.11679506151783713
ACH-000415,0.06768597397496083
ACH-000416,0.16323118736836556
ACH-000420,-0.05664404576424013
ACH-000421,0.25807524882194466
