,PGM5 (5239)
ACH-000004,-0.2795098393012413
ACH-000005,-0.1946560954207636
ACH-000007,-0.16510299141111204
ACH-000009,-0.37170252037847
ACH-000011,-0.4511182129242228
ACH-000012,-0.15726924292527014
ACH-000013,-0.1263964966950501
ACH-000014,-0.04935701880883647
ACH-000015,-0.5117828155450524
ACH-000017,-0.07017891101076784
ACH-000018,-0.433087012194992
ACH-000019,-0.09610283755223452
ACH-000021,-0.2814459994934182
ACH-000022,-0.239140404424816
ACH-000025,-0.2930792912556687
ACH-000028,-0.16011750282220885
ACH-000030,-0.2273904194082096
ACH-000035,-0.14326359046934267
ACH-000036,-0.1879233067532706
ACH-000037,-0.3056263982127419
ACH-000039,-0.1290979866170786
ACH-000040,-0.31020162941714263
ACH-000041,-0.1112892175551544
ACH-000042,-0.016534170434255202
ACH-000045,-0.08122152486182553
ACH-000047,-0.19249687564059548
ACH-000052,-0.21480720304939133
ACH-000053,-0.19051562549232076
ACH-000054,-0.2892467375119698
ACH-000055,-0.5835444168102119
ACH-000060,-0.11929640623585445
ACH-000067,-0.12878427949549345
ACH-000070,-0.1881042676568147
ACH-000075,-0.20780670967768847
ACH-000078,-0.015459223402085024
ACH-000082,-0.2305704231486506
ACH-000085,-0.4203061785968352
ACH-000086,-0.1817790184568936
ACH-000087,0.061665906826918825
ACH-000092,-0.3181342924438512
ACH-000095,-0.2743722736460872
ACH-000097,-0.14398108551788488
ACH-000098,-0.2247528298332511
ACH-000099,-0.04391020099345029
ACH-000108,-0.17996869864768614
ACH-000113,-0.1369993774438135
ACH-000116,-0.15815937728572135
ACH-000118,-0.3080565790654627
ACH-000120,0.06310209128063053
ACH-000123,-0.42193341629614256
ACH-000127,-0.134702155125027
ACH-000128,-0.1119495195698037
ACH-000132,-0.3155528843942413
ACH-000133,-0.21051069866896116
ACH-000137,-0.4462490794867685
ACH-000138,-0.2596159880240715
ACH-000142,0.002352825892146641
ACH-000143,-0.3958869874297594
ACH-000146,-0.30579395842605706
ACH-000148,-0.2426816531129023
ACH-000150,-0.023706955995124037
ACH-000152,-0.2922658535876205
ACH-000153,-0.09493197145879956
ACH-000159,-0.3714555366259712
ACH-000160,-0.3136057715988089
ACH-000163,-0.31300269579717577
ACH-000167,-0.550453837406221
ACH-000168,0.10902490253766957
ACH-000169,-0.2437100380796581
ACH-000178,-0.21106640327736306
ACH-000183,-0.3175753143340674
ACH-000188,-0.2299051554792532
ACH-000189,-0.5271257467354922
ACH-000190,-0.4591166049945902
ACH-000198,-0.17675659730540702
ACH-000203,0.033630543036760364
ACH-000204,-0.001119704471669019
ACH-000206,0.056103869217844736
