,UNC13C (440279)
ACH-000004,0.15058896791628645
ACH-000005,0.2693573857373297
ACH-000007,-0.08596398111133102
ACH-000009,-0.14872279104620326
ACH-000011,-0.18427984363008465
ACH-000012,-0.14639969751090035
ACH-000013,-0.04908446477398666
ACH-000014,-0.13150687930727825
ACH-000015,0.001803369865768585
ACH-000017,-0.1183854003674627
ACH-000018,0.10942459072401324
ACH-000019,-0.1504703997296564
ACH-000021,0.07260106997843575
ACH-000022,-0.08961497975539022
ACH-000025,-0.002645573850156723
ACH-000028,-0.019959019363329857
ACH-000030,-0.037596867059283764
ACH-000035,-0.07888983603568822
ACH-000036,0.029043912517222964
ACH-000037,-0.08595674211359731
ACH-000039,-0.02791261871965953
ACH-000040,0.024254688240857747
ACH-000041,0.006618581335076885
ACH-000042,0.03212845174716312
ACH-000045,-0.019301258846110957
ACH-000047,-0.11711067044229125
ACH-000052,-0.3028495620377077
ACH-000053,-0.08744986426651688
ACH-000054,-0.033346656885490905
ACH-000055,0.05316757502943659
ACH-000060,-0.009013075633428336
ACH-000067,-0.06419017916611967
ACH-000070,0.09512963141489388
ACH-000075,-0.046321100866092264
ACH-000078,-0.011820947994568938
ACH-000082,-0.15779505974366645
ACH-000085,0.05092811376058915
ACH-000086,-0.04366943948937717
ACH-000087,-0.05318899060070387
ACH-000092,-0.0757964558315168
ACH-000095,-0.08526378067424667
ACH-000097,-0.22492282671816088
ACH-000098,-0.0333891091064797
ACH-000099,-0.07248760355979336
ACH-000108,0.0321604505372022
ACH-000113,0.03199524611097801
ACH-000116,-0.14682992694625127
ACH-000118,0.0858144602256493
ACH-000120,-0.12042956184613468
ACH-000123,-0.008460199825686082
ACH-000127,-0.004094356864000742
ACH-000128,0.00499046669069213
ACH-000132,-0.4099328096060821
ACH-000133,-0.026639899982303983
ACH-000137,-0.13070303080631376
ACH-000138,0.06146883039909048
ACH-000142,-0.07126756854056539
ACH-000143,-0.13159299236304609
ACH-000146,-0.10240821195101064
ACH-000148,-0.08175227736139973
ACH-000150,-0.0511693226973663
ACH-000152,0.026565612569817872
ACH-000153,-0.36690165228107857
ACH-000159,0.03770598896181399
ACH-000160,-0.07481072825315385
ACH-000163,-0.026131324187178586
ACH-000167,-0.029973392364913632
ACH-000168,0.005779468927655332
ACH-000169,-0.07267420938719868
ACH-000178,-0.12219223375132565
ACH-000183,-0.12841234556219644
ACH-000188,0.02082512735421772
ACH-000189,0.046068009136177965
ACH-000190,-0.23421868263826415
ACH-000198,-0.0794050852141632
ACH-000203,-0.3796977703014641
ACH-000204,-0.2722454324598657
ACH-000206,0.006248259603391946
ACH-000207,0.1116920423395693
ACH-000208,-0.13088025910726914
ACH-000210,-0.23330211854566055
ACH-000211,-0.07438412863886383
ACH-000215,0.013580541107765732
ACH-000221,0.05487427564562829
ACH-000222,0.08363454269565772
ACH-000223,-0.0357664846699073
ACH-000226,-0.13111934791217958
ACH-000227,-0.1683767428941188
ACH-000228,-0.19267150894630053
ACH-000231,-0.035414764403685704
ACH-000232,-0.052335768058204085
ACH-000233,-0.07847538148434434
ACH-000234,-0.07367868760364064
ACH-000235,-0.027716400836884536
ACH-000237,-0.12595817660085978
ACH-000238,-0.05178609848390425
ACH-000242,0.16701112597973775
ACH-000243,-0.1161543656218526
ACH-000244,-0.1062636907282912
ACH-000246,-0.12249960110170853
ACH-000248,-0.032154134470887316
ACH-000250,-0.11087821981653853
ACH-000251,-0.05619193568901721
ACH-000252,-0.15601513436215986
ACH-000253,-0.10759514237026647
ACH-000255,-0.1293716482999316
ACH-000256,-0.15214373113216484
ACH-000257,-0.12865598828463518
ACH-000258,-0.20010123796955476
ACH-000259,-0.014852332188774575
ACH-000260,-0.07681876209402197
ACH-000261,-0.0799777003154129
ACH-000262,-0.0999557692121096
ACH-000263,0.0279455231109697
ACH-000264,-0.07898839247971222
ACH-000265,-0.04638468769508044
ACH-000266,-0.13011963457324954
ACH-000272,0.001818783484960764
ACH-000274,-0.15719335102810653
ACH-000277,-0.10403405263550047
ACH-000278,-0.1619392133201549
ACH-000279,-0.08545860592980963
ACH-000280,0.021602238845076654
ACH-000281,-0.013753731754936237
ACH-000288,-0.032011733838859316
ACH-000291,-0.19134743000262955
ACH-000293,-0.07516091141828282
ACH-000294,-0.19867508459566094
ACH-000295,-0.0234131940205622
ACH-000296,-0.19353483372618155
ACH-000302,-0.0513557594648428
ACH-000304,-0.13194308373224012
ACH-000307,0.0050856106663828456
ACH-000308,-0.11643449602093367
ACH-000310,-0.3446859604529764
ACH-000311,0.0067491755426104865
ACH-000312,0.0050877048212244645
ACH-000315,0.056590072466051876
ACH-000316,-0.0008773653872099209
ACH-000317,0.021812975507313242
ACH-000318,0.02575771962931953
ACH-000319,0.030795311279099583
ACH-000320,0.0693641504166474
ACH-000322,-0.12181968399754355
ACH-000323,0.07526367693326036
ACH-000324,-0.11399932687292585
ACH-000329,-0.03491425187342954
ACH-000330,0.07373334703684978
ACH-000331,-0.13711014049023168
ACH-000332,-0.08251486915939862
ACH-000334,-0.18521007344962276
ACH-000335,-0.264619657900787
ACH-000336,0.2078493341840923
ACH-000337,-0.06687335180416258
ACH-000338,0.028717533135241557
ACH-000339,-0.004979684836916288
ACH-000341,0.05016451566322714
ACH-000348,-0.1673026358544724
ACH-000350,-0.12935617322884152
ACH-000352,-0.05370273861145822
ACH-000356,-0.15153230637961415
ACH-000361,0.03622396970859674
ACH-000362,-0.1085689607952598
ACH-000363,-0.22135379469860272
ACH-000364,-0.07301725845089882
ACH-000365,-0.03980705671468469
ACH-000366,0.018664901280516517
ACH-000368,-0.10739442905266854
ACH-000374,-0.1038151608184106
ACH-000375,-0.06675243466387916
ACH-000376,-0.04761035354276804
ACH-000381,-0.0116475629242826
ACH-000383,-0.04225921422359994
ACH-000387,-0.13014082749873393
ACH-000389,-0.17129169451694978
ACH-000390,-0.03314714660081914
ACH-000393,-0.06882101968044238
ACH-000395,-0.06365320419710277
ACH-000396,-0.18273941124217274
ACH-000397,-0.05653738942950502
ACH-000401,-0.04781112208434004
ACH-000402,0.01162540322609096
ACH-000403,-0.07285024576199316
ACH-000404,-0.10431987291550847
ACH-000406,-0.06180675235173124
ACH-000407,0.026902323395110433
ACH-000408,-0.14465148414915244
ACH-000410,-0.08996125759232394
ACH-000411,-0.15306435878870572
ACH-000414,-0.0025396262527282608
ACH-000415,0.04454812061585914
ACH-000416,-0.008777567450291675
ACH-000420,-0.0293104381756511
ACH-000421,-0.13317834609833756
ACH-000424,-0.17119024074361888
ACH-000425,-0.061694317024394735
ACH-000426,-0.12874502418943296
ACH-000427,-0.14189217482510352
ACH-000433,0.18608288988621366
ACH-000435,-0.1821977407812034
ACH-000436,-0.04908752069988155
ACH-000444,-0.039664952034122215
ACH-000445,-0.056590252971130676
ACH-000448,-0.2166181340637572
ACH-000450,0.22765690560552074
ACH-000452,-0.06667535119483232
ACH-000454,-0.11016361233816464
ACH-000458,-0.10416292572920363
ACH-000459,-0.030673834207497083
ACH-000460,-0.06818494122099968
ACH-000461,0.05840580835308876
ACH-000463,-0.04255822572488432
ACH-000464,0.019024655252795748
ACH-000466,-0.09694133947380806
ACH-000467,-0.10992768462374672
ACH-000468,-0.05216179338219413
ACH-000469,-0.011747415706779623
ACH-000470,-0.13905142672518328
ACH-000471,0.07235351418183017
ACH-000472,0.00515790377121354
ACH-000473,-0.013847538028228265
ACH-000475,-0.031505298731928554
ACH-000476,0.18721137537818808
ACH-000477,-0.14658893381480462
ACH-000479,-0.1542771788888842
ACH-000480,-0.0675980547437678
ACH-000481,-0.13390770704862362
ACH-000483,-0.03910676409020015
ACH-000484,0.06962868389294803
ACH-000485,-0.01829197423436161
ACH-000486,-0.08798961481963949
ACH-000487,-0.015482865634577087
ACH-000488,-0.10713152323117373
ACH-000490,-0.07413019356200944
ACH-000491,-0.12179781797821973
ACH-000495,-0.18331290270082728
ACH-000496,-0.11503339768780688
ACH-000499,0.12865342322536122
ACH-000500,0.20125011803908455
ACH-000502,0.0056741421995067775
ACH-000503,-0.2760423617159247
ACH-000505,-0.05587452723730182
ACH-000507,-0.13917202812674614
ACH-000510,-0.06951979982802554
ACH-000511,-0.1910681336001596
ACH-000512,0.10630720419523078
ACH-000516,-0.002626676175590098
ACH-000517,-0.1679896889505116
ACH-000518,-0.05194477106634608
ACH-000520,-0.11911628989608453
ACH-000521,0.04292844111428239
ACH-000522,-0.1643944949458469
ACH-000524,-0.2576952096133257
ACH-000527,-0.1543405504212324
ACH-000528,-0.01445901033273464
ACH-000537,0.016455207580723476
ACH-000541,-0.07308816014742565
ACH-000542,-0.04641682188629112
ACH-000544,-0.06519887623788839
ACH-000545,-0.0456737405223172
ACH-000547,-0.2129048198069012
ACH-000548,-0.10355100794576166
ACH-000549,0.021677864160302755
ACH-000550,-0.15913316226448834
ACH-000552,-0.0023910896406964337
ACH-000556,0.046410162826710885
ACH-000557,-0.1126096066184888
ACH-000569,-0.1479607095632539
ACH-000570,-0.03205178732414612
ACH-000571,-0.02210767857321304
ACH-000573,-0.18401567518299164
ACH-000576,-0.23713459445980906
ACH-000579,-0.044508197484056135
ACH-000580,-0.09671522390499196
ACH-000584,0.0017366247766898695
ACH-000585,-0.1951206615755529
ACH-000588,-0.016845803823937997
ACH-000589,-0.01875905008172211
ACH-000591,-0.05092021160315107
ACH-000593,-0.007681567073191911
ACH-000600,-0.02193739241751535
ACH-000601,-0.059160787668316686
ACH-000605,-0.0820420768448769
ACH-000606,-0.09595134370602723
ACH-000608,-0.08166555304983691
ACH-000614,0.07040877787923984
ACH-000616,-0.23952677731174615
ACH-000618,0.01921577243313657
ACH-000619,0.05975345683011628
ACH-000620,-0.241795787352132
ACH-000621,-0.1470997977042175
ACH-000622,-0.10135864706947713
ACH-000623,-0.023825313129383102
ACH-000624,-0.1679481445174336
ACH-000627,-0.09550150553041674
ACH-000630,-0.11437202392649205
ACH-000631,-0.144518787737479
ACH-000632,-0.07616857197454277
ACH-000633,-0.062243217606461065
ACH-000637,-0.24011496186562165
ACH-000638,-0.19066104643478246
ACH-000646,-0.052497158164964336
ACH-000647,-0.07853307020250454
ACH-000648,-0.2516369943739665
ACH-000649,-0.12064756683335258
ACH-000651,-0.03424545071395126
ACH-000652,-0.018680709728537512
ACH-000653,-0.04097216653410032
ACH-000657,-0.004800678887292118
ACH-000658,0.05004575397877917
ACH-000661,0.057833494754275586
ACH-000662,0.0960161364001718
ACH-000663,-0.034041918071559644
ACH-000665,0.0060354138374771205
ACH-000671,-0.0055006471428410255
ACH-000672,-0.2532557679511374
ACH-000673,-0.1284583669054089
ACH-000676,0.0030137756788779736
ACH-000677,-0.1073706276227576
ACH-000681,-0.10761451252877703
ACH-000683,-0.07757376906691903
ACH-000684,-0.03724412547275406
ACH-000688,0.08205836112762714
ACH-000693,-0.15812377122899995
ACH-000694,-0.010492684740442714
ACH-000695,0.02725542532042438
ACH-000696,-0.04143829476589083
ACH-000697,-0.3068475195652065
ACH-000699,-0.09100141531062307
ACH-000701,-0.05718871177199166
ACH-000706,-0.07797925538857305
ACH-000711,-0.02357882034307929
ACH-000713,0.14432389516503666
ACH-000714,0.0835760499337839
ACH-000718,-0.047419561396060655
ACH-000720,-0.013917982509780713
ACH-000721,-0.0038528688408334868
ACH-000724,0.033220361510557565
ACH-000725,0.06638674531080227
ACH-000732,0.1288204678432032
ACH-000734,-0.013663284628295752
ACH-000735,0.0194048981586476
ACH-000736,-0.08754952964174315
ACH-000738,-0.1629983663648898
ACH-000746,-0.05626280147599064
ACH-000747,-0.03547636910941731
ACH-000748,-0.13969746601872884
ACH-000753,-0.0975332855797017
ACH-000756,0.04863152000860207
ACH-000757,0.0199360209008295
ACH-000758,0.020137357194056592
ACH-000760,-0.13195829026593536
ACH-000762,0.013909623498068423
ACH-000763,-0.18928431981609212
ACH-000764,-0.03203964172951538
ACH-000765,-0.01750609643385343
ACH-000766,-0.09312173439003923
ACH-000767,-0.0769808259477753
ACH-000768,-0.17710354031508732
ACH-000769,-0.11048685389449676
ACH-000770,-0.04839180949572597
ACH-000771,-0.02208834611423437
ACH-000773,-0.1223971419012896
ACH-000776,-0.14736055595517342
ACH-000777,0.09885856331401503
ACH-000778,-0.08423138930914659
ACH-000781,-0.0241401669978843
ACH-000782,-0.2200991488057823
ACH-000783,-0.0749244807010479
ACH-000784,-0.0983161949664498
ACH-000785,-0.09115237694500694
ACH-000787,-0.08441080101835087
ACH-000788,-0.05552854440993889
ACH-000791,-0.0573991420536434
ACH-000792,-0.0778192026400828
ACH-000794,-0.023210515115910216
ACH-000796,0.029681933989602026
ACH-000798,-0.033145068017300314
ACH-000799,-0.2364890974380639
ACH-000800,-0.1210503243862664
ACH-000802,-0.01081526174706076
ACH-000804,-0.2308531666661124
ACH-000805,-0.08869137712491973
ACH-000809,-0.0373733261577924
ACH-000810,-0.2402447087683188
ACH-000811,-0.09161511464026348
ACH-000817,-0.25776921096348954
ACH-000819,0.0016433781331831154
ACH-000820,-0.4004380369961139
ACH-000821,-0.2350300873611975
ACH-000822,-0.032289700314871266
ACH-000823,-0.06423683001566638
ACH-000824,-0.09233978221691844
ACH-000827,-0.10541465758512823
ACH-000829,-0.22137083462230805
ACH-000831,0.0580764671164838
ACH-000832,0.044360079531047036
ACH-000833,-0.1832244816214254
ACH-000834,0.037444264129870015
ACH-000835,-0.03803012555315748
ACH-000836,-0.008076654068958005
ACH-000837,0.07601287777843763
ACH-000838,-0.00887603590829348
ACH-000839,-0.01750857650175925
ACH-000840,-0.1348989277774739
ACH-000841,0.1813668969872851
ACH-000843,-0.057356898232219136
