,POLA2 (23649)
ACH-000004,-0.8896510209244552
ACH-000005,-0.6708619002914921
ACH-000007,-0.7708342936738287
ACH-000009,-1.1740993845746184
ACH-000011,-0.5689132061194466
ACH-000012,-1.0433248854459312
ACH-000013,-0.5837320269967263
ACH-000014,-0.8363566499232907
ACH-000015,-0.7933967485086558
ACH-000017,-0.9052982337521794
ACH-000018,-0.6828925029776585
ACH-000019,-0.8604738508502751
ACH-000021,-0.74275895511804
ACH-000022,-0.8174426669416731
ACH-000025,-0.7948876740637933
ACH-000028,-0.8266845742055159
ACH-000030,-0.7953649640971576
ACH-000035,-0.75534170727982
ACH-000036,-0.8501650308278109
ACH-000037,-0.8946278366053013
ACH-000039,-0.8023128208064642
ACH-000040,-0.7396304661283408
ACH-000041,-0.6896225716433616
ACH-000042,-0.7221846067309864
ACH-000045,-0.7233497798082156
ACH-000047,-0.721649171375019
ACH-000052,-0.94986901884967
ACH-000053,-0.8142244588012367
ACH-000054,-0.8217341526013848
ACH-000055,-0.6556482674793243
ACH-000060,-0.8248922601345647
ACH-000067,-0.8269932587368121
ACH-000070,-0.8861658105823148
ACH-000075,-0.8328681505724235
ACH-000078,-0.8417122127942188
ACH-000082,-0.8869654788565945
ACH-000085,-0.8666878648180174
ACH-000086,-1.036431935602936
ACH-000087,-0.8699038138646088
ACH-000092,-0.9513777858351222
ACH-000095,-0.8828799267529317
ACH-000097,-0.919703107049416
ACH-000098,-0.792623622167843
ACH-000099,-0.9088639200799024
ACH-000108,-0.8044245975674158
ACH-000113,-0.6647627136157814
ACH-000116,-0.6822780980969232
ACH-000118,-0.6863346825830494
ACH-000120,-0.7789206207374405
ACH-000123,-0.9948845545841698
ACH-000127,-0.7477759223134969
ACH-000128,-0.9481593485905492
ACH-000132,-0.7514141949164833
ACH-000133,-0.8236651725389971
ACH-000137,-0.7953906124019033
ACH-000138,-0.9062404039779459
ACH-000142,-0.8744998846691799
ACH-000143,-1.0034658962368106
ACH-000146,-0.6277436513752102
ACH-000148,-0.7796285833751024
ACH-000150,-0.7892456640900744
ACH-000152,-0.7935306763998269
ACH-000153,-0.8135651987940017
ACH-000159,-0.9199370157043664
ACH-000160,-0.7217658676109294
ACH-000163,-0.8911870241563937
ACH-000167,-1.086626974635259
ACH-000168,-1.0494834757055769
ACH-000169,-0.912358940979073
ACH-000178,-0.6192984072277009
ACH-000183,-0.6877918872989256
ACH-000188,-0.7527964073376603
ACH-000189,-1.1266461634603906
ACH-000190,-0.9955465863494459
ACH-000198,-0.7489508804587911
ACH-000203,-0.6305845461874312
ACH-000204,-0.9194604345403891
ACH-000206,-0.8172168647754299
ACH-000207,-0.6442832370755536
ACH-000208,-0.9565553476380828
ACH-000210,-0.9411094008691264
ACH-000211,-0.7826881880973908
ACH-000215,-0.7482536326071779
ACH-000221,-0.8757896951060397
ACH-000222,-0.8075909534319671
ACH-000223,-0.8018679561304863
ACH-000226,-0.7520265474138091
ACH-000227,-0.7446776792271057
ACH-000228,-0.8423831419990303
ACH-000231,-0.9009929188457668
ACH-000232,-0.7726433867328899
ACH-000233,-0.7011371643062713
ACH-000234,-1.0092945379084606
ACH-000235,-0.7422144015258838
ACH-000237,-0.7160363368275892
ACH-000238,-0.6977557770119923
ACH-000242,-0.930016779951608
ACH-000243,-0.6769247605342599
ACH-000244,-0.6673062974754556
ACH-000246,-0.8568520966906109
ACH-000248,-0.5458329655398659
ACH-000250,-0.6562682411137165
ACH-000251,-0.9240590707328136
ACH-000252,-0.9982339259885908
ACH-000253,-1.0089415698816513
ACH-000255,-0.7568451171853462
ACH-000256,-0.8011749762745021
ACH-000257,-0.8476474400620085
ACH-000258,-0.7594131196572717
ACH-000259,-0.6691448167930015
ACH-000260,-0.9334777690338866
ACH-000261,-0.9408851670343767
ACH-000262,-0.5581949513935417
ACH-000263,-0.7529025705276576
ACH-000264,-0.9007067279150501
ACH-000265,-0.7548918921633277
ACH-000266,-0.8284927442665451
ACH-000272,-0.8462683551276399
ACH-000274,-0.7430499254720337
ACH-000277,-0.664870070487304
ACH-000278,-0.5783615108963248
ACH-000279,-0.8723344487837065
ACH-000280,-0.8472570882285348
ACH-000281,-0.5461710386082848
ACH-000288,-0.8463962837398664
ACH-000291,-0.9567254410100656
ACH-000293,-0.9359348578856926
ACH-000294,-0.4211011417802092
ACH-000295,-0.7629969780727794
ACH-000296,-0.9776040891498848
ACH-000302,-0.8632745075656754
ACH-000304,-0.6386148520654322
ACH-000307,-1.0260367778883002
ACH-000308,-0.974620041409007
ACH-000310,-0.925701413374812
ACH-000311,-0.6930926079078434
ACH-000312,-0.7819732938673167
ACH-000315,-0.6588163711748817
ACH-000316,-0.7637126716299965
ACH-000317,-0.8481605980307331
ACH-000318,-0.8901565732782243
ACH-000319,-1.025727944133016
ACH-000320,-0.7402189793373067
ACH-000322,-0.6543745764713186
ACH-000323,-0.9056279168627096
ACH-000324,-0.8170240853171307
ACH-000329,-0.7958124307395645
ACH-000330,-0.8879335616240724
ACH-000331,-0.7944936874136092
ACH-000332,-0.6527878555626723
ACH-000334,-0.4825547788854618
ACH-000335,-0.939877004760336
ACH-000336,-0.6694634126511552
ACH-000337,-0.8417592601048498
ACH-000338,-0.7039325512558638
ACH-000339,-0.7396305558525912
ACH-000341,-0.7810766380815249
ACH-000348,-0.7504610123461298
ACH-000350,-0.9880588322243572
ACH-000352,-0.7406586584630674
ACH-000356,-0.6814315481773311
ACH-000361,-0.7479097157105628
ACH-000362,-0.6548987847819983
ACH-000363,-0.8585771187527294
ACH-000364,-0.7352197237238474
ACH-000365,-0.6708687263996439
ACH-000366,-0.8725906735729696
ACH-000368,-0.7234903690341855
ACH-000374,-0.9856726310905144
ACH-000375,-0.7974698971270164
ACH-000376,-0.7921976465208095
ACH-000381,-0.8559643433105217
ACH-000383,-0.6767903216692792
ACH-000387,-0.87808730409112
ACH-000389,-0.6954663922681971
ACH-000390,-0.7846589028737184
ACH-000393,-0.8438284875157842
ACH-000395,-0.5705217220869658
ACH-000396,-0.8239639648934597
ACH-000397,-0.8685346356647355
ACH-000401,-0.5757804678921944
ACH-000402,-0.5876341283416889
ACH-000403,-0.8943932800440927
ACH-000404,-0.6036703195363375
ACH-000406,-0.6833167615899738
ACH-000407,-0.8103738875829112
ACH-000408,-0.5153081896923861
ACH-000410,-0.8323207127877202
ACH-000411,-1.0492770113289576
ACH-000414,-0.7252614201104034
ACH-000415,-0.7914131356687619
ACH-000416,-0.8578025133610169
ACH-000420,-0.9152463208197674
ACH-000421,-0.8515220468992262
ACH-000424,-0.7432759436351472
ACH-000425,-0.7979422314613698
ACH-000426,-0.83693479818827
ACH-000427,-0.7437624470498037
ACH-000433,-0.8386559684579603
ACH-000435,-0.8887881122300313
ACH-000436,-0.6886470444363298
ACH-000444,-1.1111193485108444
ACH-000445,-0.9432098312596324
ACH-000448,-0.7049593230426531
ACH-000450,-0.6718330013968111
ACH-000452,-0.963479793876048
ACH-000454,-0.8167653795535262
ACH-000458,-0.7090734299157055
ACH-000459,-0.6272163249283113
ACH-000460,-0.7515710113699753
ACH-000461,-0.962938840696924
ACH-000463,-0.652180418995694
ACH-000464,-0.7429007846951586
ACH-000466,-0.8260132192806439
ACH-000467,-0.9973626142064604
ACH-000468,-0.7731513895373334
ACH-000469,-0.5463452241151104
ACH-000470,-0.9413618312807506
ACH-000471,-1.0007714001800967
ACH-000472,-0.5736962770824591
ACH-000473,-0.7431253737434342
ACH-000475,-0.8375520032625489
ACH-000476,-0.8575636909890259
ACH-000477,-0.7945145711735465
ACH-000479,-0.8518607641852252
ACH-000480,-1.008255884916185
ACH-000481,-0.847367649731646
ACH-000483,-1.3255403609885579
ACH-000484,-1.0351266186787371
ACH-000485,-0.8603039149880686
ACH-000486,-0.9655078360739068
ACH-000487,-0.8220080999364217
ACH-000488,-0.7133286952435555
ACH-000490,-0.8594211035568279
ACH-000491,-1.1348471072942568
ACH-000495,-0.8225313480672909
ACH-000496,-0.9258792664970656
ACH-000499,-0.6733735897947726
ACH-000500,-0.8372757513867574
ACH-000502,-0.8058171096604406
ACH-000503,-0.5816151571594859
ACH-000505,-0.8476256771674421
ACH-000507,-0.7669586373002104
ACH-000510,-0.8775537718349894
ACH-000511,-0.8871573599195335
ACH-000512,-0.6250805233987501
ACH-000516,-0.9947855964943924
ACH-000517,-1.0649694617432282
ACH-000518,-0.8823765438585766
ACH-000520,-0.8079392770540723
ACH-000521,-0.7747191013550889
ACH-000522,-0.7740302540612557
ACH-000524,-0.9059291867743132
ACH-000527,-0.7834780878106736
ACH-000528,-1.186340396184283
ACH-000537,-1.1771573744844568
ACH-000541,-0.8596782760732669
ACH-000542,-0.8913698845259999
ACH-000544,-0.6346829959498547
ACH-000545,-0.968397155946504
ACH-000547,-0.8833638494654972
ACH-000548,-0.7459932933177561
ACH-000549,-0.6073077931465225
ACH-000550,-0.7368370518501706
ACH-000552,-0.8393996633768535
ACH-000556,-0.9385036214989549
ACH-000557,-0.842044462378664
ACH-000569,-1.2972433472678917
ACH-000570,-1.006816529553032
ACH-000571,-0.7920826712563512
ACH-000573,-0.8577613417445803
ACH-000576,-0.7435322410219519
ACH-000579,-0.5808375941719498
ACH-000580,-0.7787901210084767
ACH-000584,-0.73223647503969
ACH-000585,-0.8570091088992016
ACH-000588,-0.6771806928010129
ACH-000589,-1.0368910380853051
ACH-000591,-0.8518893221491208
ACH-000593,-0.7826866467484801
ACH-000600,-0.7881524695967604
ACH-000601,-0.9246230301504524
ACH-000605,-0.813918582348338
ACH-000606,-0.7270062132473579
ACH-000608,-0.7498932623254766
ACH-000614,-0.5523294188517993
ACH-000616,-0.7503077951662488
ACH-000618,-0.7353201119112547
ACH-000619,-0.7454312629751244
ACH-000620,-0.8072096624522267
ACH-000621,-0.8338957474090287
