,ELF5 (2001)
ACH-000004,0.11290799780343408
ACH-000005,0.008044456029785782
ACH-000007,0.04847322266941328
ACH-000009,-0.013107814499970123
ACH-000011,0.13521771910994448
ACH-000012,-0.04322879770483471
ACH-000013,0.021095580710789867
ACH-000014,0.046244273867164364
ACH-000015,0.043053884484974526
ACH-000017,0.05251013424078665
ACH-000018,-0.058058094278672215
ACH-000019,-0.20848659991248197
ACH-000021,-0.012100692134782712
ACH-000022,-0.08523357238119124
ACH-000025,-0.1513984149397413
ACH-000028,-0.061629650884608374
ACH-000030,-0.12154076966872948
ACH-000035,0.003360009383880607
ACH-000036,0.0771884137376875
ACH-000037,0.10327258939540468
ACH-000039,-0.010352343470892993
ACH-000040,-0.025145261133296973
ACH-000041,0.06904117010208671
ACH-000042,-0.06226155151195543
ACH-000045,-0.0017045440006484176
ACH-000047,0.044216544973568216
ACH-000052,-0.058868153422526735
ACH-000053,0.015336249735620918
ACH-000054,0.06448715687397065
ACH-000055,-0.04131497177790644
ACH-000060,0.0934544203281454
ACH-000067,-0.020603844909269853
ACH-000070,0.03917835347343632
ACH-000075,-0.06111991259531301
ACH-000078,-0.004768348992370502
ACH-000082,0.04181545137861754
ACH-000085,0.07151664107058961
ACH-000086,-0.015626502830965137
ACH-000087,-0.1997460987632519
ACH-000092,0.015786011356279925
ACH-000095,0.014906535567254615
ACH-000097,0.062315326231447636
ACH-000098,0.03738787868316119
ACH-000099,0.015527407976979806
ACH-000108,0.005747548738002916
ACH-000113,-0.0104284167697411
ACH-000116,0.12074186618256487
ACH-000118,-0.013137386419965737
ACH-000120,0.09441964448333882
ACH-000123,-0.037061400290545936
ACH-000127,-0.01404362787889616
ACH-000128,0.03730935108087755
ACH-000132,0.08264474384892262
ACH-000133,-0.15006628654664864
ACH-000137,0.11018880485658686
ACH-000138,0.040530167821939085
ACH-000142,-0.17342117464589174
ACH-000143,-0.015153429704827937
ACH-000146,-0.03173616609029123
ACH-000148,0.047840643473880166
ACH-000150,0.08619678577188229
ACH-000152,0.06340002865567985
ACH-000153,0.05192536868010349
ACH-000159,0.00869021481967635
ACH-000160,-0.09108931331035636
ACH-000163,-0.060419238313370725
ACH-000167,0.0152265568210036
ACH-000168,-0.13358766968666366
ACH-000169,-0.057477304610679986
ACH-000178,-0.013595182326851998
ACH-000183,-0.02038841799017024
ACH-000188,-0.0014200792365753638
ACH-000189,-0.327030499467992
ACH-000190,-0.1161122013454302
ACH-000198,0.07938272247065382
ACH-000203,-0.20486936926079305
ACH-000204,-0.04941083495611639
ACH-000206,0.08031020364539747
ACH-000207,-0.149222062970067
ACH-000208,0.036396541014933184
ACH-000210,0.0295053665916925
ACH-000211,0.07883052341687748
ACH-000215,-0.08730174988651512
ACH-000221,0.035738536546990135
ACH-000222,0.06254318164244263
ACH-000223,-0.022610918316181592
ACH-000226,-0.02122325531103507
ACH-000227,0.013707784030458144
ACH-000228,0.28947315237358023
ACH-000231,-0.008821649842689046
ACH-000232,-0.14085325025232073
ACH-000233,0.014725442391980915
ACH-000234,0.07725178152372908
ACH-000235,-0.013651624320081244
ACH-000237,-0.0463012514024776
ACH-000238,-0.00043556151860485215
ACH-000242,-0.040335236640547736
ACH-000243,-0.09606601287383068
ACH-000244,-0.14547872514277185
ACH-000246,-0.012533977277302202
ACH-000248,0.03755388255552042
ACH-000250,0.06746679415598816
ACH-000251,0.049161951910651716
ACH-000252,-0.01110377998553079
ACH-000253,0.019679802276031232
ACH-000255,-0.12688226949423387
ACH-000256,-0.0001888997752837123
ACH-000257,0.0025135694138007643
ACH-000258,-0.02480429109683286
ACH-000259,0.09811946950611468
ACH-000260,0.03402517325763168
ACH-000261,0.01516073617745884
ACH-000262,0.03658766107510128
ACH-000263,-0.031593765778029574
ACH-000264,-0.04863187499136859
ACH-000265,-0.016187903491271763
ACH-000266,0.06947429228500318
ACH-000272,0.03606134342770618
ACH-000274,-0.049294941943387016
ACH-000277,0.06941721314880536
ACH-000278,-0.14239458583600992
ACH-000279,-0.002840055207773005
ACH-000280,0.0958414276419565
ACH-000281,0.012862815871183656
ACH-000288,-0.0069219497230295045
ACH-000291,0.2548620202514232
ACH-000293,0.12791776154587653
ACH-000294,0.02486148191385754
ACH-000295,0.0939244843646492
ACH-000296,-0.06832399575778142
ACH-000302,0.06324790035848357
ACH-000304,0.14591555446231158
ACH-000307,-0.09209680534502047
ACH-000308,-0.04076846851800762
ACH-000310,-0.06546962538115997
