,EXOSC2 (23404)
ACH-000004,-1.0153114415991276
ACH-000005,-1.1293510851147202
ACH-000007,-1.0153403287514011
ACH-000009,-0.845548982768452
ACH-000011,-0.6949683272350762
ACH-000012,-0.7757600070273355
ACH-000013,-1.0317466212815292
ACH-000014,-0.8335374186986331
ACH-000015,-0.9413728838015968
ACH-000017,-0.7444365226580557
ACH-000018,-0.8350809203790179
ACH-000019,-0.7960932256695508
ACH-000021,-0.9266812208658396
ACH-000022,-0.9913280494041782
ACH-000025,-0.7952507054193481
ACH-000028,-0.8962951311120232
ACH-000030,-0.8830136487827485
ACH-000035,-0.9631588571258556
ACH-000036,-1.1200137258971303
ACH-000037,-0.5992136250968635
ACH-000039,-1.0872602538648175
ACH-000040,-1.0564173867249314
ACH-000041,-1.046477848116146
ACH-000042,-0.9323178582787148
ACH-000045,-0.92555303622888
ACH-000047,-0.8006200777217126
ACH-000052,-1.2054995919979221
ACH-000053,-0.9576644496731312
ACH-000054,-0.7421845455944416
ACH-000055,-1.1006334595711056
ACH-000060,-0.7994335785301253
ACH-000067,-1.0939310029814442
ACH-000070,-0.7152109475095171
ACH-000075,-1.0670087829474193
ACH-000078,-0.9258058283533984
ACH-000082,-0.9502271601553344
ACH-000085,-1.004793564699214
ACH-000086,-0.9300245753888566
ACH-000087,-1.200340632593592
ACH-000092,-0.8275093628786685
ACH-000095,-0.8914516430919901
ACH-000097,-0.8645644769051127
ACH-000098,-0.8656404719284262
ACH-000099,-0.9588345026538332
ACH-000108,-0.9439793052412342
ACH-000113,-0.8636761356280959
ACH-000116,-0.8434938957686349
ACH-000118,-0.8543011933104177
ACH-000120,-0.8456069604601644
ACH-000123,-0.7110569517916565
ACH-000127,-0.8313565734224522
ACH-000128,-0.8192570772464587
ACH-000132,-1.0298531611150152
ACH-000133,-0.9323993403811932
ACH-000137,-1.0266409014457616
ACH-000138,-1.0058481300453046
ACH-000142,-0.8245945997426976
ACH-000143,-1.043612377187053
ACH-000146,-0.8337143269142744
ACH-000148,-1.0537629640993942
ACH-000150,-0.8670468188060164
ACH-000152,-0.8936908221552273
ACH-000153,-0.8646290181196142
ACH-000159,-0.8969593280511416
ACH-000160,-0.906164773308916
ACH-000163,-0.9567189137214648
ACH-000167,-0.7707891039596824
ACH-000168,-0.934211332434688
ACH-000169,-1.0233850037920798
ACH-000178,-0.9294347065865818
ACH-000183,-0.938931732964753
ACH-000188,-0.7450136481627829
ACH-000189,-1.293324158083319
ACH-000190,-1.0993611863139492
ACH-000198,-0.8183513706917915
ACH-000203,-0.7203856915380242
ACH-000204,-0.755324688868126
ACH-000206,-0.7125090046564315
ACH-000207,-0.8389321610695369
ACH-000208,-0.7218501908086891
ACH-000210,-0.7828016895803317
ACH-000211,-0.8532195338304053
ACH-000215,-0.9580646115977788
ACH-000221,-0.6432068545092927
ACH-000222,-0.7152469565712565
ACH-000223,-0.9778435451363764
ACH-000226,-0.9253929978843571
ACH-000227,-0.8824716496419689
ACH-000228,-0.9232910649427728
ACH-000231,-0.9195771267028332
ACH-000232,-0.9759999768122792
ACH-000233,-0.8475238370777011
ACH-000234,-0.7701371801111027
ACH-000235,-0.7551085270984127
ACH-000237,-0.933295993831695
ACH-000238,-1.090845559333278
ACH-000242,-1.0978400955940644
ACH-000243,-0.9833442215011274
ACH-000244,-1.0527935154149677
ACH-000246,-0.8617631631563172
ACH-000248,-1.092824059276823
ACH-000250,-0.7291734773759041
ACH-000251,-0.9165059167066666
ACH-000252,-0.7947373876712546
ACH-000253,-1.0017068462347782
ACH-000255,-1.0707268977323323
ACH-000256,-0.9884265813578844
ACH-000257,-0.7642833309250838
ACH-000258,-0.7326509375136491
ACH-000259,-0.9966834541055908
ACH-000260,-0.8852101712496536
ACH-000261,-0.8387557190993105
ACH-000262,-0.7738508100545599
ACH-000263,-0.7634552272350902
ACH-000264,-0.9712586914825287
ACH-000265,-0.7877877938928647
ACH-000266,-0.8351312080402469
ACH-000272,-0.7854437734920828
ACH-000274,-0.8903374007692363
ACH-000277,-0.6390594938039864
ACH-000278,-0.9412164771198168
ACH-000279,-0.7773036239596701
ACH-000280,-0.9365592360897254
ACH-000281,-0.947594923909167
ACH-000288,-0.8756280073260309
ACH-000291,-0.8357063453081661
ACH-000293,-0.9802601074784584
ACH-000294,-0.8821327851711284
ACH-000295,-1.0427427394501347
ACH-000296,-0.9101447064140071
ACH-000302,-0.8543081234693688
ACH-000304,-0.4731696671052434
ACH-000307,-0.8902820571537006
ACH-000308,-0.9428628556828738
ACH-000310,-1.0102279978697255
ACH-000311,-0.7616963405568885
ACH-000312,-0.9289379593148376
ACH-000315,-1.2283258179182632
ACH-000316,-0.9500743949669476
ACH-000317,-0.8444473337941476
ACH-000318,-0.8659260308476605
ACH-000319,-0.8092108738674126
ACH-000320,-0.7129681852715255
ACH-000322,-0.8529641773459097
ACH-000323,-1.0360118947259174
ACH-000324,-0.9437631617072682
ACH-000329,-0.9825443520089442
ACH-000330,-1.021797683340024
ACH-000331,-0.9384508487713338
ACH-000332,-0.8770990969109015
ACH-000334,-1.0383021314485827
ACH-000335,-0.9188523709390752
ACH-000336,-0.5447733662493913
ACH-000337,-0.6938972339475256
ACH-000338,-0.6447687331353842
ACH-000339,-0.9263140739698584
ACH-000341,-1.0391670067055174
ACH-000348,-0.7703613125053729
ACH-000350,-0.7685604863603164
ACH-000352,-0.9690896808910636
ACH-000356,-0.8358785187104797
ACH-000361,-0.6031927938432814
ACH-000362,-0.7327680577036899
ACH-000363,-1.0410114669721489
ACH-000364,-0.9361583034006252
ACH-000365,-0.9652286425111876
ACH-000366,-1.1089177846144818
ACH-000368,-0.8137544829441312
ACH-000374,-0.9624225254737404
ACH-000375,-0.6822536485888944
ACH-000376,-0.9229108338298954
ACH-000381,-1.039428951486742
ACH-000383,-0.8391042333536277
ACH-000387,-0.7747829017112173
ACH-000389,-1.0288808603410085
ACH-000390,-0.99068504171589
ACH-000393,-0.7557572570312023
ACH-000395,-0.7554375241256406
ACH-000396,-0.6702015848384076
ACH-000397,-1.046254440060086
ACH-000401,-0.8645920638771667
ACH-000402,-0.6289060766438249
ACH-000403,-0.8746703161287465
ACH-000404,-0.90812356716013
ACH-000406,-0.9043098055031771
ACH-000407,-0.8632490457937653
ACH-000408,-0.8175801570228516
ACH-000410,-0.9567333257701685
ACH-000411,-0.8831622519993519
ACH-000414,-0.5988097624803003
ACH-000415,-0.8153036916850293
ACH-000416,-1.0590413493370223
ACH-000420,-0.7354017776276642
ACH-000421,-0.9240533141733464
ACH-000424,-0.8547647928383472
ACH-000425,-1.0237797320320805
ACH-000426,-1.0175000108919638
ACH-000427,-0.6713116677592165
ACH-000433,-0.6786401428038902
ACH-000435,-1.3205910028776566
ACH-000436,-0.8289352253043761
ACH-000444,-0.9487615058770188
ACH-000445,-0.9924916486176876
ACH-000448,-0.8185563278015032
ACH-000450,-0.8820048012622951
ACH-000452,-0.8803797167118397
ACH-000454,-0.8263541874698588
ACH-000458,-1.0250315540716048
ACH-000459,-0.6958569110096559
ACH-000460,-0.8330106517261685
ACH-000461,-0.7654718010291132
ACH-000463,-0.87626995335721
ACH-000464,-0.9159981835517363
ACH-000466,-0.6088779660043856
ACH-000467,-0.8397436117655385
ACH-000468,-0.6414026564198968
ACH-000469,-0.7914360324663285
ACH-000470,-0.8471496187722708
ACH-000471,-0.7749588168889591
ACH-000472,-0.8440060075554953
ACH-000473,-0.8682157604069577
ACH-000475,-0.6866287901524601
ACH-000476,-0.7688454733999719
ACH-000477,-0.8873543448328789
ACH-000479,-0.7044506779852688
ACH-000480,-0.9320324997422108
ACH-000481,-0.8973584875600571
ACH-000483,-0.8623830905614337
ACH-000484,-0.7768573701146172
ACH-000485,-0.7722601440521426
ACH-000486,-0.7278311071913218
ACH-000487,-0.7910803931273122
ACH-000488,-0.7243369463371316
ACH-000490,-0.9565888019362034
ACH-000491,-0.9310718393143996
ACH-000495,-1.1693916371475541
ACH-000496,-0.9164585256184185
ACH-000499,-0.8667473048716268
ACH-000500,-0.749850413187803
ACH-000502,-0.8664335464934899
ACH-000503,-0.8160046524637103
ACH-000505,-0.8784253879820613
ACH-000507,-0.9112635582439096
ACH-000510,-0.9608512404704304
ACH-000511,-1.032714514045532
ACH-000512,-0.6028809417156458
ACH-000516,-0.7226355641388851
ACH-000517,-0.8742436457532679
ACH-000518,-1.2413166658142436
ACH-000520,-0.92733264408345
ACH-000521,-0.9621107708863408
ACH-000522,-0.8704673090209211
ACH-000524,-0.6634076596909413
ACH-000527,-0.7457704670305029
ACH-000528,-0.8348590757516078
ACH-000537,-0.9518384448064235
ACH-000541,-0.8783789464261049
ACH-000542,-0.6141431305802498
ACH-000544,-0.7817437495207888
ACH-000545,-0.8563677431573746
ACH-000547,-0.4998544581411449
ACH-000548,-0.8342356870479013
ACH-000549,-0.6620824673730548
ACH-000550,-0.7604579184001645
ACH-000552,-0.9237117198242047
ACH-000556,-0.9579508606682308
ACH-000557,-0.714447901327042
ACH-000569,-0.7476398106371323
ACH-000570,-0.8871939074464525
ACH-000571,-0.7633972240409016
ACH-000573,-0.7343271916004471
ACH-000576,-1.0301363142218158
ACH-000579,-0.92371129670311
ACH-000580,-0.8030447379359362
ACH-000584,-1.148113340394408
ACH-000585,-0.8676061093963879
ACH-000588,-1.0715302983620447
ACH-000589,-0.8095290121709925
ACH-000591,-1.154362174786049
ACH-000593,-0.9234815767033548
