,PTGFRN (5738)
ACH-000004,0.06670918110077548
ACH-000005,0.20998089193374234
ACH-000007,-0.07256782995859272
ACH-000009,-0.14271633925779
ACH-000011,-0.033175885479442904
ACH-000012,-0.013429618199012774
ACH-000013,-0.04100382050848364
ACH-000014,0.01613509636049273
ACH-000015,-0.032030998657615106
ACH-000017,0.047029654443137184
ACH-000018,0.06810908102427564
ACH-000019,-0.11184825739544407
ACH-000021,0.000742982046521162
ACH-000022,-0.04079434833929604
ACH-000025,-0.012336222566452016
ACH-000028,-0.4053049871046038
ACH-000030,-0.042957391015624125
ACH-000035,-0.11240868665865413
ACH-000036,0.1934587993124698
ACH-000037,-0.0032644983346781266
ACH-000039,0.023285924469829068
ACH-000040,0.03574167825631856
ACH-000041,-0.09274853172251972
ACH-000042,0.019455012160884674
ACH-000045,0.1137975374823076
ACH-000047,0.0062036068411658925
ACH-000052,-0.09615073267019383
ACH-000053,-0.020665933292243355
ACH-000054,-0.04341859701003595
ACH-000055,-0.18140493052813852
ACH-000060,-0.17440817660501082
ACH-000067,-0.06590662225953986
ACH-000070,-0.06913375477421108
ACH-000075,0.05387247151063725
ACH-000078,0.18479290960974767
ACH-000082,0.07263552783670889
ACH-000085,0.045576051781187
ACH-000086,-0.08263719917190697
ACH-000087,-0.017165817922107408
ACH-000092,-0.1442219736594482
ACH-000095,-0.056760417060050784
ACH-000097,-0.12860193931227096
ACH-000098,0.0006342010105520213
ACH-000099,0.04255026049012448
ACH-000108,0.037150685297446806
ACH-000113,0.11360992277074645
ACH-000116,-0.04254089866702105
ACH-000118,0.012985475359196771
ACH-000120,0.11471306106912058
ACH-000123,0.07554540706013549
ACH-000127,-0.0014028517933508654
ACH-000128,-0.10041921167546998
ACH-000132,-0.06125085633852951
ACH-000133,-0.05687498273846271
ACH-000137,0.013954257658594784
ACH-000138,-0.029880831472539008
ACH-000142,-0.028028641086228472
ACH-000143,0.16504829536497045
ACH-000146,-0.018650634032269013
ACH-000148,0.03349404209953638
ACH-000150,-0.0383335020932783
ACH-000152,-0.05186206088339744
ACH-000153,0.005346020251725845
ACH-000159,-0.02921685150925835
ACH-000160,-0.009768257107435188
ACH-000163,-0.14937165182775133
ACH-000167,-0.3040210030442467
ACH-000168,0.189854757185638
ACH-000169,-0.019954491399851747
ACH-000178,-0.00783517625001591
ACH-000183,-0.06636148054407465
ACH-000188,-0.20533877571603668
ACH-000189,0.10896558810499987
ACH-000190,-0.11729069832368333
ACH-000198,0.04635808183930208
ACH-000203,0.1721618900833512
ACH-000204,0.0685734254699415
ACH-000206,0.1910562805768714
ACH-000207,0.062303951000898986
ACH-000208,0.24700745655503506
