,KNDC1 (85442)
ACH-000004,0.16897039048436452
ACH-000005,0.07910183491753775
ACH-000007,-0.03696561870619862
ACH-000009,-0.013694923952453269
ACH-000011,-0.06648525873756429
ACH-000012,0.015395984187229287
ACH-000013,0.10097001475410466
ACH-000014,0.0001529443785034309
ACH-000015,0.05250995447011637
ACH-000017,0.08615533532033053
ACH-000018,0.09116481877334214
ACH-000019,-0.02529481578307187
ACH-000021,0.01921174487505437
ACH-000022,-0.15612045740265726
ACH-000025,-0.032837583777346364
ACH-000028,0.15993005735085433
ACH-000030,0.01434255569044895
ACH-000035,0.006425537853401107
ACH-000036,0.06341367207224949
ACH-000037,-0.025221182509793626
ACH-000039,-0.05471188713005161
ACH-000040,-0.15626715682290174
ACH-000041,-0.04140001051830764
ACH-000042,-0.14709353965687935
ACH-000045,0.025683074547382438
ACH-000047,0.04128158658965167
ACH-000052,0.03921392197657275
ACH-000053,-0.02407476112246265
ACH-000054,-0.12454248761507325
ACH-000055,0.16952802674463707
ACH-000060,-0.1829441742435205
ACH-000067,0.11352517176481085
ACH-000070,-0.12830566128068874
ACH-000075,0.05076199137373407
ACH-000078,-0.05270742557173698
ACH-000082,0.03291435956641401
ACH-000085,-0.10059749800781816
ACH-000086,0.04399770323329225
ACH-000087,-0.16783820717097322
ACH-000092,0.038022492475846464
ACH-000095,-0.025930330167771326
ACH-000097,0.08725173290929039
ACH-000098,0.018122581915688225
ACH-000099,-0.008566974359679503
ACH-000108,-0.023567549261713148
ACH-000113,0.10915558821904446
ACH-000116,0.0025231622896101573
ACH-000118,-0.011815225820425249
ACH-000120,-0.13478541188532486
ACH-000123,-0.07060427081001383
ACH-000127,0.0012518031085080054
ACH-000128,0.1012907142105642
ACH-000132,0.02139000137849463
ACH-000133,-0.055772854500100714
ACH-000137,0.02462150600151196
ACH-000138,0.05555816593479482
ACH-000142,-0.0404634715221884
ACH-000143,0.06570260802178933
ACH-000146,0.01813552977948656
ACH-000148,-0.039991360743321616
ACH-000150,-0.1962439791340287
ACH-000152,-0.03786681023524445
ACH-000153,0.1177653175414147
ACH-000159,0.011943577540610144
ACH-000160,0.0063723822334373886
ACH-000163,-0.05866507891838287
ACH-000167,0.2525262021403113
ACH-000168,-0.14866880249612285
ACH-000169,-0.0947493556226968
ACH-000178,0.002310128415844468
ACH-000183,-0.06571354377562746
ACH-000188,-0.016977990010962774
ACH-000189,-0.06781098878379598
ACH-000190,0.2656611915885534
ACH-000198,-0.04447732842385523
ACH-000203,-0.013971332028477987
ACH-000204,-0.16781206593458625
ACH-000206,0.02716699054074857
ACH-000207,-0.13058400243479967
ACH-000208,-0.4013883939463931
ACH-000210,-0.07911690675328582
ACH-000211,-0.011776682286429968
ACH-000215,0.009824615671319986
ACH-000221,-0.0761402970400437
ACH-000222,-0.0212353379402301
ACH-000223,0.038381103491063835
ACH-000226,0.041516438766231366
ACH-000227,0.1990976509857464
ACH-000228,0.012680553361442441
ACH-000231,-0.008893173620967748
ACH-000232,-0.012571121345842757
ACH-000233,0.04122832738861948
ACH-000234,-0.004192031567682003
ACH-000235,-0.015569210835088991
ACH-000237,-0.12529570591763026
ACH-000238,0.12285734469722512
ACH-000242,0.159358376533767
ACH-000243,0.12681933686755698
ACH-000244,0.0411539086872865
ACH-000246,-0.07353854171215966
ACH-000248,-0.06700833438773186
ACH-000250,-0.020028952152311662
ACH-000251,0.09093765497610133
ACH-000252,-0.03380550521381481
ACH-000253,-0.1073748485657214
ACH-000255,-0.17560248646921922
ACH-000256,-0.16922140066987787
ACH-000257,0.047896636401493366
ACH-000258,-0.10565666908671502
ACH-000259,-0.04870004297260193
ACH-000260,-0.027814133851947344
ACH-000261,0.04006579107247661
ACH-000262,-0.09917633432582368
ACH-000263,0.22302999132646475
ACH-000264,0.04938944309966575
ACH-000265,0.03162109652271377
ACH-000266,0.028167680321921133
ACH-000272,0.04617318527422306
ACH-000274,0.0049086900713090536
ACH-000277,-0.13705669487745334
ACH-000278,-0.12379931382529205
ACH-000279,0.023372198740454618
ACH-000280,-0.003908262760989101
ACH-000281,-0.20806325938780168
ACH-000288,-0.05214962902680388
ACH-000291,0.07061427961780127
ACH-000293,0.07531111504685452
ACH-000294,-0.05963983108180644
ACH-000295,-0.2797663911419391
ACH-000296,0.058480703549509676
ACH-000302,0.03576283682998965
ACH-000304,-0.006046236572249046
ACH-000307,-0.023998360890846667
ACH-000308,0.0848718661401872
ACH-000310,-0.014663336471467397
ACH-000311,-0.08729014402609486
ACH-000312,-0.13506045077233336
ACH-000315,0.15069044882093513
ACH-000316,0.018473156955089283
ACH-000317,0.07677132152920804
ACH-000318,-0.0030985234349480326
ACH-000319,0.0313800539383469
ACH-000320,-0.02688095347138045
ACH-000322,-0.05230445625257993
ACH-000323,0.21825363597650335
ACH-000324,0.019669449479559446
ACH-000329,-0.18550523202738603
ACH-000330,0.04045423190581271
ACH-000331,-0.010032228970444377
ACH-000332,-0.056448461843847386
ACH-000334,0.3014352603939032
ACH-000335,0.17479652998668851
ACH-000336,0.1269897877914864
ACH-000337,-0.07197663501118823
ACH-000338,0.4982436588543283
ACH-000339,0.056434763715739786
ACH-000341,0.1816628224937069
ACH-000348,-0.011108164627764462
ACH-000350,-0.12022850540009823
ACH-000352,0.041079185436993716
ACH-000356,-0.05868648419198054
ACH-000361,0.031440087745490314
ACH-000362,0.029421596193377888
ACH-000363,-0.0036046100739918654
ACH-000364,0.14217363661371954
ACH-000365,0.1385819397324609
ACH-000366,-0.008943866021535254
ACH-000368,0.08865831279547884
ACH-000374,-0.05539882862632915
ACH-000375,-0.1327026488971626
ACH-000376,0.09827990890808544
ACH-000381,-0.011668354794369321
ACH-000383,-0.015913107991779012
ACH-000387,-0.02774849253964669
ACH-000389,-0.15476198840606906
ACH-000390,0.011363404869413635
ACH-000393,-0.06577713920880336
ACH-000395,-0.13076392191348618
ACH-000396,0.0453901827009013
ACH-000397,-0.08852952450711819
ACH-000401,0.06483906067302328
ACH-000402,0.2976654210740283
ACH-000403,-0.03638363083243995
ACH-000404,-0.11478933186488932
