,STXBP5 (134957)
ACH-000004,-0.2292011792535452
ACH-000005,0.01397531905529406
ACH-000007,-0.0001990538632489429
ACH-000009,0.037299386956958565
ACH-000011,-0.021534313552538927
ACH-000012,0.010294133137839282
ACH-000013,-0.03980662296626357
ACH-000014,-0.09995241449270426
ACH-000015,0.1771700535403914
ACH-000017,0.016265760682425953
ACH-000018,0.059177380452687535
ACH-000019,0.04965882446985434
ACH-000021,-0.08738002589423119
ACH-000022,0.04589587906918245
ACH-000025,-0.032129120408098975
ACH-000028,0.02343458643959256
ACH-000030,0.07256367486383898
ACH-000035,0.17927124228335187
ACH-000036,-0.06258440908419903
ACH-000037,0.011110697945300977
ACH-000039,0.1332833355695853
ACH-000040,-0.10846643676812227
ACH-000041,-0.06996145849942773
ACH-000042,-0.03375431947791747
ACH-000045,0.009686855467552671
ACH-000047,0.09250486537746896
ACH-000052,-0.03478159750168082
ACH-000053,0.021954117890709026
ACH-000054,-0.008448899435094352
ACH-000055,-0.1145567069612044
ACH-000060,0.12402228932518115
ACH-000067,-0.11311863067108925
ACH-000070,0.07430210349653718
ACH-000075,-0.004543173081454521
ACH-000078,-0.10802299775637687
ACH-000082,-0.015741449126684504
ACH-000085,0.0697629031135087
ACH-000086,0.004563164073246611
ACH-000087,0.0466635555941272
ACH-000092,0.1356689192063413
ACH-000095,0.018068699108210108
ACH-000097,-0.03064750977262934
ACH-000098,0.03385669059690929
ACH-000099,0.00830949574736564
ACH-000108,-0.060678990719976615
ACH-000113,0.04544378954538564
ACH-000116,0.061694355982134165
ACH-000118,0.13246300066801195
ACH-000120,-0.1750945561680901
ACH-000123,0.10078905389203076
ACH-000127,-0.0011361268637874664
ACH-000128,-0.15644304816570287
ACH-000132,-0.03551452278287307
ACH-000133,0.1284364664757039
ACH-000137,0.05288792249691476
ACH-000138,-0.03147081831800997
ACH-000142,-0.09358920920692013
ACH-000143,0.06355926201230654
ACH-000146,-0.02886062032402097
ACH-000148,-0.04372849025913728
ACH-000150,0.01812428341499773
ACH-000152,-0.03411709758082662
ACH-000153,-0.00781935350617392
ACH-000159,0.051920449415881496
ACH-000160,0.019531370714512858
ACH-000163,0.0704141628258735
ACH-000167,-0.005271095267476138
ACH-000168,-0.1871537174984885
ACH-000169,0.09404166234897124
ACH-000178,0.039209108698267436
ACH-000183,-0.007416251515957631
ACH-000188,0.015032427064199556
ACH-000189,0.041009508274178284
ACH-000190,0.028132036933531127
ACH-000198,0.03919164187657658
ACH-000203,-0.5654590041374667
ACH-000204,0.1931323188815149
ACH-000206,0.09857157717385766
ACH-000207,-0.12090815242834607
ACH-000208,0.2353408825879741
ACH-000210,0.24357261982022976
ACH-000211,-0.04970255295250597
ACH-000215,0.014946869247858782
ACH-000221,0.03687751374797325
ACH-000222,-0.0293381686082534
ACH-000223,-0.009142491877012614
ACH-000226,0.06376349776503472
ACH-000227,0.056901062244573926
ACH-000228,-0.07489281818718359
ACH-000231,0.0008241581345037168
ACH-000232,-0.025605225286022024
ACH-000233,0.17322872184358662
ACH-000234,-0.054649123021744885
ACH-000235,0.018615381002603702
ACH-000237,0.005598602425058111
ACH-000238,0.015750329441984512
ACH-000242,-0.3370286788442348
ACH-000243,-0.027382804905261186
ACH-000244,-0.05788657398506202
ACH-000246,-0.04082038559157914
ACH-000248,-0.035620348851796955
ACH-000250,-0.07073465919415693
ACH-000251,-0.16832423376329156
ACH-000252,0.0581442560421982
ACH-000253,-0.09500480001643627
ACH-000255,-0.05918068747403395
ACH-000256,0.011945085491860958
ACH-000257,-0.0186761849967201
ACH-000258,0.10596271955038986
ACH-000259,0.01551278612231306
ACH-000260,0.0026694950340612755
ACH-000261,-0.07481833343110128
ACH-000262,0.02339469580179696
ACH-000263,0.08226726656515891
ACH-000264,0.08055013397408138
ACH-000265,0.08758976179605098
ACH-000266,0.007091692195207167
ACH-000272,-0.03757691424039527
ACH-000274,-0.01805173424869419
ACH-000277,-0.0281910307973055
ACH-000278,0.08167196145447056
ACH-000279,-0.05432627233547841
ACH-000280,-0.036839007955601716
ACH-000281,-0.040941502015156436
ACH-000288,-0.046525052882855786
ACH-000291,-0.06986767891994389
ACH-000293,-0.0010921772914187454
ACH-000294,-0.030693766416952355
ACH-000295,-0.3618900616184309
ACH-000296,-0.15998115152455333
ACH-000302,-0.05445530226476628
ACH-000304,0.046652338213211166
ACH-000307,0.057848755061747026
ACH-000308,-0.04833943162763423
ACH-000310,0.03374786881398074
ACH-000311,0.03646169747525873
ACH-000312,0.1337252308837502
ACH-000315,-0.03395672008830337
ACH-000316,0.028310895437017532
ACH-000317,0.04022307040965592
ACH-000318,0.07199939877273458
ACH-000319,0.06436747607430345
ACH-000320,-0.2670694605198873
ACH-000322,-0.15594132889311402
ACH-000323,0.06042168469024869
ACH-000324,0.07795044311768022
ACH-000329,0.020100962795970654
ACH-000330,-0.05995467504403435
ACH-000331,0.12535867601634745
ACH-000332,0.043610607060211186
ACH-000334,-0.01256331600643552
ACH-000335,0.05311824909761796
ACH-000336,0.07716553180616996
ACH-000337,-0.018511529766700188
ACH-000338,-0.008264099359363142
ACH-000339,0.04199843079961386
ACH-000341,-0.030575711717923688
ACH-000348,-0.004332559175910161
ACH-000350,-0.016893406078751904
ACH-000352,0.0872762874410284
ACH-000356,-0.09015462197004948
ACH-000361,0.18615023668805245
ACH-000362,-0.0470074517650264
ACH-000363,0.06737481345366296
ACH-000364,-0.13004378533147695
