,RPL36AL (6166)
ACH-000263,-0.6529496515291574
ACH-000264,-0.6888579637220955
ACH-000265,-0.4812205454725466
ACH-000266,-0.4835219963147148
ACH-000272,-0.6107337479337163
ACH-000274,-0.7116195657790053
ACH-000277,-0.6022929594562371
ACH-000278,-0.6088300986912322
ACH-000279,-0.5650704891397632
ACH-000280,-0.6904028548284832
ACH-000281,-0.5116206682587426
ACH-000288,-0.6115714797974314
ACH-000291,-0.5799238459417497
ACH-000293,-0.4328678614652526
ACH-000294,-0.3227093065800653
ACH-000295,-0.4925371724771178
ACH-000296,-0.6099324736052536
ACH-000302,-0.4569843176853151
ACH-000304,-0.973103273914982
ACH-000307,-0.4535058134743809
ACH-000308,-0.4574133914415761
ACH-000310,-0.7053864748066695
ACH-000311,-0.6995257289491904
ACH-000312,-0.4130406959483203
ACH-000315,-0.5813792046101222
ACH-000316,-0.6363828158061393
ACH-000317,-0.5370383624834849
ACH-000318,-0.6346077067174719
ACH-000319,-0.580735414114547
ACH-000320,-0.3878919231196004
ACH-000322,-0.9003479513204901
ACH-000323,-0.3977641712175192
ACH-000324,-0.5445728828431841
ACH-000329,-0.6406863420029352
ACH-000330,-0.4940492778069574
ACH-000331,-0.7150367851343702
ACH-000332,-0.5689227432508948
ACH-000334,-0.6356876016622859
ACH-000335,-0.6853471945353692
ACH-000336,-0.3261070000325709
ACH-000337,-0.5523159583977756
ACH-000338,-0.33207865585475244
ACH-000339,-0.5938790189781245
ACH-000341,-0.6154591290468584
ACH-000348,-0.5995011669272893
ACH-000350,-0.6497891653705316
ACH-000352,-0.4735651904521115
ACH-000356,-0.6258713270920773
ACH-000361,-0.5842181005996823
ACH-000362,-0.7437299548381135
ACH-000363,-0.5462879638863999
ACH-000364,-0.8812600443564576
ACH-000365,-0.487329713057315
ACH-000366,-0.4577981518240346
ACH-000368,-0.6219812059938329
ACH-000374,-0.6583521782260308
ACH-000375,-0.7611548429414446
ACH-000376,-0.7296270394039487
ACH-000381,-0.6644801923631346
ACH-000383,-0.6051737409126349
ACH-000387,-0.6874073786523688
ACH-000389,-0.577832729070004
ACH-000390,-0.6555784176694973
ACH-000393,-0.4918775878867982
ACH-000395,-0.5354312828291448
ACH-000396,-0.4955732004805114
ACH-000397,-0.5404947812854539
ACH-000401,-0.7004131411386443
ACH-000402,-0.6644802330899923
ACH-000403,-0.6926741664731972
ACH-000404,-0.4733236570267678
ACH-000406,-0.45903729394687104
ACH-000407,-0.5795972350162361
ACH-000408,-0.5000374970705367
ACH-000410,-0.41780457690096295
ACH-000411,-0.6791701003627447
ACH-000414,-0.5812246339218022
ACH-000415,-0.4479793737150965
ACH-000416,-0.583369270883734
ACH-000420,-0.57437704079972
ACH-000421,-0.4618051847741703
ACH-000424,-0.6475696059306271
ACH-000425,-0.7184151612623598
ACH-000426,-0.45907334935586797
ACH-000427,-0.6981734695684538
ACH-000433,-0.499526975119657
ACH-000435,-0.5740714566263034
ACH-000436,-0.5036035559850698
ACH-000444,-0.4886052597363302
ACH-000445,-0.5897004318678155
ACH-000448,-0.5936352657012351
ACH-000450,-1.0499912395339257
ACH-000452,-0.4096827144335262
ACH-000454,-0.504521431686516
ACH-000458,-0.5373447608809732
ACH-000459,-0.7195990124356569
ACH-000460,-0.4730400227464429
ACH-000461,-0.3829789404677992
ACH-000463,-0.5145636226653281
ACH-000464,-0.6037934774761973
ACH-000466,-0.4406056789035848
ACH-000467,-0.4503030091931765
ACH-000468,-0.5214908593228701
ACH-000469,-0.6317126790416198
ACH-000470,-0.5525184349787204
ACH-000471,-0.4392485322806482
ACH-000472,-0.4715552311357684
ACH-000473,-0.3775524363581204
ACH-000475,-0.6619746362235462
ACH-000476,-0.4536870518416041
ACH-000477,-0.6148847139390685
ACH-000479,-0.5408974465536577
ACH-000480,-0.5712697460407251
ACH-000481,-0.6644209038095599
ACH-000483,-0.23134107793503525
ACH-000484,-0.6600075354546281
ACH-000485,-0.6551964582025779
ACH-000486,-0.5244881559685133
ACH-000487,-0.5192528334696326
ACH-000488,-0.4227000019179293
ACH-000490,-0.5926072202548319
ACH-000491,-0.7941021536724854
ACH-000495,-0.8145127737277441
ACH-000496,-0.387726510805118
ACH-000499,-0.6123649768038028
ACH-000500,-0.05184971000007378
ACH-000502,-0.6479268512262001
ACH-000503,-0.353972101198721
ACH-000505,-0.5410121677248829
ACH-000507,-0.5968614505807849
ACH-000510,-0.4829622845707654
ACH-000511,-0.6106191140574618
ACH-000512,-0.4988366763367647
ACH-000516,-0.7355987077011779
ACH-000517,-0.6153516502976554
ACH-000518,-0.5246500106951658
ACH-000520,-0.8236812193902255
ACH-000521,-0.4633906083888299
ACH-000522,-0.6670343422517891
ACH-000524,-0.6154945628863753
ACH-000527,-0.4395716757814435
ACH-000528,-0.3614393001064906
ACH-000537,-0.4042973709482505
ACH-000541,-0.6442649206737794
ACH-000542,-0.7217911635199239
ACH-000544,-0.9247344680190384
ACH-000545,-0.5577217680681276
ACH-000547,-0.4238432715851224
ACH-000548,-0.6601369319631283
ACH-000549,-0.5855587615531455
ACH-000550,-0.4504617208749834
ACH-000552,-0.5592242458104852
ACH-000556,-0.7488720077637426
ACH-000557,-0.5372252489554772
ACH-000569,-0.5729768693451354
ACH-000570,-0.6698429539191352
ACH-000571,-0.5686409209220714
ACH-000573,-0.24035194697469764
ACH-000576,-0.5259831075919866
ACH-000579,-0.5405765137033336
ACH-000580,-0.5921281347278851
ACH-000584,-0.6010893688104453
ACH-000585,-0.3767194453112743
ACH-000588,-0.3808265791349009
ACH-000589,-0.4289243233251477
ACH-000591,-0.7025413007247265
ACH-000593,-0.3955346543593683
ACH-000600,-0.7869385957017645
ACH-000601,-0.4262755771156623
ACH-000605,-0.6043864975807305
ACH-000606,-0.6879110028215141
ACH-000608,-0.6896777635265705
ACH-000614,-0.7539125653850263
ACH-000616,-0.4398445408761781
ACH-000618,-0.3583192358464323
ACH-000619,-0.6192473117538729
ACH-000620,-0.6480821293949421
ACH-000621,-0.5057026741434584
ACH-000622,-0.6673832878625605
ACH-000623,-0.4837258436482692
ACH-000624,-0.8030107720688727
ACH-000627,-0.4926748345067327
ACH-000630,-0.5442256071068001
ACH-000631,-0.6030384318284349
ACH-000632,-0.6201116014764746
ACH-000633,-0.4800423662268829
ACH-000637,-0.5781411012001109
ACH-000638,-0.5957220656679456
ACH-000646,-0.7041973317526565
ACH-000647,-0.4943286592037599
ACH-000648,-0.6796811885326176
ACH-000649,-0.6343648942737258
ACH-000651,-0.3682958750439909
ACH-000652,-0.3686131002928648
ACH-000653,-0.500155330551837
ACH-000657,-0.6865300443967384
ACH-000658,-0.4698765603149682
ACH-000661,-0.7891827571931794
ACH-000662,-0.4117178040492839
ACH-000663,-0.6363374580505681
ACH-000665,-0.6195242200302261
ACH-000671,-0.337043611347121
ACH-000672,-0.9600191933456744
ACH-000673,-0.6933421162200133
ACH-000676,-0.5962627118845096
ACH-000677,-0.713775977469433
ACH-000681,-0.5336334238285154
ACH-000683,-0.4515747384979678
ACH-000684,-0.7901920882565313
ACH-000688,-0.6262978263269569
ACH-000693,-0.3056499138263317
ACH-000694,-0.3268751760523221
ACH-000695,-0.7565416209531619
ACH-000696,-0.6556525949750116
ACH-000697,-0.6532543112822534
ACH-000699,-0.3984536659361651
ACH-000701,-0.5368852966347166
ACH-000706,-0.3907050544808682
ACH-000711,-0.6138404169245908
ACH-000713,-0.754693439527662
ACH-000714,-0.38494079464157016
ACH-000718,-0.7031308381400649
ACH-000720,-0.6698175177495204
ACH-000721,-0.685877834681668
ACH-000724,-0.4569647568425377
ACH-000725,-0.7881227624660756
ACH-000732,-0.6055055997838373
ACH-000734,-0.5057081945920002
ACH-000735,-0.5959097355424751
ACH-000736,-0.9239598387639528
ACH-000738,-0.4545048516931994
ACH-000746,-0.3601296864282157
ACH-000747,-0.5519405966556978
ACH-000748,-0.5744646026107783
ACH-000753,-0.5024102086294892
ACH-000756,-0.6570155508172265
ACH-000757,-0.7427956431617558
ACH-000758,-0.5057335858958466
ACH-000760,-0.5244712206178433
ACH-000762,-0.5468589287014817
ACH-000763,-0.4708731628969794
ACH-000764,-0.5357193487984132
ACH-000765,-0.5851482243389797
ACH-000766,-0.6847998197698368
ACH-000767,-0.4127228148617845
ACH-000768,-0.6464414736852713
ACH-000769,-0.5803789879826655
ACH-000770,-0.7039460794645347
ACH-000771,-0.648228652905991
ACH-000773,-0.6996926666804993
ACH-000776,-0.5873897628673902
ACH-000777,-0.2461474608095497
ACH-000778,-0.34796591595396154
ACH-000781,-0.5476184534986053
ACH-000782,-0.5284638077739411
ACH-000783,-0.7465267068744241
ACH-000784,-0.4538666869579446
ACH-000785,-0.6316846432895676
ACH-000787,-0.3533224493306006
ACH-000788,-0.6020012225264891
ACH-000791,-0.5900574983898201
ACH-000792,-0.4130732095188869
ACH-000794,-0.5898568462303408
ACH-000796,-0.5578718351950374
ACH-000798,-0.7555679182538264
ACH-000799,-0.9617961098411532
ACH-000800,-0.4502338336709465
ACH-000802,-0.5032894758330564
ACH-000804,-0.5600029285143784
ACH-000805,-0.8154357131300872
ACH-000809,-0.4722408681276872
ACH-000810,-0.6778505713726652
ACH-000811,-0.524411829300013
ACH-000817,-0.7389895908504851
ACH-000819,-0.4165650055106216
ACH-000820,-0.28612210604282484
ACH-000821,-0.380263892860304
ACH-000822,-0.5714727437978098
ACH-000823,-0.2820285799162369
ACH-000824,-0.7076423615557333
ACH-000827,-0.7462215180222329
ACH-000829,-0.8283237678990634
ACH-000831,-0.6983871032561089
ACH-000832,-0.9037773889338612
ACH-000833,-0.32870695616637163
ACH-000834,-0.6634018845980215
ACH-000835,-0.3979795027225356
ACH-000836,-0.6441500686477635
ACH-000837,-0.4875929308101215
ACH-000838,-0.6852788726224376
ACH-000839,-0.4761536620478194
ACH-000840,-0.8249104961686559
ACH-000841,-0.4608726719646393
ACH-000843,-0.3583678372456718
ACH-000846,-0.6494309130241349
ACH-000847,-0.6759767140563191
ACH-000848,-0.5179939329963917
ACH-000849,-0.5912294737129057
ACH-000851,-0.8137400093264361
ACH-000855,-0.291037147242567
ACH-000856,-1.0359407083413952
ACH-000858,-0.5177753331617934
ACH-000859,-0.5836172877341489
ACH-000861,-0.40830263313033255
ACH-000862,-0.34172541313424504
ACH-000865,-0.514720052704131
ACH-000866,-0.4089863056209411
ACH-000867,-0.7292246237831389
ACH-000869,-0.2270171308820176
ACH-000872,-0.4908703233706537
ACH-000873,-0.398926797676955
ACH-000876,-0.5352264654602047
ACH-000878,-0.3756114886379512
ACH-000880,-0.6159207585070954
ACH-000881,-1.0622535442806225
ACH-000882,-0.7044290735236689
ACH-000884,-0.5434837212746844
ACH-000885,-0.7352894210059181
ACH-000887,-0.5341599273778121
ACH-000889,-0.4800621820867546
ACH-000896,-0.5997433136867454
ACH-000898,-0.7307618004679286
ACH-000900,-0.5687519163970334
ACH-000901,-0.5525387835161948
ACH-000905,-0.5032346096651595
ACH-000906,-0.7243537761568047
ACH-000907,-0.4652476836254654
ACH-000910,-0.4445037748028989
ACH-000911,-0.6878713853772368
ACH-000912,-0.5435787420330775
ACH-000913,-0.5099414078148181
ACH-000915,-0.6120786450147486
ACH-000916,-0.5858760559738837
ACH-000917,-0.4305103514532071
ACH-000920,-0.7443063283758541
ACH-000921,-0.6754763888328728
ACH-000924,-0.4538947265044063
ACH-000926,-0.5662362490935409
ACH-000928,-0.8318277407681228
ACH-000929,-0.33529876948594217
ACH-000932,-0.6610490517566723
ACH-000935,-0.541582585011144
ACH-000936,-0.6827998801469416
ACH-000937,-0.9338078495693508
ACH-000938,-0.6421833175520563
ACH-000939,-0.7105977430835311
ACH-000941,-0.6811680034241747
ACH-000943,-0.4650699245059563
ACH-000946,-0.927768297625213
ACH-000947,-0.5411454699004016
ACH-000948,-0.6749594490339471
ACH-000950,-0.9877929863058325
ACH-000953,-0.8586171397307243
ACH-000954,-0.4804662531976161
ACH-000957,-0.6124564788718893
ACH-000958,-0.6147168267249377
ACH-000960,-0.6229832165204922
ACH-000963,-0.6146989753076133
ACH-000968,-0.4852844275056593
ACH-000969,-0.5656357177802882
ACH-000972,-0.903226274881518
ACH-000973,-0.3950193372696088
ACH-000974,-0.8694424775497362
ACH-000978,-0.5579343591613687
ACH-000984,-0.5858780223463202
ACH-000986,-0.6696096056479485
ACH-000988,-0.5433264522415296
ACH-000993,-0.8851866054581228
ACH-000994,-0.4089644695960408
ACH-000996,-0.6770183587934951
ACH-001001,-0.6424307901104749
ACH-001020,-0.7340987994225742
ACH-001028,-0.6396891991948744
ACH-001031,-0.6973558026106006
ACH-001038,-0.6377642732957234
ACH-001048,-0.6259855397959969
ACH-001050,-0.6665713999279999
ACH-001053,-0.6886058951512009
ACH-001054,-0.783935910524772
ACH-001061,-0.5272292728552149
ACH-001067,-0.8904463616560179
ACH-001075,-0.5989051548517791
ACH-001096,-0.5023129488361009
ACH-001111,-0.4954151194128172
ACH-001119,-0.6970912369847369
ACH-001128,-0.8523654261980499
ACH-001134,-0.5003124184687724
ACH-001151,-0.5935125310934198
ACH-001163,-0.4750207954752516
ACH-001164,-0.5730499959308368
ACH-001183,-0.6312408330039846
ACH-001192,-0.4196887994082145
ACH-001193,-0.6603942076699345
ACH-001196,-0.5631774021357697
ACH-001197,-0.6013877771830589
ACH-001205,-0.9138543688872084
ACH-001211,-0.7863957626612287
ACH-001212,-0.8435006562517857
ACH-001228,-0.5144384279538258
ACH-001232,-0.7001562473256229
ACH-001239,-0.5009852207111426
ACH-001270,-0.5418237373608659
ACH-001274,-0.7406067278378564
ACH-001275,-0.913096714784984
ACH-001277,-0.5252289640405249
ACH-001278,-0.8357105767729417
ACH-001280,-0.5860365861593559
ACH-001283,-0.5742840318404018
ACH-001289,-0.6689026528542815
ACH-001300,-0.6230144204812146
ACH-001301,-0.4846784788410438
ACH-001302,-0.6000460495717657
ACH-001306,-0.4388794506510058
ACH-001318,-0.38349033174431263
ACH-001322,-0.5411657162553082
ACH-001328,-0.4516064505429964
ACH-001332,-0.7431372678525636
ACH-001336,-0.6285328471555259
ACH-001346,-0.5174431935614371
ACH-001353,-0.5957824584975423
ACH-001354,-0.4386055004701935
ACH-001367,-0.6997780618985099
ACH-001368,-0.5861216082897993
ACH-001374,-0.6993516730044517
ACH-001377,-0.5016028345932115
ACH-001380,-0.5509202094699821
ACH-001391,-0.8411982104824295
ACH-001408,-0.5763414839559042
ACH-001430,-0.5018422400879705
ACH-001431,-0.6956885982844655
ACH-001450,-0.6394332271228407
ACH-001496,-0.6223226640535141
ACH-001500,-0.5921242507358896
ACH-001523,-0.5279518195683165
ACH-001532,-0.8672717463822944
ACH-001550,-0.4552814602385271
ACH-001552,-1.056572086119817
ACH-001554,-0.7021429354244793
ACH-001654,-0.6399518349277596
ACH-001735,-0.5775521016648765
ACH-001736,-0.4208488796419359
ACH-001737,-0.6348234660104745
ACH-001740,-0.4687411201133818
ACH-001745,-0.5212268699162451
ACH-001765,-0.5466982152649765
