,SERF2 (10169)
ACH-000004,-0.16947663639470542
ACH-000005,-0.10105389250925564
ACH-000007,-0.24781986658354815
ACH-000009,-0.2949623629754655
ACH-000011,-0.4143564803628797
ACH-000012,-0.31210070157130304
ACH-000013,-0.24294960042043745
ACH-000014,0.002665647636981985
ACH-000015,-0.2102280253828543
ACH-000017,-0.12837936934872646
ACH-000018,-0.3967751880002137
ACH-000019,-0.3612137600600617
ACH-000021,-0.2445351278935559
ACH-000022,-0.2734292109170728
ACH-000025,-0.4638061481255184
ACH-000028,-0.3840702002115596
ACH-000030,-0.2983099155245057
ACH-000035,-0.1988366520987524
ACH-000036,-0.23273880129683966
ACH-000037,-0.3113919944091582
ACH-000039,-0.02282804570725255
ACH-000040,-0.3919278447181741
ACH-000041,-0.1986168137147959
ACH-000042,-0.3357659492242791
ACH-000045,-0.2484549459566769
ACH-000047,-0.3494266140501158
ACH-000052,0.07536292774361217
ACH-000053,-0.4039147837599184
ACH-000054,-0.315047881972546
ACH-000055,0.17797473072924458
ACH-000060,-0.3721538009215589
ACH-000067,-0.3415970230571334
ACH-000070,-0.3542675974916303
ACH-000075,-0.4597895742266064
ACH-000078,-0.11472567760849857
ACH-000082,-0.35239928388758784
ACH-000085,-0.09094697277635404
ACH-000086,-0.3402895220496259
ACH-000087,-0.2979523892142411
ACH-000092,-0.5094210628689084
ACH-000095,-0.4594818490089474
ACH-000097,-0.57610791316459
ACH-000098,-0.3577356584451993
ACH-000099,-0.4148304105219773
ACH-000108,-0.2267798880720001
ACH-000113,-0.2202015524712811
ACH-000116,-0.31044247377778594
ACH-000118,-0.1434085735739997
ACH-000120,-0.36298132746633777
ACH-000123,-0.2638029750923741
ACH-000127,-0.13156803337540135
ACH-000128,-0.17401420492644365
ACH-000132,-0.4825734948837991
ACH-000133,-0.2629576648059841
ACH-000137,-0.0849892243221727
ACH-000138,-0.14021952948474284
ACH-000142,-0.3257702808229576
ACH-000143,-0.34728120336083224
ACH-000146,-0.16047360810734465
ACH-000148,-0.19729810181772736
ACH-000150,-0.23949561593931065
ACH-000152,0.035246151491002235
ACH-000153,-0.23028902303687135
ACH-000159,-0.31049263837225577
ACH-000160,-0.25320234589029755
ACH-000163,0.005451656944150672
ACH-000167,0.7606709479255749
ACH-000168,-0.4250264901525828
ACH-000169,-0.3121449318848934
ACH-000178,-0.2999789971766729
ACH-000183,-0.2270763461626191
ACH-000188,-0.10604269516920076
ACH-000189,-0.2512682975677163
ACH-000190,-0.4460270916299503
ACH-000198,-0.2702637044642389
ACH-000203,-0.3967697131270357
ACH-000204,-0.29514018200041275
ACH-000206,-0.3696105854262788
ACH-000207,-0.2259554319333063
ACH-000208,-0.3680996767621391
ACH-000210,-0.4034327173015978
ACH-000211,-0.12251475371393422
ACH-000215,-0.23558176502272735
ACH-000221,-0.2802437451717806
ACH-000222,-0.2095277897948429
ACH-000223,-0.340754760957978
ACH-000226,-0.3983534293687747
ACH-000227,-0.536927812071982
ACH-000228,-0.3239342857645656
ACH-000231,-0.287392860086965
ACH-000232,-0.4907834272620041
ACH-000233,-0.31122246661962394
ACH-000234,-0.4562691772242001
ACH-000235,-0.24463872876891454
ACH-000237,-0.18741903885149103
ACH-000238,-0.20564807623631653
ACH-000242,-0.6762765107885467
ACH-000243,-0.5332045249873417
ACH-000244,-0.5336761098403793
ACH-000246,-0.2745870179642481
ACH-000248,-0.13389909401612068
ACH-000250,-0.42648289530836003
ACH-000251,-0.3513852080332763
ACH-000252,-0.3074741007193743
ACH-000253,-0.26987575267866776
ACH-000255,-0.4058109271809047
ACH-000256,-0.3242698880299577
ACH-000257,-0.14451629111163775
ACH-000258,-0.2997750315471889
ACH-000259,-0.3805802182248502
ACH-000260,-0.33662001630131294
ACH-000261,-0.3139412982802729
ACH-000262,-0.2808461436376927
ACH-000263,-0.3067813841450273
ACH-000264,-0.470927164378597
ACH-000265,-0.4600474493450867
ACH-000266,-0.5327226198085155
ACH-000272,-0.4344060029210179
ACH-000274,-0.4018934577889142
ACH-000277,-0.47631966090233
ACH-000278,-0.44267234808589
ACH-000279,-0.2850738194893773
ACH-000280,-0.021844210454778624
ACH-000281,-0.3460633120478566
ACH-000288,-0.3515834117237201
ACH-000291,-0.5052616006246565
ACH-000293,-0.2753838629369841
ACH-000294,-0.16645038921566624
ACH-000295,-0.10300760447517812
ACH-000296,-0.3039703457446753
ACH-000302,-0.4044599060979194
ACH-000304,-0.20189425433116526
ACH-000307,-0.32960160753379986
ACH-000308,-0.29532152750965873
ACH-000310,-0.2957643142930183
ACH-000311,-0.23656507688260625
ACH-000312,-0.3414210701763366
ACH-000315,-0.18456734719194126
ACH-000316,-0.3036211805599737
ACH-000317,-0.4009183071846591
ACH-000318,-0.28739376711066283
ACH-000319,-0.2293768931008801
ACH-000320,-0.34740401461601755
ACH-000322,-0.1596566997371965
ACH-000323,-0.2807748840865643
ACH-000324,-0.3146376872010648
ACH-000329,-0.1701865274433522
ACH-000330,-0.3174979972191943
ACH-000331,-0.7022119445061507
ACH-000332,-0.12394243352185008
ACH-000334,-0.22485842282966909
ACH-000335,-0.5007353170767759
ACH-000336,-0.03687386009649336
ACH-000337,-0.33889339908012056
ACH-000338,-0.5747957380486569
ACH-000339,-0.3901679741130299
ACH-000341,-0.4101474489628782
ACH-000348,-0.2993480267674164
ACH-000350,-0.2961289640126156
ACH-000352,-0.3386423978579669
ACH-000356,-0.2909331002342705
ACH-000361,-0.5693961655553589
ACH-000362,-0.3601454139226883
ACH-000363,-0.15828575021038874
ACH-000364,-0.43698050434183294
ACH-000365,-0.4678768479945129
ACH-000366,-0.30561367891334906
ACH-000368,-0.5759416891608676
ACH-000374,-0.09871199554562292
ACH-000375,-0.4390489058305081
ACH-000376,-0.20172558828678366
ACH-000381,-0.2006668339547612
ACH-000383,-0.4106379368575143
ACH-000387,-0.22508203897489987
ACH-000389,-0.239250202146514
ACH-000390,-0.3269031959901429
ACH-000393,-0.44444491347108095
ACH-000395,-0.2543201550405739
ACH-000396,-0.3750094055260341
ACH-000397,-0.1192044572500114
ACH-000401,-0.159050419721906
ACH-000402,-0.16121282326639327
ACH-000403,-0.3793488029234627
ACH-000404,-1.0615068811461579
ACH-000406,-0.4368849980520029
ACH-000407,-0.5726999466421371
ACH-000408,-0.28060527859302176
ACH-000410,-0.305975475336532
ACH-000411,-0.2509829086290649
ACH-000414,-0.24583540138867735
ACH-000415,-0.2182923571344217
ACH-000416,-0.2762148198931505
ACH-000420,-0.2506569977636037
ACH-000421,-0.4589636819085912
ACH-000424,-0.8582160861481346
ACH-000425,-0.35260000226862703
ACH-000426,-0.1621422208877941
ACH-000427,-0.3989558133423961
ACH-000433,-0.7308624575328085
ACH-000435,0.21181349130882168
ACH-000436,-0.12751872286115729
ACH-000444,-0.4198112408519275
ACH-000445,-0.4930855790298762
ACH-000448,-0.4181204296852837
ACH-000450,-0.3065934497694598
ACH-000452,-0.26384316233780525
ACH-000454,-0.2676372724274549
ACH-000458,-0.4512652555368247
ACH-000459,-0.37386858889557184
ACH-000460,-0.4064657965503434
ACH-000461,-0.2823175406232132
ACH-000463,-0.25799016435890265
ACH-000464,-0.5109295751169349
ACH-000466,-0.184356428412128
ACH-000467,-0.26246116208459197
ACH-000468,-0.448056600794614
ACH-000469,-0.24926567741149736
ACH-000470,-0.5082847110961178
ACH-000471,-0.4121883117469785
ACH-000472,-0.1974044717321892
ACH-000473,-0.15920936105335454
ACH-000475,-0.2819130877554895
ACH-000476,-0.4393088241567563
ACH-000477,-0.4383036852952603
ACH-000479,-0.27404167734176144
ACH-000480,-0.4437786125782495
ACH-000481,-0.4613453411354199
ACH-000483,-0.4699069279461706
ACH-000484,-0.17736820155210647
ACH-000485,-0.3572517170206609
ACH-000486,-0.4926966858942835
ACH-000487,-0.5788006070180909
ACH-000488,-0.22065045990860213
ACH-000490,-0.38208049374766573
ACH-000491,-0.4272120958048334
ACH-000495,-0.3705973880946189
ACH-000496,-0.4405773005627773
ACH-000499,-0.4158259293438042
ACH-000500,-0.4158923808291747
ACH-000502,-0.4009023460159676
ACH-000503,-0.3713414845116675
ACH-000505,-0.4416999374959236
ACH-000507,-0.21800273841704465
ACH-000510,-0.3653527791786167
ACH-000511,-0.3217826058760022
ACH-000512,-0.5756622167239803
ACH-000516,-0.2695586251546317
ACH-000517,-0.2744991966695203
ACH-000518,-0.4037891323039852
ACH-000520,-0.3937712353618391
ACH-000521,-0.2488536441353152
ACH-000522,-0.4614665832427121
ACH-000524,-0.2737590543550315
ACH-000527,-0.4471512573903721
ACH-000528,-0.2881431299069803
ACH-000537,-0.5440391735864537
ACH-000541,-0.5256844417167308
ACH-000542,-0.4807774084136622
ACH-000544,-0.25019707030364513
ACH-000545,-0.28940591298891416
ACH-000547,-0.32422683949835074
ACH-000548,-0.16122289763809908
ACH-000549,-0.2882726519813422
ACH-000550,-0.12279807060099665
ACH-000552,-0.4584950299665331
ACH-000556,-0.1583969148500272
ACH-000557,-0.061606893525894726
ACH-000569,-0.8076065632953222
ACH-000570,-0.3429725840748807
ACH-000571,-0.34262768822725925
ACH-000573,-0.4039653888727692
ACH-000576,-0.05739662905279099
ACH-000579,-0.3440247329844879
ACH-000580,-0.3598496194988341
ACH-000584,-0.3453778664969875
ACH-000585,-0.4503887060391477
ACH-000588,-0.22807863269978146
ACH-000589,-0.3172478734092968
ACH-000591,-0.5406307809972347
ACH-000593,-0.4655499226657938
ACH-000600,-0.4363129063070999
ACH-000601,-0.5152393909398436
ACH-000605,-0.30387956726153603
ACH-000606,-0.17387335607631493
ACH-000608,-0.2215795443915388
ACH-000614,-0.406933285621941
ACH-000616,-0.4367418903458557
ACH-000618,-0.3025425411487
ACH-000619,-0.26461236566736696
ACH-000620,-0.4080983561459128
ACH-000621,-0.28301219167670905
ACH-000622,-0.3632634342937385
ACH-000623,-0.3891251383543032
ACH-000624,-0.3297602448304283
ACH-000627,-0.08310693157812353
ACH-000630,-0.3377487069137626
ACH-000631,-0.7138342378342948
ACH-000632,-0.3760510200257284
ACH-000633,-0.18619982674619054
ACH-000637,-0.19776509928822056
ACH-000638,-0.3206169617827182
ACH-000646,-0.22281963678471287
ACH-000647,-0.32115747551187274
ACH-000648,-0.4993599312422982
ACH-000649,-0.4089091738847215
ACH-000651,-0.4504388980855586
ACH-000652,-0.3005856985947534
ACH-000653,-0.32705998926507257
ACH-000657,-0.3700388012179427
ACH-000658,-0.14141913997999084
ACH-000661,-0.2690898739602597
