,NABP2 (79035)
ACH-000004,-0.215501852196492
ACH-000005,0.004576838978212236
ACH-000007,-0.07615577392441303
ACH-000009,-0.08601594463353357
ACH-000011,-0.1260136569733486
ACH-000012,-0.00285059158448782
ACH-000013,-0.1110448809933894
ACH-000014,-0.028006190846673603
ACH-000015,-0.3557561499571732
ACH-000017,0.18854179551349987
ACH-000018,-0.22598621988983655
ACH-000019,-0.3183651558164501
ACH-000021,-0.14342910748557308
ACH-000022,-0.17419415138380898
ACH-000025,-0.13265580372491068
ACH-000028,-0.13883806498817947
ACH-000030,-0.09038942719717703
ACH-000035,-0.07702932518659537
ACH-000036,-0.03983757095269108
ACH-000037,-0.337087490637972
ACH-000039,0.05473862234833186
ACH-000040,-0.1913413679062272
ACH-000041,-0.25051261477953746
ACH-000042,-0.12205111273161512
ACH-000045,-0.15730412703872942
ACH-000047,-0.01647865277252911
ACH-000052,-0.3018523205921081
ACH-000053,-0.15269562410580592
ACH-000054,-0.12724675732030644
ACH-000055,-0.3422387855685743
ACH-000060,0.042489096389572864
ACH-000067,-0.2490482059933852
ACH-000070,-0.9042321482573588
ACH-000075,-0.11244947585114644
ACH-000078,-0.014080596057368269
ACH-000082,-0.3064601207721297
ACH-000085,-0.223535003827396
ACH-000086,-0.3212231172133621
ACH-000087,-0.3040811561727321
ACH-000092,-0.13898305818192824
ACH-000095,-0.08300366340778609
ACH-000097,-0.3684380947637601
ACH-000098,-0.12974981036142688
ACH-000099,-0.06981763604146869
ACH-000108,-0.05631521416779544
ACH-000113,-0.22432234443224347
ACH-000116,-0.04308118514115314
ACH-000118,-0.05335478946523271
ACH-000120,-0.07519371678080318
ACH-000123,-0.1977703049838397
ACH-000127,-0.02379856847322868
ACH-000128,-0.2639787381388661
ACH-000132,-0.17471659493865804
ACH-000133,-0.1949339830779036
ACH-000137,-0.35031631903421995
ACH-000138,-0.14140328408084338
ACH-000142,0.008355798126655555
ACH-000143,-0.002278476140676954
ACH-000146,-0.18468219077906864
ACH-000148,-0.3746529798245268
ACH-000150,-0.16845231521073778
ACH-000152,-0.22475527494963915
ACH-000153,-0.1189260050629715
ACH-000159,-0.060913557593729774
ACH-000160,-0.17622471990820918
ACH-000163,-0.4581114100284489
ACH-000167,-0.28701671827024633
ACH-000168,-0.11583330834040688
ACH-000169,-0.17507133062022984
ACH-000178,-0.10575084387465657
ACH-000183,0.061667608976970587
ACH-000188,-0.04467611595660878
ACH-000189,-0.07764367250828867
ACH-000190,-0.43937413204732506
ACH-000198,-0.1571348506657795
ACH-000203,-0.2821339871348829
ACH-000204,-0.13484745560017528
ACH-000206,-0.018960679152254682
ACH-000207,-0.17210915531159446
ACH-000208,0.0033486313358403338
ACH-000210,-0.13847185870339754
ACH-000211,-0.05547458482835582
ACH-000215,-0.3507953508999551
ACH-000221,-0.1177246907559235
ACH-000222,-0.04248433346545901
ACH-000223,-0.1818729758564348
ACH-000226,-0.1540298759519322
ACH-000227,-0.056794061568302176
ACH-000228,-0.1618170221493177
ACH-000231,-0.08948875374596102
ACH-000232,-0.1648378865632257
ACH-000233,0.04157648270021135
ACH-000234,-0.06139859029050908
ACH-000235,-0.03920440633678707
ACH-000237,-0.056459372287923776
ACH-000238,-0.04715809841458242
ACH-000242,-0.1953771579797532
ACH-000243,-0.17952185440148785
ACH-000244,0.08073830580128362
ACH-000246,0.0028079718932795227
ACH-000248,-0.07195423716113483
ACH-000250,0.05919949892004064
ACH-000251,-0.04611872055938695
ACH-000252,0.2823704981572197
ACH-000253,-0.13824009332498965
ACH-000255,-0.07388690837320425
ACH-000256,-0.03798441447355344
ACH-000257,-0.22805156619394404
ACH-000258,-0.05781067691898537
ACH-000259,-0.11880081543064575
ACH-000260,-0.20385785733778408
ACH-000261,-0.22166555017517134
ACH-000262,0.30981701480664153
ACH-000263,-0.3879246556187283
ACH-000264,-0.14371285712427204
ACH-000265,-0.11451366161821225
ACH-000266,-0.08225956380909283
ACH-000272,0.00918273873255823
ACH-000274,-0.11660670141697807
ACH-000277,-0.21639429756949266
ACH-000278,-0.054144280494147386
ACH-000279,-0.20649582640962744
ACH-000280,0.009940019686077928
ACH-000281,-0.17843818523818222
ACH-000288,-0.03135357492018185
ACH-000291,-0.11430031224381006
ACH-000293,0.06586165095725628
ACH-000294,-0.18295583371732074
ACH-000295,-0.13764317517593933
ACH-000296,-0.0637596142123726
ACH-000302,-0.15108051998510638
ACH-000304,-0.090746986577035
ACH-000307,-0.0459088017379991
ACH-000308,-0.1997863493566047
ACH-000310,-0.16269319274829394
ACH-000311,0.011763831556069646
ACH-000312,-0.108823460692894
ACH-000315,-0.11949435419983236
ACH-000316,-0.2545337382266959
ACH-000317,-0.06371596777364258
ACH-000318,-0.1950240978611012
ACH-000319,-0.17202503967021104
ACH-000320,0.07972585519152718
ACH-000322,-0.3410277835903743
ACH-000323,-0.2757643385706715
ACH-000324,0.032551130988756165
ACH-000329,-0.1206237515150898
ACH-000330,-0.24237759429015596
ACH-000331,-0.0972305039431807
ACH-000332,-0.06580861779184391
ACH-000334,-0.3115294908485481
ACH-000335,-0.09110859037888597
ACH-000336,0.15551886894783815
ACH-000337,-0.3441196374581319
ACH-000338,-0.4686992907546262
ACH-000339,-0.21797727905081385
ACH-000341,-0.5939812914412455
ACH-000348,-0.2329449878622134
ACH-000350,-0.20847386510010754
ACH-000352,-0.44197166252680026
ACH-000356,-0.16438849577796474
ACH-000361,-0.004885146995787074
ACH-000362,-0.11690275752602095
ACH-000363,-0.1874189359648364
ACH-000364,0.036379335742016364
ACH-000365,-0.1008630854328434
ACH-000366,-0.3630038719679957
ACH-000368,-0.23018137208756664
ACH-000374,-0.17839565185888
ACH-000375,-0.1065563002614918
ACH-000376,-0.13099213825434144
ACH-000381,-0.12190656318006295
ACH-000383,-0.08837513997508357
ACH-000387,-0.0895793978970809
ACH-000389,-0.05245999320668216
ACH-000390,-0.05349745069798596
ACH-000393,-0.015880699335189
ACH-000395,-0.12745185410923693
ACH-000396,0.09260008742907852
ACH-000397,-0.13448729425634626
ACH-000401,0.1608955523710196
ACH-000402,0.3816959496028353
ACH-000403,-0.09222172241430654
ACH-000404,-0.2582436103852256
ACH-000406,-0.11535089629871265
ACH-000407,-0.2825026800531479
ACH-000408,-0.28769960920314264
ACH-000410,-0.12510568983392842
ACH-000411,-0.060875383663401124
ACH-000414,0.05220589761812223
ACH-000415,-0.09648955077221652
ACH-000416,-0.19273846426166613
ACH-000420,-0.08352626489963523
ACH-000421,-0.3858547685811857
ACH-000424,-0.19205265775900293
ACH-000425,-0.13633752020474998
ACH-000426,-0.09124475218953612
ACH-000427,-0.2600277922732313
ACH-000433,-0.1964025604621108
ACH-000435,-0.22341565520639212
ACH-000436,-0.05589567162143249
ACH-000444,-0.03461915755331886
ACH-000445,-0.3969046970451558
ACH-000448,-0.113579191008936
ACH-000450,0.14109644716965494
ACH-000452,-0.2244383030453607
ACH-000454,-0.0047387319266744
ACH-000458,-0.1863689623001415
ACH-000459,-0.13999983177848893
ACH-000460,-0.19754945627426215
ACH-000461,-0.3259036535931306
ACH-000463,-0.09398788639017272
ACH-000464,-0.21113319386446466
ACH-000466,-0.04483613148351663
ACH-000467,0.08280310830737382
ACH-000468,-0.2997060610466364
ACH-000469,-0.046429243328443434
ACH-000470,-0.14862011318496274
ACH-000471,-0.13319420056317985
ACH-000472,-0.1587769290918562
ACH-000473,-0.24936315367356315
ACH-000475,-0.0723927743897913
ACH-000476,-0.16045432634702206
ACH-000477,-0.14779721308764154
ACH-000479,-0.054085504365995136
ACH-000480,-0.10760449936137098
ACH-000481,-0.1473556730748628
ACH-000483,-0.013594567193332435
ACH-000484,0.12898748423729373
ACH-000485,0.08290986411609763
ACH-000486,-0.12979128438397936
ACH-000487,0.03684858254020937
ACH-000488,-0.2017411799901784
ACH-000490,-0.16937854008504824
ACH-000491,-0.03869819473723417
ACH-000495,-0.14062731698366135
ACH-000496,-0.33671684347626635
ACH-000499,-0.2153695563486364
ACH-000500,0.37766800461256544
ACH-000502,-0.18782176120123512
ACH-000503,-0.20680935449692972
ACH-000505,-0.1334562038976993
ACH-000507,0.018273389776980068
ACH-000510,-0.02808669115252725
ACH-000511,-0.11251139624353514
ACH-000512,-0.2808707112135352
ACH-000516,-0.12280136896145676
ACH-000517,0.01842013513962675
ACH-000518,0.02258056073835494
ACH-000520,-0.2057289283078176
ACH-000521,0.03325285026613415
ACH-000522,0.04994314050700393
ACH-000524,-0.17754062543620988
ACH-000527,-0.07297823598026003
ACH-000528,-0.09188548484312996
ACH-000537,0.0023898435946007003
ACH-000541,0.10664010550878042
ACH-000542,-0.08042106853568111
ACH-000544,-0.09125911017127004
ACH-000545,-0.08692445830883228
ACH-000547,-0.1866040692305476
ACH-000548,-0.22576377531411515
ACH-000549,-0.104977530833754
ACH-000550,-0.2046535335564829
ACH-000552,0.18068690047613406
ACH-000556,-0.13542456144699658
ACH-000557,-0.11257064152102267
ACH-000569,0.05776492887080298
ACH-000570,-0.12293167765461348
ACH-000571,-0.049577457547395946
ACH-000573,-0.08948750122483883
ACH-000576,-0.31198432573227725
ACH-000579,0.05444678297135724
ACH-000580,-0.07261270921972504
ACH-000584,-0.18461342134778044
ACH-000585,-0.038340430967909366
ACH-000588,-0.2444195735697696
ACH-000589,-0.14361068080591852
ACH-000591,-0.3339797893271061
ACH-000593,-0.1044178390921725
ACH-000600,-0.11889259650670167
ACH-000601,-0.05275840454681659
ACH-000605,-0.1202061279101932
ACH-000606,-0.20125492088664804
ACH-000608,-0.1047069316902106
ACH-000614,-0.024480871350030773
ACH-000616,-0.24718982110845555
ACH-000618,-0.20881403103236515
ACH-000619,-0.005477833931276998
ACH-000620,0.04643259256020847
ACH-000621,-0.07837756640106709
ACH-000622,-0.09191470740807904
ACH-000623,-0.21220211360492905
ACH-000624,-0.2047782057662204
ACH-000627,-0.12298714270146792
ACH-000630,-0.15297606776707473
ACH-000631,-0.10055757248987868
ACH-000632,0.029442647777373238
ACH-000633,-0.08631035486855616
ACH-000637,-0.06602011720491552
ACH-000638,-0.30738519516681234
ACH-000646,-0.04708323440498708
ACH-000647,-0.21046388332526048
ACH-000648,-0.0036514724657512976
ACH-000649,-0.14104381153783654
ACH-000651,-0.14465555366391586
ACH-000652,-0.023362526631262863
ACH-000653,-0.1379600592719645
ACH-000657,-0.6287606812799514
ACH-000658,-0.1890519071141876
ACH-000661,-0.3062217967403693
ACH-000662,-0.005790523476502869
ACH-000663,-0.09302923453041373
ACH-000665,-0.23739889912845455
ACH-000671,0.0568699403934407
ACH-000672,-0.017641440487135458
ACH-000673,-0.3115964201582197
ACH-000676,-0.11773465523283515
ACH-000677,-0.3824118352613172
ACH-000681,0.20033739040858425
