,PROSER2 (254427)
ACH-000004,-0.1876771969429864
ACH-000005,-0.010689394171422976
ACH-000007,0.022088368316336787
ACH-000009,-0.19857558288068805
ACH-000011,0.02719912498620453
ACH-000012,-0.12427618794366625
ACH-000013,-0.09949945169894284
ACH-000014,-0.1187881858577818
ACH-000015,-0.032636316159853435
ACH-000017,-0.13927874205154944
ACH-000018,-0.2688259121971116
ACH-000019,-0.2745276603537117
ACH-000021,-0.21967364211822504
ACH-000022,-0.1175121311278813
ACH-000025,-0.10913830675632437
ACH-000028,-0.038554935410390914
ACH-000030,-0.15177660905332266
ACH-000035,-0.031238476309335208
ACH-000036,-0.051136456992475626
ACH-000037,-0.2189633018859627
ACH-000039,-0.16321665622279038
ACH-000040,-0.1522230006729236
ACH-000041,-0.1360143598415479
ACH-000042,0.06094726991847554
ACH-000045,-0.04966478606766304
ACH-000047,0.035434466190754105
ACH-000052,-0.22788047066297445
ACH-000053,-0.20171170857118487
ACH-000054,-0.2081230690566742
ACH-000055,-0.02419850067133024
ACH-000060,0.09039357781938724
ACH-000067,-0.12705895320178312
ACH-000070,-0.33259931123703274
ACH-000075,-0.4175262218334607
ACH-000078,-0.21638788324551486
ACH-000082,0.013232114514206885
ACH-000085,0.02314971515050025
ACH-000086,-0.12753272690776155
ACH-000087,-0.07357898176775883
ACH-000092,-0.10978471160826704
ACH-000095,-0.1044070813741292
ACH-000097,-0.10467268785391078
ACH-000098,-0.12731539728067487
ACH-000099,-0.2442857725122933
ACH-000108,-0.02994773675512677
ACH-000113,-0.02498898234163021
ACH-000116,-0.15543673293685606
ACH-000118,-0.03882275221289348
ACH-000120,-0.07331801311804485
ACH-000123,-0.2130826348899362
ACH-000127,-0.07945219230216878
ACH-000128,-0.13831646028069458
ACH-000132,-0.03607296696462885
ACH-000133,-0.07436446858920841
ACH-000137,-0.17512825212980615
ACH-000138,0.03578523153095446
ACH-000142,0.10454188316796817
ACH-000143,-0.23533602467707845
ACH-000146,-0.08370893414931692
ACH-000148,-0.13733429202426153
ACH-000150,-0.246570836336882
ACH-000152,-0.07015907973010531
ACH-000153,-0.20306209838999725
ACH-000159,-0.16092257718486988
ACH-000160,-0.23307265170366065
ACH-000163,-0.0028296470679992068
ACH-000167,0.23717379593857604
ACH-000168,-0.07300137160705239
ACH-000169,-0.002778289605482254
ACH-000178,-0.13351964731861335
ACH-000183,-0.21979157973936625
ACH-000188,0.016957436710725426
ACH-000189,-0.0420859311915486
ACH-000190,0.08839971257645839
ACH-000198,-0.0386796647266069
ACH-000203,0.5779390981389211
ACH-000204,-0.19545246025253704
ACH-000206,-0.031525943638644166
ACH-000207,-0.10613992679821604
ACH-000208,-0.2676017166574603
ACH-000210,-0.045354140726381456
ACH-000211,-0.09120493835333117
ACH-000215,-0.1348288453186648
ACH-000221,-0.3365538722359869
ACH-000222,0.07690988409348415
ACH-000223,-0.13573786251764752
ACH-000226,-0.10869736719413296
ACH-000227,-0.3349483576693801
ACH-000228,0.021109294238075508
ACH-000231,-0.14543663885238847
ACH-000232,-0.15913056493636793
ACH-000233,-0.1424356564696333
ACH-000234,0.00444774208001495
ACH-000235,-0.09666173613203743
ACH-000237,-0.2771445179859195
ACH-000238,0.005247986032229591
ACH-000242,0.20026172778563728
ACH-000243,0.020737769183827925
ACH-000244,-0.17688828865267053
ACH-000246,-0.12818629128507306
ACH-000248,0.2433990178256907
ACH-000250,-0.16838549469152336
ACH-000251,0.15443127932449907
ACH-000252,-0.21090497160033086
ACH-000253,-0.043169061995331326
ACH-000255,-0.08274867357948565
ACH-000256,-0.29544275378430884
ACH-000257,-0.25202455129814355
ACH-000258,-0.0461951685004114
ACH-000259,-0.09984300092210496
ACH-000260,-0.07512217121732359
ACH-000261,-0.1443520096034548
ACH-000262,0.08405117339482647
ACH-000263,-0.1657663132940356
ACH-000264,-0.14821957973135672
ACH-000265,-0.08420760721665234
ACH-000266,-0.0003412464680607473
ACH-000272,-0.011132387627971913
ACH-000274,-0.15276223150442106
ACH-000277,-0.037869174245612765
ACH-000278,-0.01891003988743788
ACH-000279,-0.14069348165465898
ACH-000280,-0.1054255333349049
ACH-000281,-0.1846939283412331
ACH-000288,-0.20488175788457935
ACH-000291,-0.10665324396486564
ACH-000293,-0.12050488120376975
ACH-000294,-0.056744184059028514
ACH-000295,-0.21146553649261896
ACH-000296,-0.1605015775343571
ACH-000302,-0.06541352925895919
ACH-000304,0.008259484290107044
ACH-000307,-0.08755035664375943
ACH-000308,-0.14354315852128516
ACH-000310,-0.1585348120833262
ACH-000311,-0.0865869939619888
ACH-000312,-0.2425303032365702
ACH-000315,-0.14533104088633295
ACH-000316,-0.04937916626799009
ACH-000317,0.01997354489732846
ACH-000318,-0.03307832293540395
ACH-000319,-0.11139503780347317
ACH-000320,-0.2252593908793431
ACH-000322,-0.06544451309656323
ACH-000323,0.02243717414784473
ACH-000324,-0.053965179285397805
ACH-000329,-0.18437008855860765
ACH-000330,-0.1715526155286882
ACH-000331,-0.09642664161285884
ACH-000332,-0.1518484166100161
ACH-000334,-0.2768914416029238
ACH-000335,0.10731276925633867
ACH-000336,0.04264979320040476
ACH-000337,-0.2101270786422628
ACH-000338,-0.3273626778901353
ACH-000339,0.015063308198987872
ACH-000341,-0.13479611069226832
ACH-000348,-0.2526338744331955
ACH-000350,-0.031820395731652414
ACH-000352,-0.06637664664181299
ACH-000356,-0.052923912187964
ACH-000361,0.16161497406914715
ACH-000362,-0.16366957724106448
ACH-000363,-0.2429652276113347
ACH-000364,-0.04480972896601861
ACH-000365,-0.16016104178061746
ACH-000366,-0.17628803323961756
ACH-000368,-0.06975629660984685
ACH-000374,-0.06463308114914096
ACH-000375,-0.21043996787087324
ACH-000376,-0.07740953886369176
ACH-000381,-0.052046536633315967
ACH-000383,-0.03472572399425702
ACH-000387,-0.16717874369386804
ACH-000389,-0.27618761743432396
ACH-000390,-0.044825598233885496
ACH-000393,-0.08233061156515163
ACH-000395,-0.0541524883482461
ACH-000396,-0.12343208347933285
ACH-000397,-0.06244609743376992
ACH-000401,-0.2228628663417742
ACH-000402,-0.010682959874055254
ACH-000403,-0.10055198604951278
ACH-000404,-0.06941283177747742
ACH-000406,-0.1402833924742068
ACH-000407,-0.10315540433730133
ACH-000408,-0.2411696930343063
ACH-000410,-0.13325017889602833
ACH-000411,-0.013287646561721263
ACH-000414,-0.045157326421142494
ACH-000415,-0.0704172913984733
ACH-000416,-0.1858862187122109
ACH-000420,-0.2765890928816657
ACH-000421,-0.07871225530794718
ACH-000424,-0.045968413013527686
ACH-000425,-0.10264486659985796
ACH-000426,-0.07696595211535467
ACH-000427,-0.20503277660428884
ACH-000433,-0.14843084289902864
ACH-000435,0.26376873516052995
ACH-000436,-0.07006712751623366
ACH-000444,-0.16174375806027366
ACH-000445,-0.1270063474011435
ACH-000448,-0.04573519598108298
ACH-000450,-0.2759046242012411
ACH-000452,-0.2393359112301521
ACH-000454,-0.08446605036696493
ACH-000458,-0.013965851664251558
ACH-000459,0.07527747871850161
ACH-000460,-0.054009563808730114
ACH-000461,-0.15491575456957532
ACH-000463,0.055476604882522665
ACH-000464,-0.07503734675736701
ACH-000466,-0.12545231648458124
ACH-000467,-0.18976884044248687
ACH-000468,-0.1132807040396917
ACH-000469,-0.11409540849193488
ACH-000470,-0.16984141050661666
ACH-000471,-0.12487710771725627
ACH-000472,-0.04299317289496617
ACH-000473,-0.04043588090447079
ACH-000475,-0.10941457372496773
ACH-000476,-0.06859024250974162
ACH-000477,0.0001967298370755264
ACH-000479,0.012021916032470605
ACH-000480,-0.08538048319606356
ACH-000481,-0.1834740569745801
ACH-000483,-0.10333804493300276
ACH-000484,-0.05170112474493063
ACH-000485,-0.07938450356460956
ACH-000486,-0.06943555113208615
ACH-000487,-0.2114953331608536
ACH-000488,-0.14213120502358614
ACH-000490,-0.0529180861240602
ACH-000491,-0.2907593075011751
ACH-000495,-0.3058902781135966
ACH-000496,-0.10202829345619467
ACH-000499,0.05463255215850602
ACH-000500,0.2673010047431804
ACH-000502,0.03257998943304447
ACH-000503,0.09863485509906364
ACH-000505,-0.08848599177196895
ACH-000507,0.025684262794482483
ACH-000510,-0.1496280190393299
ACH-000511,-0.0179449359650203
ACH-000512,-0.08226326016118597
ACH-000516,-0.20828054569482465
ACH-000517,-0.04328853749129556
ACH-000518,-0.07137127232600983
ACH-000520,0.12301455797809133
ACH-000521,-0.28787668612866485
ACH-000522,-0.06472774151386906
ACH-000524,-0.07677562740293081
ACH-000527,-0.11675165807646876
ACH-000528,-0.1252314617166693
ACH-000537,0.08251932269686321
ACH-000541,-0.08134598526106318
ACH-000542,0.004303336967501596
ACH-000544,-0.008562115742089512
ACH-000545,-0.005922881254077021
ACH-000547,-0.37049882159896624
ACH-000548,0.015376520575523071
ACH-000549,0.09929811582640856
ACH-000550,-0.17543105566880954
ACH-000552,-0.1158194410724269
ACH-000556,-0.17152461992473708
ACH-000557,-0.35075137194106903
ACH-000569,-0.3588839691504953
ACH-000570,-0.03738687932174281
ACH-000571,-0.07502964724530335
ACH-000573,-0.08301117366386603
ACH-000576,-0.057111275410194215
ACH-000579,-0.06394440991623684
ACH-000580,-0.031547868443027496
ACH-000584,-0.09967856899300333
ACH-000585,0.01118176710150287
ACH-000588,-0.05129429080419549
ACH-000589,-0.09623120432777324
ACH-000591,-0.2768638149921647
ACH-000593,-0.15189708609669436
ACH-000600,-0.1238970917367878
ACH-000601,-0.05455513384943912
ACH-000605,-0.0768702544492604
ACH-000606,-0.14776529407177014
ACH-000608,-0.10127143641802304
ACH-000614,-0.03686323943441504
ACH-000616,-0.09399143709283984
ACH-000618,-0.09157331195247134
ACH-000619,0.13792053406406532
ACH-000620,-0.10927181542854236
ACH-000621,-0.13612852313625826
ACH-000622,-0.15994544577747247
ACH-000623,-0.27121116141072604
ACH-000624,-0.10033929199274368
ACH-000627,-0.07437319535981313
ACH-000630,0.026733506110910157
ACH-000631,-0.17595023626716294
ACH-000632,0.01613624214392154
ACH-000633,-0.10634391382933693
ACH-000637,0.1465577598900382
ACH-000638,-0.08880424314937012
ACH-000646,-0.08765144886512627
ACH-000647,-0.07712766206659996
ACH-000648,-0.11490963145818273
ACH-000649,-0.05387495996717959
ACH-000651,-0.09876866318673637
ACH-000652,0.05876100298499848
ACH-000653,-0.0611395507316245
ACH-000657,-0.121926871350596
ACH-000658,-0.06400832990310197
ACH-000661,-0.17710121084065844
ACH-000662,0.4017772518089504
ACH-000663,0.007675440134553488
ACH-000665,-0.038999060684344763
ACH-000671,-0.0854855898844952
ACH-000672,-0.219484289854268
ACH-000673,-0.12485330591676308
ACH-000676,0.009892678920046178
ACH-000677,-0.08136619695602823
ACH-000681,-0.020076111075260875
ACH-000683,-0.2511987544922445
ACH-000684,-0.1994087047269836
ACH-000688,-0.06461358334615985
ACH-000693,-0.12157718871607813
ACH-000694,-0.14357965348209806
ACH-000695,-0.09228789977104072
