,OVGP1 (5016)
ACH-000882,-0.2416709618441932
ACH-000884,-0.3302994090684597
ACH-000885,-0.2341598589422069
ACH-000887,-0.42545591802197663
ACH-000889,-0.3992696891225135
ACH-000896,-0.3183167544872039
ACH-000898,-0.2127955402198184
ACH-000900,-0.03916568547115739
ACH-000901,-0.14127951709419953
ACH-000905,-0.3730660872751103
ACH-000906,-0.25740635315955585
ACH-000907,-0.20072290311698746
ACH-000910,-0.09242637217252954
ACH-000911,-0.18765297402034012
ACH-000912,-0.3095917444111618
ACH-000913,-0.18254591696626551
ACH-000915,-0.21604740806480915
ACH-000916,-0.6851606251540273
ACH-000917,-0.2995809472204292
ACH-000920,-0.13603998948141136
ACH-000921,-0.3179420125499964
ACH-000924,-0.27948827479498306
ACH-000926,-0.18366296447863786
ACH-000928,-0.4111899267285154
ACH-000929,-0.1058649209937914
ACH-000932,-0.3371837640526007
ACH-000935,-0.3758770934940398
ACH-000936,-0.2791530106289115
ACH-000937,-0.3444760964786125
ACH-000938,-0.2286016457489165
ACH-000939,-0.16695304608876696
ACH-000941,-0.20682036182613345
ACH-000943,-0.3727088630141666
ACH-000946,-0.2861246889104189
ACH-000947,-0.2365047693512175
ACH-000948,-0.2304750991961553
ACH-000950,-0.2366122283914449
ACH-000953,-0.4501120557581797
ACH-000954,-0.5462306687044539
ACH-000957,-0.3773749091319252
ACH-000958,-0.4033559056207979
ACH-000960,-0.3163589757890113
ACH-000963,-0.2904876913157216
ACH-000968,-0.30408735709256585
ACH-000969,-0.4920447227993984
ACH-000972,-0.26050802179032184
ACH-000973,-0.3768298059288965
ACH-000974,-0.3070575451103149
ACH-000978,-0.2793020837730579
ACH-000984,-0.21723619931851226
ACH-000986,-0.2319127544918537
ACH-000988,-0.2780990470847692
ACH-000993,-0.22719639741523026
ACH-000994,-0.3547321619547769
ACH-000996,-0.3320416037968311
ACH-001001,-0.3324149790016945
ACH-001020,0.04597370074585707
ACH-001028,-0.2482180493817404
ACH-001031,-0.21183119306627807
ACH-001038,-0.2802938743479508
ACH-001048,-0.2959599123693242
ACH-001050,-0.4054818169156567
ACH-001053,-0.23331208524040284
ACH-001054,-0.4151351117091926
ACH-001061,-0.25505042062194666
ACH-001067,-0.3642586215946291
ACH-001075,-0.3067626271197945
ACH-001096,-0.3360188730191324
ACH-001111,-0.4784587884145458
ACH-001119,-0.39661669740660616
ACH-001128,-0.3876382425686493
ACH-001134,-0.26129036598245114
ACH-001151,-0.24692559451625734
ACH-001163,-0.3118828126413344
ACH-001164,-0.2694692418560479
ACH-001183,-0.3256140079399797
ACH-001192,-0.2436061325008669
ACH-001193,-0.5550091402567183
ACH-001196,-0.09944340923323597
ACH-001197,-0.3673080242932973
ACH-001205,-0.2587490580997037
ACH-001211,-0.4462804453002349
ACH-001212,-0.272041558721256
ACH-001228,-0.3063981591879694
ACH-001232,-0.4239778673561876
ACH-001239,-0.3935800501632171
ACH-001270,-0.5752473113228362
ACH-001274,-0.4745080993827806
ACH-001275,-0.3244289446018717
ACH-001277,-0.4531605561328362
ACH-001278,-0.3363147855417185
ACH-001280,-0.38182487496835016
ACH-001283,-0.19416075509556865
ACH-001289,-0.20813285863276654
ACH-001300,-0.11841702727815022
ACH-001301,-0.1263462478892195
ACH-001302,-0.15752438297142046
ACH-001306,-0.5693016378899807
ACH-001318,-0.0807096964463271
ACH-001322,-0.5275344670201046
ACH-001328,-0.2806799296968405
ACH-001332,-0.12625000828178146
ACH-001336,-0.34114417917473217
ACH-001346,-0.4138736871828736
ACH-001353,-0.2362526980191909
ACH-001354,-0.5371001903719828
ACH-001367,-0.3452766671051278
ACH-001368,-0.3700781001438401
ACH-001374,-0.2896722395457884
ACH-001377,-0.20096177790242076
ACH-001380,-0.2311015225402671
ACH-001391,-0.22759651829946945
ACH-001408,-0.3044390862243545
ACH-001430,-0.0990873919704406
ACH-001431,-0.13501854552316755
ACH-001450,-0.3795886835492663
ACH-001496,-0.39951913869387895
ACH-001500,-0.3780820221239483
ACH-001523,-0.2826586409335556
ACH-001532,-0.2453974944447295
ACH-001550,-0.13994762732648494
ACH-001552,-0.3647013697551225
ACH-001554,-0.2365373568072549
ACH-001654,-0.25334292099759675
ACH-001735,-0.2526792651088306
ACH-001736,-0.2771730031447464
ACH-001737,0.060427122612197584
ACH-001740,-0.3987514266825629
ACH-001745,-0.3690415322336145
ACH-001765,-0.33072846338232514
