,OVGP1 (5016)
ACH-000004,-0.16584090744731042
ACH-000005,-0.1259059153924445
ACH-000007,-0.13475590502336995
ACH-000009,-0.2726324697134269
ACH-000011,-0.3417341333153545
ACH-000012,-0.3501671728545149
ACH-000013,-0.3904487232266958
ACH-000014,-0.3242906660782578
ACH-000015,-0.31069684761931426
ACH-000017,-0.2575035211920205
ACH-000018,-0.30527589639317376
ACH-000019,-0.43781213043812783
ACH-000021,-0.2978522342463649
ACH-000022,-0.3520275723516985
ACH-000025,-0.4942232334765008
ACH-000028,-0.4775516650298346
ACH-000030,-0.2396923602354775
ACH-000035,-0.3573798432117061
ACH-000036,-0.0841140303714958
ACH-000037,-0.31959553650500216
ACH-000039,-0.2640685606435066
ACH-000040,-0.4108484730995327
ACH-000041,-0.3435596305697484
ACH-000042,-0.259042621367852
ACH-000045,-0.4448658778070269
ACH-000047,-0.2782664151190776
ACH-000052,-0.4181539275384877
ACH-000053,-0.21243054175954007
ACH-000054,-0.35325919453057353
ACH-000055,-0.15866081847131164
ACH-000060,-0.1397874244515006
ACH-000067,-0.17619391401310208
ACH-000070,-0.25456413878181144
ACH-000075,-0.31259387571010744
ACH-000078,-0.2605076562339545
ACH-000082,-0.2680529662938761
ACH-000085,-0.3956995935097162
ACH-000086,-0.37400058766844696
ACH-000087,-0.2575503427059639
ACH-000092,-0.5334753197134277
ACH-000095,-0.15480028362296055
ACH-000097,-0.27082075323901666
ACH-000098,-0.2800881274614408
ACH-000099,-0.32260445906046314
ACH-000108,-0.286998116148755
ACH-000113,-0.3436659567176313
ACH-000116,-0.2172421888099821
ACH-000118,-0.28307582340100457
ACH-000120,-0.34672261359397943
ACH-000123,-0.2927434635878572
ACH-000127,-0.2639301065449577
ACH-000128,-0.17194062387294576
ACH-000132,-0.2101856148240364
ACH-000133,-0.32574497744634
ACH-000137,-0.4514641861585895
ACH-000138,-0.31103435656734063
ACH-000142,-0.3635138841899928
ACH-000143,-0.3476097345817282
ACH-000146,-0.2292810729453365
ACH-000148,-0.2923591930854158
ACH-000150,-0.21573359228271044
ACH-000152,-0.3219530901398204
ACH-000153,-0.5419752772861386
ACH-000159,-0.2547655253457693
ACH-000160,-0.03753736915069039
ACH-000163,-0.1936848886277444
ACH-000167,-0.6050095013547961
ACH-000168,-0.2514950268564344
ACH-000169,-0.3399637142022929
ACH-000178,-0.20239531202631636
ACH-000183,-0.20106842972504066
ACH-000188,-0.43879622157652254
ACH-000189,-0.3561005179820813
ACH-000190,-0.3024637721399156
ACH-000198,-0.2747399997337175
ACH-000203,-0.24703389864953
ACH-000204,-0.14914794315767746
ACH-000206,-0.18577346110018333
ACH-000207,-0.3127809985921381
ACH-000208,-0.1506336556712413
ACH-000210,-0.14858305435746852
ACH-000211,-0.4228456924865581
ACH-000215,-0.3206942356197917
ACH-000221,-0.6205349872236143
ACH-000222,-0.35296000136263683
ACH-000223,-0.3581226224218215
ACH-000226,-0.20369756505225528
ACH-000227,-0.4176103514193769
ACH-000228,-0.3647167798198765
ACH-000231,-0.21747704263524129
ACH-000232,-0.3760109659850429
ACH-000233,-0.224437023033853
ACH-000234,-0.13109184909011362
ACH-000235,-0.23812558807287254
ACH-000237,-0.26525562854786633
ACH-000238,-0.37954535899387504
ACH-000242,-0.07517663767644239
ACH-000243,-0.19387520296183172
ACH-000244,-0.4916806471144329
ACH-000246,-0.2594916438940511
ACH-000248,-0.20621879644562088
ACH-000250,-0.3029019178078601
ACH-000251,-0.2989057205122688
ACH-000252,-0.4341089721390805
ACH-000253,-0.2946409103247848
ACH-000255,-0.31404677265874664
ACH-000256,-0.2738773223368794
ACH-000257,-0.34979534569498016
ACH-000258,-0.11159761625597166
ACH-000259,-0.32833421584624395
ACH-000260,-0.2141881035422544
ACH-000261,-0.3340042092940026
ACH-000262,-0.3635415620559787
ACH-000263,-0.1255515362578922
ACH-000264,-0.1437696321134856
ACH-000265,-0.32646228030629376
ACH-000266,-0.19473135735038444
ACH-000272,-0.32871309436364177
ACH-000274,-0.27616968936747793
ACH-000277,-0.3739871174602741
ACH-000278,-0.33336900656524604
ACH-000279,-0.18270301802120892
ACH-000280,-0.4650747855679975
ACH-000281,-0.09886050090869747
ACH-000288,-0.2635345767315187
ACH-000291,-0.3046749624324419
ACH-000293,-0.289999990890625
ACH-000294,-0.2512869497362458
ACH-000295,-0.15549240345615534
ACH-000296,-0.3753658415079501
ACH-000302,-0.2977245602972025
ACH-000304,-0.4606312779456466
ACH-000307,-0.2033808025368886
ACH-000308,-0.2648876093531698
ACH-000310,-0.12188679802881645
ACH-000311,-0.317049688351674
ACH-000312,-0.3755390255425373
ACH-000315,-0.5021746522721948
ACH-000316,-0.184823265807162
ACH-000317,-0.429302595694632
ACH-000318,-0.43126136504835705
ACH-000319,-0.2101970707929254
ACH-000320,-0.485935884099498
ACH-000322,-0.3533821999917827
ACH-000323,-0.4599483552992538
ACH-000324,-0.2948418298026838
ACH-000329,-0.2435204995902027
ACH-000330,-0.3287939983935417
ACH-000331,-0.269614987104493
ACH-000332,-0.26238236174985874
ACH-000334,-0.275902539283245
ACH-000335,-0.4832111969818982
ACH-000336,-0.37111910962771616
ACH-000337,-0.3648355953950674
ACH-000338,-0.12868476810133803
ACH-000339,-0.261095192691718
ACH-000341,-0.5075569665215246
ACH-000348,-0.3686082374489294
ACH-000350,-0.04211352270963697
ACH-000352,-0.48616242039818
ACH-000356,-0.1805512792935428
ACH-000361,-0.22777823579816026
ACH-000362,-0.2261290762105924
ACH-000363,-0.23092477339475406
ACH-000364,-0.2679446727323627
ACH-000365,-0.44491717960823934
ACH-000366,-0.27082702918389245
ACH-000368,-0.4254078613902661
ACH-000374,-0.2357862620148608
ACH-000375,-0.4689365371360404
ACH-000376,-0.3711494465266454
ACH-000381,-0.08387352468935244
ACH-000383,-0.33123083636877143
ACH-000387,-0.16814463303024252
ACH-000389,-0.07840634342343543
ACH-000390,-0.2772357591113095
ACH-000393,-0.3339025581553596
ACH-000395,-0.3020424564206477
ACH-000396,-0.31789772567576763
ACH-000397,-0.2976351023643872
ACH-000401,-0.29392645372277554
ACH-000402,-0.3803822747402093
ACH-000403,-0.2397416412131873
ACH-000404,-0.14937442426304864
ACH-000406,-0.3160147348777105
ACH-000407,-0.3869305655464244
ACH-000408,-0.5015271124596434
ACH-000410,-0.27588453630082355
ACH-000411,-0.2636227474393407
ACH-000414,-0.2306525687394524
ACH-000415,-0.31914673567799984
ACH-000416,-0.22034668308150224
ACH-000420,-0.4263522892425655
ACH-000421,-0.20014709860614213
ACH-000424,-0.08193188031541702
ACH-000425,-0.23791196759087144
ACH-000426,-0.1425332002082536
ACH-000427,-0.25010567765745145
ACH-000433,-0.2579326125130015
ACH-000435,0.07093236056691223
ACH-000436,-0.3185500781468917
ACH-000444,-0.34965017529235376
ACH-000445,-0.571304722088124
ACH-000448,-0.29922912952640657
ACH-000450,-0.20781225842406575
ACH-000452,-0.3051599046134247
ACH-000454,-0.33342821640779075
ACH-000458,-0.2794735458185779
ACH-000459,-0.31081842692810996
ACH-000460,-0.11276278702103648
ACH-000461,-0.34551412620203625
ACH-000463,-0.1489986717451275
ACH-000464,-0.24570023894188264
ACH-000466,-0.41940585818957576
ACH-000467,-0.3511026809711372
ACH-000468,-0.2907024497028395
ACH-000469,-0.18720805933597007
ACH-000470,-0.2846841491006536
ACH-000471,-0.13213587338435873
ACH-000472,-0.30936752407958423
ACH-000473,-0.3666324296381528
ACH-000475,-0.2742832830599508
ACH-000476,-0.21922578054182254
ACH-000477,-0.182945282847661
ACH-000479,-0.1566648347852155
ACH-000480,-0.38449416082413795
ACH-000481,-0.30129775203886405
ACH-000483,-0.2661712684945389
ACH-000484,-0.15051063003456186
ACH-000485,-0.13147722326455624
ACH-000486,-0.365705211464564
ACH-000487,-0.2964316958886585
ACH-000488,-0.2362169923857845
ACH-000490,-0.37430531346685103
ACH-000491,-0.1443925187423758
ACH-000495,-0.22332300448912965
ACH-000496,-0.31117556824347586
ACH-000499,-0.477260572085819
ACH-000500,-0.3649346531585091
ACH-000502,-0.2689270071388269
ACH-000503,-0.4060686139963466
ACH-000505,-0.3544483098021433
ACH-000507,-0.3279796276287855
ACH-000510,-0.309024680641239
ACH-000511,-0.3312126721665297
ACH-000512,-0.2577834875513705
ACH-000516,-0.29879064163231706
ACH-000517,-0.24080583338788025
ACH-000518,-0.32526235588475244
ACH-000520,-0.33898882718020484
ACH-000521,-0.20846216012055047
ACH-000522,-0.4798588935543494
ACH-000524,-0.1485058438323362
ACH-000527,-0.17322499773393396
ACH-000528,-0.2779326267921947
ACH-000537,-0.3246279804788341
ACH-000541,-0.25662258686558104
ACH-000542,-0.26828581097172066
ACH-000544,-0.4772007072405482
ACH-000545,-0.3689475906085969
ACH-000547,-0.3906409206655159
ACH-000548,-0.33432976663414365
ACH-000549,-0.19742957459760746
ACH-000550,-0.15666778909438975
ACH-000552,-0.3803112374642504
ACH-000556,-0.4230095279450888
ACH-000557,-0.21718351686601395
ACH-000569,-0.25083566153389825
ACH-000570,-0.1242966958629163
ACH-000571,-0.3361863694897081
ACH-000573,-0.19952276563960256
ACH-000576,-0.35372075353313165
ACH-000579,-0.5421150592663331
ACH-000580,-0.12921032615814107
ACH-000584,-0.3243510829033571
ACH-000585,-0.15465674246684324
ACH-000588,-0.1700679502357717
ACH-000589,-0.16886612283075025
ACH-000591,-0.3547226139305559
ACH-000593,-0.3954655831256567
ACH-000600,-0.21632017162147185
ACH-000601,-0.2377578076495772
ACH-000605,-0.7091323814202993
ACH-000606,-0.3158786966359047
ACH-000608,-0.20984192882860006
ACH-000614,-0.4253547064008476
ACH-000616,-0.20766427900953502
ACH-000618,-0.2644515585177739
ACH-000619,-0.07511132716781993
ACH-000620,-0.28379125190662824
ACH-000621,-0.31648210363727564
ACH-000622,-0.3616990175991126
ACH-000623,-0.3437475561515023
ACH-000624,-0.30533165529760226
ACH-000627,-0.4163643849224787
ACH-000630,-0.1925771721992062
ACH-000631,-0.5415103697197949
ACH-000632,-0.4634907310034584
ACH-000633,-0.15900557359511738
ACH-000637,-0.15188033056807831
ACH-000638,-0.3095016131620845
ACH-000646,-0.1075784760556762
ACH-000647,-0.16293205311226136
ACH-000648,-0.4802706444052754
ACH-000649,-0.31766510316397584
ACH-000651,-0.28923837996173685
ACH-000652,-0.2007555848116196
ACH-000653,-0.19136858483693472
ACH-000657,-0.3826472098884863
ACH-000658,-0.0767353753314193
ACH-000661,-0.5309461329128745
ACH-000662,-0.31795878978212017
ACH-000663,-0.19125235091317602
ACH-000665,-0.32913492535074945
ACH-000671,-0.4242661656958307
ACH-000672,0.044480046909625134
ACH-000673,-0.2454551875090165
ACH-000676,-0.421605197489218
ACH-000677,-0.2808820996983173
ACH-000681,-0.10778812374468352
ACH-000683,-0.30377165887412083
ACH-000684,-0.450781663794247
ACH-000688,-0.4480779197426733
ACH-000693,-0.3406549919534226
ACH-000694,-0.2245846760946813
ACH-000695,-0.3125189949747352
ACH-000696,-0.364633744477232
ACH-000697,-0.3012131625485367
ACH-000699,-0.15483510965023362
ACH-000701,-0.24921115856672416
ACH-000706,-0.2580674671618769
ACH-000711,-0.21767236793903424
ACH-000713,-0.3525120489069711
ACH-000714,-0.22983404416122674
ACH-000718,-0.18599904374936693
ACH-000720,-0.2394275179457691
ACH-000721,-0.3622517095041941
ACH-000724,-0.1900404592905216
ACH-000725,-0.21690593883940096
ACH-000732,-0.37982846717391855
ACH-000734,-0.2967574865192968
ACH-000735,-0.3931547376909677
ACH-000736,-0.3154983913654533
ACH-000738,-0.2057751029628378
ACH-000746,-0.2966020880929207
ACH-000747,-0.34509371178206866
ACH-000748,-0.30163077271222033
ACH-000753,-0.2606261407371322
ACH-000756,-0.4744236935961472
ACH-000757,-0.4292562866330488
ACH-000758,-0.4828374255876846
ACH-000760,-0.3344751119334475
ACH-000762,-0.2684681779833999
ACH-000763,-0.15822252532096867
ACH-000764,-0.28128995636458753
ACH-000765,-0.5120989508024963
ACH-000766,-0.2589686939444647
ACH-000767,-0.14115676601352506
ACH-000768,-0.23223337350986034
ACH-000769,-0.06833895513903514
ACH-000770,-0.1609016323259737
ACH-000771,-0.1802735690559533
ACH-000773,-0.3223385960303861
ACH-000776,-0.3375233428751355
ACH-000777,-0.2337344279633617
ACH-000778,-0.4599752220010396
ACH-000781,-0.23230132802852815
ACH-000782,-0.08080166718015992
ACH-000783,-0.3414986713292686
ACH-000784,-0.22516627910147405
ACH-000785,-0.3400816877715513
ACH-000787,-0.1827876529434121
ACH-000788,-0.3261692700319957
ACH-000791,-0.3142009011783973
ACH-000792,-0.21756901253512492
ACH-000794,-0.25002177677587184
ACH-000796,-0.23002445345791234
ACH-000798,-0.6413646498234694
ACH-000799,-0.2460649177083552
ACH-000800,-0.3247444336614126
ACH-000802,-0.3399066299001789
ACH-000804,-0.29920413956472125
ACH-000805,-0.2354087724825982
ACH-000809,-0.19871635356285144
ACH-000810,-0.5836317553652356
ACH-000811,-0.2714311476966186
ACH-000817,-0.2861010661493878
ACH-000819,-0.27166260250740304
ACH-000820,-0.12284998200534518
ACH-000821,-0.291241494354543
ACH-000822,-0.26782500763471623
ACH-000823,-0.2894005129087807
ACH-000824,-0.09779478227248643
ACH-000827,-0.3493542320247265
ACH-000829,-0.4021533374342251
ACH-000831,-0.5357694495297928
ACH-000832,-0.2610044651045173
ACH-000833,-0.33210932342618354
ACH-000834,-0.3154620263877293
ACH-000835,-0.1827511735636693
ACH-000836,-0.30649225844958883
ACH-000837,-0.4348117909353199
ACH-000838,-0.3455102024703022
ACH-000839,-0.35488260221686924
ACH-000840,-0.31889992523138044
ACH-000841,-0.2159408990073556
ACH-000843,-0.2784615560561897
ACH-000846,-0.5029799263250772
ACH-000847,-0.37933842006052376
ACH-000848,-0.17940901014497626
ACH-000849,-0.2316232069534067
ACH-000851,-0.2934235528988163
ACH-000855,-0.38509684399368016
ACH-000856,-0.2389090124600497
ACH-000858,-0.2980424009702427
ACH-000859,-0.4273447424660138
ACH-000861,-0.30722758679175177
ACH-000862,-0.2634748881755375
ACH-000865,-0.2748240177777461
ACH-000866,-0.2880077918726613
ACH-000867,-0.2246774893867608
ACH-000869,-0.3095755040449981
ACH-000872,-0.3939326542514262
ACH-000873,-0.539217654911162
ACH-000876,-0.25920108731249475
ACH-000878,-0.04203932304142877
ACH-000880,-0.2326603638120909
ACH-000881,-0.0913282756660017
